tweet_id,tweet,anno1,anno2,anno3,label
1452795765139591173,@user እንደ ወያኔ መጥፋት ያለበት ፓርቲ ነው!!,negative,negative,negative,negative
1476715852745650177,@user የዘመናችን አሳፋሪ ፓለቲከኞች የሰው ልጅ በየቀኑ እንደ በግ እየታረደ፣ሕዝብ እየተፈናቀለ አንድ ቀን እንኳን ሰላም ማደርን በአገሩ ላይ የተነፈገ ሕዝብ የሚያስተዳድር ፓ,negative,negative,negative,negative
1433999466848194564,ይችን ሰንደቅ አላማ ለኢትዮጵያ እንጂ የአንድ ክልል እንድትሆን አልፈቅድም!,positive,positive,positive,positive
1476771662351773698,@user @user ለወሎ ብለው ነው የተሰውት የሚል የት አነበብህ? ማንበብ አትችልም,negative,negative,negative,negative
1447658059367653377,እስካልገደኳችሁ ድረስ ሊያስገድላችሁ የሚችል ነገር ብናገር ምኑ ነው ችግሩ ?እያለ ነው ኣወል አሎ,negative,negative,negative,negative
1467349138002038785,እንደ ካሳ ጊታው ዝናብ መልእክቱ ከላይ አብይ ኣዝንቦባቸው ይሆናል,negative,positive,negative,negative
1470199994619625475,ጀግኖች ናችሁ በአማራውደም ገንዘብ ሰብስቦ መክበርን የመሰለነገር የለም።አቤት የጎፈንዱ አበዛዙ።የችኮላችሁ ነገር ደግሞ በጣም ያስደነግጣል። የአብይ ሃብትም ከፍ እያለይሄዳል።ያሰለጠናቸ,negative,negative,negative,negative
1442954212271214593,ለአንድ የማሰብ ብቃት ላለው መሪ እንኳን ሶስት አመት እንኳን አምስት አመት በወራትም ሀገሩ ላይ ድህነትን የማጥፋት አቅጣጫ የኑሮ መሻሻል አቅጣጫ የእድገት ለዉጥ ያሳያል፤ አዎ ብልፅግ,positive,negative,negative,negative
1457150677759807493,@user @user @user @user አንዳድ ለአማራ ከኛ በላይ የለም ለምትሉ፣ ስለ ወሎ ህብረት እኛን የወሎን ልጆች ጠይቁን የወሎ ህብረት,neutral,negative,negative,negative
1442223540217028609,በፍቅር ካልተነጋገር፣ ካላወራነ ገና ሳንጋባ አንደዚህ ከሆንን ከተጋባንስ እንዴት ነው የምንሆነው ?!!,neutral,positive,negative,negative
1454223451921829890,@user እረ ይህ ካልሲ አገር አጠፋ ??,neutral,negative,negative,negative
1462632247211745289,@user ባንዳነት ነዋ ሌላ ምን ይሆናል,negative,negative,negative,negative
1454275103945117699,@user በሞጨረሻም ብፎቶ ምፅናናት ጀሞራችሁ? ዕዋይ,negative,negative,negative,negative
1471676701113556997,እጅ ለእጅ ተያይዘን ተደጋግፈን አለን ቀን እናልፈዋለን ልናልፍ የምንችለው ግን ብሄር እምነት ቀለም ቋንቋ ሳንል አንድኢትዮጵያ አንድ ህዝብ ስንሆን ብቻ ለ ዳ ወሬ ጆሮ አንስጥ ጆሮ ከ,positive,positive,positive,positive
1436174527571107843,@user እናቱ የዘንድሮ ታላቁ ሩጫ መቀሌ ነው አሉ ?,neutral,positive,negative,negative
1476343339179864068,@user አረብኛ የምትረዱ እንግዲህ ቀኔድ ቀንዱን ትሉት ዘንድ ግድ ይላል,negative,negative,negative,negative
1449858033404858371,@user እነ እምዬ ምንሊክ ያስተዳደሯት ትልቂቷ ኢትዬጵያ ስምና ክብር ስራቸው በአለም ገኖ ለዝንተ አለም የኖረና ሁሌም የሚኖር ታሪክ የማይሽረው ጀግኖች ያለፍባት! ዛሬ ቢያዬ ያፍ,positive,positive,positive,positive
1441577733990096896,ከመስከረም 24 በኋላ ይሄን እንጠብቃለን 1.የትግራይ የአማራ እና አፋር ወገኖች በነፃነት እንዲኖሩ ህወሃት የተባለ ሊቀ ዲያቢሎስን ማጥፋት 2.መከላከያን የበለጠ ማዘመን 3.የብሔር,negative,negative,negative,negative
1450669783368835072,@user ይህን ዜና ማሰራጨት ጠላትን አድፍተህ ጠየቀኝ ማለት ስለሆነ ይህን ምስጥር ማሰራጨቱ ለምን አሰፈለገ?,neutral,negative,negative,negative
1438998701964398597,@user ይጨምርልክ ያብዛልህ ከረጂም እድሜ ከጤና ጋር ከሀብት ጋር ከምትወደው ሰው ጋር ይስጥህ,positive,positive,positive,positive
1444761675861831690,ማራዶና የታወሰበት ዓለም አቀፍ የታንጎ ዳንስ ውድድር በርካታ ጥንዶች የተሳተፉበት ዓለም አቀፍ የታንጎ ዳንስ ውድድር በአርጀንቲና ዋና ከተማ ቦነስ አይረስ ታካሂዷል,positive,positive,positive,positive
1468077384003948546,የህወሀት ታጣቂዎች በሰሜን ሸዋ ዞን አንፆኪያ ገምዛ ወረዳ ከ100 በላይ ንፁሀን ዜጎችን ጨፍጭፏል።በንጹሐን ላይ ይሄንን ሁሉ ጭፍጨፋ ያደረሰው ኃይል ነው እንግዲህ ከተማረከ በኋላተገ,negative,negative,negative,negative
1470618966892904453,እነዚህ ሰው አይደሉም የሰይጣን ቁራጮች እንጂ?? ቱ!,negative,positive,negative,negative
1445507215486455815,የትግራይ ህዝብ በሰላም ለመኖር ከፈለገ በብብቱ አቅፎ የደበቀውን ወንጀለኛ terrorist group TPLF ለህግ አሳልፎ ሊሰጥ ይገባል,positive,negative,negative,negative
1463006095581102080,ሁሉም ነገር ወደ ጦር ግንባር !!! . እናሸንፋለን !! .,positive,positive,positive,positive
1465545820913258498,@user @user ድንፋታው ቀረና ማላዘን ተጀመረ! ከነገ በኃላ ደግሞ የዘር ጭፍጨፋ፣ ርሀብ፣ ባይደን ይድረስልን መንከባለል ምናም ትጀምራላችሁ። your usual patern ??,negative,negative,negative,negative
1441524561183326210,@user @user በጣም የሚገርም ነገር ነው ፡ ደንቆሮ ነህ ወይስ እውር ፡ ታንክና መድፍ አስረክቦ እግሬ አውጪኝ ሩቻ እየፈረጠጡ ፉከራ ምን ይበጃል TDF ወደ,negative,negative,negative,negative
1464425636638994432,@user @user @user ????ማወራረድ ስንጀምር እዳ እንደተራራ ተጭኖህ እንዳትሞት ፍራ በህይወት ተርፈህ ለማወራረድ ከበቃህ,negative,negative,negative,negative
1472428362064973826,ለኔ፥ላንተ፥ላንች፥ለኛ የተከፈለ መሰዋዕት ነው። ከእንግዲህ ረጋዚን ረሳሁት እናንተን አስታውሳለሁ። ከንግዲህ እንደነፍስ አባት አከብራለሁ።,positive,positive,positive,positive
1473511964257234944,@user መቼም ሰው ከአገሩ ወጥቶ አይቀርምና አስቴር አወቀ,positive,positive,positive,positive
1470933102340231168,@user በግፍ መብዛት ምክንያት በጣም ብዙ ሰው እየተጎዳ ነው ። የተረጋጋ እንቅልፍ መተኛትማ ብርቅ ከሆነ ቆየ ። መከራው በላይ በላዩ እየተደራረበ፣ አንዱን አዝነን ሳ,negative,positive,negative,negative
1450936761807376385,@user @user @user @user ሁሉንም የጥቁር ህዝብ ማስተባበር ያስፈልጋል ለነዚህ ለፌክ ዲሞክራቶችን እንዳይመርጡ እነዚህ አፍሪ,negative,negative,negative,negative
1443683502952697856,@user @user @user @user @user እኔ እና አንተም ሳንጨነቅ እንሰራዋለን,neutral,positive,positive,positive
1454194942436384770,@user ለሥልጣን ቅዠትህና ለኢትዮጵያ ጥላቻህ ብለህ የትግራይን ሕዝብና ወጣት ትገብራለህ! የማይቀረው የኢትዮጵያና የዕውነት አሸናፊነት በቅርቡ ሲረጋገጥ፣ ላፕ ቶፕህን,negative,negative,negative,negative
1447313913457094664,ትግራይ ለሚኖር ህዝብ በአየር መደብደብ ከደረሰበት ግፍ አንፃር ትንሹ ነው:: አሁን አማራ ክልል የሚኖር ህዝብ በማይመለከተው ጦርነት በአየር ድብደባ እያለቀ ነው:: ነገር ግን ሚ,negative,negative,negative,negative
1462989952887795718,@user @user ያው እንደምታውቀው አሁን ጭንቅላቴ ብዙ እእይሰራም,negative,positive,negative,negative
1453510517126057984,@user @user @user ከዚህ በኃላ የሚያድናቸው ስለ መኖሩ መጠራጠር አለባቸው,negative,negative,negative,negative
1455757331002757120,አሜሪካ በኢትዮጲያ ላይ የምታሳድረው ተጽእኖ የሀገርህን የመኖር ህልውና አይወስንም የመጥፋትም ሆነ የመኖርህ ህልውና በእጅህ ነው እሱም ወያኔን ከውስጥም ከውጭም መዋጋት ነው።,negative,negative,negative,negative
1441894546544156674,@user እውነት ፣ እውነት ናት። ሰምተዋል ፣ አይተዋል ደግሞም ተረድተዋል። የነሱ ውሸት እንዳይገለጥ እውነትን በግፍ ሊያጠፉ ተነሱ ግን አሁን አይሆንም። ግዜው የኢትዮጲያ እና የኢትዮጲያ ነው እንበርታ።,positive,negative,negative,negative
1437542242000986114,@user ከማን ጋር ነው እርቁ? የሰው ልጅ ክቡርነት ከማያውቁ የሽፍታ ወንበዴዎች ጋር እርቅ ትርጉም የለውም። ሂዱና ተደራጅታችሁ ተመለሱ ህዝብና ከብት ፍጁ የአገር ሀ,negative,negative,negative,negative
1450671579583561737,@user ስማቸው ብቻ ሳይሆን ማነታቸውም መታየት አለበት ያወጡላቸው ስም ግን አጀብ ነው ስማቸው ያልተዘረዘረው ስም እስኪወጣለቸው ነው ??#ፍትህለባልደራስአመራሮች #ፍትህለህሊናእስረኞች,neutral,positive,negative,negative
1449466240448217103,@user ጉዳይህን የአሜሪካ ኢሚግሬሽን/ፍ/ቤት አልጨረስክም? ሰሞኑን ቆላህሳ??? እረ ብዙ አሽቋለጥክ።,negative,negative,negative,negative
1476749562698104833,@user ስንት ቢከፍሉት ነው። የተደፈሩት መነኩሴ እንኳን አያስዝኑትም።,negative,negative,negative,negative
1469890221323997187,@user ይህ የአንተው የቀን ቅዥት ህልምህ ነው:: ቃዥተሀል ቀዝቃዛ ውሃ ጠጣ መቀሌ ላይ ስንሸናባት ለማዬት እድሜ እንድታገኝ:: ቦርኮ,negative,negative,negative,negative
1435724194965245952,አንድ ሠው ሥተት ውሥጥ ተዘፍቆ ብታየው ከሥተቱ እንዲመለሥ የተቻለህን ሁሉ ታደርጋለህ አድርገህም የማይመለስ ከሆነ ችግሩ ያንተ የማሥረዳት እውቀት ማነሥ ሣሆን የሡ የመረዳት እውቀት ማ,positive,positive,negative,negative
1464087371448737792,ፕሬዝደንት ሣህለወርቅ ዘውዴ በፊፋ ሥም ያገኙትን የእግር ኳስ ትጥቅ በአዲስ አበባ በዝቅተኛ ኑሮ ላይ ለሚገኙ 600 ለሚጠጉ ታዳጊ ወጣቶች አበርክተዋል,positive,positive,positive,positive
1450959564401221634,#Ethiopia : እኔ አብይ ተመረጠ ብዬ አልልም ኢትዮጵያዬ ቀጥላለች ነው የምለው:: ይህ ቀን እንዳይመጣ ከውጪም ከውስጥም ስንት ተንኮል ሲዶለት ነበርና ኢ ት ዮ ጵ ያ ዬ እንኳን ደስ አለሽ! @user,positive,negative,negative,negative
1434706297535012869,@user እሷ ስትናገር መብራት ይጠፋል እንዴ???,neutral,positive,negative,negative
1465893824216064002,@user @user እንዲህ እያልክ እራስህንና በጎቹን አፅናና ::መቀሌ ከተማ ውስጥ ምሽግ አዘጋጃቹ እንዴ? እጅ ስጥ!!,negative,negative,negative,negative
1442274761342701568,@user እውነት ነው! ወያኔ በሰው እና በአሬ መካከል ያለ ለየት ያለ ፍጡር ነው! ምርምር ቢደረግበት መልካም ነው hahahaha,negative,positive,negative,negative
1450250135397707780,@user ተረት ተረት አንድ የ5ወር ልጅ ነበር እሺ በማሞቂያው ሲቁይ ሲቁይ 42ዓመት ሞላዉ አይምሮ ስላላደገ ከማሞቂያዉ እንዳይወጣ ተደረገ እሱም Stalin ይባላል,negative,negative,negative,negative
1436492050141220867,ዮሐንስ 14 (John) 27፤ ሰላምን እተውላችኋለሁ፥ ሰላሜን እሰጣችኋለሁ፤ እኔ የምሰጣችሁ ዓለም እንደሚሰጥ አይደለም። ልባችሁ አይታወክ አይፍራም። Happy new year 2014,positive,neutral,positive,positive
1435044795672666115,ለኢትዮጵያ ክብር እፀልያለው፣ እዘምራለው ፣ እቆማለው !! ፈጣሪ ኢትዮጵያንና ሕዝቦቿን ይባርክ !!!,positive,positive,positive,positive
1470605356707553285,@user @user በርታልን፣ የነዚህ በሬ ወለደ የዜና ጣቢያዎች እኩይ ተግባር ከስር ከስር እየተከተልክ አድርቅልን፣ አሩሲ እናመሰግናለን @user,neutral,negative,negative,negative
1474601766398443527,የመንግስቱ ሀይለማርይምን ንግግሮች/ፎቶዎች ከመፖሰትና ከማወደስ በፊት የወጣት ሶሻሊስት ቡድኖች (ለምሳሌ የኢህአፓ ወጣቶች) ለይ ስላደረሰው ጭፍጨፋ እና ስቃይ እናንብብ እባካችሁ,positive,negative,negative,negative
1474950165861646344,@user አማራን የነካ የለዉም በረካ ገና የኢትዮጵያና ያማራ ጥላቶቺ ያልቃሉ,negative,negative,negative,negative
1437901592003502082,@user @user ሰብእና ጀግንነት ለአላማ መኖር ሰንቃችን ነው ዳግም በአማራ እንዳይታለሉ አሰተምረን እናልፋለን ሆድ ምናባቱ ህሊና ይበልጣል @user,positive,positive,positive,positive
1466267268132839428,@user በሬዎቹ #NoMore እርድ እያሉ ነው የሚመስለው??,neutral,positive,negative,negative
1461901959808618497,@user ምን ያህል እርግጠኛ ነን? የሚፈለገው ጦር ከፈታው ወሬ የፈታው እንዳይሆን።,positive,positive,positive,positive
1438633695968174081,@user ሌባ ካሀዲ ባንዳ:: የእሱም ላሊበላ ሪዞርት የወያኔ ነው:: ወያኔ ደግሞ ከኢትዮጲያ የዘረፈው ገንዘብ ነው:: ስለዚህ ሪዞርቱ የህዝብ ነው መወረስ አለበይ:: በደ,negative,negative,negative,negative
1459744095342051330,ህዳር ሢታጠን TPLF & COVD-19 ከኢትዮጵያ ምድር ተጠራርገው ይጠፋሉ፡፡ መልካም ሠንበት!!,negative,negative,negative,negative
1467710053960589313,@user @user ሊቀ-ሰይጣን ጁንታው የትግራይ ወራሪ ነዋ ??,negative,negative,negative,negative
1458228707710144517,ወያኔ ሲመታ የምቀባጠረው ነገር ትዝ ይላችዋል ።በቀን ሁለቴ መግለጫ ጫጫታ ሲመታ መከራ ግጠም ስትለው አይገጥምም በትክክለኛው መንገድ ይሽለከለክና ከተማ ገብ,negative,negative,negative,negative
1441247057973432321,@user መስቀል ሰላ? ምን ያደርጋል ከእናቴ ከራቅኩ ቆየሁ።,negative,positive,negative,negative
1443755933356617728,@user እድሜ ለወያኔ ከ27 አመት በፊት አይደለም እንደዚ አይነት ህንጻ ጤነኛ አጥር አልነበረሽም እዛው በልተሽ እዛው በርሽ ላይ ነበረ ምትጸዳጂው ግሞ,negative,negative,negative,negative
1438604224812699653,@user ከሱዳን ጋር ዲፕሎማሲ ብቻ! እሾኩን ህወሀት ከነቀልን፣ ድምፃችንን አጥፍተን፣ ወደ መልሶ ማቋቋም በመዞር ማገገም አለብን!,positive,negative,negative,negative
1465165288308199427,ብርቱ እጆች ዘጋቢ ፕሮግራም via @user,neutral,positive,neutral,neutral
1455744060967301122,@user @user ክርስቲያን ተስፋ አይቆጠርም ስባል ሰምተህ ነው አይደል?,neutral,positive,neutral,neutral
1453561750717038597,@user እሱ መግለጫ የሰጠው ይቺ የመጣችው ነጫጭባ በቦርሳዋ ዶላሮች አጭቃ አምጥታለት ይሆናል:: ያለበትን ቦታ ያው እነሱው ኮንቴነር ውስጥ መሆኑን አሳያት:: እሷስ ወደ,negative,negative,negative,negative
1463364027602685957,@user እነዚህ ናቸው የአምስት አመት አርበኞቹ ነጻ አገርን ያስረከኩን #NoMore #TPLFTerroristGroup,positive,negative,positive,positive
1438247673577058305,ወያኔዎች ከ 2 ዐመት በፊት ነው ይሄ በውጭ ሀገር ወራሪ የሚለውን ዲስኩር የጀመሩት ምክንያቱም ሰሜን እዝን (40 of infantry 80 artillery and many experi,neutral,negative,negative,negative
1450992871490801668,@user @user አትናገሩ ግዜ ስጦቸዉ እያሉ ሕዝቡን አስጨረሱት። መንግስት የሚያረገው እንቅስቃሴ ሁሉ ለማን እንደሆነ ግራ ይገባል። የአየር ጥቃቱም,negative,negative,negative,negative
1452365352751538188,@user @user ማስፈራራትም አለው ????,negative,negative,negative,negative
1433934994825785351,@user መከላከያ እየከፈለ ያለው መሰዋዕነት ዋጋ አጣ ማለት ነው,neutral,positive,negative,negative
1474919663503134720,@user ነፍስ ይማር! ሀገራችን መጠቀም ሲኖርባት ካልተጠቀመችባቸው ሰዎች መካከል አንዱ ይመስሉኛል። አሁንም፤ ቀሪ ባለሰፊ ልምድ ኢትዮጵያውያንን አሰባስቦ መጠቀም የ,positive,positive,positive,positive
1435711545384873988,አትሌቱ የጦቢያ ሽማግሌ ይሄን የበሰበሰ ፖለቲካ ተነተነው አብራራው ???? ላለፉት 9/10 ወራት በጦርነቱ ምክንያት የሞተው የተራበው ከቀየው የተፈናቀለውስ የሚያሳዝንህ የት/ቤት,negative,positive,negative,negative
1474908208896647172,አማርኛ መማር እፈልጋለሁ,positive,positive,positive,positive
1458985064268709888,@user አሁን ላይ እንዴት ነሽ,neutral,positive,neutral,neutral
1473856576054255616,@user ኢትዮጵያን የነካ ከእግዚአብሔር የተጣላ ነው ቤቱም ለዘለዓለም ሲኦል ነዉ።,negative,positive,negative,negative
1438989322800222208,@user ኢትዮጵያ እውነት አላት እውነት ደግሞ አሸናፊ ነው,positive,positive,positive,positive
1467698561840295938,@user ገና ትወራጫለህ:: ሰራዊትህን ከነአዛዦቻቸው ብትንትኑን እንዳወጡልህ በቀጣይ ደግሞ . ጡሩንባ ሳያስነፉ በደንብ አድርገው ያነጋግሩሃል። TPLF always,negative,negative,negative,negative
1457524258566025219,ከጁንታዉ ከመደራደር ና አንድነታችንን ከማጣት ከአሜሪካ ኢንተረስት ጋር መደራደር አባይም ከሆነ ኢትዮጵያ ከሌለች ለማ ሊሆን ነዉ ፥ የሚከፈለዉ ከፍለን አሁን ኢትዯጵያን ማቆየት ይሻላል,positive,negative,negative,negative
1469833462500757510,ለኔ ነው የኔ ድሐ መቼም ይህ ውለታ አይከፈልም!!,positive,positive,positive,positive
1460087632784941063,@user በራሳችሁ ጥጋብ ባስነሳችሁት ጦርነት ህዝብ ተራበ ማለት ያስቃል። ደሞ ዞር ብላችሁ በለዉ ትላላችሁ። ግራ አታጋቡን pick a side! #TplfIsWarCriminal,negative,negative,negative,negative
1437899775790223367,@user @user @user @user @user ኣዎ ከሶዶማዊነት ሳልፈጠር ልቅር፤ ከፈላስፋነትም ከጠቢብነትም ይልቅ ዜሮ እድሜ ሆኜ ልቅር።,neutral,negative,negative,negative
1476770433022275585,@user @user ወያኔ መረጃና ማስረጃ በመፈብረክ የተካነ ነዉ። ለአሜሪካን የሠጠዉ አንድ Time bomb ሊኖር ስለሚችል መዘናጋት አያስፈልግም። ድል ለኢትዮጵያ ።,negative,negative,negative,negative
1458634010515709955,ግብጽ ስለ ዓባይ ግድብ ማውራት ያቆመችው ቅጥረኛዋን ትህነግን እንዲበጠብጥን በማሰማራቷ ነው አይደል?,negative,negative,negative,negative
1444785016484122633,ቀጥሎ መሞከር የሚፈልገው ማን ነው ህነማ ዶክተር ፔቭልን ለመያዝ ክፍያ የሰጡትስ ማን ነው ሉላችይ ርገናመ ስንያቢ,negative,negative,negative,negative
1447395621762129920,ኢትዮጵያ የሁሉም ዕምነቶች የመቻቻል እና የአንድነት ፕሮቴስታንት ቸርች ውስጥ በተደረገው የዮናስ ዘውዴ ሰርግ ላይ ሙአዘ ጥበባት ዲያቆን ዳንኤል ክብረት እና ??ኡስታዝ አቡበከር ተገኝተ,positive,positive,positive,positive
1457550001463300100,@user እንዳይመስልሽ።ይሄንማ ገርፎ ነበር መጠየቅ።።,negative,negative,negative,negative
1434723725765709824,@user @user ለማያቅሽ ታጠኚ! የቀረው ካርድ በውሸት የዘር ጭፍጨፋ መንግስትን መክሰስ ነው። ወዳጄ በዘረኝነት እና በውሸት ጎጥ ውስጥ እየዋኘህ ሀገርህን እየጎዳህ ነው። ያከስረሀል,negative,negative,negative,negative
1472399904828014595,@user እባክህ ዘመድኩን ዝም በል በምታምነው አምላክ በድንግል ማርያም ይዤሃለሁ ይሄ ህዝብ በቂ ችግር አለው። በህይወት በሌለ ሰው ላይ በህይወት ያለውን ለመግደል ዘመቻህን,negative,negative,negative,negative
1433199832794009605,#UNHCR የስደተኞች መታወቂያ ይዘው በሱዳን ሰልጥነው ሐገር ለማፍረስ እያደረጉት ያለው ነገር ይገርማል!! በነገራችን ላይ ወንጀልም ጭምር ነው።,negative,negative,negative,negative
1436508105706295302,@user ተይዘህ ለፊርድ የምትቀርብበት አመት አንደሚሆን ጥርጥር የለውም። የዱሮ ተላላኪ: ያሁን ጦር ወንጀለኛ።,negative,negative,negative,negative
1458228945539813377,@user @user በርሜል ሙሉ ጠጅ ብታቀርቢለት አይሰክርም ለመሆኑ አረብ ነው ፈረንጅ?,negative,negative,negative,negative
1435000986343546883,@user @user አራሳቸው ሰርተው በራሳቸው ሰይመው አስቲ ያሳዩን ምድረ ዱንዝዝ ! አሁንም አያዳፋቸው ያለው የሳቸው የማይጠፋው የዘለዓለም ታሪክ ነው! 44 ዓመት በደም ሲቃቡ ይሀው አለነው !,negative,negative,negative,negative
1454274115733532673,ስለባህርዳሩ ስብሰባ የግል ዕይታ ምንም አዲስ ነገረ አደለም ለ4ኛ ጊዜ የተባለ ነው ህወሓትን የሚያቆም ሀይል አልጠፋም፤በቂ ሀይል አለ ጥሪ የተደረገው ለአማራው ነው፤አማራና,neutral,negative,negative,negative
1437569287405854720,እንኳን ለአዲሱ ዓመት በሰላም አደረሳችሁ! አማራ | ወሎ via @user,positive,positive,positive,positive
1463731147339227142,ለ-27 አመታት የኢትዮጵያን ህዝብ ሃብት ሲዘርፉ ሲገሉ ሲያስገድሉ የነበሩ የአሽባሪው ወያኔ አፈ ቀላጤዎች አልበቃ ብሎአቸው ዛሬም በቁማቸው እየቃዡ ነው ህዝብ ነቅቶዋል እናንተ ግን 1,negative,negative,negative,negative
1462642488636805122,@user እንዲህ ነው የምላስ ወላምታ በቀ አላስችል ስልህ ዘመቸው ተቀላቀልክ ።የሽብር ብድን ክህደት ህዝብን አስጨርሶ . ደጺ በሌላ በኩል እየዘበረቀ ነው.ብቻ,negative,negative,negative,negative
1444815008945291264,@user @user ዛሬም ጡት ቆረጠ ትያለሽ? ምኒሊክ ስራ ፈቶ በየቤቱ እየዞረ ጡት ሲቆርጥ አይታይሽም። ደደብ የደደቢት ልጅ። ነፍስ ይማር እንኳ የማይባል ሰይጣን ነው ወያኔሽ።,negative,negative,negative,negative
1468077932471992322,ህወሓት ተጀምሮ እስቲጨረስ ልቅሶ ባቻ! እግርኛው ጦር እና ጀግናው ሚሊሻ ፋኖ ተከትሎ እያናፈሳቸው ቀን እና ማታ ድሮን ሲመታን ዋለ ነው የሚሉት! ህወሓቶች ህጻናቱን አጋፍጠው ጭልጥ!,negative,negative,negative,negative
1454213087788212224,@user @user ውይ አንቺ ምንም አይገንብሽም። ትንሽ ብቻ፣ ለጌች ያለሽ እንተን ይገንብሻል ????,negative,positive,negative,negative
1454657262031622148,ስለሀገሬ ነው እንጂ የምንገበገበው የስልጣን፣የሀብት ና የሌብነት ተጠቃሚ ሆኜ አይደለም።የተዋረደች ሀገር ዜጋ መሆኔ አብሬ መዋረዴ ስለ ሚያንገበግበኝ ነው።,positive,positive,negative,negative
1452019431689932810,@user @user እረ የናንተ ምርቃተ አሜን አንልም ምድረ አስመሣይ!!!,negative,negative,negative,negative
1474937545972723713,ጉድ በል የሀገሬ ሰው ውሸት እግር አውጥቶ ሲኼድ:: እግዚኦ ነው እንጅ ሌላ ምን ይባላል:: አይዞሽ ገለቴ,negative,positive,negative,negative
1456823364287406082,ኢትዮጵያውያን በተፈጥሮ የተሰጠህ ትልቁ ፀጋህ አትንኩኝ ባይነት ነው ።,positive,positive,positive,positive
1442264185790947329,@user Photoshop ባይኖር ኖሮ ምን ይውጠን ነበር???,neutral,negative,positive,positive
1467708514021912576,ኤትኒክ ፌዴራሊዝሙ ከወያኔ/ኦነግ ጋር አብሮ መቀበር አለበት ወይም ኢትዮጵያ ህዝቧ እርስ በርሱ የሚባላባት፣ የውጭ ጠላት ሁሌም በቀላሉ ጦርነት ሚቀሰቅስባት፣ አንድነቷ፣ ሉዓላዊነቷ እና,negative,negative,negative,negative
1448382507406200832,ከአዲሱ ሚንስቴር አመራሮች የተሸለ ጥሩ ዕድገት ወደ ብልጽግና እንደ ምየሸግሩ ተስፋ እናደርጋለን።,positive,positive,positive,positive
1473133460025970692,@user @user ስንመታ ልቅሶ ስንመታ ጉራችን መከራ ነው!!ምን ፍጡር ነን እኛ,negative,negative,negative,negative
1466630103912173570,@user ይብላኝ ለወላጆችሽ ያገባሽስ ይፈታሻል ነው የናተ ነገር የትግራይ መሐበረሰብ ከንግዲ የሚኖረው ልጅ እድሜ ለናተ ሐሽሻም ነብስ በላ ደፋሪ ነው በስርአት ተኮትኩቶ ያ,negative,negative,negative,negative
1448386619497713669,@user እንጀራ ታኮ። በጣም የተቀደሰ ሀሳብ ነው። እንዴት እንዳልመጣልኝ አላውቅም። ታኮ የሚለው ስያሜ እራሱ አብሮት ይሄዳል። በተለይ ለ sampler menu በጣም የሰጠ ነው።,positive,positive,positive,positive
