id,tweet,anno1,anno2,anno3,anno4,label
1636424085910573056,@USER ክላ ሓሳዊ ናትካ ዘይትገብር ወዲ ደበልየ ብዓል ወዲ መድህን በራድ ሲ እንታይ ድዮም ዝገብሩ ደለዉ እዚኦም ሲ ኮ ምስ ህዝቦም . መፐን ድንቁርናኻ መወዳእታ የብሉን ምሽኪናይ ክፍላይ ብርሃነ!,abuse,abuse,abuse,abuse,abuse
1612889543778177026,@USER ሓሰውቲ ፡ ኣስመራ እንተዘይኣትየ ክብሉ ሓቢሮም ኣታቒዖም ክነሶም፡ 1 ሚሊዮን ገቢርካውን ኣስመራ ስለዘይተረኽበት ሕጂ ጻድቅ ጻድቅ ይጻወቱ ኣለዉ። ወሽላኻት,hate,hate,hate,hate,hate
1502907388420149253,@USER ህዝቢ ኤርትራ ሰብኣውን ሞራላውን ርህራሀ ዘለዎን እዩ ካብ ቀደሙq፡ ህግደፍ ብግፍዒን መከራን ሲናይን ባሕርን ምድረበዳን ማእሰርትን ንዝሳቐ ኤርትራዊ ኣይኮነን,hate,hate,normal,normal,hate
1642589984937988106,@USER ጭፍራ ህግደፍ ቁዘምኣ ክትቅጽል ኢያ።ኩነታት ህዝቢ ኤርትራ ድማ ካብ ዝከፍአ ናብ ዝበኣሰ ክከይድ ኢዩ።,hate,hate,hate,normal,hate
1649190791670116354,@USER @USER @USER @USER @USER ህግደፍ ናብ ኣራዊት እዮም ተቐይሮም!,hate,hate,hate,hate,hate
1612402004810403841,@USER ንመንእሰያት ኣጥፊእካ ግርም ሃገር ምባል,hate,hate,hate,hate,hate
1544042934328336384,@USER 1.ኩሉ መንነት ክቡር ተኮይኑ፡ ኤርትራዊ መንነት ክቡርዩ ኢልና ምንያት ወይ ሙኽራዕ ኣየድልየናንዩ፡፡ 2 . በበይኑ ባህልን፥ ዉሱን ሓበራዊ ተመክሮ ዘለዎ ህዝቢ ኣልና፡፡ 3 . ብልክዕ።,normal,normal,normal,normal,normal
1576090078241525760,@USER ግና መላፍንቲ ህግደፍ፥ ኣቢይ ንሕና ኢና ደብዲብና ምባሉ ግና ንኤሪትራ ነጻ ኣይገብራንዩ። ሽፋን ተኮነከ ? ምናልባት ኤሪትራ ነዚ ቅብጸት ኣብ እዛ ቁሸት ዝ,hate,normal,normal,normal,normal
1483335683586629632,@USER @USER ዓጀውጀው ኣይትበል እስኻ ልኻብድኻ ክትብል ህዝቢ 70 እንደርታ ጠሊምኻ ሓሽከር ጉጅለ ፋሺሽታት ዓድዋ ኢኻሞ ስለ ትግራይ ክትፀዊ ኣይትኽእልይሞ ሕፈር ደንባው,hate,hate,hate,abuse,hate
1655781075241533440,@USER ኣታ ረሳሕ ግደፍ እንዶ ድምፂ ህዝብና ኩን ኩሉ ግዜ ሃተፍተፍ ትብል ከም ዕቡድ ከልቢ ! ረሳሕ ሸቃጢ ዩቱብ :: ጥዑይ ፅሑፍ ፀሓፍ። @USER,abuse,abuse,abuse,abuse,abuse
1639671668237803520,@USER @USER አታ ለማኒ ወዲ ለማኒ ዓጋመ፣ ተረፍ ሻዕብያ፣ ጥሙይ ከልቢ ደአ በየናይ ዓቕምኻ ሕነ ክትፈዲ፣ በዚኦም?? ሃዳሚ ፈታሒ ስሪኡ,hate,hate,abuse,abuse,hate
1595677313932279809,@USER ፕሪቶርያ ተዘይኣትየስ ኣይትግራዋይን ደኣ በል፡ ከዳሚ ዋሕድ! ኣብ ባራት ኮይንካ ዊስኪኻ ትግጥም ኣብ ወጻኢ ኮይንካ ንጻዕዳ ትኽድም ሽረ ምስተጸፋዕካ ፕሪቶርያ,hate,hate,hate,abuse,hate
1653475200397348865,@USER @USER @USER @USER @USER @USER @USER @USER ለባ ንሌባ እንታይ ዝብል ስጉምቲ ክወስደሉ,abuse,abuse,abuse,abuse,abuse
1543345264588734464,ብሰንኪ ብፍሽሽታውያን ልፍንቲ ህግደፍን ደርግን ኣብ ልዕሊ ህዝቢ ትግራይ ዝግበር ዘሎ ዕጽዋን ክባን:ንሕና ውን ግዳያት ንኸውን ኣለና ክብሉ ኤርትራውያን ስደተኛታት ኣብ ሽሬ ሰላማዊ,hate,hate,hate,normal,hate
1516067101034831886,@USER ሐሳዊ ዝሕዝንሲ ጋና ብሽም እቲ ድኻ ሕዝቢ ምሽቃትካ እዩ ወድኻን ጓልካን አብ ሕቚፍኻ ኮይናም ትምርቶምን ናብሮኦምን የካይዱ አለዉ እቲ ወዲ ድኻ ግን ኣደዳ ዐረርን,hate,abuse,abuse,abuse,abuse
1651830109219827713,@USER ሃዝራጥ! ጦብሎቅሎቅ ግደፍ ለሓሲ! መቸም ንናይ ታሪኽ ሙሁራት ዝግደፍ እካ እንተኾነ፡ ምስጢር ትብዓትን ኣይግዛእን በሃላይነትን ህዝቢ ትግራይ ግሁድ ሓቂ እዩ። ሳዲ,abuse,abuse,abuse,abuse,abuse
1601870118455283713,@USER ኤርትራውያን ብፍላይ ተኽታሊ ሕግደፍባርነት መግዛእቲ አሜንኢሉ ብነፃናት እናሳብብካ ናይ ውድቅትካመበገሲ ባዕልኻ ምዃንካ ብዘይምርኣይ ብሽም ወያነ እናሳበብካን ፅልኢ እናሰ,hate,hate,normal,hate,hate
1502752442395545604,@USER እንታይ ተረኽበ ዳኣ ሕጂ ዓለም ኣብ ቅልውላው ግዜ ፈራሕ ኢሰያስ ኣብ ነብሱ ከይትቀርቦ ስእላዊ ምርጫ የካይድ ኣሎ ኣይገረመናን።,hate,normal,abuse,abuse,abuse
1511375473258995716,@USER ኤርትራዊ መንነት የለን ኪድኹም ናይ ኢሳያስ ኣፍወርቂ ድጸሓፎ ንሕናን ዕላማናን ኣንብብዎ።ኤርትራዊ ዜግነት እነበር መንነት ኣይኮነን,hate,normal,normal,normal,normal
1615991773947387904,@USER @USER መጀመሪያ ባእልኻ ኣብ ኣድኻ ዘሎ ተመን እለዮ ካብኡ ???? ህሰብ ወንጫር,hate,abuse,abuse,abuse,abuse
1568712657703768066,@USER ሓሳዊ ህዝቢ ትግራይ ጥራይ በል,hate,hate,hate,abuse,hate
1502013709912207361,@USER He disappeared from his ሃገራዊ responsibilities ንሃገር ጠሊሙ ዝኸድዐ ሰብ ድኣ እንታይ ከብድኻ ሓበጠካ ኣብ media መጺኡ ኣይመጺኡ,hate,abuse,abuse,abuse,abuse
1488934379917303817,ክፍሊ ጽሩይ ዝስተ ማይን ረሳሕ ፈሳሲን፡ ቀረብ ከተማን ገጠርን ንምውሓስ ጻዕርታት የካይድ፡,normal,normal,normal,normal,normal
1639712074711330817,#ህግደፍ፥ መዓልቲ ሕጊ ኣለቦ ኣብ ኤሪትራ ብክብ ዝበለ ኣገባብ ኣብዔሉ። ኣብ እቲ ኣጋጣሚ፥ ውሩይ ድምጻዊ ኤርሚያስ.ንመዓልቲ ሞት ሕጊ ኣብ ኤሪትራ፡ ደመት፥እዋይ ክልተ ሞት,hate,hate,hate,normal,hate
1590078149676896256,@USER ኣብ ዓለም ከም ሻዕብያ ሓሳድ የለን :: ኣብ ከተማ ጽብቕቲ መኪና ኢንተሪኦም ንዋናኣ ካበይ ኣምጺኻያ እዮም ዝብልዎ :: ድኻ እምበር ሃብታም ክርእዩ ዓይኖም,hate,hate,hate,hate,hate
1573758312973324296,@USER ኣታ ሓሳዊ ከዳዓ ከምቶም ቅዳሞት ከምዝይ ኮኑ ግዜ ከቃልዖም አዩ ከምዝኦም ሰራዊት የብሉን ሻዕብያ,abuse,abuse,abuse,abuse,abuse
1484287900292427777,@USER @USER ጸማም ሓደ ደርፉ፣ ኣብ ክሳድኩም ዘላ ሓኽሊ ከይርኣኹማ መሬት ዓሪባትኩም። ንሰናይ ጉርብትና ምሕሳብ ተመሃሩ ኣንቱም ሓሳዳት,hate,hate,hate,abuse,hate
1485496881174265858,@USER ናትኩም ወሲድና ቀደም ንተ.ሓ.ኤ( ጀብሃ) ምስ ወያነ ኮይንኩም ደምሲኩማ ሕጂ ከኣ ንሕና ምስ ወያነ እንተ ተሓባበርና ይሕመኩም ወይ ጉድ?? ንስኹም ምስ ወያነ,normal,normal,hate,normal,normal
1516421032340512783,@USER ኣብ ልእላውነት ኤርትራ ካብ ጭፍራ ህግደፍ ንላዕሊ ወያነ ንጹር መርገጺ ኣለዎ ::,hate,hate,normal,normal,hate
1593862850937847808,@USER @USER እቲ አብ ትሕቲ ህግደፍ ዘሎ ምስኪን ህዝብና እምበር፣ ንሕና አብ ወጻኢ ዘለና ድኣ ናይ ጥሮታን ሕክምናን ጸገም ምዓስ አለና,hate,normal,normal,normal,normal
1561742906720800769,@USER @USER እወ! እቲ ቅድም ክፈልጠኪ ድኣ ንጹር መርገጺ ኣንጻር ህግደፍ ነይሩኪ ::ንምኻኑ እንታይ ክንብለኪ ድኣ ትጽበዪ ? ህግደፍ ተሃሪሞም ዘሕመኪ እንተኾይ,hate,normal,normal,abuse,normal
1657998068011216898,@USER ናይ እንዳ መን ከብቲ ኢኻ ኣታ ንስኻ፡ ኣብ ዓድኻ ሻዕብያ ተጥፍኦ ዘላ ህዝቢ ግዱ ከይገብርካስ ሕውሓት ንትግራይ ተጥፍኣ ኣላ ኢልካ ክትዛረብ፡ ንምንታይ ዲኻ ትጥቀመሉ እቲ ርእስኻ,abuse,abuse,abuse,abuse,abuse
1563783571734777856,@USER @USER ስቅ ኢልኩም ብትዕግስቲ ተፀበዩና አኽላባት ህግደፍ ክሳብ ናባኩ ገጽና ንመጽእ። ክሳብ ሽዑ ንሳምንታት ዝኣክል ስንቂ ቋጽሩ። ከይንጠሚ ሓደራ።,hate,hate,hate,abuse,hate
1567052517791469569,ብህጻኖም ከይዓበዩ ብዓያሽኦም ኣሪጎም ዘለዉ መራሕቲ ጁንታ ወያነ መሬት ወልቃይትን ባሕሪ ኤርትራ ክሓልሙ ክብሉ፡ ንትግራይ ኣህሊቖማ ዝጠፍኡ ዘለዉ #EritreaPrevails,hate,hate,hate,hate,hate
1573025835854209024,ህግደፍ ኣብ ኩናት ምስዝስዓርከ? ንትግራይ ክኣቱ ምፍታኑን ሳዕቤናቱን። via @USER,hate,normal,normal,normal,normal
1482855446583169028,@USER ኩቡር ሓው ፍትዊ እዞም ሃሱሳት ህግደፍ : ኣብ ምጥሓል 360 ኤርትራውያን ኣብ ገማግም ጣልያን ጓይላ ተኺሎም ዝሳዕስዑ እዮም :: ኣብ ሲናይ ኵሊት ክሽየጥ ደላሎ ኮ,hate,hate,normal,abuse,hate
1642241641841844226,@USER ልአኻለ ዐብይ ክብረት አለኒ ስራሕኻ ምቾትኻ ጠንጢንኻ ምእንቲ ህዝቢ ላብ በረኻ ልወረድኻ ቆራፅ ኢኻ መጀመርያ ካብ በረኻ ትአትዩ ተለኹም አደባባይ ሓውዜን ሪአካ,normal,normal,normal,normal,normal
1515262821025648650,ወያነ ዝብሃል ደጊም ግደፍዋ፡ ጥራይ ንሕና ኤርትራውያን ሓደነትና ኣደልዲልና ኣብ ጎኒ ህዝብናን ሃገርናን ምክልካል ሓይልታት ኤርትራን ጠጠው ንበል እምበር ካልእ ኩሉ ሕኪ ቀሊል እዩ።,hate,hate,normal,normal,hate
1515403232775974916,ብቐጥታ ይኹን ብተዘዋዋሪ ቀንዲ መፅነቲት ህዝቢ ትግራይ ኣመሪካ ምዃና ግልፂ እናኾነ ይመፅእ ኣሎ ፣ ንኣብነት መሬት ትግራይ ብወረርቲ ሓይልታት ተታሒዙ እናሃለወ ዘይተዛረበት ንሰራዊት,hate,hate,hate,normal,hate
1487896637309698054,ኣምባሰደር ህግደፍ ኣብ ተቓውሞ ደንምበ ዓንደብርሃን ወልደገርግሽ:ነቶም ኣብ 2001 ደሞክራሳዊ ሕቶ ዘልዓሉ G15 ብምጥቃን ኣብ ዲያስፖራ ዝህቦ ዝነበረ ጎስጓስ:: እዚ ሰብ ኣብ ሕጊ,hate,normal,normal,abuse,normal
1487175249288482821,መንግስቲ ኢትዮጵያ ነዚ ጁንታ ትገብሮ ዘላ ናይ ተስፋ ምቁራጽ ፈተነ መዛዘሚ ክገብረሉ ዉሳኔ የሕሊፉ።ተረፍ መረፍ ጁንታ ንምቅባጽ ወሲኑ ኣሎ። #EritreaPrevails,hate,hate,hate,hate,hate
1631598378982207488,@USER @USER @USER @USER ታይ ይፈልጦ እዚ ህግደፍ,hate,abuse,abuse,abuse,abuse
1585724709119070208,@USER ጸማም ሓደ ደርፉ ጃንዳ ወያነ,hate,hate,abuse,abuse,hate
1490459461835792389,@USER ጽቡቕ ኣለኺ ጠላማት ስርዓት ህግደፍ ዓለም ምሉእ ፎእ ኢልዎም።ንህዝቢ ኤርትራ ጥልም ኣቢለሞ,hate,hate,hate,hate,hate
1510528052278747138,@USER @USER ትግራዋይ ብ ናይ ሰብ ጽቡቅ ዝሕጎሰላ መዓልቲስ ኣላ ዶ ትኸውን ኩሉ ግዜ ተንኮል ሕስድናን ጥራይ ነሕዋትኩም ሓሳዳት ን ጎረቤትኩም ሓሳዳት,hate,hate,hate,hate,hate
1483208686042599427,@USER ሓሳዊ ኣደራሽ ገዛ መዕነዊ ህግደፍ ሰርቅቲ ካብ ህዝቢ ኤርትራ ብሓይሊ ዝኣከብኩሞ ገንዘብ ፡ንቤተሰብኩም ትህብዎም ደሓር ድማ ኣወፍዮም ትብሉ። ንኣብነት ሓጎስ ኪሻ,hate,hate,hate,hate,hate
1515410363700985859,ዘፀኣት ትግራይ ንፅረተ ሓሳብ/ናይ ስግግር ፖለቲካዊ መስርሕ ግድን ይብለና/ሓላፊ ጉዳያት ወጻኢ ውድብ ሳልሳይ ወያነ via @USER,normal,normal,normal,normal,normal
1603112005195665409,ህግደፍ ገንዘብ ሰሚዑ ሕጂ ደኣ፥ ኣታዕርቁኒ ክብልዩ።,hate,hate,hate,normal,hate
1492986503072468995,@USER ወለድኻ ይወቅስ ኣይኮንኩን ዘለኹ። እንተተረዲኡካ ዘይንቡር ትገብር ኣለኻ ይብለካ ኣለኹ።,normal,normal,normal,abuse,normal
1561575266484469760,ኣብ ኤርትራ ተወልዳ ዝዓበየት ትግራወይት ነዝ ትማ ዝጋጠመ ኣብ ልዕል ኤርትራዊያን ኣቦታት ኣዴታት ዓበይት አዛ ረሳሓ ሸርሙጣ ቅጽልዎ ትብሎም ኣላ ኣብ ማዕዶ ኮና ኣጆኩም ትብል ኣብ,abuse,abuse,abuse,abuse,abuse
1568506355018858496,@USER @USER ኣየ ህግደፍ፤ኣብ ጎንኻ ኣለና ትብልዎ ዝጸናሕኩም፤ኣብቲ ዘሳወርክሞ ኵናት ምስተማረኸን ምስተቐትለን፤ እዚዳኣ ትግራዋይ ኢልኩም ኪሒድኩሞ፤,hate,hate,hate,normal,hate
1511741696928886796,ምስ ህወሓት ሰበስልጣን ባንዳታታት ክንፀባፀብ ኢና ዘይተርፍ እዩ ኣነ ዘግርመለይ ግን እቶም ኣውራ ባንዳታት ሽሞም እውን ኣይላዓልን ንምንታይ ኮን ይኾን ፅባሕ ዝሓቶ ሕቶ እዩ።,hate,hate,abuse,abuse,hate
1539905857256824832,@USER @USER ህበይ ዓድዋ፣ ብሽም ኤርትራ ንኤሮፖ ብሜዲተራንያን ዝወጸት፣ ንስኻን እቶም ሎቋምጽ ደቂ ዓድኻንዮም።,hate,hate,hate,abuse,hate
1493309007653711887,ብደም ህዝቢ ትግራይ ኣብ ኤርትራ ቦታ ክረክብ ዝሃቀነ ተጋሩ ነቒሖምሉ ፡ኣዋሪዶሞ፡ ሓሲሩ ሓሻኻ ሰልጠነ ከዳዕ።,hate,abuse,abuse,abuse,abuse
1616478269783658496,@USER እልልል ሌባ ናጀሪካን አመፅቲን ቀተልትን ሰራዊት ኢሳያስ ናብ ባርነቶም ተመሊሶ:: አብ 21st century ጀሪካን ማንካ ፋርኬታ ክትጉሕሉ ካብ ሓንቲ ሉዕላዊት ዓ,hate,hate,hate,hate,hate
1652915048300580864,#ደለይቲ_ፍትሒ_ኤርትራውያን ነዚኦም ዝጻረፍ #ህግደፍ ጥራይ እዩ። #ትግራይን_ትግራዋይን የምውስግነኩም ክቡራት ኣሕዋት። @USER,hate,normal,normal,normal,normal
1636116315613036544,@USER @USER @USER @USER @USER እዚ ኮይኑ ከብቅዕ : ኣብ ክንዲ ንሰላም ዝጽዕር ሓዊ ይጽሕር ?? ስለዚ እና ክኣ ኣብ ዘመነ ህግደፍ,hate,hate,hate,normal,hate
1516197287734689793,@USER @USER ምደረ ፈገራት ሰረቅቲ እቶም ኣርካናት ኣብ ፈቀዶ እስሩቤት ተደርብዮም ብዓል ንስኻ ኣፈ ጨለ ሎቃምጽ ወዳኢትኩም ትምጻእ ምድረ ጉሓላሉ,abuse,abuse,abuse,abuse,abuse
1539353754675331080,ኣሰልጣኒ ክለብ ሰምበል ዪናስ ዘካርያስ፡ ኣብ ውሽጢ ሃገር ዝቀዳደም ተዓዋቲ ቻምፕዮን ኤርትራ 2022 ክኸውን ከም ዝደናገጽ፡ ፕሮ-ተቐዳደምቲ ክዕወቱላ እዮም ኢልና እንተ ወዲእናዮሞ,normal,normal,normal,normal,normal
1642942459356364827,@USER @USER @USER ቅድሚ ገዛኺ ጥራሕ ረኣዩ ምባልኪ: ካብ ገዛ ዳማትኪ ውጺ:: #EritreaOutOfTigray,abuse,normal,hate,abuse,abuse
1480326379870863368,@USER ሓሳዊ ቆርበትስ እንዳሓደረ ይፈኩስ ! 30 ዓመት ሓሶትን ፉኽሰትን # ዕንክሊል :እንዳ ዕንክሊል ግዜ የብልኩምን ! Game is over !!!,hate,hate,hate,abuse,hate
1482532535531978754,ዓኽ!ህዝብኻ ሓዊ እናዘነቦ፣ብጥሜት ማዓልታዊ ኣሻሓት እናሃለቑ፣ሕሙማት ምድሓን እናተኻለ ሰኣንመድሓኒት ኣዕይንቶም ንብዓት እናፈሰሰ ዓለም እናተሰናበቱዋ ኣጀንዳ ኸፊቱ3ይወያነ፣ውናት፣ህወ,hate,hate,normal,normal,hate
1557377017414406146,@USER ትርኢትኩም ክፉኣት ወንጫራት: ዕላማኩምን ስራሕኩምን ጽልእን ባእስን ድኣ እንታይ ዘነይት ኣለኩም? በጃኩም ተሰተሩ!!,hate,hate,hate,hate,hate
