text_id,text,annotator_1,annotator_2,annotator_3,label
som_text_4039,"yahuuud allle dhibaaato idin ku rid dhibaaato badan ayey, ugaysteeen   muslimiiinta allle argagax idin gali",['anger'],['anger'],['disgust'],['anger']
som_text_2968,Ma Geeellli indha badanaaa eee Muuuse biiixi tolkiii laga dhacay,[],[],[],[]
som_text_2186,Cawada murugo leee waye   inooogu xijiya farxaaax,['sadness'],['sadness'],['sadness'],['sadness']
som_text_599,Ayo tagero badan iska luminysa bro nagada futoyinkan waba na nacsisaye wax Cusub laimow libax mama malyun maxa ku dhacay 🧐,['disgust'],['disgust'],['disgust'],['disgust']
som_text_3645,Sxb sare taxanaha waqtiga aaad sooo galenesid yey dhaaafin 9habenimo geeeska africa mahadsanid,[],[],['joy'],[]
som_text_2159,Qorshe isku day afgambi ooo ka dhacay dalka GermanyKu dhawaaad 25 qof ayaaa looo xiray howlgalllo ka dhacay guuud ahaaan dalka Jarmalka kuwaaas ooo loooga shakisan yahay in ay qorsheynayeeen in ay afgambiyaaan dowladdda URL,['fear'],[],['fear'],['fear']
som_text_1766,Meeelahaaan ooo kale marka la jooogo waxa kaliyah ay naftu u baaahan tahay waaa gabar qurux badan dumarow waxaaa tihiiin balo looo baaahan yahay waaa idin jecelnahay URL,['joy'],['joy'],['joy'],['joy']
som_text_3041,Ax ax ax ax ax ax sooomaaaliya may burburi ax   ax ax,['sadness'],['fear'],['sadness'],['sadness']
som_text_4483,masha alllah wlky waaan kusalamay taaasba xaqiiiqo ah mahadsanid wlllo cilmigaaad baratay alllah haku siyaaadiyo aaamiiin,[],['joy'],['joy'],['joy']
som_text_1430,Maaalmuhu ayaga ayaaa ku baraya farxada iyo murugada balse waxaaa qasaaare kan isku dhiiibo waqti yar ooo ciqaaab ah URL,[],[],[],[]
som_text_105,Tanad wlh waaa kanal iska tooosan waaala dhacsnhy yqe runti,[],['joy'],['joy'],['joy']
som_text_917,hadddiii ay kugu adkaaato arrrimahaaaga sadaqo la bax Alllah na ka cabso  Alllah wuxuuu yiri ruuuxiii bixiya xaquuuddda  Alllah ka dhawrsada  Waxaaan u fudddudeynaaa wanaaag iyo jid fiiican Alllah Ammmuuuraha ha ino sahlo Aamiiin  URL,[],[],[],[]
som_text_2033,Waxa Inaaadeeerkey ah kiii hadal iyo ficil wanaaagsan balse waxba iskuma nihin ninka hadalka iyo ficilka xunXaaaji Cabdi Waraaabe AHUN  URL,[],[],[],[]
som_text_2790,Danjire Andr ayaaa tacsi ka socoto shacabka Mareykanka la wadaaagay aaabaha iyo qoyska marxuuum Gashaaanle Xasan Tuuure Taliye ku xigeeenkiii ururka 16aaad eee Danab  Nafhuridnimadiiisa iyo hogggaaanka huuufan uga xoreeeyey bulshoooyin badan dulmiga alShabaaab URL,['sadness'],['sadness'],['sadness'],['sadness']
som_text_3854,Nasiiib daro Tan ugu xun eee aaan maqlo Inta aaan dunid jooogay Qissso Qeybta ugu murugada Badan Waaa Cajalada Ey sooo dubeeen Qoyskeeeda Taaas rajabeeel ka dhigtay Nolasheeedi Oo dhan,['sadness'],['sadness'],['sadness'],['sadness']
som_text_3230,Ilaaahay ayaaa mahadleh adna rabi hakaaa jasaaa isiiiyo wlll waaad dadaaashay mahadsanid,['joy'],['joy'],[],['joy']
som_text_2971,Ilahow usooo dhaweee,[],['sadness'],[],[]
som_text_4290,Godka ale hukugu cadabo anigaba gacan ayu igajabiyaaay ooo mel cidlo ah ayu igumagay gadhi ayu watay ana gadhi ayan watay jig jiga dhaxden gobashinka horti ayu istagaaay waxuna igudhahay warya gadhiga maxad igusodhaweysay iyo fedh iyo lad dhulka aya la igusoturay gacanta midig ay,['anger'],"['anger', 'fear']","['anger', 'disgust']",['anger']
som_text_4418,@@@awilmohamad25551 JIGJIGA🇪🇹🇪🇹 JAPAN🇯🇵🇯🇵 JERMALKA🇩🇪🇩🇪   NEXT 😂😂😂,[],[],[],[]
som_text_4411,😥😥😥wan ka xumahy hada adan kula murugonaya sahal   Qaybti horena inanta,['sadness'],['sadness'],['sadness'],['sadness']
som_text_380,Walllahay wa murugo iyo Tiiiranyo,['sadness'],['sadness'],['sadness'],['sadness']
som_text_1233,Waxaaan jacaylka ku arkay daciiifnimo Qalbi jab aaan iii qalmin sidaaa darteeed waaan ka fariiistay by Jacelow URL,['sadness'],[],[],[]
som_text_280,C/ saaaq abdi maygaaag   Zxb qali waxad samaysay hormarfiiican   Masha alllah   video gani waaa 4 sano kahor iyo cabsaqooo yar   manta markaaad dib u milicsato malmahan maxad dareeemay saaa?   Kolay waaa farxad waxad dareeemaysaaa   Waaan kugu hanbal yanayaaa horumarkaaad samaysa,['joy'],['joy'],['joy'],['joy']
som_text_3862,Xaqiiiqdiii wax aaan ka dhaho magaranayo ooo aaan aheyn inan la dhacay labada taxane horey usoco Sxb nooona siii wad Isha Alllh,['surprise'],['joy'],['joy'],['joy']
som_text_510,Alllow yanan kudayanin nagahas   nolosha kadhacay wixiii kudayda nah waaa wax ayado kale ah,['disgust'],['disgust'],['disgust'],['disgust']
som_text_4001,ogeysiiis ma tahay qof jacel inuuu barta luuuqada English-ka & carabi aaad ku baraneyso qaaab fudud kuso biiir channnelkeeena inooo sara subscribe mahadsanid,[],[],[],[]
som_text_2589,USER Ma waaaye sxp lkn marka hore dadka dhis kadib wax walba wey hagaaagi dooonan wax micno ah sooo gordhin maysi dhisida Daaaro Iyo Wadoooyin Qurxooon hadaysan dadiii dadku maskaxda ka baaahanyahay baaahanyah,[],[],[],[]
som_text_824,USER naxarista kaliya ayaaa tageraaa inta kale marka laga dabageeeyo halis waye i qariya qol igalsha ayaaa ka dhacaysa hadad maseyrto,[],[],['fear'],[]
som_text_2737,USER iyo USER waxa aaad Khadar ku haysataaan lack of right criticism to Muse and logic  Hadddana ma arag idinka ooo ka hadlaya Muse sidiii uuu uga feldeliyey xaaaladdda Laska heeer uuu yidhi Si kedis ah bay xabaduhu ugu dhaceeen Maxaaa sababay,['sadness'],['surprise'],['sadness'],['sadness']
som_text_274,Kkkk Muuuse Ma Xishooodo Magaaalo Dhan ooo Dhisan Oo camiran Ayuuu Madaaafiiic la dhacay Laydhkiii Ka jaray Biyihiii Kajaray dhakhaaatiiirtiii burbiriyay Waliba Caruuur iyo Waaayeeel qixiyay Kaaas Nuuuc ah Ayaaa wax Innnooo Sheeegaaaya waaa 80jir Dulmi Wada,"['disgust', 'joy']","['anger', 'disgust']",['anger'],"['disgust', 'anger']"
som_text_4926,'Xaaskeyga Aishwarya iyo hooyadey jabkeyga ayey u midoobeen',[],['fear'],['fear'],['fear']
som_text_3217,Ilahay naxariiistiii jano hageeeyo marxunkaaas cidiii dulmiga kagashayna ilahay hasooo saaaro Lakin waxaaan layaaabay. Nin shalay adooo noool ku carysabayay maaanta inuuu maydkaaagiii sooo dhaweeeyo ooo safaf Dheeer looogalo,['sadness'],['sadness'],['sadness'],['sadness']
som_text_3269,Kan wa fashilmay Dhaxal Sugaha Somalia laaawalaaa,['disgust'],[],['disgust'],['disgust']
som_text_2252,Wlllhi filmkan iyo filmkiii hore eee nabsi iyo naxdin jcyl wlllhi ooohin iga dhamatay mana aqaaan sababtu waxay tahy💘wlllhi qalpiga ayay taaabanayaaan filmantiiinu wn idinku hambalyaynayaaa wlll kolay xikmada waxa jeeenay qurux ku dhiiigle caqliga hawaaayin wlll keeep going,['sadness'],['sadness'],['surprise'],['sadness']
som_text_3168,Sxb cumar geeele waxa uuu kutaaagantahy dowladiiisa waaa somalia ooo burbursan hadiii somalia is raaacda isla markaaana caga heeeda ku istaaagta jabuuuti waaa u dhamaaatay sidaaas darteeed way ku qasban yihiiin in ay kataliyaaan burburka dalkeeena lkn ayaga iyo daba dhilif taaaba,['disgust'],['disgust'],['sadness'],['disgust']
som_text_1639,Caaam waxeynu jooognaaa Laba ceysh wadaaagooo Isku dhalay caruuur badan Markey cadho timaaadaba Midba ceeebta kiii kale Ku casuuumo dunidooo Is aaaminki la Ciribtiray,[],['sadness'],[],[]
som_text_2488,Dhinacayga maaalin farxadeeed ayay ahayd saaaxiiibkayna masuuuliyad ayuuu la wareeegay USER bata ooo barakoooba adiyo marwadaaaduba  URL,['joy'],['joy'],['joy'],['joy']
som_text_1474,Awrki laga fadhin kari waaayey h tel kiii ma looogu dhacay I love Somaliland maaannnSomaliland security URL,[],['joy'],['joy'],['joy']
som_text_765,In shacabka banaaan baxaya sida cadow sooo duuulay ooo kale looola dhaqmaaa waaa bahalnimo iyo wax nusqaaan ku ah dawladnimadeeena  Anigu aragti ahaaan mudaharadada waaan kasooo hor_jeeeda lkn qof mudaharadaya in sidaaa looola dhaqmaaa waaa bahalnimoSo sad URL,"['anger', 'sadness']",['disgust'],['anger'],['anger']
som_text_4576,Waa kuwee cudurrada ku dhaca ragga marka ay kor u dhaafaan da'da 40?,[],['fear'],['fear'],['fear']
som_text_3354,Sxb ayantan wd yresey clpyadi mxa dhacay,['anger'],[],[],[]
som_text_2983,"Ogaaansho sxb adigooo mahadsan cinwaaankeyga ayaaan ku siiina ila sooo xiriiir barnaaamijyo ayaaan rabaaa inaaan kaaala hadlo . Hadddu allle yiraaahdo ado mahadsan.Yanahaempire@gmail.com.mahadsanid ama telkaaaga emailka iiigu sooo dir   aniga kula sooo xiriiiri dooono ,Asc",[],[],[],[]
som_text_2272,Gudooomiye Xinif cadho gaaar ah ayuuu u hayaaa deeeganka aaanu kasooo jeeedno Xildhibaaan Faaarrrax Mideeeye  URL,['anger'],['disgust'],['anger'],['anger']
som_text_3768,Runti waxay ahed qebti ugu dibkaaa   iyo argagaxa badned.   Ee   sxb 9 hanagaladahin   aaad ayan kugu mahad cilineynaaa,['fear'],['fear'],['joy'],['fear']
som_text_4124,Magalada shilabo eee dalka Ethiopian   kulahaaa dhul somali weeeye dhulku adeeer Ethiopian male halkaaas iskasax,['anger'],['anger'],['anger'],['anger']
som_text_3858,Alxamdulilaaah mar hadiii hoooyadiii ilahay kurbadiii ka qaaaday Mahadsanid walaaal runtiii waaad ku mahadsanid tahay Sidad u garab istaaagtay hoooyada murugada dareeemaysay jasaka laaahi.,['joy'],['joy'],[],['joy']
som_text_1626,Hadaaanan dhabta la isku qaban jacayl dhaba la isku qiran Ilmada dhakhsa la iska tirin is dheeeli tirkaaa lumooo Dhexdiiina khilaaafka yaaal is faham lagu sooo dhameeen Waxa lagu kala dhintaaa wax aaan nuxur dheeer lahayn Jacaylada ixtiraaama URL,[],[],['joy'],[]
som_text_4840,Haweeney labo ilmo galeen leh oo laba maalmood labo ilmood  kala dhashay,[],['surprise'],['surprise'],['surprise']
som_text_1147,USER Hadi aaad jogto somalia iyo hadiii aaad hooogto somallliland waaa isku mid wayo somali un ban nahay___kaliya dad unba nakala goooyay___eee ku daqaaaq waxad hubtid ooo hadala mzzz_,['sadness'],[],[],[]
som_text_1351,Way dhacda Nolasha u sameysan isbadalwaqtiga adag yusan ku dhawicin wayo waqtiga asaga daaawo ah  Imisa murugo sida daruuur camal isku ka so dul taaagtay marka is dhahday wale kama bax satid ay darurti kala yaaac day waqtiga adag Samar iyo Salaaad aya loga baxa  Allle sunafaray URL,[],[],['sadness'],[]
som_text_3692,Aad Ayan oooga helaaa wlh mahadsanid walalky,['joy'],['joy'],['joy'],['joy']
som_text_2676,Geeelaaaga ninka dhaca lalama maaalo eee waaa laga sooo dhacsadaaa URL,[],[],['anger'],[]
som_text_2098,USER Wa sual fudud  Askariga wax ilaaaleynaya hadi aaan lo hurin awoood iyo aqooon ku filan u marka hore naftisa ku badbaaadin karo la fili maaayo inuuu cid kale badbaaadin karo  Ruuuxna ma jecla inuuu nafsadiiisa si dhib yar ku huro xata askari ahaw  Maxan u dhimanaya wa sual ku hor tagan,"['anger', 'fear']",[],['fear'],['fear']
som_text_2855,Allle ha unaxariiisto hoooyada dhmn ehel iyo asxaaapa samir iyo iiiman allle hka siiiyo . waaa arin aaad u murugo leh runtiii balse qadarta allle cidna ma baaajin karto qof walba allle aya u qorey qaaabku u dhimanyo inaynu ka taxadarno uuun weyeh dhibtoooyinka iyo,['sadness'],['sadness'],['sadness'],['sadness']
som_text_4968,Dembiile geeridiisa ka been sheegay oo isagoo nool la qabtay,[],['surprise'],['surprise'],['surprise']
som_text_4142,"Waaad mahadsan tahay fadlan sooo badi sheeekoooyinkan, wardooonka ama sirdooonka Sooomaaalidu sidiii burburkiii u dhacay dad badan addduuunyo kale ayey ku mashquuuleeen ooo arrrintan ahmiyad masiiiyaaan waxaaa kalooo jirtey nin   kale ooo darajadiiisu   ahayd gaaashaaanle sare oo",[],[],['joy'],[]
som_text_2608,USER Awal waxay ahayd dhulku ma guuure dadka guuura  Hadana dhulka waaa lawada dagaaa  Maaantana wax ma bartaaanooo inagaaa xukumayna  Siyaaasad ku dhisan nacayb iyo mirqaaan waaa sidanooo kale  Lugahay rafashadiii uga hadhay laaakiiin ha ilooobina khatartoooda iyo in ICFGS la shaqeynayaaan,['sadness'],['disgust'],"['fear', 'sadness']",['sadness']
som_text_2700,Argagaxisada iyo ilmo shaydaaan cbbb Sidaaan ayaaa u dambayso ama suuuqa bakaaaro guba ama meeel weeerara insha alllah waaa lasooo afjaraaa URL,[],['joy'],[],[]
som_text_859,USER Sheeekada dal qalatada waaa sheeeko caaalami ah waxeyna inaga sooo gaaartay British kiii ina gumeystay  Sheeekada Habraha wax cunnna amp Baddda ooo cirfiiid loooga baqo ba waaa British Colonial hogwash,"['disgust', 'fear']",[],[],[]
som_text_2721,Garaaad Jaaamac Garaaad Ali Garaaadka guuud eee dhulbahante waxay uuu maaanta dhahay Shirka magaaalada Laaascaaanoood ka furmaya waxa ka sooo baxaya nin rag ah waaa ogyahay doqon loooba sheeegi maaayo Ina warcaddde waxa uuu ka dhacay ooo macnaheeedu yahay ma dooonaynayo iiidooor wagaaash futaxume URL,['anger'],['anger'],[],['anger']
som_text_4865,F W de Klerk: Ninkii soo af-jaray xukunkii cunsuriga ahaa ee Koonfur Afrika,[],['surprise'],[],[]
som_text_4381,Waxaaad moooday in aaan Qalad ku lahaaa wax   hore iiigu dhacay   Waxaaan mar waliba ku fakaraaa in aaan mar kale sameeen wixi igu dhacay ooo kale Waxa ka turjunray xaqiiiqada bur buriso jaceeeylka,['sadness'],['sadness'],['sadness'],['sadness']
som_text_940,USER Gadooomiye waaa farxad xasan shiiiq maxamuuud inooow wax dhaqaaajin waaayo waaa midaaan ku farxaaayo waaayo asugaaa horay loooga waaayay kadaaa Dawladdda lugoooyada,['joy'],['joy'],['joy'],['joy']
som_text_2420,Maxkamad dalka Mareykanka aya ku sooo ooogtay milkilaha guriga aaaska iyo hoyaded iyadooo ku eeedeysay inay jar jartay meydka o ay xaday xubnaha meydka iyadon ogolansho laga helin eheladodaMegan 46 hoyaded Shirley69 waxay jarjaren 560 mayd inti u dhaxaysay 20102018 gudaha Colorado URL,['fear'],"['fear', 'surprise']",['sadness'],['fear']
som_text_3815,Waaa xaaalad murugo leh runtiii dadka nooocaaas aha in umada lagusooo dhex daaayo ma ahayn sharciga in la horgeeeyo ayay ahayd,['sadness'],['sadness'],['sadness'],['sadness']
som_text_1139,NIDAAAMKA HURDADA ooo la sheeegay in uuu xidhiiidh ka dhaxeeeyo furrriiinka iyo jacaylka  Daraaasad cadddaysay dayarta jecel in ay keligoood seeexdaaan qol cidlo ah ooo caqabad kala kulma lammmaaanihiiisa marka uuu guuursado ama ay guuursato,[],['fear'],[],[]
som_text_1462,Adaaa nabaray todobaaadkiiiba heees eee sooo day kama caaajisayne bro Sharma ninwayn sooo soooco ma adaaa dhawba😂,['joy'],[],['joy'],['joy']
som_text_708,USER Anigu guuud ahaaan ayaaan u hadlay  O kuli MXW uuu mujiyey ila sanadkiii 1960 marki ey Hawiye Siyasiiin qaaateeen taghut xukun ooo ka hor imaaadho xukunka Alllahy  Marka Siyaaasi walbo cadaaab ayu ku jiraaa shaydaaana ayey la shaqeeeyaaan  Marka ha difaaacin ku Qabiiil ahaaan  Taaasi waaa halaaag,"['anger', 'fear']",['disgust'],['anger'],['anger']
som_text_1077,USER waaana ninka xeryaha looo diiiday cid walibooo rabta qadiyad qaran inay siyaaasad ka dhigtaaa wax qadarin ah uma heeenodalku wali waxaaa saaaran cunaqabateeen hub iyo mid ciiidan waaana sababta dhalintan loooga aaamusaywarka TPLF ay wadana cidiii faaafiso iyagan ku xisaaabinaaamahadsanid,['anger'],['anger'],[],['anger']
som_text_4495,Safar yar ayaaan galay mahadsanid,[],[],[],[]
som_text_3162,Farmaaajo Tuuug dalkan iyo dadkan isaga dooonaya inuuu gacantiiisa ku burburiyo!,['disgust'],['disgust'],['disgust'],['disgust']
som_text_3247,Xitaaa luqada Jarmalka waxan arki wax yaaaba badan Somali iskaga egyihiiin ku dhawaaaqida,[],[],[],[]
som_text_722,Fulll video Nuxurka khudbad Xasan Sheikh Maxamuuud uuu ka jeeediyey ka jeeediyey munaaasabad sooo dhaweyn ah ooo looogu sameeeyey dhuuusamareeeb Galmudug  URL URL,[],[],[],[]
som_text_4655,Maxay tahay cabsida ay wajahayaan caawa TikTookleyda Soomaaliya?,"['fear', 'surprise']",['surprise'],['fear'],"['fear', 'surprise']"
som_text_3925,In Adan cadowgaga aaadan kasugin inta uuu jabkuuugeysto eee   kahortaggga   xeeelad walbo adeeegsada Hana niyad jabina marka hore haduuu Dhib idin geysto sabra,[],[],['sadness'],[]
som_text_1400,Xildhibaaannnada ayaaa isku raaaciyay in la dhaaariyo Madaxweynihiii hore Maxamed Clllaaahi Farmaaajo kadddib markiii cod la geliyay moooshinkiii uuu sooo gudbiyay Craxmaaan Cshakuuur ooo ahaaa in aaan la dhaaarin maaadaaama uuu xadgudub looo geystay intiii uuu xukunka haaayay  URL,"['joy', 'surprise']",[],[],[]
som_text_4675,Dagaalka Ukraine:  Heshiisyada maxaabiista Ruushka lagu dagaal galiyo oo aad u adkaaday,[],['fear'],['fear'],['fear']
som_text_4764,Boqol sano ka hor sidee xanuun jirey uu u saameeyey waxbarashada?,[],['surprise'],['surprise'],['surprise']
som_text_2162,USER Xeeerkaaas waaa Hore la ansixiye maxaaa dhacay reeer puntland Culumadadoooda ma hadeee hurdo Kasooo Kaceeen,['disgust'],"['disgust', 'surprise']",['surprise'],"['disgust', 'surprise']"
som_text_3751,Asc markaaad sooo qoreysid cinwanka mawduuuca haduuu kujira magac. Fadlan kadhig ama kabilow xaraf weyn waaa iga talo mahadsanid.,[],[],[],[]
som_text_1293,USER Salaaan kadib maaanta aaanu jogno dadku badanaaaba waxa wajibku yahay o laga filaaayo iyo waxa laga helaaa laba ayyyey kale yihiiin Dadka aaad sheeegtay Cidi Kama Hadhin Saxaaabadiii ayaaa ugu dambeeeye in kastooo qaaarkoood caynkaaas isku sheeegaaan mana aha waaa ku ixtiraaamay,[],[],['anger'],[]
som_text_3760,nacalatulahi calaykum   wlh waaad burburesan   ilahban kudarte burburbad   kudanbendontan   aaan aragno meshay balantasu gaaarto   dadka islamkana waxan idin leyahay.   israil iyo English Ku kumafanayan   heeesa shada   falastin ooo kaliya   lkn inay islamka dhulalkodi muhimkaha ,['anger'],"['anger', 'disgust']",['disgust'],"['anger', 'disgust']"
som_text_4285,"Waaa barnaaamij aaad aaan oga helay. Hasow pro, sxb barnaaamij yadan iyo kuwo kalooo xiso leh inoso qabqabo. mahadsanid👏👏👏",['joy'],['joy'],['joy'],['joy']
som_text_3284,😂😂😂 Saaan u qoslayey wn ilmo iga timi,['joy'],['joy'],['surprise'],['joy']
som_text_954,USER ooo kaaalaya yaaatuseysaaan dalkiiina haduuu sidaaan uyaaalo ma ajnabi maaatuseysaaan maaad wax kaqabatiiin waaa adinka qey qeylinayeee caqli miyaaan jirin mise dalkiiina ayaaa cadaw kutihiiin wadoooyinka mugdisho dhiiiqoooyinka yaaala hadiii aaan muuuqaaalo kasooo duuubo maxaaan faaaiiiday wax qabo ama aaamus,['anger'],"['anger', 'disgust']",['anger'],['anger']
som_text_2770,Mararka qaaar waxaaan daba cararnaaa shey aaan umaleyneyno inuuu farxadeeena ku jiro lakin ma ogin waxa gadashisa ahaaaday Xigasho Moha Ahmed URL,[],[],[],[]
som_text_268,Haplyo 😍kun gow jer   😘😘😘Farxada waaa farxadena her kasiii sareya kurajenaya 🌹🌹🌹🤘,['joy'],['joy'],['joy'],['joy']
som_text_953,Wakhtiga aynu bixinayno natiiijadiiisa marka aynu ognahay ayuuu qurux badan yahay,[],[],[],[]
som_text_3160,meeeshu bala faaanta wxay ragggan laga isladhacayaaa lol,['disgust'],['anger'],['disgust'],['disgust']
som_text_840,USER PL iyo RerPL ba waxeeey wax kuyihiiin isgarabqabasho iskusamar istaaageeer ayuga ooo naceeeb moyeee wax kale looo haynin ayey isku tashadeeen marka caqliga saliiim ka ah ayaaa diiidaya nin rerPL ah FahadFarmajo kuyirahdaaan kacooo dalkaaadi sooo dumiIlaaawi mayno wixiii Bosaso kadhacay,[],[],['anger'],[]
som_text_3263,Aad ayey uqaldantahay gabar ajaaanib aka ah. In aaad saaas ugu dhawataaan. Walk isku tour turtaaan.   Dabcan tabataaan. Aad buy uqaldan yahay clip is Gabdha.   Wxaaas wax ficn ma than ogow gabdhaha ain't camera is dubtaaan. Aad. Hadana isku tour turtaaan.   Awal wan is heli jiray,['anger'],['anger'],['disgust'],['anger']
som_text_120,Cetirizine waaa kiniiin aaan sababin in si deg deg aha sonkorta qofka hooos ooogu dhacdo eee bal daraaasaaad ama baaadhis kale isku sameee waxa sababey hooos udhaca heeerka sonkorta jidhka ku jirta.,[],['surprise'],[],[]
som_text_2455,USER Khayaaaligiii iyo dhalanteeedkiii beeenta ahaaa ayuuu dhinac iska riiixay waxaaan ku sooo dhawaaaday dhabta iyo xaqiiiqda ,['surprise'],[],[],[]
som_text_727,Wlhi waaa farxad aaan ku caaafimaaado marka aaan arko dad jaceylka wadanka dadka iyo diiintuba ka dhab tahay sida odayaaasha CBBB eee USER USER Ilaaahay ayaaan abaaal idiiin waydiiinayaaa  I wish if we had just 5 of your likes in our ummmah URL,['joy'],['joy'],['joy'],['joy']
som_text_4788,Gabdhaha Soomaalidu ma waxay jacayl ka raadinayaan internetka iyaga oon waalidku ogayn?,[],['anger'],[],[]
som_text_3386,Alllah akbar farxad darteeed 10 adooon ooo murursade ah ayaaan xoreeeyay 😭😭😭,['disgust'],['disgust'],['joy'],['disgust']
som_text_3615,Waxaaan is leeeyahay sxb cabdi raxmaaan waaa nin   sheeekada szbkiiis cml ku dhacday ka dibna cabdi lala wadaaagay   waaayo waaa arimo sirdooon lamana sheeego magaca iyo qofkaba waaa say ila tahay   adaaan ku waydiiinayaaaye   waxaaas puplic ma ka sheeegi leheeed ama si tooos ah,[],[],[],[]
som_text_2139,USER Waxan xasuuustaaa asaga General Dhegabadan ooo 20111 magaaalada mugdisho ka xoreeeyey khawaaarijta guri guri  ilaaa ugu dambeyn ka saaarey caaasimada AUN  General Ibrahim Yarow Halyey Qaran,[],[],['joy'],[]
som_text_4520,Allle scw wxn uuuga barinay inuuu uuugu wado burburka,['disgust'],"['anger', 'disgust']",['joy'],['disgust']
som_text_4549,Maalqabeenka Hong Kong ee taageera dimuquraadiyadda oo xabsi la dhigay,[],[],['fear'],[]
