tweet_id,tweet,anno1,anno2,anno3,label
1488211965432545284,ኣብ ኲናት ምዕዋት በይኑ እኹል ኣይኮነን ፤ ዝዓበየ ኣገዳሲ ጉዳይ ሰላም እዩ ቢሂል ግሪካዊ ፈላስፋ ኣርሲቶትል,neutral,neutral,neutral,neutral
1498202869547380741,ስለዝኾነ ኣይኮነን። ቀንዲ ተዋሳእቲ እዚ ኲናት ዝኾኑ ተስፋሕፋሕቲ ሓይልታት ኣምሓራን ኣራዊት ሻዕብያን ንጎድኒ ገዲፉ ኣብይ ምስ ትግራይ ዘተ ገይሩ ዘላቒ ሰላም ክምፅእ እዩ ኢልካ ምሕሳብ ዕሽነት እዩ። (3/4),negative,negative,negative,negative
1537111636170919938,@user With all due respect እዚ ኣይጉዳይናን! ስራሕናን ዕላማናን ህዝቢ ትግራይ ምድሓን ጥራይ እዪ! ቀተልትና ተባኢሶም ኢልና ኣጀንዳ ንኸፍተሉ ጊዜ ኣይኮነን!,positive,positive,positive,positive
1540410068721614849,ቢንያም ግርማይ፡ ኣብ ናይ ውልቂ ናይ ግዜ ውድድር፡ ሻምፕዮን ኤርትራ 2022 ኰይኑ።,neutral,neutral,neutral,neutral
1549498413909164032,@user @user ዓሻ ጽቡቕ ኣሎ ዘመድ ዓሻ ከፊእዎሎ!,negative,negative,negative,negative
1522250322663514114,ናጽነት ትምንዛዕምበር ኣይትትኮብንያ ቃል ስውእ ሓርበኛ ጀነራል ዉጩ ብሓቂ ብትኳብ ምስ እትወሃበካ ከኣ ኣብ ዝኾነ እዋን ክትውሰደካ ምዃኑ ሩጉጽዩ፥ መኽንያቱ ብከመይ ከም እትዕ,negative,neutral,negative,negative
1559982222819704834,@user @user አረ በጃኻትኩም ምዕራብ ትግራይ አብ ኢድ ፀላኢ እዩ ዘሎ እናበልና ፣ እንደገና ከመይ ገይርና ፀላኢ አብ ምዕራብ ትግራይ ውግእ ከፊቱ እንብል? ደ,neutral,negative,negative,negative
1562540217097388033,ሐዚ ኣብ ዓብይ ወጥሪ ዝረከብ ከጁለ ሓሶት እናመሀዘ ስምዒት ህዝቢ ክኩርኩር ላሕ ይብል ኣሎ ። እዚ ድማ ኣንፃር ረብሓና ብምጥቃም ስልታዊ ይኩን ቴኪንካዊ መሓዛ ነፍርየሉ ዕድል ብኣወንታ ክሰርሓሉ ይግባእ። 2/,negative,negative,negative,negative
1570349111555022848,@user ናይቶም ንህግ/ደፍ ሽፍታ ኣይትበሉ ዝብሉ እዩ ዝገርመኒ ?? ሽፍታኳ ክውሕዶ ::,negative,negative,negative,negative
1569433094796582912,@user Testa dgallina ይብሉ ነበሩ ኣቦይ ሓጎስ ጎረብትና፥ ከም በዓል እዚ ሰብ፥ ስብ ንእሽተይ ኣራእስ ምስ ኣጉነፍዎም። ሰከም ዝኮነት ርእሲ ኣላትካ፥ ኣያ!,negative,neutral,negative,negative
1530446668323332096,ዘኹርዕ እምበር ዘሕፍር ታሪክ የብልናን?? ዘልኣለማዊ ክብርን ሞጎስን ነቶም ምንም ጉርዲ ዘይለግቦም ጀጋኑ ሰማእታትና TIGRAY PREVAILS !!!,neutral,positive,positive,positive
1572860404123967488,ሓሳድ ተግባር ህግደፍ ዓዶም ኣዕንዮም ዓዲማቶም ከብርሱ ላሕ ዝብሉ ዕዋሉ መንሽሮ ቀርኒ ኣፍሪቃ,negative,negative,negative,negative
1483669907854217216,ብመጀርታ እንኳዕ ንባዓል ጥምቀት 2014 ዓ/ም አብፀሓኩም አብፀሐና ብፍላይ ንቲ መተካእታ ዘይ ብሉ ሰራዊት ትግራይ እንኳዕ አብፀሓኩም ክብል ይፈትው እዛ መሳርዕ እዚአ እትሽከሞ ሸኽሚ,positive,positive,positive,positive
1521939607570558977,ምሉእ ምሕረት ንምነየልካ ዮናስ ሓውና,positive,positive,positive,positive
1450227433542725637,@user @user @user @user @user @user @user ብሓቂ ካብ ሑሉፍና ክንማሃር ኣለና!,positive,positive,positive,positive
1551488242083680258,ምርኩስ ካብ ጀርመን ዝተገዘ ናይ ሓርበኛታት ጀጋኑ ተጋደልቲ ስንኩላት ድሮ ተጸዓኑ ድሉው ናብ ነቕሎ ናብታ ብመስዋእትን ብጅግነትን ዝተረኸብት ሃገርና ኤርትራ ነቒሉ ኣሎ ዓወት ንሓፍሽ,neutral,positive,positive,positive
1490189695745204227,ዓዲ ጅግና ዝቦቕላ ዋላ ፀላም ተኾነ ትግራዋይ እየ ኣነ,positive,positive,positive,positive
1509224442366513165,ህፃናት ትግራይ ብሰንኪ ሕፅረት መድሓኒት ይሞቱ ኣለዉ ኣብ ትግራይ ብሰንኪ ፋሺስታውያን ዝተፈፀመ ወራርን ዕፅዋን ህፃናት ትግራይ ብእዋኖም ክረኽብዎ ዝግበኦም ክታበት ብዘይምርካቦም ን,negative,negative,negative,negative
1476335410678845443,??ትግራይ?? ዓደይ ሓዘንክ ይኣኽለክ ዝበሃል መዓዝ ኮን ሰላምክ ይምለሰልና ኣምላክ,positive,positive,positive,positive
1468740697452912646,#ተጋሩ ቀደምና ብፃዕዳ ፅቡቕ ረኺብና ኣይንፈልጥን ፣ወለድና ብዘይንሕስያ ናቐጥቀጡ እትም ዘባርሩዎ ነይሮም። ሕጂውን ነዚ እዩ #ጀኖሳይድ ተፈፂሙ ኢሎም ከይፍርሙ ዓቐበት ኮይኑዎም ፍርደ ገምል ዝፈርዱ ዘለው።,neutral,negative,negative,negative
1442307635445907457,@user ብጀካ ስምዒት ኣብ ወተሃደራዊ ፖለቲካዊ ኣፍልጦ ዘይብሉ ሽግር ህዝቢ ትግራይ ብከመይ ይፍታሕ ዘይፈልጥዩ ። መሰረቱ ሽግር ህዝቢ ትግራይ ኣብ ድኻም ህወሓት እዩ,negative,negative,negative,negative
1530201348230197248,@user ካብ ህግደፍ ንላዕሊ ሕጊ ጫካ ዝጥቀም ስርዓት የለን።,negative,negative,negative,negative
1530905202961915904,ዝተፈጠረ ይፈጠር ኣነ ን ሰበይተይ ኣብ ዋጋ ዕዳጋ ዘእቱ ሰብኣይ ኣኮንኩን ብዝረኸብክዎ ዋጋ እየ ዝሸጣ????,positive,neutral,negative,negative
1483893568288681984,@user @user ካብኦም ተማሃሪ ርዝነት፡ ካርታ ናይ ዝሓወስካ ኣይኮነን። ሸንኮለል ኣይንበል። ዕርፊ ጥራይ ነጽንዕ።,negative,neutral,positive,positive
1538306854094258177,@user @user @user እቲ ዘገርም ግን እቲ መራሕየይ ኢልካ ትሰግደሉ ስርዓት (ዓጋመ )ሙኻኑ ዘይምዝካርካ እዩ ?? ዓጋመ ክትብሉ,negative,negative,negative,negative
1519972610863472640,@user መስፍን ሓጎስ ካብ ድሮ ምጅማር እቲ ኩናት ኣትሒዞም: መንግስቲ ኣብ ስደት ዶ: ይኣክሎም ዶ: ጆኖሳይድ ዶ: ኣክሰስ ባሕሪ ዶ : ከበሳ ማእከል ስሕበት ዶ: ሰራዊት,neutral,negative,neutral,neutral
1512124947224616982,ህዝብ ትግራይ ብሰለሰተ ኣካለት እዩ ጉድኣት እናበፅሖ ዝርክብ፦ 1/5,negative,positive,negative,negative
1541130283872927747,ሰብ ብደግኡ ዝፍረድ እንተዝኸውን ግርማ ዘሎዊ ሰብኣይ ይመስል።ግና ባኮ ኢዩ።,negative,negative,negative,negative
1572339232496128000,ተጋሩዋኒ! ፅንዓትን ጅግንነትን ስረን ናይአቦኩም እያሞ አጆኩም! ኩሉ ኻላፋይ! ዘይንሰግሮ ሩባ የለን! ፀላዕትና ብዝደሉዋ ከይኮነስ አብዝመረፅናዮ ቦታ ክንቁሽምዶም ኢና! ካባኩም ዘድ,negative,positive,positive,positive
1548375642961367042,ሕጂ ግርምም ደቂ ኤረይ አናብስ!! ሰናይ ጉዕዞ ይምነየልኩም::,positive,positive,positive,positive
1530974914865405954,ብትኽክል! አብቲ መስመርና ፅንዓትና እወ ክንዕወት ኢና። ንፅናዕ አብሓደ ንስመር ነዚ ሚስጥር ዓወትና ንዓቅብ። ክብርን ሞጎስን ነዞም ምእንተ ትግራይ ዝኳሽሑ ዘለው ጀጋኑና ጀጋኑትግራ,positive,positive,positive,positive
1506387403094859778,ህላወ ህዝቢ ትግራይ ምዕራብ ትግራይ እንበር መቀለ ኣይኾነን FREE WESTERN TIGRAY,neutral,negative,neutral,neutral
1445470430983196678,መን ኢዩ ኢሰያስ ሓቀኛ ታሪኽ ብ ናይ ቀረባ ፈጡ። via @user,neutral,neutral,neutral,neutral
1571942759459876864,@user እንታይ ድኣ ምስቶም #ጥሪትኢሳያስ ኮይነ እወ ሞይቱ ክብል ደሊኻ ? ብዝኾ ኩቡር ጀነራል ምግበይ ትግረዋይ ኮይኑ ምእንቲ ትግራይ ዝቓለስን ዘቃልስን ዘሎ ጅግና እዩ::,positive,negative,positive,positive
1451660332322131971,@user ብግዜ ህዝባዊ ግንባር ሐያላት ሰብ መትከል መራሕቲ ኔሬሙና። ህግደፍ ንኹሎም አሲርዎም አጥፊኢዎም ከምኡውን ውሑዳት እንተሀሊዮም አደስኪልዎም። ስለዝኾነ ዓገብ ዝብሎ,positive,negative,positive,positive
1438643667372322821,ከምዚ ዝበለ ናይ 18 ሰዓታት ትፅቢት ተወሲኽዎስ ይትረፍ ቀደሙኳ ድቃስ ካብ ዝኣብየና ደጊም 10 ወርሕና። ካብ ፃዕዳ ገዛኳ ብዙሕ መሰረታዊ ዝበሃል ስጉምቲ ኣይንፅበንዋ ግን ከ ተፀበዩ,neutral,negative,negative,negative
1445532326079832067,@user @user ተጋጊኻ ፃዓዱ ነንባዕልና ኣዋዲኦም ሃፍትና ክወስዱ ጥራይ እዮም ዝደልዩ ብናይ ፀለምቲ ሓይልን ድኹምን ኣያኣምኑን,negative,negative,negative,negative
1516064841294913538,ንህዝቡ ገዲፉስ ምስ ኣራዊት ህግደፍ ጠጠው ዝበለ ኤርትራዊ ኣይሰብን። #FreeEritrea #TigrayGenocide #IsaiastotheICC,negative,negative,negative,negative
1540082194156326913,@user @user @user @user @user ኣብ ዝሓለፈ ዓመት ነዚ ውድድር ብሓያል ብቅዓት ዝቀልጠ,neutral,neutral,neutral,neutral
1510269315924250625,ሰናይ ጾም ይግበረልና ያ ራቢ አሚን።,positive,positive,positive,positive
1461141912308568067,ህግደፍ 30 ዓመት ሃገርን ህዝብን የጥፍይ ኡ ወያነ 27 ዓመት ህዝብን ሃገርን ይሃንጹ ስለዚ ብከመይ ፍ ህግደፍ ምስ ወያነ ይማዓራረ ልብይ ግብር ወዲይ ኢረይ ካብ ሃግርና ክንወጽይ,positive,negative,positive,positive
1551290775790551041,@user ኣነ ደኣ ወ ሹማይ ይበሃል ንስኪ ከ መን ትበሃል በጊዕ ኣብ ዝወሰድዋ ትከይድ ከማኩም እኮ ገርኩምና ተጻረፍቲ ውጽኢት ህግደፍ ጸርፊ በር ሓሳብ ዘይብሎም።,negative,negative,negative,negative
1536370083014246401,ንሕና ካብ ምስ #Eritrea ምስ ኮርያ ይቀርበና : ኣይኮነን ምስ ኢሰያስ ምስ ህዝቢ ኤርትራ በኸመይ ንቅጽል ኣርደኣንን ገለ ካብ ቃት ወኪል ሕውሓት : ሊዕሊ ዝኾነ ጸላኢ ህዝቢ ኤ,negative,negative,negative,negative
1456444729256812547,@user @user ሻዕብያ 30 ዓመት ኣብ ጉድጉድ ተቀቢራ ዘሕለፈቶ ወያነ ብሓደ ዓመት ዘይመልእ ግዜ ከምዝውዳእ ብተግባር ኣርእያትና፡ እቲ ዘሕፍር ግን,negative,negative,negative,negative
1493684591009357826,#ውሩይን ስሙይን ትግራዋይ ጅግና ራእሲ ኣሉላ ኣባ ነጋ ብዝብል እናኣረምና ነንብባ። >ኣብ እንዳባ ገሪማ ዝርከብ መቓብሮም።,neutral,positive,positive,positive
1505780454225502212,ኣብ ኣፍ ሓርገፅ ኮይንኻ ኣቲኻ መፅበዓየ መሰስ ኢልካ ትወፅእ ጅግና ሰላሊዓየ። [ኪዳነ ወዲ ኣሌ - መንፈስ] ህዝብና ካብቲ ኣትዩዎ ዘሎ ፀበባን መከራን በዚ በለ በቲ ኣብ ቀረባ እዋን ክወፅእ እዩ። (1/3),positive,positive,positive,positive
1522633757886402560,#Eritrea ንድምቀት ቅንያት ጽንብል ናጽነትና ዘድመቐ ድሙቕ ዓወት ቢኒ፡,neutral,positive,positive,positive
1569253825839771649,ዋላ ድሕሩ ይምፃእ ኸዚ ፅቡቕ ቅርፂ ሒዙ ኣሎ። እዚ ዓብይ ሓይሊ ዴፕሎማሲያዊን ዓለም ለኻዊ ዕማማትና እዩ። ኣፅዒቕና ንስራሓሉን። ንጠቐመሉን።,positive,positive,positive,positive
1497006236528689155,@user @user ፈለማ ነዚ ሃሱስ 03 @user ልኡኽ ህግደፍ እምበር ከም ደላይ ፍትሒ ኣይፈልጦን :: እዚ ድማ ንነዊሕ እዋን ኣገባብ ኣሰራርሓኡ,negative,negative,negative,negative
1531771963839946757,@user ካብ ወዲ ዕግርግር እሞ ታይ ክንጽበ፤ ምሕረት የውርደልኻ ሓውና።,positive,positive,negative,negative
1561785997603520512,@user Thats ሞት ሰላም እንተ ኣልይዎ . ሓወይ ክሳዕ ሞት ዘሎ ስቓይ ኣዝዩ ዜስካሕክሕዩ ??፣ኵሉ ኣብ ምስኪን ህዝበይ ኮነ engdi esu kale mn yderegal,neutral,negative,neutral,neutral
1531369443321864192,ሞት ክብረት??! ብበዓል ነዚኦም ዝመስሉ ዶ ትግራዋይ ይቕተል ኣዶ ትግራይ ትዕመፅ ትዝመት ?? ወነንቲ ሕሱር መንነት!,negative,negative,negative,negative
1510802730234925063,ህፃውንቲ ትግራይ ኣብ ክንዲ ትምህርቲ ብሰንኪ ስእነት ምግብን መድሓኒት ኣብ ከምዚ ወዲቆም ኣለው ????,negative,negative,negative,negative
1522120069077258240,ኣብ ታሕቲ ወሪዱ ችግር ህዝቢ ኣብ ክንዲ ምቅራፍ ብሽፍኑ የለን ማለት እንታይ ማለት እዩ? በጃኹም ትግራይ ትዓቢ/ እቲ ኣብ ልዕለና ኣፅላልዩ ዘሎ ችግር ይዓቢ ኢልና ኣብ ልዕሊ ቤተሰ,negative,negative,negative,negative
1482788673460523008,እታ ብህዝቢ ዝተመረፀ ሕጋዊ ኣካል ኣለና እትብል ሓቂ እንተደርቢናያ ብስሩ እቲ ተዓረቑ ዝብል ድምፂ ዓለም እውን ኢና ክንስእኖ። ናይ AA ስልጣን ብሓይሊ ክምንጥል ዝርብሽ ዘሎ ሓይሊ,neutral,negative,neutral,neutral
1439337734779322371,ፀላእቲ ንህዝብና ብሓዊ እናቃፀልዎ እናረአና ኣብ ውሽጣዊ ኣፈላላይን ዘይረብሕ ትሙስሙስን ነተኩር ዘለና ተጋሩ እቶም ፀላእቲ ካብ ዝኣወጁልና ጄኖሳይድ ዘይነኣኣስ ገበን ኢና ንፍፅም ዘለ,negative,negative,negative,negative
1535924546456387589,ብሓቂ ዘሕፍር ነገር ሪአ ትማሊ ኣብ ቲዊተር ስፔስ ተዓዲመ ይኸደልኩም ። ኣብ,negative,negative,negative,negative
1551405051255586817,@user @user @user ትኽክል፡ ግን ንዓይ ተሕርቐኒ ቃል ትግራይ ስዒራ ክሰምዕ ከለኹዩ ህዝብናን ስድራናን ብጥምየትን ብሕፅረትን ገንዘብን እንዳተ,positive,negative,positive,positive
1502397158980571142,@user ኣታ ፋኖኮ ኣብዚ እቶ ዝባሃል ኣይኮነን ኣንታ ንሱኹም ኢኹምእኮ ናይ ትግራዋይ ዓቕሚ ዓፊንኩም ሒዝክሙዎ ዘለኹም እታ ትግራዋይ ብሂወቱ ዝተቓፀለላ ከተማ መንደር,negative,negative,negative,negative
1543338986709581826,@user @user ኪድ ማሕዮ ወያነ ! ሚዛናዊ ጸሓፍ ፡ ወያነ ኣብ ልዕሊ ኤርትራ ዝበደልዎ ይኸፍእ ካብ ህግደፍ ኣብ ልዕሊ ትግራይ ዝገበርዎ ! ታሪኽ ኣጽኒዕካ ምጻእ,negative,negative,negative,negative
1527919679561420800,@user ንሙካኑ ኣቦታትካ ዝርሸኑ ረሺናዮም ዝሓቁ ኣሕቂቅናዪም እንዲና እስካ ኣስላማይ ጀበርቲ እንታይ መሰልን ሞራል ኣለካ እስካ ዶ ትፈልጥ ካብቶ ዝነበሩ መጃሃዲን ሕተቶም ዶ ጀላል ያሲን ጨዲሩ ኣብ ስደቱ ሓቂቁ,neutral,negative,negative,negative
1559801615359541248,@user ተስፋገብር አብ ቀረባ እዋን ስማል ሐድነታ አደልዲላ እቲ ሐያል ዝኮነ ወርቃዊ ታሪኻ ክትዕቅብ።,positive,positive,positive,positive
1518142560274993153,ሕጂ ብዛዕባ ዕለታዊ እንጀራና ኢና ንሓስብ፤ ስራሕ፣ ኢንተርነት፣ ባንኪ ዘይምህላው ንኣነባብራና ቀይሩዎዩ። ምትንፋስ ጥራይ እምበር ተስፋ ዘይብሉ ህይወት ኢና ንነብር ዘለና ኢሉ።,positive,negative,negative,negative
1559740632033140737,@user @user ኣታ ከልቢ ወያነ፣ ካባኻስ እቲ ኣብ ፕሮፋይልካ ዘሎ ይሓይሽ፣ ቁሩብ ይሕስብ ከማን,negative,negative,negative,negative
1478893508983468034,ንክድ ጥራይ ማሕማ ዝበለ ብርሃንዩ ቅድሜና ሳላ ጹኑዕ መሪሕ ህግደፍ ከም ወርቂ ተኮሊዕና ማሕማሕ ኢልና:: ኣያይ መዓረይ ኣንጻር ኩሉ ተጸብኦታት ገጢምካ ዝተዓወትካ ኣብ መትከልካን ራ,positive,negative,positive,positive
1482616283971690497,@user @user እንታይ ኣተወኪ ብዛዕባ ኤርትራ ናይ ትግራይኪ ግበሪ። ህዝቢ ኤርትራ ንክብሪ ሃገሩ ካልእ ክሰግር ውን ድሉውዩ። ክትፈልጢ ኩሉ ኣብ ልዕሊ ህዝቢ ኤርትራ ዝወረደ ኣደራዕ ንሰንክኩም እዩ ኣቱም ጠላማጥ።,negative,negative,negative,negative
1516521361690316803,#EritreaPrevails #EritreaPrevails 16th YPFDJ EURO Conference | ዋዕላ መንእሰያት ህግደፍ ኤዉረጳ ካብ 14-18 ሚያዚያ 2022 ????ወትሩ,neutral,neutral,neutral,neutral
1446654858606612486,@user ሞትን ዓመፃን እዩ እቲ ዘሕዝን፤ ምስ ኤች ኣይ ቪ ምንባር ይካኣል እዩ ኣጆኺ ገኒ ሓፍትና። እቲ በደላትን ግፍዕታትን ዘርዚርካ ኣይውዳእን፤ ኩላትና ተሓባቢርና ንፀላእትና ክነጥፍኦም ኢና።,negative,negative,negative,negative
1489000753553412107,ክንወርሶም ዘሎና ጽቡቓት ባህርታት ብጻይ ኢሰያስ ኣፈወርቂ ። ልዑል ሃገራዊ ፍቕሪ: ነቕ ዘይብል መርገጺ: ዲስፒሊን: ወድዓዊ ምዃን: ጸረ ብልሽውና: ምንባብ:ብግዝያዊ ብደሆታት ዘይምር,negative,positive,positive,positive
1573047366424432641,#ህፁፅ ሓበሬታ! #ንተጋሩ ነበርቲ #ስዊድን ፅባሕ ኣብ ስዊድን ከተማ ስቶክሆልም እነኻይዶ ዓብዪ ሰላማዊ ሰልፊ ኩላትኩም ፀሊም ክዳን ተኺድንኩም ንኽትመፁ ብኽብሪ ንሓትት መተሓባበሪት,neutral,neutral,neutral,neutral
1488257112278978571,@user @user ዓጀውጀው የብለካ ኣሎ ዓጃው ። ወያነ ሓሳዊት?? ደኣ መን ኮይና ኢያ ን ኤርትራ ናጽነታ ተህባ።,negative,negative,negative,negative
1435011476155142148,@user ትኽክል! ህግደፍ ምተኣኻኸቢ ሓተላ ሃገር እዩ!,negative,negative,negative,negative
1550387827627679744,ብሓቂ ልቢ ይስብር ፀላእትና እቲ ዋና ዕላማኦም ቤትክርስታናት ምዕናውን ምጥፋእን እዩ ነይሩ ግን እግዚአብሔር ልዕሊ ኩሉ ስለዝኮነ ከምቲ ዝሓስብዎ አይኮነን ግን አብዚ ደርጃ እዚ,positive,positive,negative,negative
1562114576300314624,ስለዚ እቲ ባእሲ ባዕላ ምልሻ ህግደፍ እያ ጀሚራቶ ማለት እዩ : ጅግና በርጌድ ንሓመዱ ክኣ ነብሱ ክከላኸል ነነጢሩ ሳሱላ ኣምሲልዋ:: ስለዚ መንዩ ተሓታቲ ????? #Eritrea,neutral,negative,neutral,neutral
1575576761261518848,@user @user @user @user ጅግና ኤርትራዊ ንወያኔን ዑስባትን መንዳዓት ሀገር ንምቅባር ክተት,negative,negative,negative,negative
1549787106536554496,እዚ ፖል ትዊት ክገብር ከለኹ ኣብ ውፅኢት ተሞርኪሰ ዝብሎ ስለ ዝነበረኒ ኣይኮነን። ናብ ኣእምሮይ ዝመላለሱ ሓደ ሓደ ሕቶታት ይምልሰለይ ዶ ይኾን ብዝብል እዩ ነይሩ።,neutral,neutral,neutral,neutral
1482458320304852997,5 /እንተይ መርመረ ስቅ ኢሉ ናብ ፀርፊ ይጋየ ፅንሕ ኢሉ ዉዱብ ናፅነት ወይ ዉዱብ ባይቶና ወይ ዉዱብ ሳልሳይ ወያነ ሓሳብ እንተቅሪቦም እዉን ተመሳሰሊ ኣብቲ ሓሳብ ትክረት ኣይንገብር,negative,neutral,negative,negative
1523180506703138816,ካብ ዘሎ ዕፅዋን ክባን ወፅኡ ውፅእና ከምዙይ ንዓመታ ምስ ወለድና ኮይና ነብዕሎ ይበለና ፈጣሪ ዝመፅእ ግዜ ናይ ሓጎስን ሰላምን ይግበሮ ሰና ማዓልቲ ኣደታት,positive,positive,positive,positive
1561627173517131777,@user ግን እንኳዕ ኣብፀሐና፤ በሌላ ተሰጥቶት ፋ እዩ ዝነበር። መብቱ ማሊ ሎሚ ካብ ሎሚ ኸኣ ፅባሕ ዝሐሸ እዩ እንዳበልካ (ትማሊ ደኣ ጥዑም ከይበልናዮ ጥዑም ግዜ ዮሐንስ,negative,positive,positive,positive
1555480636365983744,@user እሞ ዓጋመ ሓቂ ኢዮም ዝዛረቡ ንዓይ ሓቂ ስለዝጸሓፍኩ ከሙ እንተኢክካኒ ደኣ ! ካብ ሓሳዊ ህግደፋዊ ሓቂ ዝፈቱ ዓጋመ ይበልጽ። ናይ ኣህዛብ ዘይኮነ ሲ ፡ ናይ ሓቅን ሓሶትን ጉዳይ ስለዝኾነ፡፡,negative,negative,negative,negative
1436445147374530562,ሓየት ሰራዊት ትግራይ ብሰበር ዜና ደበኽ ኢሉ ኣሎ! ሰራዊት ትግራይ ካብ 25 ነሓሰ እስካብ ጳጉሜን 4 ልዕሊ 42 ሽሕ ሰራዊት ፀላኢ ብምድሳስ ብርክት ዝበለ ኣፅዋር ንብረቱ ገይሩ ኣሎ።,neutral,neutral,neutral,neutral
1547098721971838977,ኣቲ ሓቂ ግን ንሱ ከም ዘይኮነ ንዓኻ ምንጋር ከም ዘየድልየካ ትርዳእ ኢኻ። ቀንዲ ኣብ ጥፍኣት ህዝቢ ትግራይ ለይቲ ምስ ምዓልቲ ዝነብሕ እቲ ቀንዲ ብሄር #ኣምሓራይን መራሕቱን እዮም።,negative,negative,negative,negative
1519019476137750528,መናእሰይ ትግራየ ዓፀውቲ ማዕፆ ጊዘ ሎሚ እዪ ሒሳብና ንዕፆ ኣያታት ትግራየ ምስ ሓዱሽ ወለዶ ሕነ ኣሎ ንብዓት ኣዴታት እንወራረዶ። ክንዲ ዝመረረ ይምረር ክንዲ,negative,negative,negative,negative
1526602674761760768,ሎሚ ኣብ ዝተኻየደ 10ይ መድረኽ ጂሮ ዲኢታልያ ቢንያም ግርማይ ቀዳማይ ብምውጻእ ኣንጸባራቒ ዓወት ኣመዝጊቡ። Congratulations,neutral,positive,positive,positive
1492074665233326098,@user ውርደት አፍሪቃ በሎም ክንብሎ ኢና ንውፉይ ?? አውሂዱሎም አሎ ሕፍረት አፍሪቃ @user,negative,negative,negative,negative
1519225011302985733,Solo Media ፥ ብዝምታና ዝተፈጥሩ | ስነ-ጥበባዊ ዘርእሰናይ ግርማይ | via @user,positive,neutral,neutral,neutral
1458651152430649349,ኣብየት ግፍዒ ኣየ ህዝበይ ?? #tigraymobjustice #TigrayMassArrests #TigrayGenocide,negative,negative,negative,negative
1508517253473521664,@user @user @user @user @user ፀላኢ ባዕሉ ወያኔ ስግኣት ኮይንኒ እዩ ኣዲስ ኣበባ ክኣቱ ቀሪብ እዩ ። እናበለስ,negative,negative,negative,negative
1523350884293300226,እዛ ፅብቅቲ ከተማ ሃገረ ሩዋንዳ እያ!! ሩዋንዳ አሰቃቂ ጀኖሳይድ ተፈፂምዎ ካብ አፍሪካ ብዕብየት ብልፅግናን ቅያ ትስርሕ ዘላ እያ። አብ 21ክፍለ ዘመን ትግራይ አሰቃቂ ጀኖሳይድ ዝ,neutral,negative,negative,negative
