id,tweet,anno1,anno2,anno3,label
81524085,"@rosemarie_Rw #Banyarwanda bavandimwe,ibi mwabyumvishije?@Kagame_FPR amaherezo y'abo ni ayahe?Twese abanyarda amaherezo yacu ni ayahe?",hate,hate,hate,hate
79284895,@username #ibifobagane ntimucikwe. uyu mugoroba muri @username hari presentation ya flag nshya ya banana republic of rwanda iyobowe na #cannibal #blooddrinker terrorist criminal @username 🤔!#teampk @username ,abuse,abuse,abuse,abuse
76814563,@username ibinyendaro ni ibiki ra??,abuse,abuse,abuse,abuse
76814690,@username ushobora kuba wibaza ngo ese iyo #kibeho massacre (ubwicanyi bwakozwe n’ingabo za kagame ) yahitanye abarenga 8000 hari igitabo nshobora kubisangamo?yego uzasome igitabo cyanditswe na terry pickard - combat medic,hate,hate,hate,hate
83775620,@Gratienofficial Uyu mwaka uhise urangira mwana?,normal,normal,normal,normal
77141371,@username hakwiye kunozwa uburyo abo baturage bimurwa biciye   1. mu kubaha amakuru ndetse bagasobanurirwa neza impamvu bagomba kwimuka.  2. leta y'u rwanda ikore iyo bwabaga ishake ukuntu ituza abo bantu ( uruhare rw'umutur,hate,normal,normal,normal
81524048,"@abaryankuna AKARENGANE GAKOMEJE GUKURA, INTEKO ISHINGA AMATEGEKO IRI MU MABERE Y’ABAGORE Umukecuru w’imyaka  y’amavuko witwa Mukamusoni Alexia, ... amusaba kumurenganura ku karengane yakorewe na Gitifu w’Akagari afatanyije n’Umuyobozi wa Sacco ya Kinazi,",hate,hate,hate,hate
85016932,@vgeminni 😂😂😂 mbega imbwa,normal,abuse,abuse,abuse
78008304,"@username paul kagame ikizamushobora si imbunda, ahubwo ni rubanda kuko niruhaguruka aziruka! ##url",hate,hate,hate,hate
85016635,"menya magisi, imbwa yambere yageze murwanda mu1873   #amateka ##url",normal,normal,normal,normal
78008446,"@username nasuhuje #rpf aba catholique.ngaruke kuri @username . #barnabas rugwizangoga wayoboye muri kabale uganda uramuzi. yagufashije kwinjira muri kiliziya kugira uyusenye. mgr. #nsengiyumva yabakiriye nk' abavandimwe, abakorera ibyiza bishob",hate,hate,hate,hate
85016779,@princenshiz ubundi imbwa zirarutana vuga izindi uzi expect @ntamiyaga @felostain,normal,normal,abuse,normal
77141609,@username uzasigeho amase we shn,normal,abuse,normal,normal
83775435,@bibananiza_iki Abasaza bakera bari baratese kuer ngo ntiyafatanya irondo n urukundo knd hano bana barufatanya na models 5 na retake 2,normal,normal,normal,normal
79285034,spina wo gaceze we ibyo nibiki utangiye ##url,abuse,abuse,abuse,abuse
76814747,"no muri @username ho mu @username , @username ku bufatanye n'izindi nzego by'umwihariko #intore zo ku rugerero, twazindukiye mu mu muganda wo gukemura ibibazo bibangamiye abaturage. twakoze rero umuganda wo gutunganya umuhanda wari warangiritse. @username #rwot ##url",normal,normal,normal,normal
76507295,@username abagabo bararya imbwa zikishyura,normal,normal,normal,normal
77141182,@username ikibazo cy’iyicarubozo mu #rwanda giteye inkeke. ubutegetsi bwa #kagame bumaze imyaka 29 bushyira kungoyi abanyarwanda ndetse bukabakorera ibikorwa bya kinyamanswa. biteye isoni kuba hari ibihugu bigishyigikiye ubutegetsi nkubu. ningombwa k,hate,hate,hate,hate
81523955,"@be_johns Ikintu abanyarwanda batari bamenya nuko mu #Rwanda hari inzego z’iperereza zuzuyemo imburamukoro zihimba amaraporo y’ibinyoma kubantu kugira ngo zigume mu kazi cyangwa zigirwe abatoni mu maso y’ubutegetsi, zikomeze kwiharira amasoko akomeye, ubucuruzi, kunyaga abantu ibyabo…",hate,hate,hate,hate
78008075,"uyu munsi mayor hamwe n'inzego z'umutekano, rab n'abaturage bakoze umuganda wo kurwanya icyonnyi kmibasiye ibigori/ nyabirasi/rutsiro. ##url",normal,normal,normal,normal
83775753,"@KabagambeI Rwanda komeza uteteshe abana bawe, maze na bo bazirinde kuba indengarenge",normal,normal,normal,normal
77141535,@username ziriya mbwa ibintu zakoze 😭 sha keretse nako ka nceceke,abuse,abuse,abuse,abuse
81523789,"@Mafrican Ikimenyane mu gutanga akazi ku bavuye SHUNGELEZI muri Uganda mu baganga gikomeje kwisasira nyababyeyi z,ababyarizwa mu bitaro bya Nyarugenge biritangarizwa na leta y,abasogosi ubwayo TV",hate,hate,hate,hate
83775743,@KabagambeI Muri studio za radio burya haba ibiganiro on air hakaba n’ibindi off air.,normal,normal,normal,normal
79284544,@username unyiyama c ndi isazi 🤣🤣🤣🤣oshiiii nshaka cash ureke gusara,abuse,abuse,abuse,abuse
83775722,@KabagambeI Gusubiza ntabwo bintesha umutwe. Ahubwo biranduhura,normal,normal,normal,normal
79284607,"@username mukomeze mwibeshye, mushuka nizo njiji.",abuse,abuse,abuse,abuse
83775965,@niyomushum88781 Israel Mbonyi ni nde uri tayali ndatangira golden ticket tukajyana yo,normal,normal,normal,normal
73780700,"@username miss rwanda : ibibera muri boot camp – kuki muheto na mutesi bakoresheje ijambo imfura ? ibi bikaba bivuze ko no mu bahutu cyangwa mu batwa wabonamo abantu beza b’inyangamugayo, ariko bitabagira « imfura » kuko kuri bo ubupfura ...",hate,hate,hate,hate
81524173,@nyiringomaking Yemwe mutabare noneho mbonye imbwa abandi bari mumasasu ibindibyo biri muri Comedian ngo biri kubyina . Musange abandi niba mwemera ibyobarimo mureke gutayanjywa ngo murabyina muteye ni Seseme .,abuse,abuse,abuse,abuse
79284719,@username nonex ko kohereza amafaranga kuri account nyakuye kuri momo biri kwanga kuva kucyumweru mbigerageza,normal,normal,normal,normal
78008362,@username bazamurwanya kuko rega umusaza ntaba muri bya zionism😌😌 ni umudage wavukiye muri amerika😁😁😁,normal,normal,normal,normal
76814729,"@username byaba ari ubupfayongo buvanze n'ubugwari ko twemera politike y'ingoma-nyega ishingiye kuri ""apartheid""nyangarwanda,irobanura ikagerekaho no kwita abenegihugu ""ingagi"" na ""savage"" mu #rwanda. turiyama #cnlg irwanya ""jenoside"" itabanje kurway",hate,hate,hate,hate
76507243,"umuyobozi wungirije ushizwe ubukungu muri @username yasabye ababyeyi gushishikariza abana kwitabira ibikorwa bya leta, yagarutse kuri gahunda z'ibyiciro by'ubudehe. ashimira @username bifatanije mumuganda w'uyumunsi wakurikiwe n'amatora.  asaba abaturage gukorera hamwe ##url",normal,normal,normal,normal
76814860,"@username ibigega bivuka buri munsi, fpr ikarushaho gusahura no gukenesha rubanda""mu gihe abaturage bataka gusoreshwa imisoro y’agatsi ndetse bakagerekaho amasoro n’imisanzu itajya iva munzira, abitwa bagombye kuvugira rubanda, bo ntibabyitayeho,""",hate,hate,hate,hate
83775752,@KabagambeI Nyiraburyohe imara amasende (cash),normal,normal,normal,normal
79284681,@username fpr reka gupfobya jenoside//abateguye jenoside n'abayipfobya bamenyekanye.,hate,hate,hate,hate
77141549,"@username aho ubera imbwa sasa, you talking about who?? burna boy or mrs. bobriskie??",abuse,abuse,abuse,abuse
73780718,"@username taliki 08/12/1994 nyuma y’amezi 5 #fpr ifashe ubutegetsi,twamaganye kandi dusaba kumugaragaro ko ihagarika: ingoyi,ubwicanyi nubugizi bwanabi muri rusange,bwakorwaga n’ingabo ziyobowe na #kagame .",hate,hate,hate,hate
78008262,@username erega ufite ibisaz nk iby imbwa ni woe uugombe utuze cgwa w,abuse,abuse,abuse,abuse
78007990,@username kandi ahanini ibifite akamaro nibyo bivugwa mundimi zamahanga umuturage agataha ntacyo atoyemo #366daysofkinya,normal,normal,normal,normal
76814881,@username akumiro karagwira pe! inzayirwa ndabona zigarutse kabisa. ariko se ko @username na @username ubushize batubwiye ko muri june 2022 bazaba bamaze gukingira 60% by'abanyarwanda none tukaba tugeze hafi 70% muri 2021 ariko tukaba tw,hate,hate,normal,hate
83775721,"@KabagambeI Ese ko abakozi mu bigo bitandukanye batongejwe imishahara kandi ibiciro byarazamutse cyane, ubu ibyo bashobora kubyitwaza maze bakagurisha ibikoresho by’ikigo biri mu maboko yabo kugirango bakuremo amafaranga y’inyunganizi?",normal,normal,normal,normal
85016939,@kemnique @niprince11 ushk indaya koko come here i give you my sister😂😂😂,abuse,abuse,abuse,abuse
83775833,@Meek_247 Abanyeshuri ba CST tujye kwiga ejo ni exam,normal,normal,normal,normal
85016614,burya abasaza nabacecuru maze gusanga abenshi ari abaswa 🤔🤔.. ubu muri 2050 umuntu yazambaza ngo covid19 yateye ryari iturutse hehe bikananira 😎🤣🤣🤣🤣... @princenshiz @darleneigirane3 @angelmutabaruka,abuse,abuse,abuse,abuse
83775679,@IradukundaAlbe6 Ahubwo abakobwa banyu ntago bazi kwirinda sida noneho no kwirinda inda nabyo wapi?mugihe ibinini bitarenza 5k?,normal,hate,normal,normal
79284568,@username ingegera 2 zateje ibibazo,abuse,abuse,abuse,abuse
79284767,"icyakora iherena baryambara ku matwi nahandi utapfa kumenya. ikibazo @username ese,  byari bitwayiki kumwihorera. but again it's not my problem. ##url",normal,normal,normal,normal
83775879,@MuchomaSana Icyokora. Nanyje haribyo mbabwira nkabanza kwisetsa,normal,normal,normal,normal
85016704,@agapetigakonje harya ngo igitego cyanyuma cya manu ngo ni komanyoko😂😂😂😂😂😂 i ##url not🤣🤣🤣🤣,abuse,abuse,abuse,abuse
81524202,"@FTwagiramungu Abanyarwanda baca umugani ngo: uburere buruta ubuvuke. #Kagame yabaye umugande,aba no mu ngabo za #Uganda (#UPDF),aho yarafite ipeti rya Major. Amaze imyaka  yarafashe u #Rwanda,aho acura Abanyarwanda bufuni na buhoro! Byaba byiza ko igihugu gishingira k'ubumwe BW'ABANYARWANDA.",hate,hate,hate,hate
76814888,"@username wa mbwa we ibyo wavuga byose sinzagutekera, urebye ubutumwa butari bukugenewe😅",abuse,abuse,abuse,abuse
83776040,@Ruvuzananga Zana ijana 100 ngupositinge cyangwa uzane 1k ngushyire profile umwaka wose..   Rubyiruko twihangire imirimo,normal,normal,normal,normal
85016682,@l_a_r_s_e_n_e14 kuba ikibwa erega sibibi ikibazo nugutuma abantu babona ko uri ikibwa😂😂😂,abuse,normal,abuse,abuse
85016940,( hold and ready the artwork of whats in black only for now) loading 🚨🚨🚨👍🏿 🎹song: imbwa  imbwa ninyamaswa iteyubwoba. ndayikunda kandi ndayitinya. imbwa yishe umuntu baramuhamba. abayitunze bitwara nkabatunze zahabu… ##url,normal,normal,normal,normal
78008118,birababaje leta y'u #rwanda ndabizi iraza kubikurikirana bizacyemuka ##url,normal,normal,normal,normal
85016837,umusa reka dushake ama frw kuko ibyo indaya y'umusaza rukukuri  inkoreye  muri bar nagahuma munywa😭😭😭 ##url,normal,abuse,abuse,abuse
83775449,@BiraboneyeVicky Ntakintu ntakora ngo mbasetse nuko mudashima! ,normal,abuse,normal,normal
85016683,@blz__14 @bossmugace 😂😂😂 ase man kuba mvuze ikibazo cyange bigize imbwa man uri umbua gusa 😂😂😂😂😂😂😂,abuse,abuse,abuse,abuse
83775849,@MuchomaSana #shaddyboo izi  ningaruka zo gutana numugano / Full video iri kuri YouTube /,abuse,abuse,abuse,abuse
79285001,"@username kabisa, kereka niba ijosi ry'umututsi ryareragaho ikawa😡 ariko ntacyo, nicyo ubutabera buberaho, ndabwizeye🙏🏾",hate,hate,hate,hate
83775468,"@byukavuba Ko mu Burundi bari gufata neza Bruce Melody kurusha uko tumufata, buriya yigumiyeyo ntitwazamukumbura?",normal,normal,normal,normal
76507190,@username uyu mugabo ni imbwa yuzuye,abuse,abuse,abuse,abuse
81523612,@nyiringomaking Dushimire #Team #Mazembe yanze Gukoresha Rwandair icyarimwe ikananga Kwambara umwambaro wanditseho #Visit #Rwanda muzahore mwanga agasuzuguro zinkora Maraso,hate,hate,hate,hate
78008241,@username 🚨dictator alarm🚨 iyi cargo ya qatar - air force ntiyari iherutse kugaragara muri banana republic of rwanda🤔.#assassinsansfrontière terrorist criminal @username #teampk #ibifobagane,abuse,abuse,abuse,abuse
85016538,mu karere ka musanze mu murenge wa kinigi hari kubera igikorwa cyo gukingira imbwa indwara y'ibisazi by'imbwa. ni igikorwa kigamije kurinda umutekano w'abaturage no gukumira ko habaho imbwa zizerera mu baturage. #rbaamakuru ##url,normal,normal,normal,normal
83775745,@KabagambeI Na byo birashoboka.,normal,normal,normal,normal
81524019,@nyiringomaking RDF / M Rurambikanye Kibumba RDF/M bamaze kubasubiza inyuma.,hate,hate,hate,hate
79284806,minisitiri w'intebe @username agiye kuganiriza abaturage ba gahanga #kicukiro nyuma y' #umuganda,normal,normal,normal,normal
78008339,kimisagara : abaturage baravugako babangamiwe nabarara irondo ngo kuko bajya kubabyutsa murukerera bishyuzwa 1000 cyumutekano .,normal,normal,normal,normal
78008252,@username uribuka ya ngurube bogeje bakayiryamisha mu mashuka ameshe bakayiha n'ama fanta ibyayibayeho? uyu munsi bishobora kumbaho,normal,normal,normal,normal
81524257,@Jkamena1 Uyu muyobozi rwose Urwanda rwamwiherewe na Shitani  Dukomeje kwumirwa gusa,hate,hate,hate,hate
79284627,"komisiyo kdi yatangaje ko hari abaturage batanyurwa n’ibyemezo biba byafashwe n’inkiko,@username rugafatwa nk’urukiko  #rwanda",normal,normal,normal,normal
85017091,imbwa 🐶za hood zakamejeje lol 😂,normal,normal,normal,normal
85016928,@ir_joachim narakuze gaceze 😁🤌😭,abuse,abuse,abuse,abuse
85016716,"@eliah_rw ngo bamusubiriremo ikibazo vraiment, aba bakobwa ni abaswa kbsa.",abuse,abuse,abuse,abuse
76507142,@username waje ukamubera avocat x. niba wumva ibyo uvuga aribyo wazaje ukamuvuganira wa mbwa we! uzapfa nabi wa ngegera we!!,abuse,abuse,abuse,abuse
77141399,"@username tariki ya 20.03.2021 yubahirizwe izavugwe mu mateka yu #rwanda. banyarwanda b’ingeri zose duhaguruke, dushake inzira yoguca inzigo n'ibice mu banyarwanda. ingirwamoko isezererwe burundu n'ibihe turimo. #idamange asoze ubutumwa yahwe: ingabo",hate,hate,hate,hate
81523740,"@donXsimbaIbisambo aho biri biramenyana... Pole rafiki yangu @gatjmv kuba umutware w,ibisambo byose byo mu Rwanda ariwe #Cannibal Terrorist Criminal @PaulKagame akwise 'agasambo gato' . Ntakundi ubwo vayo tube twibyinira 'igikono",hate,hate,hate,hate
76814603,"nta numwa zarubanda ziba mu rda, ubuse police yirirwa igaraguza agati abatunze imodoka za commercial ngo nibahabwa technical control batagiye muri garages bafitanye amasezerano kubaca amafaranga yagura imodoka nkiyo igiye gusaba control abaturage ntibatatse bakabura ubatabara. ##url",hate,hate,hate,hate
76507436,ikaze mu #ijwiryawe uyu munsi: ————— -turaza kwitsa ku nama y’igihugu y’#umushyikirano2023 yabaye muri iki cyumweru. -turaza no kuvuga ku mpinduka mu bayobozi zabaye muri minisiteri y’ubuhinzi n’ubworozi no mu bigo nka rab na rp. -mu karere ka @username abaturage barasaba ko,normal,normal,normal,normal
83775385,"
@MuchomaSana Iyi weekend  yose nyimaze online ndigushaka uburyo nabona Amafaranga ya side hustle !  Nabonye byishi gusa nabuze icyiza nakora  ninde ufite ideas  please ngo ansangize wana ??",normal,normal,normal,normal
77141183,quote of the day  _ibyawe nibyo wamize kuko nibiri mu matama ingumi yabivanamo_  pastor mpyisi  @username ,normal,normal,normal,normal
76507448,"@username nyine bamwigishije ko iya yakobo ari yo nyakuri, bamubwira ko umuzungu apfa akaba umutagatifu, umwirabur",hate,hate,hate,hate
77141165,"imibare ya minisiteri y’ubuzima ya 2018 igaragaza ko abarenga gato 20% by’abanyarwanda bafite ikibazo cy’indwara zo mu mutwe muri @username niho hari benshi bangana na 36% hagakurikiraho @username ifite 27,2% abaturage bagerageje kwiyahura nabo bikubye 2 ##url",normal,normal,normal,normal
83775457,@brotherwacu Katurebe abize nikihe kintu ugura Ari umukara wagikoresha kikaba umutuku warangiza kuyikoresha kikaba umweru,normal,normal,normal,normal
78008458,@username inkotanyi ni ubuzima 🥴 dushimiye he watumye ibidasanzwe tubimenyera nk'ibisanzwe🥴,normal,normal,normal,normal
77141442,ubuzima bwanyigishije ko kwiyoroshya aribyo byigenzi kuko birangira itaka riturushije agaciro baho uko ukwiriye banira neza abo mubana twese ntituzi nyuma y'urupfu igikurikiraho.,normal,normal,normal,normal
78007975,@username ndorera ! mpora mba bwira ko amadini yabagize “uduhwinini”,abuse,hate,hate,hate
85016609,@kevin_baris3 @wamugab0 @karry______ muri macye mbaye indaya😭😭😂,normal,normal,normal,normal
83776029,"@rigogaruth Kuba @Bugesera_fc itsinze @Policefc_Rwanda ku munsi wa 13 ibitego 4-2 ,si igitangaza kuko mu mikino 5 yaherukaga kubahuza ikipe ya Bugesera imaze gutsindamo 4 Police yatsinze 1. Hari igihe ikipe iba mu bihe byo kubasha indi!",normal,normal,normal,normal
81523743,"@corona_vibes Abategetsi ba Congo barajagaraye bakoreshwa ninda niyo mpamvu Kagame ababonerana, babaye bari serious ntiyakwibeshya kuko yaba aziko umuriro wamusanga iwe.",hate,hate,hate,hate
79284540,imbwa ye yamufashije kuva mu gahinda yari afite ||  ##url ##url,normal,normal,normal,normal
78008082,@username ndabizi you will make it bruh,normal,normal,normal,normal
81524123,"@rosemarie_Rw #Kagame aguye mumata nk'isazi! #Kagame yicaye mumwobo cya ari kumeza y'icyubahiro? @titorutaremara ABA basaza babura izuba rimwe turabihannye,mushore Abo mwabyaye mumahano mwakoze,muve kuri rubanda! Mutagaburiye!",hate,hate,hate,hate
