text_id,text,annotator_1,annotator_2,annotator_3,annotator_4,label
emakhuwa_text_395_emotion_1,Ewuroopa ni mutikiniho wa anamurwa: wa ale animwiira nakoso oohitthuniheriwa ni anamatthyawa ekhotto.,['sadness'],[],[],['suprise'],[]
emakhuwa_text_420_emotion_1,"Khaapu a Puliisiya Militaari toiri Opacerya ohukhumwa mwaha wa "" ikhirime sa Maayiyu""",['joy'],[],['joy'],['suprise'],['joy']
emakhuwa_text_55_emotion_1,"""Renamo onivekela omala mituphelo sa Kuveerunu""",['joy'],['joy'],['anger'],[],['joy']
emakhuwa_text_726_emotion_1,Aretta ni ohiwerya okhalana mirette osuuli wa Ankoola,['sadness'],['sadness'],['anger'],['sadness'],['sadness']
emakhuwa_text_104_emotion_1,Anamuteko a oxipooroni a oSawu Pawulu aapacerya opaka ekereve yoohimala.,[],['anger'],[],['suprise'],[]
emakhuwa_text_1200_emotion_1,Renaamu onoopopiha omaliha mooro oomaleya,[],[],['fear'],['fear'],['fear']
emakhuwa_text_1602_emotion_1,Muntiyaali wa 2014: Muupuweleliyo wa  Nelson Mandela oomarakhari niira na muvaho wa itthuvo.,[],[],[],[],[]
emakhuwa_text_183_emotion_1,American Hustle' 'Iyaakha muloko ni piili sa epottha' soxintta wa soreera sa Globos ya Ouro,[],['joy'],[],['suprise'],[]
emakhuwa_text_765_emotion_1,Mosampiikhi: Nikhuuru na muhooleli Erdogan okhala okhanyererya mutumereeryo muhinamwa ixikola sa Oturukhiiya .,['anger'],[],[],['anger'],['anger']
emakhuwa_text_721_emotion_1,Anahapari owo makolompiyaano aniphavelasa wii atthu asuwelase wii Pablo Escobar nnakhala khaari mwene,[],[],['anger'],[],[]
emakhuwa_text_1282_emotion_1,Ti volipa opacerya vasya wa alipo otthyawela omosampiikhi viira vari atthika arooka owaani,[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_64_emotion_1,a) Atenke empa Mmosampiikhi;,['joy'],['suprise'],['joy'],[],['joy']
emakhuwa_text_1429_emotion_1,"Olamula elapo vanipwanelaaya, maanaliixita anihimya olaleyiwa masu paahi ni muteko vakhani oMosampiiki.",[],[],['anger'],['anger'],['anger']
emakhuwa_text_1961_emotion_1,Kuurti Iraawu: Ohiloka voomwaakiha Turukhiiya,[],[],[],[],[]
emakhuwa_text_1771_emotion_1,"Kremlin onoonela eporopakaanta, masi khahiyo sa photoshop: ilatarato soohikhala sa PH17 sinitakaliha munterineetini",[],[],[],[],[]
emakhuwa_text_1825_emotion_1,Parasiili: Telekaato apiliisa amwatakari mulopwana ari ni erikiixo,[],[],['anger'],['anger'],['anger']
emakhuwa_text_891_emotion_1,Vaari siliini Okathi opaceryaanyu osuuwela miriira owokiiwa mwiirelaka orupihiiwa? Parasileera onaakhula ninyooho olaayini,[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_376_emotion_1,Marooko: Opweteeya wa karniseero Basri,['sadness'],[],['joy'],['sadness'],['sadness']
emakhuwa_text_791_emotion_1,"Trending: Jeff Bezos, namathaaciri muulupale a moolumwenkuni, oopaka ipiliyayu 13 sa itoolare wa nihiku.",[],[],['suprise'],[],[]
emakhuwa_text_2057_emotion_1,Exitaatiyu yohikela mmpuwa': Piliisa parasileero omuwaleela ativiixita anti- koopa,[],[],['anger'],['anger'],['anger']
emakhuwa_text_1358_emotion_1,"Alemanha: ""Alemaanya"" onnoopopiha onyohola wala wunteererya miteko sikina sa elapo ya Rússia: ""Oruusiya"" mwaha wa oheleliwa evenenu  Navalny.",[],[],['fear'],['fear'],['fear']
emakhuwa_text_1019_emotion_1,Oohimutthula sekeretaari oomalela a ONU Amina Mohammed ni akhulupale ooliwiiku antihukumana sookhala vamosa ni Mosampiikhi.,[],[],[],[],[]
emakhuwa_text_700_emotion_1,ONU ophavela okhaliherya Mapuuto wiira okhale epooma emosa wowixeetta ni nnroromelo vireliwaka athiyana.,['joy'],[],['joy'],[],['joy']
emakhuwa_text_2030_emotion_1,Mureheeri Latiina: maasu aniphavela ti “ophuweela” ni nnakhala ni “ohiwera okhala”,[],[],[],[],[]
emakhuwa_text_1844_emotion_1,Tayilaatiya : Makinaata a Las Veeka mupokisiini mutayilanteexi emaphattuwelo,[],[],[],[],[]
emakhuwa_text_1798_emotion_1,Esinyaalo: anamawaani a oxiriini ekuluuttu ya Osam Pauwulu anihaawa khuuta nihiku Mwaha woothowa maasi,[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_271_emotion_1,Epanku Muntiyaale enookela omukhaliherya Mosampiikhi wa soopaka sooreerela noovira ixeeyiya.,['joy'],['joy'],['joy'],[],['joy']
emakhuwa_text_1035_emotion_1,Artiista Liyene Boske oopaka mooniheryo miraru ONova York.,[],[],[],[],[]
emakhuwa_text_1980_emotion_1,Polokeera kupaana Okhalana viixitu okhaattiwa Wii ovoloowe muhinamwa EUA,[],[],['anger'],['anger'],['anger']
emakhuwa_text_826_emotion_1,Wuutuwanyeya wa opuro onithipiwa maluku onitanyerya  15 myaha sookwiwa Oteete.,['sadness'],[],['fear'],['sadness'],['sadness']
emakhuwa_text_671_emotion_1,"Ntoko salvatoreenya, EUA yathoonyerya ni wikhupaarela wiixirela miyo.Ninaano wokurumuwa, eyo enikurumuwa",[],[],[],['suprise'],[]
emakhuwa_text_1092_emotion_1,Ohisuwela anivaha mukhaliho awe wiira vancerereye oraaviwa axiitthu HIV Owiila,[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_1845_emotion_1,Napatorooya Venesuwelaano oweemexiwa opahari ya Karayiipe oniroowa okhala mmoopopiho mmosa wa mukhaleelo a Ipheeyo?,[],[],['fear'],['fear'],['fear']
emakhuwa_text_1495_emotion_1,"Ankoola olavula   pahi- Toto: "" Waahikhale wiitaphula khunikhala miyonihero sa akhili"".",[],[],[],[],[]
emakhuwa_text_1651_emotion_1,Mwaanyihero onneettetta mwaha wookhuma namphira dos Santos arowaka OBarcelona.,[],[],[],[],[]
emakhuwa_text_1359_emotion_1,Mosampiikhi onaattikiha 17 matíopi,[],[],[],[],[]
emakhuwa_text_1327_emotion_1,Filipe Nyusi oLontres wa Esimera ya Commonwealth,[],[],[],[],[]
emakhuwa_text_1057_emotion_1,Anawiiye a mpahari: Ekalawa ya oMosampiiki vano eri oSomaaliya,[],[],['fear'],['fear'],['fear']
emakhuwa_text_255_emotion_1,Ekiipa ya Faransa yoolola mphira yoola wa ilapo sotheene.,['joy'],['joy'],['joy'],[],['joy']
emakhuwa_text_1207_emotion_1,Nipuro ninvariwa muteko wa Mateus Zimba ookweyihera mulivo wiiya wa Embraer wootumihoni wa matteekes LAM,[],[],['anger'],['anger'],['anger']
emakhuwa_text_210_emotion_1,Atthu oParasiili annikupaleela okumiherya manyakunyaku wampwaheryo wa meera a miteko samphira a molumwenkuni.,[],['anger'],['anger'],['fear'],['anger']
emakhuwa_text_590_emotion_1,Imperensa ewuropeyiya ennixeliha mutthikelo wa CR7.,['joy'],[],[],['joy'],['joy']
emakhuwa_text_1794_emotion_1,Timoore Leexite oxintta oMonkooliya ninolioiherya ovirawawe orooka ekwaha ya nayiili Okathi w a othanleliwa wiirela mpantte a Muntiyaale a eyaakha ya 2018,[],[],['joy'],['joy'],['joy']
emakhuwa_text_38_emotion_1,"Cristiano Ronaldo, , the best 2016",['joy'],[],['joy'],[],['joy']
emakhuwa_text_129_emotion_1,Apinaatamu amwaavano o waafiriika aniinuwa ohiweha ottuli.,['suprise'],[],['suprise'],[],['suprise']
emakhuwa_text_1628_emotion_1,"Othowa wa mameetiku, onkhala okacamiha olooliwa eretta yoovyaluwasa Wamphula.",[],[],['fear'],['fear'],['fear']
emakhuwa_text_115_emotion_1,"Ankoola onlavula paahi- ""ixipital soohiya okhala mapuro oreerela owakhela atthu"" oohima namwiwa a oLuwanta",['sadness'],['sadness'],['anger'],[],['sadness']
emakhuwa_text_1702_emotion_1,OMS onnivaanyiha sinthoonyaawe mukhulupale a wAmeerika monkoni wokhaliherya,[],[],[],[],[]
emakhuwa_text_1759_emotion_1,Anche Cabral  ti muthiyana opaceerya Timoreese muhina mwa Cross Country oliipiku oRiiyu ti Caneero,[],[],['joy'],['joy'],['joy']
emakhuwa_text_1803_emotion_1,Masu owulaana:Roota Xeraale  mwa nsu  na alipo a nttaava na ekuunya,[],[],[],[],[]
emakhuwa_text_1132_emotion_1,Anivara muteko woosomihoni Wamphula aathonyiwa ovetiha ifuntue,[],[],['anger'],['anger'],['anger']
emakhuwa_text_120_emotion_1,Ankoola: José Eduardo dos Santos tonootheriwa ohonona Exitaato wa okhuma wawe,[],['sadness'],['anger'],['sadness'],['sadness']
emakhuwa_text_1816_emotion_1,"EUA: Nlaala Mwaha wooperetereya ya Amerikaan Furkan Dogan, wiiviwe oFolotiilya",[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_116_emotion_1,"Ankoola, Kaapu Veriti ni Mosampiiki lapo iya soowela namuna sa maali.",[],[],['joy'],['suprise'],[]
emakhuwa_text_1073_emotion_1,"Otheliwe onarina miyaakha 15, Margarida waanimusivela onatthikenle osoma",[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_93_emotion_1,Amusi mamosampikaana aniirela ikontha woomalani wuncereriwa kaaxi.,['sadness'],[],['fear'],[],[]
emakhuwa_text_1633_emotion_1,Sochi muReeti Sosiyal - ereportaxi wa mutthu oopacera,[],[],[],[],[]
emakhuwa_text_796_emotion_1,Turukhiiya: Omaalihiwa wa eparitiitu DTP onipacerya wixiiliha vowaattiwa oKurixitawu  Tuuruku,['anger'],[],['anger'],['suprise'],['anger']
emakhuwa_text_1634_emotion_1,Mapuluusiya a elapo ya Mosampiiki annaavekela atthu otheene avahe ikuru saya wi avariwe anawiive.,[],[],[],[],[]
emakhuwa_text_920_emotion_1,HRW pnyohola othanyiwa wa atthu a nikhuli na ethatuwa mMosampiki,[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_2049_emotion_1,"Kuveerunu Venesuwelaano onithoonyerya muthokiho nlamulo nikhupaarela areeti sosiyaale ni ohukhumu "" ekhirime ya onyokha""",[],[],['joy'],['joy'],['joy']
emakhuwa_text_368_emotion_1,Malaasiya: Ekampanya ya otatapwela muhokhorokho sa wameerika,[],[],[],['sadness'],[]
emakhuwa_text_1034_emotion_1,Vladimir Putin othuniha nikhuru na mwataniho nothonyiheriwe ni Angela Merkel,[],[],[],[],[]
emakhuwa_text_1466_emotion_1,Mwanamukhaya Kenneth ookela Omakomiya ni Omusimpwa wa Ephareya ni oopacerya ohamanya.,[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_22_emotion_1,Amerikaanu Rowan Moore gerety onnilaleya eliivuru mwaha wa oMosampiikhi,['joy'],[],[],[],[]
emakhuwa_text_1478_emotion_1,"Joaquim Chissano: Atthu a Waafirika arisa voophova wiraana, masi ahaana omalamaliha manyaku nyaku ni wikhanyanya ni miteko sosomiha.",[],[],[],[],[]
emakhuwa_text_1079_emotion_1,Khaapu Veeriti ooxinttiwa ni Kaana.,[],[],[],[],[]
emakhuwa_text_1203_emotion_1,Nthona na othuna okhala saana ninnimulipiherya nanakoso a oMosampiikhi ovara ithu soorera.,[],[],['joy'],['joy'],['joy']
emakhuwa_text_453_emotion_1,Mikumiheryo sa miphiimo Wii okhalihiwe saana Koviiti-19 muhina mwa ihakhi sapinaatamu ninwixeetta Wale ari masiviili mukuluttuni NEMA,[],[],['sadness'],[],[]
emakhuwa_text_1946_emotion_1,Omuthojyeryaka “ mweene musya”noParasiili: Capuneexi oFeteraale,[],[],[],[],[]
emakhuwa_text_1877_emotion_1,Okwa wa sinekaraafika eriyaari va manyakunyaku omattiwa muvanyihano oluluwana ni nlamuulo na “maawu tuura” oParasiili,[],[],['anger'],['anger'],['anger']
emakhuwa_text_2071_emotion_1,Nahapari ni ativiixita tixitaale Luis Carlos Díaz Orimeela Ovenesuweela,[],[],['fear'],['fear'],['fear']
emakhuwa_text_1545_emotion_1,"Mosampiikhi, okathi ni wuuluula sootekasiwa",[],[],[],[],[]
emakhuwa_text_1924_emotion_1,Muhooleli Jair Bolsonaro khahiyo mukhawe onakiherya muteeko anamwane- maparasileero othawali tho khaniweha milattu,[],[],['disgust'],['disgust'],['disgust']
emakhuwa_text_1195_emotion_1,Eretta esya ya Koolera oWamphula,[],[],['fear'],['fear'],['fear']
emakhuwa_text_669_emotion_1,Nivekeelo na senatoore noohihimuxa Miruuku soovukula nlamulo na okurumula ehamela,[],[],['fear'],[],[]
emakhuwa_text_674_emotion_1,Nyusi onisuwela okhala woovila osuwela exeeni eniriha mutuphelo wa oKaapu Telkaatu,['sadness'],[],['anger'],['sadness'],['sadness']
emakhuwa_text_858_emotion_1,Ewarakha yottittimiheya ya Muhooleli oSam Paawulu yowunteererya alipo oniirumeela ale anivanyiha muhooleli,[],['anger'],['anger'],['disgust'],['anger']
emakhuwa_text_1596_emotion_1,Noruweeka onnivaha miruku elapo ya Omasampiikhi wiira ekhalane  musurukhu woosukiwa  ni olipiherya elapo.,[],[],[],[],[]
emakhuwa_text_1278_emotion_1,Paatiri  José onirowa olamula etiini elapo  ya Mosampiiki.,[],[],[],[],[]
emakhuwa_text_714_emotion_1,Sindika Dokolo: Ekumi emosa ya waakiha mireerelo sa Waafirika,[],[],['joy'],[],[]
emakhuwa_text_1598_emotion_1,Hiipi-Hoopi  omuxiita Mosampiikhi,[],[],[],[],[]
emakhuwa_text_1635_emotion_1,"""Amusi amosa aakhala omwaakakhanya mwanaya, ooyeva, mwaha wa eliituru emosa ya makhura"" oMosampiikhi",[],[],['disgust'],['disgust'],['disgust']
emakhuwa_text_676_emotion_1,"Ofalume Woowiiraana onithokosa ipanko sivanhe ""sookophiwa soowiipitheya"" oMosampiiki",['fear'],[],['joy'],['fear'],['fear']
emakhuwa_text_1141_emotion_1,Jack Warner oolamula mikacamiho sa FIFA muhina wa mwathanle a Trindade ni Tobago.,[],[],[],[],[]
emakhuwa_text_52_emotion_1,"""Muthukumano opacerya""okhomoni wa okatti wa Obama""",['sadness'],[],['sadness'],[],['sadness']
emakhuwa_text_1026_emotion_1,Ekampaanya ya mwaathanle yoolipa enaattamela  woomalani oMosampiikhi,[],[],[],[],[]
emakhuwa_text_1708_emotion_1,"oMosampiikhi, sikeyite esinoonimu ya etukasawu, ovaha owerya, ni oxuttiha",[],[],[],[],[]
emakhuwa_text_782_emotion_1,Ni mukuthaano owaneliwa oliiva itthuvo sahaleela omuwateeriha Kamarwu omuttikha mphira oniirani,['sadness'],[],['sadness'],[],['sadness']
emakhuwa_text_923_emotion_1,"""Epooma yoowuuluvala"", oKhaapu Veeriti, okumaniha ni eyiilya ya Mmosampiikhi (Omuhipiti)",[],[],[],[],[]
emakhuwa_text_2037_emotion_1,Atviixita Leonardo Sakamotoonoopopiha wiiviwe nuumala olaleerya muvaanelo ohikhala tiyoowo,[],[],['fear'],['fear'],['fear']
emakhuwa_text_1154_emotion_1,Mosampiikhi onoorowa okhalana nlamulo wiira woopole mireerelo sookhumeleela mwaha wa makwankwa,[],[],['joy'],['joy'],['joy']
emakhuwa_text_570_emotion_1,Ehasara ya anamathipa maluuku ooParasiili onooniherya wii muroromeliho wa Bolsonaro owakuviiha oreheriwa ikettelo sa mpantte omaleleene toohilipaneya,['anger'],[],['anger'],['suprise'],['anger']
emakhuwa_text_1161_emotion_1,"Ntteeke na Vueling nokoteela vemukaakuvele muttetthe o Pareseloona mwaha wa""eyuutte woovya""",[],[],['fear'],['fear'],['fear']
emakhuwa_text_98_emotion_1,Anamataphuliwa Internasiyonali nnaalevelela atthu ninvekela okhupaareliwa Nyusi wa namuwehaweha moothiyana ootuthuwa.,['fear'],['fear'],[],['fear'],['fear']
emakhuwa_text_1389_emotion_1,FAP wa makamarawu otumiha ni esisapo yowalamila oxiittiwa ahoolo wa Petooro wa Oluwaanta,[],[],[],[],[]
emakhuwa_text_1250_emotion_1,"Jack Nkanga: aritiixita iithatuxa, namuloha oonyserera.",[],[],[],[],[]
emakhuwa_text_46_emotion_1,""" Niirisi vootepa okhala ntoko vahinakhale ahu"": Coral Herrera ni Ekhotto ya mwaha wolikanasa wa alopwana ni athiyana",['disgust'],['joy'],['joy'],[],['joy']
emakhuwa_text_1102_emotion_1,Mosampiikhi: Oroyiha ota woohisuweliwa matera nlelo mulattu,[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_722_emotion_1,Anamaxaya aalupale ya elapo yoMosampikhi ahookhwa wa elapo ya Wafirika ya osuuli,['sadness'],['sadness'],['sadness'],['fear'],['sadness']
emakhuwa_text_1434_emotion_1,Eparitiitu Frelimo eniphwanyaneya ethukumaneene epooma ya Wamphula.,[],[],[],[],[]
emakhuwa_text_2017_emotion_1,Ameerika Latiina omurumeelaka Paaxikoro: Epalaneeta eniveka Epetaali,[],[],[],[],[]
emakhuwa_text_1465_emotion_1,Athiyana ni anamwane anitthikela oyaara omurava axiithu HIV Omosampiikhi,[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_1625_emotion_1,"Atoropa anivara  miteko saya elapo ya Mosimpwa ta Paraaya aniphwanyaneya athukumanneene, onnaakanyerya mukhulupale wa elapo yeele.",[],[],['fear'],['fear'],['fear']
emakhuwa_text_1402_emotion_1,"Muttetthe o Vatikaano ani wira""Spotlight"" ti efiilime o yotteliha muriima ni nnakhala khewanela okatooliku",[],[],[],[],[]
emakhuwa_text_581_emotion_1,Eteteere elaleenrye ikuuru ni othuuku wa elapo ya Meexiku,['joy'],[],['suprise'],[],[]
emakhuwa_text_598_emotion_1,Kuveeruno Omosampiikhi onilipiherya ovanyiha sohimwa soluluwana ni Koronaviiru nI onalalerya wiira vahaana nikhalaka ni ookasoopa.,['fear'],[],['fear'],[],['fear']
emakhuwa_text_1331_emotion_1,Wa soopakiwa sa Waafirika: Mpaceriho wa Anamittompe Akhulupale a Waafirika wookhalana soopaka sooreerela.,[],[],[],[],[]
emakhuwa_text_560_emotion_1,Chikoti ohaakhulela wiira olosowa tonihonona opatthanana ni Mosampiiki,['sadness'],[],[],['disgust'],[]
emakhuwa_text_685_emotion_1,Okheeniya:  Woopiha wa ohataana wa makooto,[],[],[],['fear'],[]
emakhuwa_text_1274_emotion_1,Anamupuweleli awanihana ekumi yaatthu oMaputu,[],[],[],[],[]
emakhuwa_text_1843_emotion_1,Parasiili: Kuveerunu ohikittha esalaariyu ya mameetiku a mukhaleelo enamunceene wa ekumi,[],[],['anger'],['anger'],['anger']
emakhuwa_text_864_emotion_1,oParasiili Mwaattelo wa ehaamo muhina mwa opuuro onivaaiwa muteeko,[],[],[],[],[]
emakhuwa_text_3_emotion_1,Efaapirika enipaka ixuyaari ennipittikuxa ekumi ya anamalima oTica,['joy'],['joy'],['joy'],['joy'],['joy']
emakhuwa_text_455_emotion_1,Mirutthu siphpwanyiwe muhina mwa ilokalitaate sa oMeexiku khahiyo sa asoomi arimelaase,['sadness'],[],[],['sadness'],['sadness']
emakhuwa_text_1530_emotion_1,Empaxatoore a elapo ya Wisarayeele Oren Rozenblat onooniherya ohisiveliwa  wawe ni onyoonyiwa ni Kuveeruni a Wankoola.,[],[],[],[],[]
emakhuwa_text_466_emotion_1,Mosampiikhi ni Tansaniya anikela ovarasa hoothe wiira amalihiwe anahasara aniiva elapo ya oKhaapu Telekaatu.,['joy'],[],['joy'],[],['joy']
emakhuwa_text_935_emotion_1,Omwareya wa pataroya muttete wa Teeleta ya Niicere wophiiya  khukhala mwiriira  ophova woopiha wa mukhalelo ephattu.,[],[],['fear'],['fear'],['fear']
emakhuwa_text_995_emotion_1,CS wa ONU onikhanyererya oothoonyiwa wa muhooleli a miyalaano -opacerya musya ni kuveerunu o Kiine Pisaawu .,[],[],[],[],[]
emakhuwa_text_242_emotion_1,Donald Trump onorowa okhwaranya ewarakha enikhottiya othamela EUA.,['sadness'],[],['sadness'],['anger'],['sadness']
emakhuwa_text_431_emotion_1,Kuwayit : Owooniheryaka soothuma sa  muhina mwa lompiiuata,[],[],[],['suprise'],[]
emakhuwa_text_1898_emotion_1,Esakaariyo ni isupusiitiyu sa mateputaato Okathi waepantemiya sinanyonyiha mankolaano ni mamosampikaano,[],[],['anger'],['anger'],['anger']
emakhuwa_text_1016_emotion_1,Epooma ya Pekim yomwaakhela mphira wa Cooku Olimpiku wa eyaakha ya 2022.,[],[],[],[],[]
emakhuwa_text_213_emotion_1,Axitokweene mosampikaana ahaatthukwela alupa ahapari oKaapu Telkaatu,['sadness'],['disgust'],['disgust'],['anger'],['disgust']
emakhuwa_text_356_emotion_1,Kuveernu ni mapanifikatoore anihaavyasa wiiwanana mwaha wa esisapo ya phawu,['joy'],[],['joy'],[],['joy']
emakhuwa_text_1268_emotion_1,Inkalateera : Elikooputuru yoola omukunxe nneene ekulupi ya  Leicester oomora aphutuwa.,[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_1409_emotion_1,COVITE-19: Mosampiikhi ni Kaapu Veerete ohaarepela atthu asyaa a eretta,[],[],['fear'],['fear'],['fear']
emakhuwa_text_533_emotion_1,Aleepi arumeela nttaava na ekunya anivuwiha  Jaime de Figueiredo,['joy'],[],['joy'],[],['joy']
emakhuwa_text_804_emotion_1,Vookhala isiipo sinikhoottihiwa ni maasu Orimeela wAnkoola,['sadness'],[],['anger'],['sadness'],['sadness']
emakhuwa_text_1375_emotion_1,"Nlaka Top Ten na Wameerika: Adeus Diva ni Rainha, Aretha Franklin",[],[],[],[],[]
emakhuwa_text_1424_emotion_1,''mwaamukukho  ohonoona a exiteremiiximu okhaala oomala'- Barack Obama,[],[],[],[],[]
emakhuwa_text_1773_emotion_1,Mosampiikhi: Ikiliipi sa isiipo ni Moonelo wa ikuluuttu,[],[],[],[],[]
emakhuwa_text_1405_emotion_1,Yootthukwiya empereesa yatupunyuwenle yanvekenle Mosampiikhi woowira avare muteko oNiceeriya,[],[],[],[],[]
emakhuwa_text_1362_emotion_1,Itexite sa Kovit-19 sintumihiwa oMaputu,[],[],[],[],[]
emakhuwa_text_823_emotion_1,Wuncererya wa anakhwe ni orava eretta ya Kovit-19 enrumiha onyakula wa Huyíla,['fear'],[],['fear'],['disgust'],['fear']
emakhuwa_text_989_emotion_1,Alipo aniweha myaaha anithoonya makwankwa ntooko ntthu enikhoottiha owana muhina mwa wamaliha asoona alupaale Omosampiikhi,[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_1682_emotion_1,"Mosampiikhi: Ettekuxa yoowiiva vowiiraka atthu 400 muhina mwa okathi wa miyeeri mithana ni miraaru , anihinya mwalaano wa Okumi .",[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_392_emotion_1,Evasina emosa yoolola oretta wa ettekuxa ehehereriwa elapo yo Purukina Faso,['joy'],[],['joy'],[],['joy']
emakhuwa_text_270_emotion_1,Epaako yoopacerya ya eleeti ya oPankalateexi enooniherya mixankiho vahinatthi opaceriwa,['sadness'],['sadness'],['sadness'],[],['sadness']
emakhuwa_text_1977_emotion_1,Polooniya: Sowaakhula sopaceriha mwa okwa wa Muhoolel Kaczy?ski,[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_231_emotion_1,COVID-19: Mukhulupale a nlaka na Kamara oNova Yoriki onnopopiheya ni muthinto mmosa wothowela wa mwaaxitthu,['fear'],['fear'],['fear'],[],['fear']
emakhuwa_text_345_emotion_1,Korosaasiya:“Feral Tribune yoowala milaako,[],[],[],['suprise'],[]
emakhuwa_text_1109_emotion_1,Muthokoco onithoonyiherya wi maamerikaanu anceene annisiveliwa ni muvarelo awe muteko Joe Biden.,[],[],[],[],[]
emakhuwa_text_1962_emotion_1,Ankoola: OPuliisiya oowani ni Oviiha mwaha wa manyakunyaku oluluwana ni mwathanle Ekweeli,[],[],[],[],[]
emakhuwa_text_967_emotion_1,"Tonecas Prazeres, nsu na Pirinsipi.",[],[],[],[],[]
emakhuwa_text_1801_emotion_1,Ekomisawu ya Ekekhayi ya Kaapiya enitthikela ohoolela manyoho yiraneeye okathi wa Kuveerunu a Muhooleli akhalayi,[],[],['anger'],['anger'],['anger']
emakhuwa_text_615_emotion_1,Miyaataanelo Ilapo sa Wiiraana/ Aafirika; Maafirikaanu anikohererya muvarelo awe muteko Obama,[],[],['anger'],[],[]
emakhuwa_text_1042_emotion_1,INE oovirikaniha mwaalakanyo wa atthu oorepeliwa owooniheriwa muttetthe yooKaasa,[],[],['anger'],['anger'],['anger']
emakhuwa_text_1525_emotion_1,Mr. Parasuka oolaleya EP yoopacera ya soolo,[],[],[],[],[]
emakhuwa_text_1897_emotion_1,Omora wa puliitiku faranseexi ni muttakali konkoleesa siiri ovaanyhihana mwiterineeti mwaha wa soohimwa sooluluwana ni opotthana,[],[],['anger'],['anger'],['anger']
emakhuwa_text_1606_emotion_1,Anamaweha ahima wiira tivorerela simota Ankola onenlawe mwaha wa nukhuru na wAmerika wa ela ya oXerusale.,[],[],[],[],[]
emakhuwa_text_1304_emotion_1,"Ipheyo Soopakiwa: Mukhumelelo wa nmeekhaawe wa soolohiwa, sa mmuruni soonanara ni miteko.",[],[],[],[],[]
emakhuwa_text_697_emotion_1,Omosampiikhi: Ale anaahuwa anakhuku a Opowani onnaalipela amala avira nayuupuri.,['sadness'],[],['sadness'],[],['sadness']
emakhuwa_text_859_emotion_1,FIIFA onnakhulela wii oopaka manyala ni okoolu ya Fred ni Kamarawu,[],[],['disgust'],[],[]
emakhuwa_text_971_emotion_1,Mapiixipu annitthokiherya murettele  mulaponi,[],[],[],[],[]
emakhuwa_text_1949_emotion_1,Tirintaate ni Topaaku : Anamwane ni axiitthu HIV,[],[],['sadness'],['sadness'],['sadness']
emakhuwa_text_1281_emotion_1,"Chris Christie,  ole oniphavela othaliwa mpantte wa ma repupilikaano",[],[],[],[],[]
emakhuwa_text_1062_emotion_1,COVID-19: Mosampiikhi onnooniherya ikhomo  sa otthikela okhalana mavekelo,[],[],['joy'],['joy'],['joy']
