text_id,text,annotator_1,annotator_2,annotator_3,annotator_4,annotator_5,label
hausa_text_1791_emotion_1,"Ka ji shirme ana ta kashe mutane a kauyukan Danmusa, Batsari, kankara da sauran su a jihar Katsina da wasu ma bangarorin na Arewa, amma yana maganan Kudu wannan wane irin abin ban haushi ne da rashin kishi, Allah wadaran naka ya lalace😡😡","['disgust', 'surprise']","['anger', 'sadness']",['anger'],['anger'],['anger'],['anger']
hausa_text_1907_emotion_1,Rahama Sadau ta sadaukar da dukkan kudin da fim dinta na Nadiya zai kawo ga gidauniyar mabukata,['joy'],"['joy', 'surprise']",['joy'],['joy'],[],['joy']
hausa_text_818_emotion_1,"Lol. Saboda mage da kare suna iya kamuwa da coronavirus din. Idan cutar ta tafi, zasu dawo cin abinsu fa. Harda kyankyaso ma da tsaka da kunama 😂😂",['joy'],['disgust'],['disgust'],"['disgust', 'joy']",['disgust'],"['joy', 'disgust']"
hausa_text_2608_emotion_1,Aikin banza dama sun barmata don ba amfanin karbowan 😡😠😡,['anger'],['anger'],['anger'],['anger'],['sadness'],['anger']
hausa_text_1654_emotion_1,Allah ya yi min wahayi game da cutar coronavirus – Babban Fasto,['surprise'],[],[],['surprise'],[],['surprise']
hausa_text_3273_emotion_1,Akwai bara zana ga tsaro a kasata Nigeria 🤔 ALLAH ka kawo mana dauki. Ya Hayyu Yaa Qayyum 🤲,['fear'],['fear'],['fear'],['fear'],['fear'],['fear']
hausa_text_211_emotion_1,Naziru sarkin waka ya yiwa Ladin Cima da Fati Slow kyautan miliyoyi naira,['surprise'],[],[],['joy'],['joy'],['joy']
hausa_text_769_emotion_1,Kyankyasu da kudin cizo Sun baibaye mutumin a Kan gadon shi,['disgust'],['disgust'],['disgust'],['disgust'],['disgust'],['disgust']
hausa_text_829_emotion_1,Ikon Allah? 🤔 Waini abinga naban mamaki komi akayi sai kuce siyasace. Alhalin yanzu buhari baida sauran wata siyasa agabanai da za'a batamai suna don kar azabeshi al'umma fa yanzu sunwaye basa siyasa lokacinda banataba dazarar abu yawuce baya suke bash.,['surprise'],['surprise'],['surprise'],"['anger', 'surprise']",['surprise'],['surprise']
hausa_text_955_emotion_1,Subahanallahi.. Allah ya yakawo mana karshen wanan masifan 💔,['fear'],['fear'],['fear'],"['fear', 'sadness']",['fear'],['fear']
hausa_text_556_emotion_1,Mai Gida ya yi kaki ya tofar a jikin garu,['disgust'],['disgust'],['disgust'],['disgust'],['disgust'],['disgust']
hausa_text_2053_emotion_1,Nifa anawa tunanin yawan barnannan da akeyi wlh da sakacin wasu iyayenma 😞😞,['sadness'],['anger'],['sadness'],['sadness'],[],['sadness']
hausa_text_180_emotion_1,sun ji tsoro a basu ruwan madaci su sha 😂,['joy'],['joy'],[],['joy'],['joy'],['joy']
hausa_text_364_emotion_1,wata zatayi murna da wannan labarin 😊,['joy'],['joy'],['joy'],['joy'],['surprise'],['joy']
hausa_text_2013_emotion_1,ba kyau😂😂😂 Wai babu mamaki Gwamnan garin ku yaci taliyar karshe👍👍👍 https://t.co/0IytLMiY1X,['surprise'],['sadness'],[],['joy'],[],[]
hausa_text_2208_emotion_1,Trump dai yazama Kada🐊,[],[],[],['disgust'],[],[]
hausa_text_900_emotion_1,Intanet kalmar Hausa ce? 🤔,['surprise'],[],['surprise'],[],[],['surprise']
hausa_text_3017_emotion_1,Ba ma jin dadin zolayar da ake mana a kafafen sada zumunta - ‘Kwamarawa’,['sadness'],['anger'],['anger'],['sadness'],['sadness'],"['sadness', 'anger']"
hausa_text_1452_emotion_1,To ko me yake cewa kuma🤔?,['surprise'],[],['surprise'],['surprise'],['surprise'],['surprise']
hausa_text_1570_emotion_1,Matashi Ya Girgiza Intanet Yayin da Ya Nuna Yadda Ya Makala Ma Kansa Gashin Kanti Ya Zama Gemu,['surprise'],['surprise'],['surprise'],[],['surprise'],['surprise']
hausa_text_3245_emotion_1,dan kasuwa ya boye almajiri tsawon wata 2 yana lalata da shi a Suleja,['disgust'],['disgust'],['disgust'],"['disgust', 'sadness']",['disgust'],['disgust']
hausa_text_2002_emotion_1,Karancin sanin addine yakesa mutum yafadi haka. 🤔😏😏,['sadness'],['anger'],['anger'],['anger'],['sadness'],"['sadness', 'anger']"
hausa_text_2483_emotion_1,"Kwarto da farkarsa sun shiga hannu, bayan da makwabta suka sanya kwado ta waje suka kulle su kwana daya",['disgust'],"['disgust', 'sadness']","['disgust', 'joy']",['joy'],[],"['disgust', 'joy']"
hausa_text_2528_emotion_1,Kai ba za'a karasa ba din kun fara isar mufa🙄,['anger'],['anger'],['anger'],['anger'],['anger'],['anger']
hausa_text_889_emotion_1,Waike komai kina saidawa 🤔,['surprise'],['surprise'],['surprise'],['surprise'],['surprise'],['surprise']
hausa_text_859_emotion_1,"Ai ba takaitawa ba, anbar kawo hare haren ya kamata yace🙏",[],"['anger', 'sadness']",['fear'],"['fear', 'sadness']","['disgust', 'sadness']","['sadness', 'fear']"
hausa_text_2852_emotion_1,"Kai; wannan gomnanma barawone dashi ake hada baki, koma ince yaransane -lntelligent 😎",['sadness'],['anger'],['anger'],"['anger', 'disgust']",['disgust'],"['anger', 'disgust']"
hausa_text_2634_emotion_1,Baza ayi aikinba kuma kudi an chinye 😂😂😂,['anger'],['anger'],['anger'],['joy'],[],['anger']
hausa_text_3366_emotion_1,gimbiyar mata eid mubarak,['joy'],[],['joy'],['joy'],[],['joy']
hausa_text_3408_emotion_1,amma renawa alumma wallahi abun haushi da takaici acikin kasanan ya ishi talaka mutane wai ku sai doledole kun kai kanku ga wuta haba jamaa,"['anger', 'sadness']",['anger'],['anger'],['anger'],['anger'],['anger']
hausa_text_1833_emotion_1,Buhari da sauran shugabannin kasashen duniya sun taya Biden murna,['joy'],['joy'],['joy'],['joy'],['joy'],['joy']
hausa_text_2939_emotion_1,Zaben 2019: Baba kar a yi SAK!,[],[],[],[],[],[]
hausa_text_1851_emotion_1,ABIN AL’AJABI: Sunan Allah ya fito a jikin itatuwan moringa,['surprise'],['surprise'],['surprise'],['surprise'],['surprise'],['surprise']
hausa_text_2636_emotion_1,"Bubu yana sakin yan boko haram, amma yaqi sakin Zakzaky da dasuki😳 https://t.co/Us0zAZvNoG",['sadness'],['sadness'],['surprise'],['sadness'],[],['sadness']
hausa_text_1042_emotion_1,"Innalillahi wa'inna ilaihirraji'un, Allah Yamana maganin duk wani abunda ya gagaremu🙏",['fear'],['sadness'],['fear'],"['fear', 'sadness']",['sadness'],"['fear', 'sadness']"
hausa_text_2544_emotion_1,Koh waya cema barawo nada amana dama shirme kawai🤦‍♂️,['sadness'],['anger'],['anger'],['sadness'],['anger'],"['sadness', 'anger']"
hausa_text_3101_emotion_1,"Magidanci ya zargi matarsa da maita, yace zata kashe shi",[],['surprise'],[],['sadness'],['fear'],[]
hausa_text_1149_emotion_1,rahamu allah yakawo mana sauki,['fear'],[],['fear'],['sadness'],[],['fear']
hausa_text_2510_emotion_1,😂😂 Har da hararanshi ko? Bari ya cireka wlhi,['surprise'],['anger'],[],['joy'],[],[]
hausa_text_3071_emotion_1,"Babbar magana: Gwamnan APC ya fusata, ya kori kwamishinansa na kudi saboda dalilai",[],['anger'],['anger'],['anger'],['anger'],['anger']
hausa_text_944_emotion_1,"Gyada yar sihiri, a bara aga 2, a murza aga 4, a tauna aji gardi 😀😂😂🤣",['joy'],[],['surprise'],['joy'],[],['joy']
hausa_text_951_emotion_1,Toh!!! Allah yatsemu da iyalinmu da duk musulmin Allah 🙏🙏,"['fear', 'surprise']",['fear'],['fear'],"['sadness', 'surprise']",['surprise'],"['fear', 'surprise']"
hausa_text_1686_emotion_1,Musulunci addini ne mai matukar rinjaye shine yasa mutanen duniya suka tsane shi - Karen Armstrong,['surprise'],[],[],[],['anger'],[]
hausa_text_2926_emotion_1,Zulum ya shammaci wasu malaman Firamare da jarabawar ba-zata,['surprise'],['surprise'],['surprise'],['surprise'],['surprise'],['surprise']
hausa_text_362_emotion_1,"Ba mamaki faruwar hakan tsakanin su domin tun nan Nigeria shugaba Buhari yasan bakowane zai bashi kwarin guiwar cigaba da mulkiba musamman talakkawa, duba da irin halinda mu talakkawa muke ciki fargabarmu a nan itace ya sake darewa kaddara ta auku ya mutu yabar da cizon yats😭😭.","['anger', 'fear', 'sadness']",['anger'],['fear'],"['anger', 'sadness']","['fear', 'sadness']","['anger', 'fear', 'sadness']"
hausa_text_2407_emotion_1,Bai dace da addini da dabi'a ba - Dr Hakeem ya caccaki shigar sirikar Atiku a ranar aurenta,['anger'],['anger'],['anger'],"['anger', 'disgust']","['anger', 'sadness']",['anger']
hausa_text_392_emotion_1,"Yanzu-yanzu: Allah ya yiwa tsohon kwamishanan yan sanda, Abubakar Tsav, rasuwa","['sadness', 'surprise']",['sadness'],['sadness'],['sadness'],['sadness'],['sadness']
hausa_text_614_emotion_1,Matashin ya shigo dakin da riga Mai tsami.,"['disgust', 'sadness']",['disgust'],"['disgust', 'fear']",['disgust'],['disgust'],['disgust']
hausa_text_3485_emotion_1,"Wane darasi shugabannin wannan zamani za su koya daga marigayi Janar Sani Abacha, wanda a yau Asabar yake cika shekara 21 da rasuwa? 😭 Tsohon shugaban mulkin sojan Najeriyan ya rasu ne a ranar 8 ga watan Yunin shekarar 1998. https://t.co/oZJOdxa6Sm",['sadness'],['sadness'],['sadness'],['sadness'],[],['sadness']
hausa_text_2277_emotion_1,"Allahu Akbar: Yadda tsawa ta faɗa Taraba, ta kashe ƴan gida ɗaya su 3",['sadness'],['sadness'],"['fear', 'sadness']",['sadness'],['sadness'],['sadness']
hausa_text_32_emotion_1,"Allah ya yiwa babban kwamandan Agaji na kungiyar Izala ta kasa, Malam Lawan Sauri, rasuwa",['sadness'],['fear'],['sadness'],['sadness'],['sadness'],['sadness']
hausa_text_1150_emotion_1,ya allah ka yaye mana wannan masifa bijahi rasulullah saw,['fear'],['fear'],['fear'],"['fear', 'sadness']",['fear'],['fear']
hausa_text_3172_emotion_1,"Uwargida Ta Siyawa Mai Gida Mota Kirar Ferraru, Martaninsa Ya Ba Jama’a Mamaki",['surprise'],['surprise'],['surprise'],['surprise'],['surprise'],['surprise']
hausa_text_1449_emotion_1,Abun yazo kanmu inji mai tsoron wanka😷,['surprise'],[],['fear'],"['fear', 'sadness']",[],['fear']
hausa_text_1509_emotion_1,Obasanjo ya bayyana irin mawuyacin halin da 'yan Afrika za su shiga bayan COVI-19,['fear'],['sadness'],['fear'],['sadness'],['fear'],"['fear', 'sadness']"
hausa_text_2276_emotion_1,Matar Ahmed Musa ta haifi ɗa namiji,['joy'],['joy'],['joy'],['joy'],[],['joy']
hausa_text_2209_emotion_1,Wandoki ya yage a gwuiwa😂😂😂😂,[],[],[],[],[],[]
hausa_text_2887_emotion_1,Innalillahi Wainna Ilaihir Raji'un 😭😭😭😭😭😭😭😭 Ya Allah Forgive Us And Bring Peace In Our Country.Amin #ZabarmariMassacre https://t.co/J8R9PeMg8q,['fear'],['sadness'],"['fear', 'sadness']","['fear', 'sadness']",['sadness'],"['fear', 'sadness']"
hausa_text_30_emotion_1,wannan ai hine sama murna kasamurna,['joy'],['joy'],['joy'],['joy'],['joy'],['joy']
hausa_text_659_emotion_1,Kwamin wanke wanken duk ya baci da gansa kuka,['disgust'],['disgust'],['disgust'],['disgust'],['disgust'],['disgust']
hausa_text_3014_emotion_1,Shugaba Buhari ya zabi mai magana da yawun kungiyar yakin neman zabensa,[],[],[],[],[],[]
hausa_text_1419_emotion_1,Ohhh sai yanzu suka gano ta dalilin minor thing? 🙄🙄,['surprise'],['surprise'],['surprise'],"['disgust', 'sadness']",[],['surprise']
hausa_text_3384_emotion_1,karya take fitsararriya maras kunya,['anger'],['anger'],['anger'],"['anger', 'disgust']",['disgust'],"['anger', 'disgust']"
hausa_text_3564_emotion_1,ae zamance baa addinance ba basu da laifin komai tunda sun ga har ƴan maɗigo da luwaɗi suma sun fito fili suna neman a basu ƴanci yin abin da suke so kuma wasu manyan ƙasashe sun nuna suna goyon bayansu,[],['disgust'],[],['sadness'],[],[]
hausa_text_793_emotion_1,Ta kwanbala majina a cikin koko,['disgust'],['disgust'],['disgust'],['disgust'],['disgust'],['disgust']
hausa_text_1925_emotion_1,"Kasar China ta fasa-kwai, ta ce Amurka ke hura wutar rikicin mutanen Falastina-Isra’ila",[],['surprise'],[],[],[],[]
hausa_text_1346_emotion_1,Tofa 🤔 alamari ya girma Allah ka tsare mu,"['fear', 'surprise']","['fear', 'surprise']",['fear'],"['fear', 'surprise']",['surprise'],"['fear', 'surprise']"
hausa_text_1260_emotion_1,shin waini jamaa miye laifin mahmud duk fa wanda yasamu dama irinta mahmud wallahi i have confidence sai ya dama for that i think mahmud is right,['surprise'],[],['surprise'],[],[],['surprise']
hausa_text_1231_emotion_1,inya kuwa sadau,['surprise'],[],['surprise'],['surprise'],[],['surprise']
hausa_text_2030_emotion_1,Ehhh gsky yakamata tunda yatsufa karyaje yayi crashing a sama ya mutu 😂,['fear'],['fear'],['anger'],['fear'],[],['fear']
hausa_text_2066_emotion_1,Toh qarya akai muku?🤔,['sadness'],['anger'],['anger'],['anger'],[],['anger']
hausa_text_1249_emotion_1,dama har yanzu akwao korona,['surprise'],['surprise'],['surprise'],['surprise'],['surprise'],['surprise']
hausa_text_2347_emotion_1,Shugaba Buhari ya rokawa ‘Yan kasuwar Kano Allah ya maida alheri,[],['sadness'],['joy'],['sadness'],[],['sadness']
hausa_text_3320_emotion_1,darektan darectoci kenan allah ya kara lafiawadata da basira munajin dadin yadda kake caza mana kai a labarinaseries always unpredictable,['joy'],[],['joy'],['joy'],['joy'],['joy']
hausa_text_2372_emotion_1,"Allah ya nuna mu'ujizarsa yayin kubutar da ni daga hannun yan bindiga, Kwamishina ya magantu",[],['sadness'],['joy'],['fear'],[],[]
hausa_text_2097_emotion_1,Tauraruwa mai wutsiya....jin ki da Ganin ki ba alheri ba 😂,['sadness'],[],['anger'],['joy'],[],[]
hausa_text_2526_emotion_1,Mutane na son gulma😂,['joy'],[],[],['joy'],[],['joy']
hausa_text_1568_emotion_1,Kisan mutane 6: N500 da abinci ake bani duk lokacin da na kashe mutum - Mai laifi,"['sadness', 'surprise']",['disgust'],['disgust'],"['anger', 'disgust', 'sadness']",['sadness'],"['sadness', 'disgust']"
hausa_text_484_emotion_1,"Satar 'yan makaranta: Sama da dalibai 12m sun firgita, su na tsoron zuwa makaranta, Buhari",[],['fear'],['fear'],['fear'],['fear'],['fear']
hausa_text_2340_emotion_1,Zan fasa kwai kan kisan Abiola' - Hamza Al-Mustapha,['sadness'],['surprise'],['anger'],"['anger', 'sadness']",[],"['sadness', 'anger']"
hausa_text_332_emotion_1,Zaki iya samon Namujin kowari 🙏mai tsoron alla 👨Mai hankali ta bangaren moamalasa tare da in Mata 👳Mai tsapta akowane lokaci 😇Mai mormoshi akowane lokaci Saboda mormoshi yakan tsanya zocia fari 😎Alla yabaki she koda ne na,['joy'],[],[],['joy'],['joy'],['joy']
hausa_text_49_emotion_1,"Alheri danko: Daga kyautar N100, mabaraci ya samu sakayyar N100k nan take",['surprise'],['joy'],['surprise'],['surprise'],['joy'],"['surprise', 'joy']"
hausa_text_2513_emotion_1,Wannan sune barayin asali🤔,['sadness'],['anger'],['anger'],['disgust'],['anger'],['anger']
hausa_text_1019_emotion_1,"Subhan'Allah 😥. Allah Ya bashi lafiya tare da sauran musulmi, Aameen. Allah Ya kawo mana karshen wannan cutar, Aameen.","['fear', 'sadness']",['fear'],"['fear', 'sadness']","['fear', 'sadness']",['sadness'],"['fear', 'sadness']"
hausa_text_2772_emotion_1,Kai gaskia wannan masifar tana daga hankali wai mutum yazama kamar dabba a kasuwa😳,['anger'],['sadness'],['fear'],"['anger', 'sadness']",['disgust'],"['anger', 'sadness']"
hausa_text_3501_emotion_1,Allah ya isa wlh 😭😭😭 Ana cikin yanayi matuka amman sukuwa babu tausayi d imani a Zukatansu .,['anger'],['anger'],"['anger', 'sadness']",['anger'],['anger'],['anger']
hausa_text_363_emotion_1,Kuna tsoron kar ya kullu ku ne kuma? 😅😅,['joy'],['joy'],[],['fear'],[],['joy']
hausa_text_1802_emotion_1,San barka: Manyan kasashen Duniya 11 da suka aiko ma Buhari da sakonnin taya murna,['joy'],['joy'],['joy'],['joy'],['joy'],['joy']
hausa_text_1971_emotion_1,Tafi tafi mah xa’ace an sace shugaban kasar indae aka cigaba da haka 🤔,['sadness'],['sadness'],['anger'],['disgust'],['anger'],"['sadness', 'anger']"
hausa_text_2173_emotion_1,"Tunda akasaki bidion da akayiwa yaron nan dan boko haram muka fahinci nageri babu tsaro saboda wallahi da Jami,an wata kasace suka samu wannan yaron bawan da yanzu ankare da matsalar yan iskan Mu kawai allah muke roko yabamu kariya da tsari don kuddi sunrufema kowa ido 😭",['sadness'],['sadness'],"['anger', 'sadness']",['sadness'],['sadness'],['sadness']
hausa_text_97_emotion_1,Gidan adana kayan tarihi na Turkiyya ya wallafa hotunan wasu kayayyakin da annabi ya yi amfani da su,"['joy', 'surprise']",[],[],['joy'],['joy'],['joy']
hausa_text_3443_emotion_1,"Innalillahi Wa’inna Ilaihi Raji’un. Allah Ya Jikan sa da Rahma, Allah Yasa Aljannah Firdaus ce makomar sa. Ameen Yaa Rabbal Alamein. 💔😭",['sadness'],['sadness'],['sadness'],['sadness'],['sadness'],['sadness']
hausa_text_397_emotion_1,Hhhh ka ji acici fa🤔😂 ita abinci ne damuwarta kawai 🤦🏼‍♂️😂,['surprise'],['joy'],[],['joy'],['joy'],['joy']
hausa_text_1306_emotion_1,laa dama rahama ke bahaguwa ce,['surprise'],['surprise'],['surprise'],['surprise'],['surprise'],['surprise']
