text_id,text,annotator_1,annotator_2,annotator_3,annotator_4,annotator_5,label
amh_text_4790,አሌሳደብም ግን እናተ ከሞት ቡሀላ መቀስቀስ አለዴ ካለማ ከከሳሪዎችነን ትላላችሁ ወደእሳት ስትወረወሩም መልእክተኛ አልመጣላችሁም ነበርሲላችሁ ከጎደሎየጠራው አላህ መጥቶልንነበር አስተባበልን የምንሠማ የምናስተውል ቢሆንኖሮ እዚእሳት ባልገባን ትላላችሁ ያኔግን ፀፀት የማይጠቅምበት ቀንነው ብታምኑ ለራሣችሁ ብትክዱም ራሳችሁ,[],['disgust'],[],['sadness'],['anger'],[]
amh_text_3390,የኦሮሞ ጋላዎች ለኢትዮጵያ ስጋት ናቸው የሚባለው የማህይም ስብስብ እና የአልጠግ ባይነት ባህሪይ ያላቸው እንስሶች ስለሆኑ ነው,['disgust'],['disgust'],['anger'],['disgust'],['disgust'],['disgust']
amh_text_1222,ጭረሽ በኮንዶም ፕራንክ...አረ አይነፈም,['disgust'],['disgust'],['anger'],['sadness'],['surprise'],['disgust']
amh_text_3725,ዋልታ እና ዋፋ በፋና ብሮድካስቲንግ ኮርፖሬት ስር ሊጠቃለሉ ነው,[],[],[],[],[],[]
amh_text_3199,አብይ የኦሮሞ ብልፅግና እና ሌሎችም የግርማን ሞት እንጅ አብረውት የሞቱትን የግርማን አጃቢዋች ሞትም ይሁን ስማቸውን እንኳ ለምን ማንሳት እንደተጠየፉ ግራ ግብት,"['anger', 'sadness']","['anger', 'sadness']",[],['sadness'],['anger'],"['anger', 'sadness']"
amh_text_1391,እናመሠግናለን ጥሩ ትምህርት ነው,['joy'],['joy'],['joy'],['joy'],['joy'],['joy']
amh_text_1682,እንደዚ ኣርጎ እየዘረፊ ንፁህ ህዝብ እየጨፊጨፊ የውጭሃይል ?የኢትዮጵያ ህዝብ ይሁን ፖለቲከኛ ለምን ይወጣል እንጂ ይውጣ የሚል እስካሁን ኣልስማንም ኣረ ድሩድሩ ይሳተፍ የሚልም ኣለ ያማል !,['sadness'],"['anger', 'sadness']",[],"['anger', 'sadness']",['sadness'],"['sadness', 'anger']"
amh_text_915,በጣም ያሳዝናል አይዞሽ እግዚአብሔር ይጠብቅሽ,['sadness'],['sadness'],['sadness'],['sadness'],['sadness'],['sadness']
amh_text_144,እውነትም ጀግና ነሽ የኔ ውድ ፈጣሪ ሀሳብሽን ይሙላልሽ ይጠብቅሽ😭😭😭,['joy'],['joy'],['joy'],['sadness'],['joy'],['joy']
amh_text_2222,በአለም ላይ እንደ ነፃነት መጥፎ የለም ። ነፃነት ለባሪነት፣ለጥፋትና አመፅ ይጋብዛል። የነፃነት ገመድ ማጠር አለበት ።,['anger'],['disgust'],[],['anger'],['anger'],['anger']
amh_text_4406,ለውጥ በሁሉም መስክ ተጠናክሮ ቀጥሎል ደስ ይላል በርቱልን,['joy'],['joy'],['joy'],[],['joy'],['joy']
amh_text_2244,ያሁሉ የለፋችሁለት የኢትዮጵያ የሚመስለው መንግስት ? ኦሮሙማ ተረኛ ኬኛ ስግብግብ መንግስት ለአንድ,['disgust'],['disgust'],['sadness'],['anger'],['disgust'],['disgust']
amh_text_5419,ኢትዮጵያዊዉ አንጋፋዉ ስመጥሩ ጋዜጠኛ ዓለምነህ ዋሴ ስለሀገሩ ጉዳይ ምንም ማለት የማይፈልገዉ ከፍርሀት ወይስ ከምንአገባኝነት በፍጹም እስካሁን ድረስ ሊገባኝ ያልቻለ ጥያቄዬ ነዉ መልስ ግን እፈልጋለሁ,['fear'],"['disgust', 'sadness']",[],[],['anger'],[]
amh_text_2314,ድንቄም አስፈሪ በሠራዊት ብዛት ቢሆን ኖሮ የጥቅምቱ አይፈጠርም ነበር,[],['anger'],['disgust'],['disgust'],[],['disgust']
amh_text_544,ከወዲ አፎምጋ ኢሱ ጦርነት ?ከጎረቤት ተስማማማ ከተስማማማን የኢሱ የኛ ነዉ የኢትዮጵያም የወዲአፎም የኣሱ ነዉ ደሞ ከኤርትራምጋ ጦርነት ኧረ አሰተዉል ወይ ሰብስበኸን በድማሚት አጥፋን ከነሲጋ ከምታጣላን በሰላም ማወያየት አለቀ ጦሮነት ሸለቸን ህዝባችን በማለቁ ገና ጣልያን አሁን ብትመጣ ማ እንደሚመልሳት አንተ ታዉቃለህ እንደድሮዉ አናሸንፋትም ስኢትዮጵያ አረቀህ አሰብ ህዝብ አልቋል ብቻህን ልትቀመጥነዉ አብይ በበበሽታዉ በኑ,['disgust'],[],['anger'],['sadness'],['disgust'],['disgust']
amh_text_747,እረ ፕራንክ ምታረጉትን ነገር እየለያችሁ በጣም እኮ ነዉ ያስለቀስካት,"['anger', 'sadness']",[],['anger'],['sadness'],['surprise'],"['anger', 'sadness']"
amh_text_4709,አይ የኦርቶዶክስ አባቶች አሁን እኔን የምትወክሉት እናንተ ናቹ ጌታ ሆይ ይቅር በለኝ ለማንኛውም መግለጫችሁን አኝካቹህ አላምጣቹ ዋጡት 100 ቶ ጊዜ መግለጫ ሁሌም መሰል ጥቃት እንዳይፈፀም ከመንግሰት ጋር ትላላቹ ማን ላይ ነው የምታላግጡት ወይ 8ተኛው ሺ,"['anger', 'sadness']",['disgust'],['anger'],['disgust'],['anger'],"['anger', 'disgust']"
amh_text_4024, ምድረ ተ ል ቱ ላ ው ሸ ታ ም የሚከተላችሁ ያጣችሁ ቅማላሞች የምትበላውና የምትጠጣው ስታጣ ጃውሳ በድንገት እየገባ እየገደለ እየሰረቀ እህል ከብት ለመዝረፍ ባልታሰበ ጊዜ ገብተህ ህዝብን እራስህ እየገደልክ የምን የውሸት ዜና ማስተላለፍ ነው ግደል እያልክ በይፋ የምታውጅ ጃውሳ ሌባ ለመቸውም ካፈርኩ አይመልሰኝ ብለህ እንዲህ ስትሽሎኮሎክና ስትቀምል ትኖራለህ እንጅ አንተን የሚከተል አታገኝምች,['disgust'],"['anger', 'disgust']",['disgust'],['disgust'],['disgust'],['disgust']
amh_text_180,የኢትዮጵያ ባንዲራ አረንጓዴ 💚 ቢጫ💛 ቀይ ❤️ትርጓሜም ብትጽፉ ብዙ ግፍ እና ጥላቻ ትቀንሳላቹ።,['anger'],[],[],['joy'],[],[]
amh_text_2521,በሚሊዮን የሚቆጠሩ ዜጎች በአገራቸው ተፈናቃይ ሆነው በየድንኳኑ ጥገኛ ሆነዋል። አገሪቱ በታሪክ እጅግ አስከፊ ጭፍጨፋ ያስተናገደ ጦርነት አድርጋለች። ዜጎች በከፍተኛ የኑሮ ውድነ,['sadness'],"['anger', 'disgust', 'sadness']",['sadness'],['sadness'],['sadness'],['sadness']
amh_text_3693,የአውሮፓ ህብረት ፓርላማ ቢሮዎች ከሙስና ምርመራ ጋር በተያያዘ ተበረበሩ,[],[],['disgust'],[],[],[]
amh_text_2172,ሌላ ብሄር የሌለበት የአንድ ብሄር የፅንፈኛ ስብስብ ያሳፍራል የኢትዮጵያዊነት እና የሃይማኖት ጭምብል!በአንድ ብሄር የተደራጁ የፅንፈኞች,['disgust'],['disgust'],['disgust'],['disgust'],['anger'],['disgust']
amh_text_153,አላህ ሰብሩን ይስጣቹ ያማል በጣም 😭😭😭,['sadness'],['sadness'],['sadness'],['sadness'],['sadness'],['sadness']
amh_text_38,በ ዝምታ ምትስራው ስራ እኮ ነው ሙሉ መሪ እንድቶን ያርግክ የ ስራ ሰው በርታ ኣቢቹ አባ መላ,['joy'],['joy'],['joy'],['joy'],['joy'],['joy']
amh_text_2591,Anchor News Mar 23 2023 በኢትዮጵያ የሰብዓዊ መብቶች ጥሰት አሳሳቢ ደረጃ ላይ ይገኛል፥ የህወሀት ከሽ via ,['fear'],[],['fear'],['fear'],[],['fear']
amh_text_3472,በዚህ ዓለም ዝና ለማግኘት የማይፈነቅሉት ድንጋይ የለም። የኢትዮጵያ ጠቅላይ ሚኒስትር የሚገርም ሰው በየቦታው መዝናኛ ቦታ ከመፈጠሩ በፊት ሰላም አይቀድምም። ሰላም በሌለበት አገር ማን ለመጎብኘት ይመጣል?,['anger'],"['anger', 'disgust']",['sadness'],['anger'],['anger'],['anger']
amh_text_1522,በጣም ያሳዝናል መቼ ነዉ እነዚህን አረመኔዎች የምናወርደዉ ከላያችን ላይ,"['anger', 'sadness']",['sadness'],['sadness'],['disgust'],['anger'],"['anger', 'sadness']"
amh_text_1078,ደነዝ የማትረባ ነህ እንደዝህ አይነት ፕራንክ ሚስትህ ላይ ልትሰራ እንዴት ታስባለህ ጀዝባ,['disgust'],['disgust'],['disgust'],['disgust'],"['disgust', 'surprise']",['disgust']
amh_text_2387,እንደሰው ስታወራ ለናንተ የማይጠረቃ የስልጣን ሱስ 1 ሚሊዮን ወገን ቅርጥፍ ካደረግክ በኋላ ሞት ወደናንተ ስትቀርብ በአቦ በስላሴ ብለህ ወደ እርቅ የገባህ ራስ ወዳድ አትመስልም!,['anger'],['disgust'],['anger'],['anger'],['disgust'],"['anger', 'disgust']"
amh_text_2357,አቡሽ ዘለቀ ዛሬም አለቀሰ እያሉ ነው ? ?,['sadness'],['sadness'],[],['sadness'],[],['sadness']
amh_text_5113,እረ ምን ጉድ ነው እስከመቼ ሴቶች በወዶች መከራ እኮን አተረፉታ አላህ ጨርሶ ይማራት,['sadness'],['sadness'],"['anger', 'sadness']",['sadness'],['sadness'],['sadness']
amh_text_2952,መሆኑን ጠቁመዋል። የክልል ልዩ ኃይሎች አደረጃጀት ህጋዊ አለመሆን፣ በክልሎች መካከል እንደ ስጋት መተያየት እንዲሁም ችግሮችን በሃይል ለመፍታት የሚደረገው እንቅስቃሴ አደረጃጀቱን ለ,[],[],[],['fear'],[],[]
amh_text_1720,ሌላ ጊዜ ግን ድንገት አታስቂኝ?,['joy'],['joy'],"['joy', 'surprise']",['joy'],['joy'],['joy']
amh_text_1928,የዲማሽ አስገራሚ ሙዚቃ ነፍሴን ይሞላታል ፣ ደስተኛ ያደርገኛል STRANGER TOUR ElAmorEnTi TheStoryOfOneSky,['joy'],['joy'],['joy'],['joy'],['joy'],['joy']
amh_text_1752,"ከሁሉም በላይ አሸባሪው ኒትያናሁ የተባለ ሴጣን ነው, እሱ ስልጣን በያዘ ቁጥር ጦርነት አለ ደነዝ አክራሪዎች ይከተሉታል ሀማስ የሚባለው የሱ አንድ ብርጌድ ነው።","['anger', 'disgust']",[],['disgust'],"['anger', 'disgust']",['disgust'],"['anger', 'disgust']"
amh_text_4196,ዝጊ ደደብ እኛም አልገባንም ምን አመፃደቀሽ እኛም ለምን እያልን ነው ሙስሊም ላደረከኝ ላደረከኝ እንጦሮጦስ ጊቢ ከንቱ ለእኛም አዲስ ነው አፈር መቅመስ አለበት በምናቀው,"['anger', 'disgust']","['anger', 'disgust']",['disgust'],['disgust'],['disgust'],"['anger', 'disgust']"
amh_text_2456,ብርቱና ፅኑዋ ገኒዬ የብረት መዝጊያችን የማይገባኝን አትስጭኝ ሆኖም ላሳየሽኝ ፍቅር አመሰግናለሁ,['joy'],['joy'],['joy'],['joy'],['joy'],['joy']
amh_text_3070,በቃ ተረሱዑ ኩሉ በስመአም ምስጋና ወረቀት ሆ አጀኺ ትግራይ ህዝብ ትግራይ ማለቅ አለቤት አንድ እንዳይ ቀር እንደሰጣን መታየት አለቤት በሉ የሰበከ የሰጣን ጭራሽ አይ ትግራይ ዓደይ,['disgust'],"['disgust', 'sadness']",[],['disgust'],['sadness'],"['disgust', 'sadness']"
amh_text_1202,የኛ ጦርነት ክምር ገለባ የማያፈርስ ጀግና ነን እንላለን የሰዎቹ ግን... ባይዘወይ መስጊድ መሆኑ ደስ ብሎኛል።,['disgust'],['joy'],['joy'],['joy'],['disgust'],"['disgust', 'joy']"
amh_text_504,እግዚአብሔር አምላክ የከሳሾችን ክስ ከንቱ የሚያደርግ ለምድራችን የተትረፈረፈ የበረከት ጊዜ እንዲሆን በጌታ በእየሱስ ስም ባረክኋችሁ,[],[],[],['joy'],['anger'],[]
amh_text_4231,ኦሮሞዎች የሰው ስጋ የሚበሉ ማለት ናቸው ግማሾቹ በከተማ ያርዳሉ ይደፍራሉ ይሰውራሉ ጫካ ያሉት ደግሞ ንፁሃንን እርጉዝ ሴት ሆድ ይቀዳሉ ያቃጥላሉ በአሜሪካም በእንግሊዝም በካናዳም ያሉ ኦሮሞዎች በጠቅላላ ሊባረሩ ነው ምክንያቱም የሰው ስጋ የሚበሉ ናቸው በውጭም ያሉት በወንጀል የተጨማለቁ ናቸው ,"['anger', 'disgust']",['disgust'],['disgust'],['disgust'],['anger'],"['anger', 'disgust']"
amh_text_5079,HAPPY NEW YEAR  ደሬ በነካ እጅህ ጃልማሮን ኢንተርቪው አድርግልን   በዚህ አጋጣሚ አንተንና የምታቀርባቸውን እንግዶችህን ሳላደንቅ አላልፍም ,['joy'],['joy'],['joy'],['joy'],['joy'],['joy']
amh_text_2137,እና ወዳጄ ምነዉሳ ከሚከፈልህ ቆጥበህ የጉድጓድ ዉሃ ብታስቆፍርላቸዉ ምን ነበረበት? የወገን ፍቅር በቀላሉ እርዳታ ቢሆን መልካም አይሆንም?,['anger'],['disgust'],[],['sadness'],['anger'],['anger']
amh_text_942,አይናለም ዓለም ላይ እንደ አንተ ያለ ዶንቆሮ አላየሁም ወላይታ የክልልል ማዕከል ካልሆንኩ ሞይቼ እገኛለው ሲል ያልፃፍክ ደደደብ ጋሞ መብቱን በመጠየቁ ጥንብ እርኩሱ የማይታወቅ እንቶ ፈንቶ አማርኛ ደግፌህ በመፃፍህ እናዝናለን ስለ ተስፋዬ በልጅጌም ይሁን ስለ ሌሎች ተሿሚዎች የፃፍከው የተስፋዬን መሰሪነት ባለማወቅ ሳይሆን ለወላይታዎች ያለውን ውግንና ለማንፀባረቅ ስለሆነ የተማሪክ የምትመስል ምርጥ ጮማ ደደደብ ነህ።,"['anger', 'disgust']",['anger'],['disgust'],['disgust'],['disgust'],"['anger', 'disgust']"
amh_text_5771,ለምንድ ነው የጁቡቲ ጉዳይ የማታቀርበው ለናንተ ምንኣለች ጁቡቲ ቆፍረን ባህር ናመጣለን ያላቹ ከሃያሽህ በታች የሆነ እቃ ኣላሳልፍ ብላለች ለምን የዚ ነገር ማታወራው ወራኛ የሆንካ ልጅ,['anger'],['disgust'],['anger'],['anger'],['disgust'],"['anger', 'disgust']"
amh_text_1826,እንደ ህብረት ደስ የሚል ነገር የለም ?,['joy'],['joy'],['sadness'],['joy'],['joy'],['joy']
amh_text_5199,ዛሬ 2ተኛ ነኝበዚህ አጋጣሚ ልነግራችሁ የምፈልገው ትልቅ ዜና አለኝ ብርጋዴር ቴፍክና ኮረኔል እስታቭሮስ መህመት አሊ ከማል ለናፈቋቹህ በጣም ደህና ናቸው ኢንስታግራማቸው ላይ ቀን በቀን ፎቶ እዬፖሰቱ ነው እስካሁን አድራሻቸው ጠፍቶ የቀረው የቫዝሊና የቬሮኒካ ነው,[],[],['joy'],['joy'],[],['joy']
amh_text_4883,ተግዴህ ጥሩ ትሆናለት,[],['anger'],[],['disgust'],[],[]
amh_text_4640,በመሰረቱ ሱማሌ ላንድ የታልልቋ ሰማሌ አካል እንጂ በአገርነት አትታወቅም ይህ ደግሞ ከዋናው ሱማሌ ጋር ሌላ ጦርነት ስጋት ውስጥ የምከት በመሆኑ ስጋት ውስጥ የምከት ነው  ይህ ማለት ኢትዮጵያ ሳትፈቅድ ሌላ አገር ከትግራ ወይም ከአማራ ጋር እንደመደራደር ይቆጠራል ,[],['fear'],['fear'],[],['anger'],['fear']
amh_text_149,የግዜ ጉዳይ ነው ግፈኛ ወራሪ አንገቱን ይደፈል,['anger'],['anger'],[],['anger'],['anger'],['anger']
amh_text_1645,ማን ኦሮሞ ዘረኛ ነው አለህ አትቀባጥር ግን ዝቅተኝንት የሚስማቸው ጥቂት ዘረኛ ኦሮሞዋች ግጥም አርገው አሉ ዘረኛ የሚለው ቃል ከሌለ አማርኛን ጠራርበን የአሁኑን አ,['anger'],"['anger', 'disgust']",['anger'],['disgust'],['anger'],"['anger', 'disgust']"
amh_text_5273,አይዞሽ እናቴ ጀግና ሴት ነሽ ልጅሽን ተስፋ አትቁረጪ አባታችን መምሕር ግርማ ቢያገኙት በጣም ጥሩ ነበረ,[],['sadness'],['sadness'],[],['joy'],['sadness']
amh_text_383,ስያንስበት ነዉ! ግን ክልላችን ጥሩ የሰራውን ሰው ያበረታታታሉ እንዴ?,['anger'],[],[],['joy'],[],[]
amh_text_5811,አንተ ከርሳም ለሆድህ እንጅ ለህሊናህ የማትኖር ጥሩምባ እንዳንተ ቂጥ የሚልስ ለሆዱ የሚገዛ ሳይሆን ለህሊናዉ ያደረ ጀግና እና ደፋር ሰዉ ነዉ ቆሻሻ አንቱ ብለህ ለመጥራት አፍህን የያዘዉ ምንድነዉ አንተ እና መሰሎችህ የመንግስት ቡችሎች የምታፍሩበት ቀን ይመጣል አናንተን ብሎ ጋዘተጠኛ እናንተን ብሎ ሚዲያ የትግራይ ጦርነት ጊዜም 30 ጊዜ ሰበር እያላችሁ ነበር ጊዜ ይሄዳል ደግሞ ጊዜ ይመጣል ግብር ከፍለን በሚተዳደር ሚዲያ ተክደናል የኢቢሲ ጋ,['anger'],['disgust'],['anger'],['disgust'],['disgust'],"['anger', 'disgust']"
amh_text_3783,ቴክሳስ ስደተኞችን ወደ ምክትል ፕሬዚዳንት ካማላ መኖሪያ ቤት ላከች,[],[],['disgust'],[],[],[]
amh_text_266,በጦርነት ሚፈጠር ነው እስኪ ስለፈልስጤም ሆስፒታል አውራ አለህ ስለፈጠረው ሰው የሰው ልጅ አያጠፉውም እወቅ ገና እስራኤል ትጠፉለች ድል ለፈልስጤም ሞት ለእስራኤል,"['anger', 'disgust']",[],['disgust'],['disgust'],['anger'],"['anger', 'disgust']"
amh_text_4973,ሰለ ሃገራችን ጦርነቶች መቸ ነው የምትዝግቡ የአማራ ህዝብ ስቃይ አልሰማችሁም የህዝባችሁ ሰቆቃ አያማችሁም,"['anger', 'sadness']",['sadness'],['anger'],['anger'],['anger'],"['anger', 'sadness']"
amh_text_2282,ምንይሊክ ዛሬም ንጉስ ነው ዝቅታ እና መሸበር አንድ የሰውነት አካልህ መሆኑን ማሳያው ይህ ነው,['anger'],['disgust'],[],['disgust'],['anger'],"['anger', 'disgust']"
amh_text_4725,አይ ሞት ይሻላል የዚህም ህግ ለማስከበረ ተብሎ ለጥያቄ ይቀርባል አቤቱ ጌታ ሆይ በቸርነትህ አስበን እነደ ስሙንም ሲጠራ እነዴት እንደ ሚዘገንን በእውነት ቃለህይወት ያሰማልን,"['anger', 'sadness']","['sadness', 'joy']",['sadness'],['anger'],['sadness'],"['anger', 'sadness']"
amh_text_2649,ከ ጋዜጠኛ ጋር መፋጠጥ አይወድም ጥያቄ ተዘጋጅቶ ተሰጥቶት ተዘጋጅቶበት ካልሆነ በስተቀር ያልታሰበ ጥያቄ መመለስ ወይም ይቅርታ ይህን መመለስ አልችልም ማለት ሰለ,[],['disgust'],[],['anger'],['anger'],['anger']
amh_text_248,እኔ ምንም ቃል የለኝም ኪዳነ ምህረት መከራሽን ታቅልልልሽ እህቴ አይዞሽ የኔ ምስኪን ይሄ ሁሉ ግፍ በአንድ ትንሽዬ ሴት ልጅ ላይ ምን አይነት ጊዜ ላይ ደረስን ይሄን የልብ ስብራት የሚጠግንልሽ ምን ይሆን 😭😭😭,['sadness'],['sadness'],['sadness'],['sadness'],['sadness'],['sadness']
amh_text_2581,ዋው ደስ ብሎኛል በጣም ህወሓትን የምደግፈው በምክንያት ነው,['joy'],['joy'],"['joy', 'surprise']",['joy'],['joy'],['joy']
amh_text_464,ለማይገባው ስግብግብ አስረዱልን! እንኳዕ አብፅሐኩም,['disgust'],[],['disgust'],['disgust'],['disgust'],['disgust']
amh_text_5249,በጣም በጣም የሚገርም ትንታኔ ተባረክ አለም,"['joy', 'surprise']",['joy'],['surprise'],['joy'],"['joy', 'surprise']","['joy', 'surprise']"
amh_text_2203,ትንሽ አታፍርም የአማራ ኦርቶዶክስ ስትል ዘረኛ ኦርቶዶክስ መቼም ዘር አትቆጥርም ዘረኛ ሁላ ትንሽ ቆይታችሁ ክርስቶስ አማራ ነው በሉና ዳሩ ምን ታደረግ እምነት ዘር ይመስልሀል ነውረኛ ሁላ,"['anger', 'disgust']","['anger', 'disgust']",['anger'],['disgust'],"['anger', 'disgust']","['anger', 'disgust']"
amh_text_3716,በሶዶ ከተማ ትላልቅ ፎቆች ሲሠሩ አንድ የተዘነጋ ነገር እየተስተዋለ ነውይኼውም በእያንዳንዱ ሕንፃ ሥርና ዙሪያ parking የመኪና ማቆሚያዎች አብሮ ከፕላን ጀምሮ እስከ ግንባታ ሂደት ትልቅ ትኩረት ቢሠጣቸው መልካም ነውምክንያቱም ለከተማዋ ተጨማሪ ውበት የሚሠጥ ሲሆን  ዘመናዊነትን ከማላበስም አልፎ ለማዘጋጃ ቤቱም ተጨማሪ የገቢ ምንጭም ሊሆን ይችላል,[],[],[],['joy'],[],[]
amh_text_4259,የእኛ አይናለም ምኑ አጋጠማት ልጅነታችንን የምናስታውስባት ምርጥ ሀገር ወዳድ ጋዜጠኛ ነበረች ገና ብዙ በምትሰራበት ዕድሜ በሞት መለየቷ እጅግ በጣም ያሳዝናል እግዚአብሔር ነብሷን በዓፀደ ገነት ያኑርልን,['sadness'],['sadness'],['sadness'],['sadness'],['sadness'],['sadness']
amh_text_4997,የኤሊቱ ችግር አብሮ መስራት አለመቻል ነዉህዝቡንም መከራ ዉስጥ የከተተዉለሴራ በቀላሉ የሚጋለጡ ሆዳም ናቸዉ እኔ የተረገሙ ይመስለኛል,[],['disgust'],['disgust'],['anger'],"['anger', 'disgust']","['disgust', 'anger']"
amh_text_659,Kidì Ënåtèn Nãfàkì እኔ በዚህ ሰአት እስልምናን ተቀብያለው በፊት ኦርቶዶክስ ነበርኩኝ የሆነሰው ከኦርቶዶክስ ከወጣ ማጥላላላት ልማዳችሁ ነው,"['anger', 'disgust']",[],[],['disgust'],['anger'],"['anger', 'disgust']"
amh_text_5837,ልክ እደኬምሬነው ማፍቀር እውነተኛ ፍቅር ስቃይ የበዛበት ደስ የሚል እብደትነው,['joy'],['joy'],[],[],['joy'],['joy']
amh_text_966,ሀዘንሽን አላህ በደስተ ይቀይርልሽ ፍልስጤም ሞት ለሁደሆች��� ድል ለፍልስጤም���,"['disgust', 'sadness']",['sadness'],['disgust'],"['disgust', 'sadness']",['disgust'],"['disgust', 'sadness']"
