id,tweet,anno1,anno2,anno3,anno4,label
1512515279460331524,@USER @USER መቀሌ ገብተሽ መከላከያክን አስረክበክ እና ዱቄት ተደርገሽ። እንዲያሱ ነው ብለክ propaganda ????,hate,hate,abuse,hate,hate
1595464860577431552,@USER አንተ ደነዝ ገገማ ሀ ሁ ሣታቅ አምባሳደርነት ድንቄም አልቀረብሽ ለመሆኑ ትዊተር ማንከፈተለህ አንተ (ሾርት ሜሞሪ) ደነዝ,abuse,abuse,abuse,abuse,abuse
(1569933967771537414,@USER አትንቦቅቦቅ!!!!!!!!! ላታመልጭኝ አታሩጪኝ! ይለያል ዘንድሮ!!!!!!!! የትግራይ ህዝብ ከአፋኙ ስግብግብ ወንበዴ ህወሓት ሊላቀቅ ቀናት ብቻ ቀሩ!!!!,abuse,hate,abuse,hate,hate
1556119425866162176,በቅድሚያ፡ እውነት የሚናገሩ ንጹሀንን በማሳደድ የምታባክኑትን ጊዜና ገንዘብ፡ በመንግሥት መዋቅር ታግዞ የሚፈጸመውን ግልጽ ሌብነት፡ አፈና፡ ዘረኝነት፡ ግድያና የሴራ ፖለቲካ፡ ለማረምና,hate,hate,hate,hate,hate
(1654622920746885124,@USER እንደዚህ አይነት ጠባብ አስተሳሰብ አይበጀንም ወንድም።,abuse,abuse,abuse,abuse,abuse
1498581226856361987,@USER ብልፅግና ሀገርን ከሃደ በህዝብ እልቂት የሚደሰት ተረኛ አስመሳይ ና የሌባ ሰሰብሰብ ነው,hate,hate,hate,hate,hate
1614748212035829762,እነዚህ ሁሉ ኬኛዎች የኦሮሞ ነው ያላሉት ነገር የለም እንደዚህ አይነት ጥዞት እየተናገራችሁ ነው የውሸት ትርክት ለትውልድ የምትስተላልፉት ለማንኛው ጀግና ታግሎ ታሪክ ይሠራል ፈሪ ሸሽ,hate,normal,hate,hate,hate
1498180121374695424,ደንበኞች እንዴት የተጠቀሙበትን ወርሃዊ የኤሌክትሪክ ፍጆታ ሂሳብ በአግባቡ ማወቅ ይችላሉ?,normal,normal,normal,normal,normal
1560365368836857859,ከኦሮሞ ጭፍጨፋ የተረፈዉን የወሎ አማራ ለማስጨረስ የኦሮሞ ተላላኪ የሆኑት የደቡብ ወሎ ሙስሊሞች ወሎ ጭራሽ ከአማራ ተለይቶ የራሱ ክልል ሊመሰርት ይገባል እያሉ ከአማራ ለመለየት ቅስቀ,hate,hate,hate,hate,hate
1600917688745746432,@USER @USER እኛ እናንትን ገረድ አንለም ገና ለአቅመ ሰው ስትደረሱ። ምድባችሁ አልም አውቆላችኋል እሱም አውሬ ነው,hate,hate,abuse,hate,hate
1488965469981876229,@USER @USER አይ ጁንታው አህያኮ ታማኝ አገልጋይ ስራ ወዳድ ታታሪ ሰራተኛ ናት እንደናንተ በሌብነት በዘረኝነት በተንኮል የተሞላ አይደለም በኦሮሞ ስም,hate,hate,hate,hate,hate
1545595955403276288,ጠሚ አብይ አህመድ ባዶ ትምክህት ለማንም አይጠቅምም በታጣቂ የኦሮሞ ሀይል ኦሮሚያ ክልል የሚጨፈጨፈውን የአማራ ህዝብ ልትታደገው ሲገባህ ጨፍጫፊውን ኦነግ ለመታደግ በፓርላማ ስትላላጥ,abuse,abuse,hate,hate,hate
1620468990773694465,@USER የልማት ችግራችን እንቅረፍ እኛ የጠየቅነው ምስራቅ ጉራጌ ዞን የመዋቅር ጥያቄያችን ግልፅና ግልፅ ነው።,normal,normal,normal,normal,normal
1553277114308247553,@USER @USER እንዳንተ ጡሩንባና አስመሳይ አይደሉም።,abuse,abuse,abuse,abuse,abuse
1644753842490454018,@USER ውጤታማ ከሆነ ዳግም ማፈናቀል ጭካኔአዊ ግድያ ከቆመ አንድ ሰው መገድለ የለበትም ነገር ትኩረትን ማስቀያሻ ከሆነ አይሰራም,normal,normal,normal,normal,normal
1483545823334092803,@USER @USER @USER @USER ምን ቀራት ደሞ እዛ ወፕ የሆነች ሴትዮ !,abuse,abuse,abuse,abuse,abuse
1533135808173068291,@USER @USER እኮ በልደት ቀኔ ክፉ አልናገርም ብዬ ነው እንጂ??,normal,normal,normal,normal,normal
1484638884382261250,@USER @USER @USER @USER ባለ ኮንጎዋ ወያኔ ሄዳ ፥ ባለ ቦቲዋ መጣች!!! የሄኖክ የሽጥላ ሃሳብ ነው!!,hate,abuse,hate,hate,hate
1601644532591837191,@USER #1ደደብ ሴት ነሽ ከሚታረዱት ህፃናት አንዷ የአንች ልጅ ብትሆን ሰላቢውን መንደርተኛውን ለመቃወም ሰከንድ ባለወሰደብሽ ነበር።,abuse,abuse,abuse,abuse,abuse
1611553120391143425,@USER ወያኔና ኦነግ አሁን ከብልፅግና ጋር ሆነው ለአማራ ህዝብ እልቂት ተጠያቂ ናቸው በአዴንም ጭምር የአማራ የወረዳና የዝሆን,hate,hate,hate,hate,hate
1484788428977889285,@USER ህግ የምታስከብረው ገለህ ነው?,normal,hate,hate,hate,hate
1485320454873268235,@USER ጠባብ ስለሆንኩ ነው የምወደው እያልክ ነው ?,normal,abuse,abuse,abuse,abuse
1487873592528363520,በመንግስት የታገዘ የዐማራ ዘር ጭፍጨፋ ትናንት በምዕራብ ወለጋ ከ300 በላይ ዐማሮች ታረደዋል፣ቤት ተዘግቶባቸው ተቃጥለዋል። የሚያሳዝነው እነዚ አህዮች እያስገደሉን ብቻ ሳይሆን አን,hate,hate,hate,hate,hate
1492726632087527431,ለመኖር እንሞክር,normal,normal,normal,normal,normal
(1627412972543913986,@USER @USER @USER በስመ አንድነት ለትምክህተኞች ና ጀሌዎቻቸው የጥገት ላም የሆነች ለብዙሓኑ ደግሞ ሸክም የሆነች ኢትዮጵያ ማብቅያዋ ጊዜ አሁን ሲሆን,hate,hate,hate,hate,hate
1625938388011319296,@USER እሄ ክፉ እደማያዋጣው ሲያቅ አፈገፈገ መጅልሱን እደገለበጡት ኦርቶዶክስንም ሊያረጉት ነበር በዝምታ እሚያልፈው መስሎት ግን አልተሳካም አሁንም ውስጥ የሚያረጉትን አሻጥር እግዚአብሔር ያጋልጣቸው,abuse,hate,hate,hate,hate
1549827002244517889,@USER ብአዴን የሚባል አደገኛ እንቦጭ ካልጠፋ ምንም ነገር በትክክል አይሰራም።,hate,hate,hate,hate,hate
1496418761171156994,ይሄ ዳታ የሚያሳየው ሃበሻ የማይሰማማው በምቀኝነት ነው እንጅ በብዝሃነት አይደለም እየልከን ነው። #NoMore,hate,abuse,hate,hate,hate
1485340323773665283,@USER @USER መለስ ዜናዊ ተላላኪ ስለነበር እኮ የትም ቦታ መወሸቅ ይችላል ????,abuse,hate,hate,hate,hate
(1633651125839884290,@USER @USER አሜሪካን ጠላት ማድረግ ከትልቅ ግርግዳ ጋር መላተም ነው ስለዚህ አትፈራገጥ። ይህን የጥንታዊ አስተሳሰብ ወደዚያ በል። We r the new generation!,abuse,abuse,abuse,abuse,abuse
1488248718826557447,ሃገራዊ ምክክር ስለሚባለው ጠቃሚነት በአብዛኛው የኦሮምያ ኢሊቶች (አመራሮች) በብዛት በተለያየ ቦታና ሚዲያ ላይ እየወጡ መግለጻቸው ከበስተቸርባ የሚካሄድ ሴራ ያለ ይመስላል::,hate,hate,hate,hate,hate
1517700324231987200,@USER የኤርትራ ትግርኛ ተናጋሪዎች ቀድሞም ካማራ ጋር በቢዝነስ ጭምር ተዋህደው ኖረዋል። እነሱጋ ቢያንስ ሰጥቶ መቀበል እንግዳ አደለም። ወያኔዎች ግን ከልክ ያለፈ,normal,normal,hate,hate,hate
1513565187521097728,@USER @USER አናትሽ ይፍረስ ምድረ ሺታም።ፋኖ ሲነሳ መቼም የማይፈራው የለም።ገና ምን አይታቹ ኢሄ የጠገበ ልባቹን ያስተነፍስላቹሀል,abuse,hate,hate,hate,hate
1494758019925696517,የኛን ሸክም ማንም አይሸከምልንም፣ እንደውም እኛ ከራሳችን አልፈን የሌሎችን ሸክም ማቅለል እንደምንችል ማመን አለብን። አሪፍ ነገር ስናገኝ በልፋቴ እንደምንለው ከባድ ነገር ሲገጥመንም በጥፋቴ ማለት አለብን።,normal,normal,normal,normal,normal
1638634240362291204,@USER And he speakers Amharic ዶማ ሰዉ ያልሆነ ሲሰለጥን በጨለማ ጥላ ዘርግቶ ይሄዳል ማለት የዚህ አይነቱ ሰላቢ ነዉ.እልሚ ሀጥራዉ.ቱቱ,abuse,abuse,abuse,abuse,abuse
1497835688506507265,@USER @USER ዘረኛ ነሽ እሱ ደሞ መሀይም ነው፠ ምንም አያውቅም ሀገር መምራትና የፔንጤ ቸርች ሰበካ በቅጡ ለይቶ አያውቅም የወሬ ቋት የውሸታም ጥግ ነው አ,abuse,abuse,abuse,abuse,abuse
1640065173711888384,@USER @USER አዛኝ ቂቤ አንጏች የኛን ለኛ ተወዉ። የራስህን እና የኤርትራን አውራ። ከሀዲ አገር አፍራሽ። ያንተ ጦስ ነው አገር ያፈረሰው,abuse,abuse,abuse,abuse,abuse
1654003996355444737,@USER የአህያና ፈረስ አማራ አለ እንዴ የሚባለው ነገር እውነት ነው?? ፈረሱ አማራ ነው የምትሉ ከሆነ በነገራችን ላይ ባለቤቱ ኦሮሞ ነው።,hate,hate,hate,hate,hate
1500184575246491649,አብርሃም አለልኝና አገኘሁ ተሻገር የወሠዱትን ብር አይመልሱም ማለት ነው ? መርፌ የዋጠ ማረሻ አንደሚተፋ አወቁት የተፈናቀሉ አማራዎች በችግር በየጉራጉሩ ጦም ሲያድሩ እናንቸ ውስኪ ትራጫለችሁ,abuse,hate,hate,hate,hate
1551433301700878336,@USER የጅል ለቅሶ መልሶ መላልሶ አሉ ፣ ያንቺ ፖለቲካ አሁንም ባንዲራ ላይ እንደተንጣላጠለ አለ,abuse,abuse,abuse,abuse,abuse
1620006141886611456,@USER በትክክል አመራርነቱን አንበሳነቱን ውሻን ከሃላ እያስከተለ አስጮሄ እኮ,normal,normal,hate,normal,normal
1613925014482583555,@USER @USER በኔ ነበልባል የዘላለም ቁጣ ትጠፋለህ አንተ ደደብ ኒገር ጅገር ፒገር ዋይገር ዶሮ ሾላ የምትበላ,abuse,abuse,abuse,abuse,abuse
1604037016450396162,@USER @USER ጉልበት ያለው መሀል ላይ የቸኮለ እዚያ ድረስ ለምን ያዝግም?,normal,normal,normal,normal,normal
1484773877352103948,@USER ምንም ማጣራት አያስፈልግም:: የኦህዴድ ብልፅግና ይጥራ::,normal,abuse,hate,hate,hate
1493489540417343491,4 አመት ሙሉ ከወያኔ በላይ ለወያኔ ሴራ ያጋለጡን አንድ ሳምንት ትግላችን ለኢትዮጵያ ነው ብለው በሚቀጥለው ሳምንት ለብሔር እያለቀሱ ህዝቡ መንግስትን እንዲጠራጠር የሀገሪቱን ሚዲያዎች,hate,hate,hate,hate,hate
(1642244373080596480,@USER አንተስ ማዳጋስካርህ አትገባም ዘላን የለበስከውን ሰውዮ ቀን ይስጥህ ሆዳም ጋላ ነብሰ በላ ቀንህን ጠብቅ ዝቃጭ,hate,abuse,hate,hate,hate
1645322814403035137,ደሴና ኮምቦልቻ አካባቢ ህዝቡ ጥንቃቄ ማድረግ አለበት። የኦነግም የህወሃትም ሴሎች ያሉበት ቦታ ናቸው። አላስፈላጊ ነገር ቢፈጠር እንኳን ከመደናገር ከማን እንደመጣ በመገመትና በመናበብ,normal,hate,hate,hate,hate
(1479642615431716866,የትግራይ ጦርነት እያስተዛዘበን ነው፤ በኢትዮጵያ መንግሥት አመራር ላይ ያለው እምነት እንደ እንቧይ ካብ እየተናደ ነው። ጁንታውን ዱቄት አድርገነዋል ተባለ ዝም። የአፋሩና የአማራው ክ,normal,hate,normal,hate,hate
1489371180029169671,በብሔር ፖለቲካ የዜጎች መብት የሚባል ነገር የለም። ለእኩልነት ሳይሆን ለበላይነት የሚሽቀዳደሙበት ኋላቀር ፖለቲካ ነው። መሸዋወድና ሴራ የሚበዛበት ነው ግለሰብ እራሱን እንደ ብሔር የ,normal,hate,hate,hate,hate
(1652475289325420544,አብራር አንተን ከቁጥር የሚከትህ የለም አንድያውም እንዳንተ ዬለ ጠባብ ሊቀላቀል አይችልም ሲጀምርህም ሽብርተኛ ነህ እንዳንተ አይነቱ ሠው እየቀሠቀሠ ያጋድላል,abuse,abuse,abuse,abuse,abuse
1630036998974234625,@USER የስድስት ወር ግድያ እና ዝርፊያ ህዝብን የመናቅ አረመኔነት እና ነውረኝነት አንደኛ የወጣችሁበት ሪፓርት እንዳኮራችሁ አንጠራጠርም አሁንማ በደም ታጥባችሁ እና,hate,hate,abuse,hate,hate
1511368197907308544,አሜሪካ መፈንቅለ መንግስት ልታደርግብኝ እያሴረች ነው አሉ ጠ/ር ኢምራን ካን!ለፓኪስታን ያልሆነች አሜሪካ ለማን ልትሆን?ራስን እንደመቻል መተማመኛ የለም!አንድነታችንን እናጥብቅ! ከም,normal,hate,normal,hate,hate
1590957146891767808,ከTplf ጋር ድርድር አድርጉ ማለትና ከስይጣን ጋር ተደራድራችሁ በስምምነት ኑሩ ማለት አንድ ነው:: #JusticeNotNegotiation #AmharaRevolution,hate,hate,hate,hate,hate
1649477083939184640,የህወሓት ማእከላይ ኮሚቴይ እና ታጋይ የነበረ ወንጄሌኛ ኮ/ል ደመቀ ዘውዱ ፣ በትግራይ እና አማራ የጥላቻ ግንድ እዬፈጠረ የበሬ ግምባር የምታክል መሬት የአማራ ነው እያለ ይፈክራል ።,abuse,abuse,abuse,abuse,abuse
1488941903060025345,@USER በአንዲት ቃል በሁለት ፊደል እግዚአብሔር #በቃ ብሏል??,normal,normal,normal,normal,normal
1637202054501285889,@USER የወሎ ዐማሮቹ በሰይጣናዊም ይሁን በሳይንሳዊ ጥበብ የአረመኔውንና ኢትዮጵያን በአፍጢሟ ሊደፋት የነበረውን ዋነኛ የዘር ቦለጢቃ ወላጅ አባት የመለስ ዜናዊን ኔትወር,abuse,hate,hate,hate,hate
1643792500623126528,@USER የአማራ ልዩ ሀይል አና ሚሊሻ አንድ ጊዜ ከማድረግህ በፊት ሁለት ግዜ አስብ።,normal,normal,normal,normal,normal
1621775124465700864,እራስንም ቤተክርስቲያንንም መጠበቅ ግድ ነው። አውሬ እየበላህ እየሞትን እንበዛለን የሚባል ብሂል አይሰራም። #OrthodoxUnderAttack #OrthodoxUnderAttack,normal,normal,abuse,normal,normal
1558883370674839553,@USER አቢይ አህመድ - ኦሮሞ ነፃነት ግንባር ጋር ድብቅ ምስጢራዊ ግኑኝነት ሳይኖረው አይቀርም የሚል ግምት አለኝ። ኦህዴዶች የመታመን ስብስብ በፍጹም አይደሉም! ኦሮሞ ፖለቲ,abuse,hate,hate,hate,hate
1656798135752990722,@USER @USER @USER የ 40 ቀን ዕድልሽ ሆኖ ብትጮሒ በበላሽበት፣ ታዛዥ ብትሖኚ ለጌታሽ ፣ ጭራሽን ብትቆይለት ፣ ውሻ ሲባል ፣ ነውና ውሻ,abuse,abuse,abuse,abuse,abuse
1499857480104484865,የወልቃይት ጉዳይ የውስጥ ጉዳያችን ነው። የሀገሪቱን እጣ ፈንታም የሚወስን ነው። ስለሆነም ኢትዮጲያ በምንም አይነት ሁኔታ በወልቃይት ጉዳይ አትዘናጋም። #UnityForEthiopia,normal,normal,hate,hate,normal
1533681443649486853,@USER አሜን በል እንደአብይ በአፉ ኢትዮጵያ ኢትኢዮጵያ እያለ ኢትዮጵያን ወዳዶችን ከምድረ-ገፅ ለማጥፋት የሚተጋ ጠቅላይ /ሚ ለመሆን ከመማር ይሰውራችሁ። እንኳን ደስ ያላችሁ።,abuse,abuse,abuse,abuse,abuse
1496012916499361793,(2) - ጥያቄ ካቀረቡ የፓርላማ አባላት መካከል አንዱ የሆኑት የአብኑ ስራ አስፈጻሚ አባል አቶ ክርስቲያን ታደለ፤ መንግስት የእነ አቶ ስብሃት ነጋን ክስ ማቋረጡ ከህግ ውጭ ስለሆነ ማ,normal,normal,hate,hate,normal
1554517255005814786,ነፃነት በነፃ የሚገኝ ነገር አይደለም ! ህይወታቸውን በየቀኑ እየገበሩ እኛ እንድንኖር መስዋዕት እየሆኑ ላሉት ጀግኖቻችን ክብር ይገባቸዋል,normal,normal,normal,normal,normal
