id,tweet,anno1,anno2,anno3,label
78295991,"""@username the punishment for being a “hoe” is being robbed and harassed?in the name of whatever god you serve that made you judge ,jury and executioner,, you will meet a horrible death,, so shall it be,, twooohh,,, aro’ro mo,, olofo oloriburuku... ofo’lomi’efo shey...""",abuse,abuse,abuse,abuse
78296441,"""i smell way too nice today than for me to be getting angry over what doesn't and can't matter. aisan bansa! ofo ojo keji oja ni""",normal,normal,normal,normal
1128,ǹjẹ́ o mọ irú ẹni tí àwọn tó wà nínú àwòrán yìí ń ṣe ǹjẹ́ o ti rí irú àpò tí àwọn ènìyàn wọ̀nyí gbé lọ́wọ́ rí o mọ àwọn tó ni ilédì ️ òṣùgbó ni wọ́n ògbóni sì ni ará ìjẹ̀bú ń pè ní òṣùgbó️⃣,normal,normal,normal,normal
78295052,"""@username òrìrè bùrù nì""",abuse,abuse,abuse,abuse
78296458,"""the annual ojudeoba festival in ijebu will witness the absence of two prominent sons and ally of his highness oba sikiru adetona awujale of ijebu land, the first is the olori omo oba akile ijebu otunba michael olasunbomi balogun and giwa bisi rodipe rip @username ##url",normal,normal,normal,normal
208,kí ni orúkọ ìperí fún ẹranko inú àwòrán yìí nílẹ̀ẹ káàárọ̀oòjíire,normal,normal,normal,normal
535,fulani ni orúkọ burúkú tí wọn tún sọ pé ìran fulani ni ọ̀daràn tó ń dá ìlú rú wá nílò ibo báyìí wọn wá rántí pé fulani ni atiku kò sese kí o lo odidi ọdún mẹ́ta àti àbọ̀ máa bá wa lórúkọ je ki o wa yí padà nisinyi láti jẹ tiwa,hate,hate,hate,hate
78296762,"""aboki means friend not illiterate, mallam means teacher not mumu &amp; almajiri means student not beggers ✅ educate yourself ⚪  opay asiwaju bola ahmed tinubu iyorcia ayu kano""",normal,normal,normal,normal
78295076,"""ondo state governor, arakunrin @username , san and his wife, arabinrin @username cast their votes at unit 6, ward 5, ijebu owo in owo local government area.  #aketiforeight #ondodecides2020 @username ##url",normal,normal,normal,normal
78295587,"""@username omo i enjoy tonight with ofada sauce, any other news olofo.""",normal,abuse,abuse,abuse
233,yunfa ló gba àwọn ọ̀darànmọràn fúlàní lálejò lókè ọya àfọ̀njá ló pè wọ́n wá sí ilẹ̀ káàárọ̀oòjíire àm,hate,hate,hate,hate
1601,"Omo jatijati, rederede",abuse,abuse,abuse,abuse
665,kò pẹ́ kò jìnà àwọn náà di ọlọ́mọ láti ìgbà náà lọ ni àwọn èèyàn ti mú àṣà gẹ̀lẹ̀dẹ́ àti ẹ̀ẹ̀fẹ̀ ní gbòógì,normal,normal,normal,normal
78294935,"""@username oloriburuku omo ale jati jati ni é""",abuse,abuse,abuse,abuse
78294395,"""@username en binu ori, poverty konii tan niran yin laelae.tinubu kolo kobayin.kilon biyin ninu lori oro asiwaju?inu iwo ati awon oloriburuku tobie konii dun ##url candid advice for you and your good for nothing parents is stop blaming tinubu for your predicaments.""",abuse,abuse,abuse,abuse
78297119,"""omo olodo oba omo oba telumere , omo olodo kan oterere omo olodo kan otarara @ ejigbo ##url",normal,normal,normal,normal
78295314,"""babanla oponu wo lo so fun ode yi wipe ole di olori nigeria yi? ##url",abuse,abuse,abuse,abuse
78295244,"""@username omo oloja oke ni di ogun,omo fabunmi orara lada. omo afaganja omo arogun yo. omo oke agbonna, omo oke ludi ogun atiri ogu""",normal,normal,normal,normal
78294661,"""@username since you don't regards your parents... you will not see the happiness of your parents mumu ógẹdè akamu""",abuse,abuse,abuse,abuse
144,ìròhìn gbée pé ìyáa ọlọ́jà káǹfàtà tinúubú òjó ti pàṣẹ fún ẹgbẹ́ ọlọ́jà èjìgbò láti ṣàwárí àwọn oníṣẹ́ ibi ọ̀hún,normal,abuse,normal,normal
1182,afibęę titoriwipĕ a kii gba akata løwø akiti a kii gba ilĕ baba ęni løwø ęni tweetinyoruba,normal,normal,normal,normal
78294138,"""this one na oloriburuku... omo ale jatijati ##url",abuse,abuse,abuse,abuse
78295426,"""someone just told that me it's actually oloju kokuro and not oloju kokoro. i've been for wrong for over 30 years.""",normal,normal,normal,normal
517,sísun láti abúlé sí ìgboro ní bíi igba ọdún ṣẹ̀yìn kò sí abúlé tó dá dúró láì lọ sí òkè àwọn àgbẹ̀ lóko ni wọ́n ní ilé wọn nínú ìlú tí wọ́n ti ń jọ ṣe ìlú bí ìlú bá ti ń tóbi si tí àwọn èèyàn bíi oníṣòwò àti àwọn oníṣẹ́ oríṣi tó yẹ láti gbé ìlú dìde,normal,normal,normal,normal
78296469,"""anjuri is who anthony thought he was. the thing dey pain tony to the extent he called anjuri names 🤣🤣🤣. ani olofo lo man binu ologo 👌 just like bode george that sees jagaban in his dreams everyday 🤓🤓 obsession anjuri loma paa anthony lass lass 😁😁😁🙌 ##url",normal,abuse,abuse,normal
78293819,"""@username oloriburuku, onijere   isinku gan onijere.  awon tan ni e oni jere e  eyin omo ofo abipabe""",abuse,abuse,abuse,abuse
78294067,"""otun ti zee ooo....   awa lo kan.  disobedient and atiku ema lule. ##url",hate,hate,hate,hate
942,ìjọba èkó ti gbọ́ ti aráàlú ó sì ti mú ọwọ́ owóifácitì ìpínlẹ̀ èkó lasu tó ròkè wálẹ̀ ó ti dáa padà sí tàtẹ̀yìnwá,normal,normal,normal,normal
78296106,"""@username eleyi ti ya werey""",abuse,abuse,abuse,abuse
78295202,"""@username àkànbí ọmọ olódó idẹ""",normal,normal,normal,normal
78296307,"""@username if it's not, continue till they nab you, sorry will be your name soon omo ófó cyber criminal!""",abuse,abuse,abuse,abuse
1537,"Oloshi, you are not even yoruba, you want to steal lagos oloriburuku. APC lo ni EKO, you will soon go back to where you come from. Oloshi",hate,abuse,abuse,hate
259,níbo wá ni iléyá ti wá gan an àti pé kílódé tí àwọn ẹlẹ́sìn ìmàle ṣe ńpa ẹran lọ́dún iléyá,normal,normal,normal,normal
78294859,"""@username obasanjo is a waste products to all yoruba's , olorun n gbo . omo ale jatijati""",hate,abuse,abuse,abuse
1654,Eko oni baje,normal,normal,normal,normal
78296322,"""@username olodo ni e. oponu. translate that mumu""",abuse,abuse,abuse,abuse
374,ìpọ̀nrí ajá ò jobì irọ́ ni wọ́n pa mọ́ ajá,abuse,abuse,normal,abuse
265,ṣe dandan ni ki awon olidije máa sọ̀rọ̀ odi si aràwọn láti tayọ ó yẹ kí ọdọ ronú wo,normal,normal,abuse,normal
1484,ẹni tó ńbẹ̀rù àti ṣubú àti dìde á nira fún un whoever is scared of falling will find rising pretty tough nothing ventured nothing gained be bullish take calculated risks,normal,normal,normal,normal
78294827,"""@username i nominate alhaja fehintola lawal jayesinmi. iya oloja of oliwo odikan market, ikorodu west lcda for a ram""",normal,normal,normal,normal
78296905,"""**distress sale**   a *story building consisting of 23 rooms * is to be sold urgently *at ayoola sonuyi street, few houses to major onirugba road , ijebu ode, ogun state*   situated, lying and being on a *60ft by 120ft land dimension* #ogunstate #dbanj ##url",normal,normal,normal,normal
892,ìpínlẹ̀ ọmọlúàbí ṣe bí ọmọlúàbí wọ́n yan ọmọlúàbí,normal,normal,normal,normal
78294528,"""nigerian government shey eni oloriburuku niyin ni... awa youth gan ti di rakitic moyin lowo #endsars #endbadgovernanceinnigeria #foolishpartyinnigeria""",abuse,abuse,hate,abuse
78295278,"""emi ati iya ati gbogbo obirin ile yi ni olosho omo ale jati jati... ##url",abuse,abuse,abuse,abuse
1056,olódodo ni ògún ó kọ àrífín irọ́ èké ilẹ̀dídà òtítọ́ ni ògún dúró lé àfi kí ọkàn mọ́ sí ọkàn,normal,normal,normal,normal
78293970,"""bí wónbání eranko oní'wo ni yíó kan nipa,egbónán sébí ti ìgbín🐚 wááni?""",abuse,abuse,abuse,abuse
822,ayọ́niwò = spy ní àwọn ayọ́niwò nínú ológun bokoharam has spies in the military,normal,normal,normal,normal
78296302,"""you people do too much, ori é tí gbale, how can say this to someone's mother. no limit to this stanship, so na wizkid send you this nonsense. ọmọ ale jati jati. ##url",abuse,abuse,abuse,abuse
78294866,"""ę fi mbarak silę ko ma ba radarada ka. bobo to nfi hustle sere ni, omo inu ę loma pada ma fun ni raba. #punchline #hustlehard #nosleeplive #nairamarleytickets #nairamarley #marlian #marliansfest #marlians""",abuse,abuse,abuse,abuse
78296989,"""the girl or bot account is run by a omo ale jatijati, omo iran ki iran @username ##url",abuse,abuse,abuse,abuse
821,àwọn ìjọ kátólíkì núú àwọn èrò kan ṣẹ̀ṣẹ̀ rìn kọjáàlùfáà wọn gbé àgbélébùú kọ́ èjìká àwọn ìjọ tò tẹ̀lé e,normal,normal,normal,normal
78294620,"""@username èpè nlà níí wọ́n sẹ fún àwọn ọmọ pétérù giringori alias lienus obi. èlèyì kọ́jà àf'ẹnù sọ 😢😷""",normal,normal,hate,normal
78296695,"""we launched our new shawarma packaging look today 💃💃💃💃💃  paper bag @username is your sure shawarma plug in ìjẹ̀bú-òde 🎉🎉🎉  all glory to god 🙏 @ ijebu ode ##url",normal,normal,normal,normal
78293922,"""oloshi oloriburuku. ko ní dá fún é ##url",abuse,abuse,abuse,abuse
1274,àṣẹ̀yìnwá àṣẹ̀yìnbọ̀ ara ìyá yìí yá ọ̀rọ̀ tó ń lọ ládùúgbò báyìí ni pé ọkọ ìyá yìí ló fi àgàná ṣe ìyàwó rẹ̀,normal,normal,normal,normal
90,afọ́jú ń gbá bọ́ọ̀lù,hate,hate,abuse,hate
1486,orín ni mo máa ń kọ́ọ́ lò bí mo jí lóòwúrọ̀ búrọ́ọ̀ṣì bí mo jẹun tán koko leyínìn mi le n ò sí lárun ẹnu ṣé kí n ṣí i,normal,normal,normal,normal
78295032,"""""...adójú tini ọmọ àlè."" #youryorubahumantranslator #yoruba #africanlanguage #locallanguage #translation #translator""",hate,abuse,abuse,abuse
78294319,"""@username oloriburuku ni gbogbo yin. ninu gbo rigbodiyan yi, ogun ibalopo lo bayin...e yin were.""",abuse,abuse,abuse,abuse
1301,jẹjẹ ni wọn gbé ẹbọ sí oríta  ọmààlè kan dẹ lọ fi ẹsẹ da nù ọjọ o tọjọ alákọrí di ẹrù àgbéká o ní ìyáálé ìyá òun ló ń ṣe òun àti arindin tó ní àwọn wo ni wọn n pè láyé àti afọ́nú tó ní kínni ń bá àwọn ọ̀jọ̀gbọ́n lẹ́rù wọ̀ọ̀ ni kòtò pẹ̀lú òwú aláǹtakùn,abuse,abuse,abuse,abuse
1214,alakikanju ọlọ́pọlọ pípé àti olódodo ọ̀dọ́mọdé ni yẹmí jẹ́ nínú ìtàn àròsọ yìí tí kọ́lá àkínlàdé kọ kíni ojú rẹ̀ rí nípa ìsọdodo àti ìwà òtítọ́ tí ó ń hù kíni ìgbẹ̀yìn yẹmí ǹjẹ́ òdodo gbèé,normal,normal,normal,normal
1233,orò tí ó jẹ́ agbèfọ́ba àti agbófinró ni a fi ń mú ìyá aṣeburúkú tí ò níwà rere sí ọmọ aráyé gelede yoruba iwd iseselagba,normal,abuse,normal,normal
1315,kò lè burú títí kó má ku ẹnìkan mọ́ni ẹni tí yóò kù la o mọ things can never be so bad that one will be left with no one but who he or she will be is what one may not know keep hope alive you are never alone it only seems so,normal,normal,normal,normal
78296083,"""the beauty and diversification of language is so wonderful!!! funny enough olukumi in ijebu means a bossom friend, ore kori kosun!!! ##url",normal,normal,normal,normal
423,bí ó ti wun ni là ń ṣe ìmàle ẹni bó wun lèmọ́mù á fẹlẹ́dẹ̀ jẹ sààrì,normal,hate,normal,hate
1338,take it in osu kesan osu je osu pataki fun wa gegebi awujo idi ni pe a maa n fi gbogbo osu na soro nipa padi eje to dabi akoro the th month is a special month for us as a society this is because we use the,normal,normal,normal,normal
1121,ohun tí o bá ń gbọ́ lemọ́lemọ́ ni o máa pàpà gbàgbọ́ michael kórà,normal,normal,normal,normal
78294031,"""~ó sú mi, ó rẹ̀ mí kìí se ọdẹ nítorí ẹranko tí ó bá se iyè méjì òhun ni ọdẹ ńpa. ~ i am jaded, i am fed up does not go about hunting because only an indecisive game accidentally fall victim to the hunter. ~only with a relentless effort can someone achieve something laudable ##url",normal,normal,normal,normal
78294825,"""@username oh sorry, aunty se olodo niyin ni ma? 🏃🏼‍♂️🏃🏼‍♂️🏃🏼‍♂️""",abuse,abuse,abuse,abuse
121,àìnísùúrù ìnàkí ló sọọ́ di ará inú igbó  gorillas impatience is what made it an inhabitant of the forest  be patient impatience can exact a heavy price yoruba proverb,normal,abuse,normal,normal
78296467,"""ori won ti daru sef....rada rada ##url",abuse,abuse,abuse,abuse
78294800,"""@username am from orirun yoruba....... ile-ife ibi ojumo ti n mo waye. awa olomo olodo kan oterere awa olomo olodo kan otarara awa olomo olodo to san wereke to san wereke, to de eyin kunle oshile to damata. oni pele won o gbodo bumu alabaja ko gbodo bu wese. ##url",normal,normal,normal,normal
12,awodi jeun ku fun eyele orofo jeun ku fun awoko dun nii ede,normal,normal,normal,normal
78294228,"""awan oloriburuku children of hxate 😂🤣 ##url",abuse,abuse,abuse,abuse
78294604,"""forget about the money 😂😂😂 shó yá wérèy ní 😂🤌🏽💔 ##url",abuse,abuse,abuse,abuse
78293900,"""olowo n shey òrẹ́  olowo  oloshi n shey ọ̀ta arawon""",normal,normal,abuse,normal
1403,àwọn irúnmọlẹ̀ lọ́kùnrin wọ̀nyí dáhùnwọ́n la wọn kò fi ìmọ̀ ṣe ti olódùmarè wá á pa á láṣẹ fún wọn ó ní kí wọ́n padà sílé ayé kí wọ́n ó lọ fi ti ọ̀ṣun sẹ̀ngẹ̀sẹ́ olóòyà iyùn ṣe,normal,normal,normal,normal
78294817,"""whatsapp tife s’omi di olodo fa who asked me to update self oti daru o""",abuse,normal,abuse,abuse
589,bí ṣágbuà òkúbọ́nnà àti àwọn ará ìlú ṣe ń ṣàtúnṣe sí odi ìlú méjì ti àríwá ìlàoòrùn kò jẹ́ ṣíṣe gbalaja ló wà àwọn òṣìṣẹ́ ìjọ ọlọ́run bíi ọ̀gbẹ́ni crowther kò leè jà àdúrà ni wọ́n gbójúlé láti borí ogun,normal,normal,normal,normal
78294158,"""shina ni ko ma shey kiri tl.. oniranu buruku 😒 ##url",abuse,abuse,abuse,abuse
78294970,"""@username gboripongba furo iyalaya è onijere ,ofolomi efo nse ofo loma se, obo yi jere leyin oko onijere. ke san fesan ke wo fe wo, koni san fun è koni woo fun è. oloun abaye iyalaya é jeni""",abuse,abuse,abuse,abuse
78296214,"""some people gbola go dey rise whenever they see that dog video 🤦‍♂️ aye yin ti baje 😂 especially those boys named; daniel, femi, david,etc oloriburuku omo ni yin😂😂 @username #doggy""",abuse,abuse,abuse,abuse
78296957,"""@username omo odo oloriburuku werey, oloshi, ewu , malu 🤣😂🤣😂🤣""",abuse,abuse,abuse,abuse
1622,Werey Omo igbo,hate,hate,abuse,hate
78296044,"""you must be an oloriburuku oloshi, its decent not descent 🤡🤡🤡 #bbtitans #bbtitans2023 ##url",abuse,abuse,abuse,abuse
78297091,"""oloriburuku ni e. o ni jere. abirun omo. fuck you. ##url",abuse,abuse,abuse,abuse
78296149,"""@username oloriburuku mashafani😂😂😂😂😂 part of our useless youth,walahi no near me oooo,i no dy fight person oooo,biko avoid me biko""",abuse,abuse,abuse,abuse
78294275,"""àwọn ọmọ àlè jatijati ##url",abuse,abuse,abuse,abuse
857,ó sì re ibi àgbà ń rè àwọn èèyàn ààsà kò fẹ́ kí orúkọ ààsà parun ni wọ́n bá sọ ibi tí ààsà kú sí ní ìrẹààsà bí ìgbà tí ń lọ ìrẹààsà di ìrẹ̀sà ààsà bí ọmọkùnrin mẹ́rin àti ọmọbìnrin kan ọkàn nínú ọmọkùnrin ààsà di òrìṣà odò èkoro ọmọbìnrin ààsà,normal,normal,normal,normal
78294019,"""orí gbogboyín tí dàrú danù ##url",abuse,abuse,abuse,abuse
78296080,"""oloriburuku ni gbogbo yin #fakelove #tiwa #tiwasavagevideo #tiwasavage #tiwasavageleakedtape #endsarsmemorial falz dj switch sega #viral #trending #trend #naija #tiktok #tiktokviral ##url",abuse,abuse,abuse,abuse
1533,You're already a failure and failures have nowhere near Lagos treasuries. Sanwo-olu shall win. Lagos need no olounraye like you.,abuse,abuse,abuse,abuse
78294109,"""@username eleyi wa le ni o sinkan""",normal,hate,normal,normal
78294239,"""@username awon family lo bawi. oloriburuku  you think you can insult and i will let it slide. anuohia bring it on which lang do you prefer igbo or yoruba. kitikpa racha gii anya akwuna oku ##url",abuse,abuse,abuse,abuse
78294150,"""@username awon baba ati iya ni ile ni omo ale  u bastard""",abuse,abuse,abuse,abuse
78296610,"""oloriburuku eran oshi ##url",abuse,abuse,abuse,abuse
78294834,"""omo, o ti re body yii lati ana 😓😪 shugbon, ola ni ojo aiku...🤧  mo need lati sun dada...nitori pe, ori ti'n fo mi radarada oshi bayii! 🤕  kilode gan na? 🤒 ##url",abuse,normal,abuse,abuse
78295230,"""@username oloriburuku niyin sir""",abuse,abuse,abuse,abuse
914,mo fi déédé ìwòyí kí amòfin àgbà babátúndé fáshọlá kúu aráfẹ́rakù bàbá wọn ibrahim adémọ́lá fáshọlá tó dolóògbé lónìí,normal,normal,normal,normal
78296703,"""e wo bi awon eranko she pa iyan danu.  ha! ikule a bi ya mo o""",normal,normal,abuse,abuse
78293868,"""@username alaye bàjẹ́ ọmọ ìrankíran, k'ofo dànù""",abuse,abuse,hate,abuse
78294450,"""@username ibile ni awon eleyi 🙏🏾""",normal,normal,normal,normal
78295538,"""i think by now everyone should know that all this yeye leader are the one supporting bokoharam, just ordinary protest you fill the town will oloriburuku solder that will die of penury and poverty......oriburuku government #buhariresignnow""",hate,abuse,abuse,hate
270,ọ̀rọ̀ àpọ́nlé adverb it is a word that modifies a verb adjective in a sentence ìdòwú sá lọ ráúráú ìdòwú runs off completely eré náà tètè tàán the race finished too quickly igi ìrókò náà ga gogoro the ìrókò tree is very tall,normal,normal,normal,normal
1264,ihun ọ̀rẹ́ẹ̀ mi ṣe ma a ṣe kò suọ̀n bí a ó wàwòkọ́ṣe ẹ jẹ́ kí ó jẹ́ ti rere tí yóò fún ni ní ìwúrí kì í ṣe ti apọ̀dà,normal,abuse,abuse,normal
1249,oro kanka oun talatosi se to fi katosi okobo kii se e ẹ̀sín alátọ̀sí kò sí lọ́wọ́ òkóbó,abuse,abuse,normal,abuse
78296437,"""the disrespect! calling a state leader an 'eleyi' is the height of arrogance for baba tinubu. dapo abiodun and the people of ogun deserved better.  it is done• #asuu• eleyi• #peterobi2023 • buhari• tinubu • #apcprimaries • chioma • dapo abiodun• ribadu • #takebacknaija ##url",normal,normal,normal,normal
1201,tori akata la fid a yangan tori eya laa ko yanju,normal,normal,normal,normal
947,wọ́n ní ìjọba àpapọ̀ ò gbà fún faṣola nígbà tó fẹ́ tanná sí àwọn títì tọ́n wà lábẹ́ àkóso àwọn ìjọba àpapọ̀,normal,normal,normal,normal
78294613,"""omo ologo (omo ologo) omo ologo (omo ologo) won fe gbogo mo mii lowo awon olofo (awon olofo)...""",abuse,abuse,abuse,abuse
78295537,"""@username 9ja can run this too but our governmental families rolling us won't let be done awon oloriburuku gbogbo  olurun ma mu aye su'yin be se mu aye su'wa""",abuse,abuse,abuse,abuse
78296552,"""kanipe igba aiye moses la wa, gbogbo eleyi o ni le shele o. 😭. the days when the law ruled, not grace.""",normal,normal,normal,normal
78294255,"""i swear, àwọn olofo ##url",abuse,abuse,abuse,abuse
78294580,"""hbd teemoney,olowo ori atoke ade,ejire ara isokun,edunjobi omo oba,omo ishamuro eeriwo,sapokun sapode,osapo ileke rohun ko owosi,omo ita logben,omo ajalorun ijebu ife,omo won ni ijebu igbo olumolusi oke agbo obeje,omo igbo kurukuru iija fesepale,boya aditire,omo balogun ishamuro ##url",normal,normal,normal,normal
178,ẹkùn bẹ̀rẹ̀ sí ní rí ìyàtọ̀ láàárin ẹranko àti èèyàn lára ọmọ àgbàtọ́ rẹ̀,abuse,normal,abuse,normal
78294640,"""soro soke werey!!!!! ma fo gbogbo egun to wa lara mi fun ile mi....orile ede mi..  🚫⚠️ @username 💯 gbagbe oshi ❌ #endsars   #medisinemusick #standardproceduremovement @ standard procedure movement ##url",abuse,abuse,abuse,abuse
872,ògbólógòó agbábọ́ọ̀lù gidi,normal,normal,normal,normal
78296639,"""@username we know why you didn’t support him. stop disguising, oloriburuku omo ale.""",abuse,abuse,abuse,abuse
78294909,"""public presentation of hallmarks of labour book 11 featuring professor ibrahim gambari; professor bolaji akinyemi; dr ogbonnaya onu and professor joseph irukwu authored by chief patricia otuedon-arawore held at nigerian institute of international affairs, victoria island, lagos ##url",normal,normal,normal,normal
78295018,"""@username ijebu ode,ogun state onipan,lagos state""",normal,normal,normal,normal
78294004,"""back to sender to you, your family and your entire generations  olosho, olote, oloribu, oloribu, omo ale, omo jati kate, olofo, olodu rapata  see as you black like burnt 😂😂 sacrifice like your fave  #adekunleolopade𓃵  #bbnaija  #bbnaijaallstars ##url",abuse,abuse,abuse,abuse
78295399,"""@username awon oloshi oniro ofo""",abuse,abuse,abuse,abuse
78296172,"""oro asiwere loma n yato... jijo ni ti ologbon. most of our means of production are still largely in the guild system phase akin to the pre industrial age of the 17th century in the west. #africa rise up! #nigeria rise up! #ilorin will rise and we pledge. believe that! #ilorinni ##url",normal,abuse,abuse,abuse
78296328,"""@username omo ale jatijati,oloriburuku omo ofo,to hell with you and your generation,.......mumu boy,you better go to school,nuisance""",abuse,abuse,abuse,abuse
78296490,"""@username by the way @username this is taiwo doing a bit of reminder for the poor man. 🤣🤣🤣. obirin buru gan.""",normal,hate,hate,hate
78293932,"""@username oloriburuku say na crime for someone to go against your candidate ni?? ayie ti baje danu oloshi omo jatijati""",abuse,abuse,abuse,abuse
78294250,"""they complain that your whatsapp status updates are always too many but they always view each and every one of them... àwon alágàbàgebè òshì(hypocrites)🙄""",abuse,abuse,abuse,abuse
78296198,"""ori e lo gbale ... weyrey omo ##url",abuse,abuse,abuse,abuse
476,mi ò ní ọ̀pá ìtilẹ̀ jẹ́ nǹkan ìjoyé o ohun mo sọ nipé àṣẹ ńbẹ lára ọ̀pá ìtilẹ̀,normal,normal,normal,normal
1493,ka feyin sapa otun katun fi eyin sapa osi kawa feyinrin latibi de iseyin eni to ma yin ni ayin ni eni oni yin ni ko ni yin ni,normal,normal,normal,normal
330,ominú kan ọ̀gọ̀rọ̀ ènìyàn nílé lóko lẹ́yìn odi nigba tọ́ gbọ́ ìròhìn ìbànújẹ́ pé àwọn alágbára ayé fọ́wọ́ agbára gbá ọláwálé lójú,normal,normal,normal,normal
78294084,"""@username ~ wón ńpe gbogbo ẹranko tí ó ní ìwo, ìgbín naa ńyọ jú. se bí ti ìmọ̀ràn ìgbín ni? ~ all animals with antlers were summoned and the snail thrust itself into attention. was reference the like of antenna on its head? ~ ta lo mo okolo e loyo.""",abuse,abuse,abuse,abuse
34,àmọ̀tẹ́kùn ti lé àwọn ọ̀daràn tó ńda màlúù kúrò ní aleniboro ní ìlú ṣakí ní ìpínlẹ̀ ọ̀yọ́ nítorí aburú ọwọ́ wọn fulani abuja amen what god captain universities zobo ginger deji,abuse,abuse,hate,hate
78294298,"""not supporting stealing o but thief is different from thief..  alaye just shut up. rada rada  rounroun yama yama iranu oshi oniranu kotonkoton katikati rederede  bo se ri bi gele mama kofo  afi bi amstel malta  rubbish""",abuse,abuse,abuse,abuse
78296074,"""aunty mi eyin l'enka oro won kun, olofo l'oun binu ologo.  ade ori okin ni omo balogun...... ##url ##url",normal,abuse,abuse,normal
78294360,"""@username oda wi pe oloriburuku ni padi yinn oo..aye eleyi ti baje fa""",abuse,abuse,abuse,abuse
78295646,"""are you still thinking why this country is not settle? it's because there's a lot of bastards   in this nation. and yoruba said"" ile ti oun ba toro, omo ale ibe nio ti dagba"" if the house is still settling, that means the bastard in it has not grown. ##url",abuse,normal,abuse,normal
