id,tweet,anno1,anno2,anno3,anno4,label
1572617590236934144,#Nabad &amp #amni ku yimid isku-tashi isla-tashi iyo wada-tashi ayaa waara . Nin (qof) aan dhididin ma dhergo nin aan shaqeysan shaah ma cabo xaglo laaban xoolo kuma yimaadaan . Dhammaan orahyadan waxay mujinayan in horumarka guud &amp kan gaarka ah ku xiran yihiin sidaan u dadaalno.,normal,normal,normal,normal,normal
1618898608757297153,Buurihii Puntland Somalia ayaa hadana kuwa kale oo argagixiso ajnabi ah lagu dilay Dalkeena ayaay qarax iyo ineey na laayaan u yimaadaan qashinka . URL,abuse,abuse,normal,normal,abuse
1613694803585433603,@USER Heybadlle Faarax macallin Odey Soomaaliyeed ayaad tahay xog ogaal buuxana u ah dhibta heysata Dalka isu soo dhawee wallaalaha Soomaaliyeed . Oo noqo mid u hiiliya taariikhdana gal Ama iska aamuus hebelaa xun &amp hebelaa fiican ku haay .,normal,normal,normal,normal,normal
1535625785058410496,@USER ugu yaran malayin shacaba dawade Media ha kala duwan sacado gudahod lama xaqiri karo saameentiisa iyo umada somaliyeed ay ladhacsan geysinamadisa isku kalsonanta damiirka isku kalsownida Aya laraba in sida madax lowga dile in lowgadilo umad dhan laga mayo ine nawada sameso sunta,normal,normal,normal,normal,normal
1613911481526935552,@USER Horta CCSH ma ogtihiin inuu marmar runta Ilaahay ku ogyahay uu sheego? Waxaan ka yaabay maalinkii uu runta ka sheegey inuusan Farmaajo xoolo xadin . Waa intaasoo uu kala sii dhowaado uu uusan ka biqin inuu ka run sheego waxa dalka ka dhacaya.,normal,normal,normal,normal,normal
1607019691037581316,Mudane Agasimayasha bal badal marka hore kadib ayad heleysa cilada jirta 4 Sano Kuwa American iyo Yurub jooga oo Musharraf qata ayan naqana ee Horta Wasarad kasta shaqalihii aan so xadirin December 2022 Waa in la xiraa Lacagti u qadan jiray Runtu waa taas mudane URL,normal,normal,normal,normal,normal
1611815440866574338,@USER Inta hal naga noolyahay argagixiso kuma naaloon doonto dalkeenna diin sheydaanna lagama faafin doono.,normal,normal,hate,normal,normal
1572120363294769152,@USER Mugdi iyo madaw ayey gashaa somalia marka uu ninkan hogaanka u hayo wakhtigii hore uu madaxwaynaha ahaana meeshii uu maydka u sujuudayy ma kenyay ahayd horta . Allahayaw hana dullayn dulli duuli!!!!!,abuse,hate,hate,hate,hate
1584913777723691008,Allaha u naxariisto xil.Juweriya subcis dadki soomaaliyed EE waxyeeladu kasoo gaadhay falka foosha xun ee ka dhacay garoonka diyaarada ee garaad wii-waal Alllaha caafimad degdeg ha siiyo Arintaan Waxay meel ka dhac ku tahay sharafta iyo karaamada umada soomaliyed DDS URL,normal,normal,normal,normal,normal
1579340384396017667,Allaha Jannada kaa waraabsho Shahiid Madaxweyne C/rashiid Cali Sharmaarke . Gadaashaa Qarankii wuu liicay oo meel xun baa la geeyey . Masiibadaa ilaa iyo maanta kasoo kabashadeeda baan ku jirnaa.,normal,normal,normal,normal,normal
1609842154687418370,"@USER Xariifoow kuraajo idinkoon lahayn oo ""HAG"" ah horjoogihiina HSM iyo Soomaali haloo kala garqaado.Neerfaha isagoo ay ku kacsan yihin dareemay sheekadi UNUKAA leh ay usocon waysay ayuu hadda Soomaali soo xasuustay saa waa mar xeero iyo fandhaal ay kala dhaceen!#Muqdisho #Somalia URL",abuse,hate,hate,hate,hate
1567966588170543109,@USER Ilaahay haku duleeyo munaafaq yahow bila damirka ahi ee arxanka darani . Damiir laawe shalay markii Hargeysa la duqaynayay kabbo qaad bad Siyaad Barre u ahayd 1994 kii ina Cigaal bad kabo qaad u ahayd maantana kaligii taliye Muuse! Ilaahay nolosha haku dhaafiyo,abuse,abuse,abuse,hate,abuse
1576399077784580096,@USER Madaxweyne xasan sheekh maxmuud Shoqo aad u culus development iyo Dhaqaale raadis ama argagixiso la dirirWaa shoqo adag waxaan idiin rajeynaaAll the best succeses iyo barwaaqoKu waaraan shacabka somaliyeed,normal,normal,normal,normal,normal
1555401640923918337,@USER 1-caqiido ahaan ayuu ula dagaalami kara al shabaab2-80 al shabaab caruurta dabka ku shubto waa reerkiisa waa nin awooda inuu ka soo saaro al shabab.3 - waa nin og meelaha dhaqaaluhu u soo maraan iyo shaqsiyaadka masuulka oga ahIntaas iyo ka badanba waa looga fa'idaysan kara,normal,normal,hate,hate,normal
1550456031876190208,@USER Mucaaradnimada waa in aay ku saleesnaanto dhisida wadanka ee maaha qof hebel haduu yahayba waxaan ku ahay mucaarad.,abuse,normal,normal,normal,normal
1588436192831639553,@USER Dadka ha danbaaajine axadkan sharaf iyo karaaamo tooona malahee ummada kaqari arragiisa . Nin tuugnimo iyo boob ku suntan baad 24 sac dadka hor keenaysaa . Ceebtiisa naga qari marka saiwrkiisa la arkabaa dhaqankiisii foosha xumaa ayaa qalbiyada daka kuso dhacayaa subxaanka!,abuse,abuse,normal,normal,abuse
1581138777933635584,@USER Dhibta ugu wayn waa in diinta saan u rabno ugu dhaqano . Intuu xoolo xado buu 10 jeer xajka tegayaa kaa salaad badanyahay balse salaadda tuuganimada ka celin wayday in aanay salaad la aqbalay ahayn waa kuu muuqataa.,normal,normal,normal,normal,normal
1614961602658279425,@USER Hadaynu isku soo dhacnay markaan kaaga dafiray baad kaygii aqbashay markaad qirtid is xasuuq Laascaanood ka dhacay baan ana qirayaa ka Hargeisa,normal,normal,hate,hate,normal
1539414141114384384,Waxaan Daawaday waraysi laga qaaday calooshii ushaqayste madobe waxaan ka fahmay kaliya cuqdad cadho iyo Tiih Inkastoona hadalkiisa xikmad ka fahmin oo luuqada Ku adagtahay hadana wxn dareemay inuu Yahay 90 jir Iimaan laawe ah Cadho iyo Ciil badan hayo Dalkii tuugo ciilan qabsata URL,abuse,abuse,abuse,abuse,abuse
1616869806518505472,@USER Nabadda aad sheegeysid indr hargeysa iyo berberaad ku haysataa . Laascaanoodna 10 kii sano ay SL joogtey dil boob xasuuq gumaysi mooyaane wax kale luguma arag . Haddana cid kalena kama taline dadkii dhulka u dhashay baa dantooda gartay waxba yaan cid kale lugu marmarsoon.,normal,hate,hate,hate,hate
1548809913446670337,Siyaasiyiinta Soomaalida gaar ahaan kuwa hadda xukunka dalka gacanta uu u galay markaad fiiriso sida ay ugu nugul yihiin propagandaha Matt Bryden waxaan isdhahaa ninka raggan ma mid mid ayuu intuu u saqraamiyay kadibna uu video-yoyo ansha xun ka duubay oo waaba dad handadan.,abuse,normal,hate,hate,hate
1539945607451885573,@USER Marka horeba agagixiso ma jirin ayaga ayaa sameeyy hada ayaga ayaa amanaya . Somalida waxa ka khaldn in qof walalkod la yiri waa argagixiye way rusmeysten lkn wa been . Taliban 20 sano argagixiso ayy ahyd mantana waa taa cid hysato ma jirto . Marka isfahmku wa muhiim,normal,normal,normal,normal,normal
1564678811425333248,@USER Nabiga SCWSM wuxuu Leeyahay qofkii ka shekeeya wixii xaafadooda banaanka kaga shekeya waxaa ay a mid yihiin dameer banaanka isku damcay iyagana mathalkaas ayay qaadanayaan,normal,normal,normal,hate,normal
1605916352035934210,@USER Guul ayaan u rajeynaa inta wanaaga jecel oo ka shaqeeyo wanaaga dalka dadka diinta si qaas ahMDHSM target kiisa ha ahaado in shabaab wadanka ka saaro lkn yuu ku mashquulin lafta garen iyo dani waqtigiisa inta badan hagaliyo shabab waxaa tageri dona umada Somalia MD 3 ayad noqon,normal,normal,normal,normal,normal
1543917034026811392,@USER Dadka . Waxkasta oo ay inooso tabiyaan qaadanaya sow ma nihin . Inagu miyeynaan oran karin dowlada islaamiga ee afganistan . Ama marka qof . Islaam sheeganaya uu wax laayo . Sow ma dhihi karno . Qof . Diinta u gafay oo xadkeeda dhaafay,normal,normal,normal,hate,normal
1617905999008137219,@USER Waa #Daarood Madaxweyne HSM ayaga oo heyb ahaan u neceb ayey Soomaalinimo ku sheekeeyaan ka xun HSM guulaha uu gaaray sida uu u wiiqay #Khawaariij uga xureeyey 15 sano kadib #Hawiye territory . Kiiska Laas Caanood waxa uu ahaa in HSM &amp SL liis tuso kadibne lafashiliyo halganka AS.,abuse,normal,normal,hate,normal
1551170220190011393,@USER Qabyalada wale waxa xun aye Na baday dil dhac kufsi xaqiraad iyo xaqaaga oo lagu siinin !?! Somali wax ay isku geesatay dad isku geestay ma jiraan wallhi,normal,normal,normal,normal,normal
1611280112556679168,@USER Mahadsanid abwaan Codkale ayaan dhagaystay adigoo Xaqa iyo Baadilka kala soocaya Nin Aragti iyo waayo Aragnimo aan ku Tuhmaya Tahay Tan Qabiilka marka laga Tago Qadiyada reer khatumo sidaad u Ixtiraaamayso aad ayad ugu Mahadsan tahay dadkuna isku Aragti maaha,normal,normal,normal,normal,normal
1619027436259385344,@USER Daarood in Ethiopia is under Abiy Ahmed Daarood in Kenya is under Ruto . Oo amar Daarood kama shaqeeyo . Yemen &amp Oman warkeedaba daa . Caqliyadda ReerKoraad waa tanaa . Soomaalia waa ku filnaanweysay dhul ahaan inta uu ka dago &amp dad ahaanbo . Tiro aan tayo laheyn Hawiye is majority .,normal,hate,hate,hate,hate
1557286280559529984,Marka hore wiil iyo caano marka xiga erayga aad ledahay waa inaad la xishota wilkan riyadeyda aha baan gursaday waa intu oran laha wilka ayad la booday ha noqon indho adagtii ka Booday arooskeda URL,normal,normal,normal,normal,normal
1583748071133163521,Isku day dadku xun xun inad wanajis blse ha isku dayin inaad qof xun noqoto marnaba xitaa hadii lagu xumeyee URL,abuse,normal,normal,normal,normal
1537103792394625027,#Hambalyo Ra’iisul wasaare #Xamsa Cabdi Barre allaha kula garab-galo xilka culus ee luguu dhiibey waxaan umadda soomaaliyeed ka codsanayaa in lataagyeero dowladnimada.,normal,normal,normal,normal,normal
1561424862727503876,@USER TikTok dadka waalan aa loogu tala galay waa sax!,abuse,abuse,abuse,abuse,abuse
1583171816188583937,Alshabaab waxaan rabaa hal arin in aan usheego walalayaal Hadad tihiin dad diidan galadada iyo gaalo raaca Marka koowad hubka dhigaOo idin kooshicib ah dadkaUmuxadareya masajid yada kashega war dhaqan kaan in uu xun yahay idin koo qori iyoQarax yoo samen waa qaliibta dadka in,normal,normal,normal,hate,normal
1566836368638083074,@USER Allaa kariim! Oo ma cid Somaliland matasha oo ay Somaliland soo dirsatay ayaa idiin timaadda?! Dhamaan inta Somaliland kasoo jeedda ee xamar joogta ee maanulka xamarna ku xumaynta Somaliland xilalka ugu taxayba Hargeisa ayay ku maalgashadaan waxay xamar kaso helan waana shaqotag.,abuse,normal,hate,hate,hate
1573064712442585093,Baahane waxaan umalayn fariint ayuu dirayaa waan jogaa nayrobi yaa irabay @USER nina yuuna baxsan anaa og fulay weeye isla cawa inuu guura macqul ah xoolihii dadka somaliyed ka boobay ayuu meel latago layahay URL,abuse,abuse,hate,normal,abuse
1583144008192495616,@USER Marka hore siyaasigu wuxu leeyahay in yar oo xoolo u ah isaga wana inta codka siisa ama u guul wadaysa.,normal,normal,normal,hate,normal
1606299101783416833,#somali ugu kalaay #kursi laysku dhajinaayo marka uu wakhtigu ka dhamaado #dhaqan aad u xun oo ah xaqiraad caadiya Ugu damabaystana taas baa keenta isku #dhac #qax #silic,normal,hate,hate,hate,hate
1542461900113551363,@USER Kheyre nin wanaagsan ayaan umaleyn jiray mxu hadalkaan aan xikmada laheyn oo naceybka iyo qabyaalada kabuuxa raali ooga yahay? War waxaan aadku hadleysid wax wanaagsan maahan qof daho xata kuma jiro miya? @USER,abuse,abuse,abuse,abuse,abuse
1541337391750848512,@USER Xoriyadd iyo gobonimo . Wiil Daarood ah oo laangaab ah oo miyi ka yimid Nin Isaq ah oo xadaaradii Cusmaniyinta kasoo jeeda miyuu Hargaysa ugu taliyaaa maanta . So waxa dadkayga loo qabtay ugu badan waaa XORIYAD iyo Gobonimo . Idinku tii qaraabada Inay soo noqoto ayaa rabtaan . NO,abuse,hate,hate,hate,hate
1543332226271793152,Passport ka somaliga oo laga saaro systemka maxay ka dhigan tahay? Aragtidayda waa uun inaadan somalia ku iman karin ama uga bixi karin . Ilaa inta uu ka dhacayo mesha rabtid ayad ku mari kartaa . Waxa is cebeyey Ninka u isticmalay Hub ahaan wax dadka badankii iska turaan.#Somalia URL,normal,normal,normal,hate,normal
1556345226591084545,Waxaan arkayay inamo badano xanaqay oo leh casaanki iyo marinki xagad kagaga tagtay markan amaanayay inamada madaw clearkaasi waa dokhayga uune Aniga xita kaygu waa mariin #waasalaman yihiin hppiyal #nafyar URL,normal,normal,normal,normal,normal
1592930103683874818,@USER Jaalle Mohamed Siyad Barre argagixiso Ethiopia lagasoo hubeeyay ayuu la dagaalamayay ee Muse Bihi yuu la dagaalamayaa? iidoorow ilma adeerayaal meytida haidinka nabad gasho idinka sidaad rabtaan isku eryada . URL,abuse,normal,hate,hate,hate
1611411871541641220,Waa shakhsiga ugu xun ee aan aqaan Ronaldo oo looga digey waxa uu kala kulmi karo macallinkiisa cusub URL via @USER Media,abuse,abuse,abuse,normal,abuse
1576263432902389760,@USER Waxu isku darsaday xoolo nimo iyo jaahil nimo uffff Qarax Quute,abuse,abuse,abuse,abuse,abuse
1582791316894670848,@USER Haddii @USER ay AL SHABAAB la dagaaleymo 5 sano oo lasoo dhaafay la dagaalami laheyd dagaalka dowladda soomaaliya hogaamineyso waxaana hogaankiisa ah @USER Waxaan ku faraxsanahay inaan ka simanahay in AL SHABAAB iska dulqaadno taageer @USER adigoon cidkale caayin.,normal,normal,normal,hate,normal
1581386408547168258,Waxaad aheyd qof masul ah waaya joogna u ahaa xaaladaha kala duwan ee dalka una soo tartamey xil gudoomiye Baarlaman noqdey wasiir heer federal ah sharaf iyo maamuus ayad ku laheyd umadda Somaaliyeed balse aragti qaldan ayaa qadatey . Sorry buuga taarikhda ayaa gashay mahadsanid . URL,abuse,abuse,normal,normal,abuse
1594767344370438144,"@USER Buugoodan ay ula bexeen ""Barnaamij Siyaasadeedka Xisbiga Kulmiye 2017 2022 marka la horgeeyo inkasta oy indho adag yihiin misana waxa ay ku hadli lahaayeen ayaan ka fikiraaa wlhida . URL",normal,normal,normal,hate,normal
1559198155417288705,@USER Waa xaafad.Caqliga xoolaha ku shaqaaysa goormuu diilaanyona fulayga noqday muusoo sabaayada dubihiray.oo askartii idaacada baligubadle ilaalinaysay isku sawirijiray geesi noqday.ilaa wadaad ilaa journalist ilaa wariye.Waa dad kufaara aan isqaban.What a nijaas heego Huuro,abuse,abuse,abuse,abuse,abuse
1590693381428359170,Waa saddex Alla iyo Rasuulkiisa mid ay lacnad ku rieden iyo mid munaafaq ah oo darakada jahannamo ugu hooseeyso looga yeelayo hooy @USER umad raali isaga noqotay inay intaa hoggaankooda iyo hogatusaaliyahaba ka dhig taan ii sheeg xagee Ku dambayn doonaan? URL,abuse,normal,normal,hate,normal
1574758553449111554,Waali weeye hadiiba 2022 la inkiraayo wixii ka dhacey Somalia oo burbur ahaa xasuuq ahaa . Dhac ahaa kufsi ilaa hada hantida Qaranka iyo tan Shacabka la heystaa oo Xasan Shiikh kalahaa USA gudi baan u sarayaa dib u heshisiin iyo dadka hantidooda la heysto . Inkiraad . Com URL,hate,hate,hate,normal,hate
1613984593174220800,@USER Marka laga hadlay dal la gumeysta iyo marka laga hadlo dal xor ah isku mid ma aha . Ib . Dherere wuxuu ka hadlayaa dal xor ah oo cadaalad qaran u baahan sida dalalka Afrika u badan tahay . Ogadenya waa dal gumeysi ku jira . Mic ii furmi waayay.,normal,normal,normal,normal,normal
1617388122588991488,@USER Kuwii ka dambeeyay maxay Somali nabad oga dhigi’waayane? Waka Ethiopia manta TPLF way la heshiisay . AlShabab waa Hawiyo iyo Issaq miiran . Hawiyo dhaxdisa ma heshin karaa? Kadib Somali lama heshiin kara? Gabdhihi Somalida jareer iyo Jumakan ayaa watay . idinkana Siyad un ka shekeya,normal,normal,normal,hate,normal
1545687410272571393,@USER Qoraalkaas waxaa loogu talagalay dalka iyo dadka jabaan jabaaniiskana afsomali wax kumaaqriyaa .,normal,normal,normal,normal,normal
1552081081473581057,Kadib marka arkay dhaqanka xun eena ka fog wadaniyada iyo anshaxa saxaafada waxaan cawa iska saaray #Garowe_online @USER URL,abuse,normal,normal,normal,normal
1614735277792141315,Dagaalkii sokeeye 1991 Aun abshir bacadle ayaa arkay wadanka in ujiheyste jiho kale markasu yiri duqa dona ducuna ugu dara wana dubatene.Hatan waa farmajo dona ducana ugu dara.Halki laga ilalinayey xuquqda ma wadinka somaliyed aya halmar si foolxumo ah loga eryey 300 shaqale URL,abuse,normal,normal,hate,normal
1576524536933015552,@USER Sideeda ba marka meel fog la higsanayo dad badan oo muhiim ah ayaa bixi doona si ay ugaga tagaan kuwa ka dambeeya nabad iyo nolol ay ugu dhex noolaadaan dalkooda hooyo . Yeynaan ka dhiggin geerida walaalle Farxaan mid macno darro ah . Dagaalka wuu sii socon! Insha Allahm . Guul.,normal,normal,normal,normal,normal
1587134045657276417,Shirkadda Hass Petroleum ayaa ku deeqday shidaal si ay gacan uga geysato gurmadka degdegga ah ee socda ee looga jawaabayo weerarkii argagixiso ee ka dhacay magaalada Muqdisho . Gargaarkan waxaa lagu wareejiyay Guddoomiye ku xigeenka Banaadir State Mudane Cali Yare Cali.#Somalia URL,normal,normal,normal,normal,normal
1542494717614690307,wasiir gun ayaa kuheshay anaga karali galinaynaa mooryaanta isku kaacelisay boobka kuwaad udiiday weeye URL,abuse,abuse,abuse,hate,abuse
1604137694753280002,Waxaan ahay qani duunyad iyo xoolaha u wadhan yihiin banaanad oo bahal iyo tuug midan aan uga baqin URL,abuse,normal,normal,normal,normal
1617698729024274432,Saleeban hunbani oo shaqadii meel xun lagashay ayaa hadalkii shinbiraha bilaabay URL,abuse,abuse,normal,normal,abuse
1616383618431033344,3) Waa dad xaasid &amp quuriwaagu ku badan yahay waayo waxay ogyihiin inay deficit qabaanoo ma ogola horumarka qof kale xattaa walaalkii/walaashii 4) Waa dad aan si miyir leh ugu kuur galin waxa ay ku yaacaan oo Ilbaxnimo mooday liberal ka kuwa taageera ayagoo diin shhgta END,abuse,normal,hate,hate,hate
1609060325709746176,@USER Weliba gabadh ninkale qabo oo aan la furin buu mooryaan qol ugu xoreeyay si looga sinaysto Allah Kareem,abuse,abuse,abuse,abuse,abuse
1545035555171434497,@USER Haddi uu durdur iyo dabaal galo doofaar ma daahiro abidki marka uu xilka marka ay hawiye talada banaanka ka joogeen ayay farmaajo ku xumayen muujin jireen taagerida somaliland ee waxaan leenahay walawaynay xumaantina uu dhinta.,abuse,abuse,abuse,normal,abuse
1542391490919415810,@USER Kk intii aad dhihi lahad shacaabkanu somaliyeed waxa beertaa baraha fashaa ayad dunida laydaha shacaab dalkanu macluul ay heyso lacagta wasiirada iyo siyaasiyiinta ay musuq kudhacan ay lugu qaadikaraa qalab beeraha cagafcagaf balse karti malaha iyo waxqabad siyasada,normal,normal,hate,hate,normal
1552281941130592256,@USER Arintaane waxaan qabaa in ay tahay qorshe ay kuwa dhulkeena heysta iyo inta cadowga somaliya ku eh ay soo abaabulen oo ay kasoo dhaadhiciyen kuwa aan dalkooda diintoda iyo dadnimadoda aysan qiimo ugu fadhin waxeyna ogyihiin cid la xisaabtami karto in aysan jirin.,normal,normal,normal,hate,normal
1572133742667509762,@USER Al shabaab iyo mooryaan maxay is dhimaan waa isku mid 2baduba somalia ayay caqabad ku yihiin,normal,normal,abuse,hate,normal
1593008181525245952,@USER Madaxweyne Xasan Sheekh Maxmuud Inaad Shacabka Somaliyeed ka Badbaadisey Argagixisada isku soo Kaashtay in Somalia Sumcad Xumo Waa Wadan argagixiso waxwalbaKa ilaaliya in argagixiso iyo waxii lashaqeeyo lacag badanka sameeyaanShacabka somalia gaajo lagudilo Guuleyso,normal,normal,normal,normal,normal
1542212903352385536,@USER Waa midka ugu halista badan dhamaan V&amp P wuxuu galaa Qalbiga marka ugu danbeeysane waxaa qasaba inlagu karantiilo deeganka loo asteeyay ee lagu magacaabo Naar misna ka kooban todobo qeybood waxaana ugu caansan Jahanamo &amp Samhariira mas’uulna waxaa ka ah Maalig marna aan qoslin,abuse,normal,normal,normal,normal
1575766866139967495,@USER Mudane Xildhibaan Federal Cabdi Qowdhan marnaba ma ukuur gashay sababta @USER iyo @USER mashruuci biyoole ee Nov 2020 loo qoondeeyay Degmada #Boocame sababta loogu leexiyay Qardho Rabaable iyo Guud ahaan Gobolada Nugaal iyo Karkaar @USER URL,abuse,normal,normal,normal,normal
1612313505109086209,@USER Waxaan Soomalinimo ahayn ma soo kicin . Malaha sidiino kalaad dadkale mooday qof walba qabiil ku difaacdan . SNM qabyaalad ku dhisan oo shaar dowladeed soo xiratay.,normal,hate,hate,hate,hate
1568938787899691009,@USER waagii hore wadaad ayad ahayd oo dumarka waxaad kawaanin jirtay heesaha iyo waxyaabaha xun xun laakiin waayadii dambe adiga bilaabay hawshii,abuse,abuse,abuse,abuse,abuse
1610831848174944256,@USER Hadii genocide laguu geystay oo cuqdad qabiil la ildarantihiin oo dawladii siyad bare ee somali oo dhan ahayd darod iyo faqash u taqaanan anaga ayaaban dad cuqadadeysan dooneyne ordoo la go'a woqoyi galbed . Waa la i xasuqay buu ku leeyahy isagi ayaana xasuuq kale ka wada lascanod,hate,hate,hate,hate,hate
1613592858908295197,@USER Shaqaalihi Wazaaradda Gaashaandhigga ee larabay dadka in ay horkacaan ayagoo AS kaxeeladaysanaya ayey wejiyada qarsadenCali Jeyte reer tolkisa oo hadda daremay dabka inta lageliyey hadana looga baxay wxy dhaheen Kacdoonkii Xamar ayuu hoogaa sheekadu waa fashil . com! #Somalia URL,abuse,normal,hate,hate,hate
1549869693091168262,Agaasime @USER Waa Shaqsi Ay Ku Wayn Tahay Soomaalinimada Dawladnimada una Sii Dheertahay Dal Jacayl Amaano iyo furfurnaan Ku caan baxay Mid been abuur ka sheegaya ban arkayey oo Malaha shilimaad la soo siyey Waxaan leenahay dameer gaari wa faras Guulayso agaasime URL,abuse,normal,normal,normal,normal
1596814960264609794,@USER Sidoo kale ka shaqeeya shuurcda askeyneysa shafta iyo bedqabka gabdhaha marka ay shaqeyneyso sida xuquuqda marka ay uurka leedahay nuujineyso dalacsiinta iyo . Shuruucdaas oo dhan waa shuruuc wax tar u leh umada Soomaaliyeed.Walaalayaal nooga faa-iideeya waqtigiina.,normal,normal,normal,normal,normal
1618102400438661120,@USER Ha biiqleyso Horta waa yabe majahilinba kuwa tagera jabhada snm mise wey iska yeelyelyan,abuse,normal,normal,hate,normal
1617904869100380161,Nebi Muxammed wuxuu ahaa mid kuwa caaya u dulqaata kuwa sida xun ula hadla hadalka u dajiya kan wax u diida siiya midka gooyayna xariiriya kan xumeeya wanaajiya kan dulmiya cafiya.Sidaas ayuu ummaddiisa faray.!@USER,normal,normal,normal,normal,normal
1561250425269284864,@USER Mental health waaba caadi waa wax daawo leh oo laiga caawini karo . Adigu balse sidee jahilnimada iyo nacas nimada lagaaga daaweyn nayaaa,abuse,abuse,abuse,normal,abuse
1541677470336053248,@USER Kuch Doll marka hore si fiican ayaad u caddaynaysaa tayadaada . Waa run garoonku wuu xun yahay . Laakiin weli waxba ma aad caddayn waxaad mooddaa in foosto madhan ay dhawaaq dheer samaynayso,abuse,normal,abuse,hate,abuse
1543559208272072704,@USER Waa ciidan si wanaagsan loo tababaray oo aad iyo aad loogu tarbiyeeyay magaca somalinimada Hadii ay lug ku mari kariwaayaana waxaa ka hortaagan gobol kasta nin madax sheeganaya oo cunsuri ah shisheeye kabo qaad u ah ayaa haysta markaa ciidanka iyo ninkii dhisay midna eed maleh,normal,hate,hate,hate,hate
1587954229443952640,@USER Anigu waayahaan oo dhan waxaan u qabay doon inuu ku yimid ileen waa markan Russian ah talow Russia na wax manoo galaan,normal,normal,normal,normal,normal
1609248943233277954,@USER Waxa taas laga bartay nidamka qabka xune somalilnd meshay dadka mariyen aya imika yagana la mariyay wagii hargaysa shacab lagu laayay dadkii layay kumaysan ekane qabiil bay u bedelen faqash marka la iska dhaafo ayaa la iska dhafayaa isaqistaan tariikh hore ayay xardhen isaaqistan,abuse,hate,hate,hate,hate
