tweet_id,tweet,annotator_1,annotator_2,annotator_3,anno1,anno2,anno3,label
94d5ad9b-8ae3-49b1-8346-43a214108564,onwero ife ga eme ya water dey,16,17.0,18.0,neutral,neutral,neutral,neutral
88332a5f-6ec8-4fef-9ac3-6162a5cca66f,ụwa wụ otu mbia,16.0,17,18.0,neutral,neutral,neutral,neutral
c96776cc-933a-4a1a-a040-8bc66744da04,odika i bu onye obodo turko aburo slang ndi s,16,17.0,18.0,neutral,neutral,neutral,neutral
05ac3d51-bb28-44e3-837f-5b44e15ce8f5,ikuku ana afu anyaszz ndi ogene ana ete makeup kama oku anyi ga anyu anyi ewelu nkefa fuuba uzo nwanne mulu anya there onye si na ife anyi na eme enwero isi anyi egbulu isi ya tinye owee nwe isi imee anya egbuwagi azu taaa gbafuo there e get why spirit,16.0,17,18.0,neutral,positive,neutral,neutral
dbad811a-9f6e-4f3c-95d1-9395498745df,no p bro chukwu gozie gi,16,17.0,18.0,positive,positive,positive,positive
e90407e5-b58a-4cd8-a87a-29975cc88c1d,ekpele onye mmiri na eli,16,17.0,18.0,positive,positive,neutral,positive
a798b794-48e9-48e4-89b3-22ed5003bb5b,were aka gi rubbuo otele gi biko,16.0,17,18.0,neutral,neutral,negative,neutral
3bca13ba-34da-44d9-bcba-84a0786efc32,calm down make god use you ooh afuronum gi unya ahu akakwalum iji anu ezi meruo gi ahu sef,16.0,17.0,18,negative,negative,neutral,negative
e7c66f02-f7ff-4c61-b344-25b98c55b2ce,chere go di thay nurse wetin be her own obi ufo ga egbu ya o,16,17.0,18.0,neutral,negative,negative,negative
84fbb25d-715d-4036-b134-9611d759c4f4,try a tachie o kwanu nke onye riri ka o bu ana mmuo,16.0,17.0,18,neutral,negative,neutral,neutral
3141b6ee-856d-479f-8e6f-dfc4ba25e00c,head aunty onyi isi ulo,16,17.0,18.0,neutral,neutral,neutral,neutral
04efdf53-6c84-4db7-8e11-834de3911aae,aka ajaja na ebute onu mmanu mmanu olisa bi nigwe ama m na o foduziri nwa mgbe nta aka nchawa elute m abali obula oke ada gi emuru anya ka abali di egwu soso ka owee di mma,16,17.0,18.0,positive,neutral,neutral,neutral
5da9987a-1ded-4326-a5f7-4102d0429724,mechie onuigbo men pass ‍️,16,17.0,18.0,neutral,neutral,neutral,neutral
a2bfe6f5-381a-4ba1-b0e4-ab6827c4cb7b,nwannem sorry o jack bu ndi ara,16,17.0,18.0,negative,negative,negative,negative
83305979-a95f-48e0-b38b-188030cf077a,biko zọọ nwa agbọghọ ahụ,16.0,17.0,18,neutral,neutral,neutral,neutral
d2adf7d1-0cbf-442d-ae44-27f001df0c77,nwanyi nanoro ndi o na cho mkpuru nke afo ‍️,16.0,17.0,18,negative,neutral,neutral,neutral
1bd30212-a12b-4081-815e-b9b685aa7a31,very important ga adi egwu,16.0,17.0,18,neutral,neutral,positive,neutral
8f547cc2-c808-4756-8f20-b7c1b6c935c7,chinekem na gị ka mtukwasiworo obi ekwela ka ihere mem ekwela ka ndị irom meriem abụọma,16,17.0,18.0,positive,neutral,neutral,neutral
34922ba7-1ed2-4483-8bb6-4ec1ca91a1d7,ncheta ihe merela tupu nke naemenụ,16,17.0,18.0,neutral,neutral,neutral,neutral
5dd7605a-5bbc-44b4-a51a-9def34346370,o jewa nke save us,16.0,17,18.0,neutral,neutral,neutral,neutral
7ad6944e-9278-4b36-9cc7-b3e313a74a74,periwinkle nke uwa,16.0,17.0,18,neutral,neutral,neutral,neutral
84931f4a-1c40-40e2-8639-112a4cca2506,ututuomandi nkem nwotara ihe igbo bu ndi ewoooo nu,16,17.0,18.0,positive,positive,neutral,positive
4f677965-cb27-4a51-9fb1-96c3ef44d71f,eziokwu ngwa kuara onwe gi aka,16,17.0,18.0,neutral,neutral,neutral,neutral
087cf38b-7f03-45ca-b04b-1dc4b8f2c12b,a na m asi gi nnoo,16,17.0,18.0,positive,positive,positive,positive
74998fd4-67c4-4e3a-b013-171ac000f35a,i ga enye m oru,16.0,17.0,18,neutral,neutral,neutral,neutral
0e344f74-f472-4fe3-a650-e5144eb32735,nwa nka neye nsogbu,16.0,17.0,18,negative,negative,negative,negative
6c47b942-c6d4-4471-961a-737fc1e4cc65,nke agworo agwo,16,17.0,18.0,neutral,neutral,neutral,neutral
fa140225-ef15-4886-b310-b7bbb7e08bf8,no vex onye m,16.0,17,18.0,positive,positive,positive,positive
d47bc287-4016-42c4-a8a6-4237486e80d6,tbt night memory in ugbawka voicetongue anyi ejewe amata ndi akwa siri ike na ufu onye odika,16,17.0,18.0,neutral,neutral,neutral,neutral
acbc2613-f7a9-472e-8687-ba41d76c786c,nna nkwobi m ta kita ba agba anya mmiri too good,16,17.0,18.0,neutral,neutral,neutral,neutral
b47eb285-42da-49ec-83c0-687d6e3a1ceb,ejighi ubochi uka agba mmadu ugwo,16,17.0,18.0,positive,neutral,neutral,neutral
387e67db-5be2-4d1b-bf19-be9b42774d50,esobego m gị ri ka anyị nwekọrịta ụtọ nógbè a site na isokorita onwe anyị onye ọbụla neso m aga m ezokwa ya ọsọ ọsọ,16,17.0,18.0,neutral,neutral,neutral,neutral
13b47230-3d7e-458a-b01c-4c45f38c25a0,chukwu gozie gi so ive dropped my akant number in za dm kpuom isi i kpuru albert,16.0,17.0,18,positive,positive,positive,positive
964aaed0-04e7-4544-b3e6-f8286f3678b9,umu ibe ozugwonu ka anyi laa ha mebezia ndi anyi na ha so gaa nta sizi na ukwu anyi dizi ka nke anu ha mebezie ka ga zuru ike,16.0,17.0,18,neutral,neutral,neutral,neutral
15f6d4b4-37e7-4f78-9d03-aad8b3513dc0,ofu onye adighi anu uda egbe,16.0,17.0,18,neutral,neutral,neutral,neutral
cfac0190-42e4-4f7a-bdc7-d02ff110d684,aragbala gi oh ka ma ya gba,16,17.0,18.0,negative,negative,negative,negative
ad751218-3014-4f88-ba8e-84b936f9391c,ala gbagara gi,16,17.0,18.0,neutral,negative,negative,negative
ed058ca6-baaa-42a9-8e0e-6ad816df3f41,ònye me bịa ụwa ná atọ pieces ọkwu a anyị ụgwọ ya na pound sterling £££ ma kà chị,16.0,17,18.0,neutral,neutral,neutral,neutral
7031a244-920a-4e6a-bf99-58c1eb7412c8,ọ bụrụ igbo ọ bụ jumbo,16.0,17,18.0,neutral,neutral,neutral,neutral
ebe84c47-1314-492a-8f7b-89373afd0ea0,keduzi kwanuu ihe m no ndu eme‍️,16,17.0,18.0,neutral,negative,negative,negative
82f90c66-08d1-417b-8613-368ba78973e6,nke a dika ehuru eji ya emebe ose oji nke eji ata aghara ejikwa ya agba ncha eji agwo abacha,16.0,17.0,18,neutral,neutral,neutral,neutral
37b15fe6-75ee-4df9-8944-3990a379e2d0,onye ndi iro gbara gburu gburu na eche ndu ya eche a person surrounded by enemies guards his life,16.0,17.0,18,neutral,neutral,neutral,neutral
a47d0e34-ba46-4d1c-a7f9-cea79d28c001,杨千嬅 o dikwa egwu o ️,16.0,17,18.0,negative,negative,negative,negative
072c5153-ed13-43bc-bdd2-8677eb2dbccf,reminds of my mums voice when i sit around in d morning nya chioma ọọ ike iji lahụ ụla ka ị naezu ka a gaaga akpọ nke a gịnị binie jee chọọ ife i gaeme ka m ghalụ ị merụ gị ahụ nụtụtụ a,16,17.0,18.0,positive,neutral,neutral,neutral
739e7005-717a-4fbc-b42e-ff4646fc1f40,onye a nekwu nwee ife ọ naeme doc gaa niru,16.0,17.0,18,neutral,neutral,neutral,neutral
1df0341b-b663-4ca5-a7c6-681e0d305420,o gini umunnem biko kanyi nede nasusu anyi ndi ozo negenti kanyi se okwu gbasaa o bu lu godi nanyi e kwekolita ro kanyi zobe onwe anyi maka ndi uta ka fa ghalu i chi na anyi ochi ife na eme na gbawam obi ayiyo kam na a yo doo nu umunnem gba nu mbo suo nigbo udo️,16.0,17.0,18,neutral,neutral,neutral,neutral
acc62f22-196e-4e33-85a4-48eac5e9274c,just imagine ndị ala ndị ala,16,17.0,18.0,negative,negative,negative,negative
17301296-2822-4d99-9bf7-644fea9e3842,nwanne oburu na ipata ego ndi mmadu abiawa gi nso ndi iro ga agbara gi oso na anya ka ha ga elewezi,16.0,17,18.0,neutral,neutral,neutral,neutral
5376cc2b-66e8-4d3b-9363-e7950997eb98,olisa daalụ na mmadụ abụghị chukwu,16.0,17,18.0,positive,positive,neutral,positive
d153872c-9bd5-4917-91b9-bc97575fe00f,ndi ala juru ebea,16.0,17,18.0,negative,negative,negative,negative
3700cf7f-68fd-42a5-9c35-6a3183cc928c,ike nile ne ye gi ekele chineke e di ebube na ra ekele anyi,16.0,17,18.0,positive,positive,positive,positive
e37f89df-0c35-4fa8-ac67-95d88e293eaa,nkà atọ special,16.0,17.0,18,neutral,positive,positive,positive
348fc608-5b57-4102-b1d7-3770a3856f3a,it just started naa ejighi ututu ama njo ahia,16.0,17.0,18,neutral,neutral,neutral,neutral
81add64a-cbb9-4e3b-9d9a-6445b79cbbdd,fingering no do you oooo now na touching body odikwaegu tufiakwagi,16.0,17.0,18,negative,negative,negative,negative
1b147247-78eb-4e53-8111-65056b598ed2,okpu ahu achoro m iyi ya,16,17.0,18.0,neutral,neutral,neutral,neutral
25542a84-54ec-4dbe-a66e-7d25d5dbdf1a,braco anyi na enyi gi ekene + odum eje,16.0,17,18.0,neutral,positive,neutral,neutral
b7771ce8-e3e2-4ec2-85ce-1d97417e4735,ndị a a marọ ka ị sị kwado,16,17.0,18.0,negative,negative,negative,negative
6a3965c5-0f0c-41b0-893e-e92cb9ad4280,thanks big sis chukwu gozie gi,16.0,17,18.0,positive,positive,positive,positive
0809dc44-ec9b-475a-9eb5-66c020d46788,nwa ntị ntị oge ọ ga abịa,16.0,17.0,18,neutral,neutral,neutral,neutral
417cca5e-3380-4cd4-affb-b32a065e4b06,kaycee onye egwu,16.0,17,18.0,positive,positive,positive,positive
13c4e2a3-9384-4ff4-90e3-32f495f95bc0,utari ndi mmuo,16,17.0,18.0,negative,negative,negative,negative
cbae88f6-92a0-4e72-96ad-cd2425c781d9,enweghi ihe obula ikalili anything agwazina anyi na obu anon zutalu gi buns na doughnut ebe oke na ngwere ma na obughi eziokwu,16.0,17.0,18,neutral,neutral,neutral,neutral
3510cb14-cc6f-40ce-814b-26a38d8575e4,kpo kpo di kpo on with,16.0,17.0,18,positive,positive,positive,positive
879284b0-da9e-43cb-8adc-18f2e6ecce30,mgbe ọbụla iweta lu ego,16,17.0,18.0,neutral,neutral,neutral,neutral
a8471816-a099-46c0-9000-10dc46bd8e9e,mgba enwude akpulu enyi ga achi anyi fulu ozu ene ife uwa bu ana eme odi ka a da eme ochuru onwe ya nugbo,16,17.0,18.0,neutral,neutral,neutral,neutral
4c0ffed7-3a83-4c4d-b46b-4ec64aca5eb6,onye na aju ase ya bu enyi anyi nwanyi ahu nke bi na uzoegwu nkpor na agakwa uka na anthony of padua,16.0,17.0,18,neutral,neutral,positive,neutral
3596dc6b-bfec-451f-bb0e-c774d456d0ec,nkiru nwanyi a nebuzi kwa ibu azuka ya dikwa standard e gwa gi eziokwu,16.0,17.0,18,neutral,neutral,positive,neutral
22fcf27c-a6cf-4127-8cd4-9569eb5304e5,ogbuniigwe aburo maka nkea aga eji ya huo oka,16.0,17,18.0,neutral,neutral,neutral,neutral
90ad978f-ab94-4361-9b16-3eebf3b18025,igbo kwenu enwere m mmasị,16,17.0,18.0,positive,neutral,positive,positive
facf0da5-c207-4869-93eb-342696f38286,onye ejigoro tụọ àjà,16.0,17.0,18,neutral,negative,neutral,neutral
50582928-be18-4326-859c-f497d0a4d714,nwa aba udo,16,17.0,18.0,neutral,neutral,neutral,neutral
4f61afa6-c589-413b-aa60-60057d92569b,agbakamu mbo bu ego nni chineke gozie gi ije abulu awele awele,16.0,17,18.0,neutral,positive,positive,positive
5148eff9-f362-4f54-b64d-a769dcea8703,nnaa gbachikene m nkiti ihe a bukwanu okwu onu mgbe o setierre nwa nke mmadu ebulie ngwo oru,16.0,17,18.0,neutral,neutral,neutral,neutral
0eb62274-eb36-44aa-b290-1201a36d175c,nna ike gwuru o,16.0,17.0,18,negative,negative,negative,negative
bbea446c-4bc7-4971-aafe-6f638c10d2fc,nawa o so men amaa la otu after midnightodikwa somehow cc,16.0,17,18.0,neutral,neutral,neutral,neutral
223483a8-f788-4405-855e-254141edc183,i che na mbu gi abum nwa chineke onye chukwu tere mmanu,16,17.0,18.0,positive,neutral,neutral,neutral
0ba1a605-616a-409e-9a87-91ed32febb6d,lol okwa no queue i can imagine myself taa nya gbaa kwa oku,16.0,17,18.0,negative,positive,negative,negative
18d0aaa7-3d97-4171-87b5-49a6c20ae5fe,ha na eme nzuzu,16,17.0,18.0,negative,negative,negative,negative
14db0e54-bb29-41f3-ba05-abc050f941a2,welu glasses kpuchie di anya biko,16,17.0,18.0,neutral,neutral,negative,neutral
eb02ea4e-3893-4240-8e97-bbdba25399f1,chai see fine girl biko odi single e nwere nwanne m nwoke o ga adi mma,16,17.0,18.0,positive,neutral,neutral,neutral
ab693ab2-282f-405e-bdb7-6602f49419e2,onye amuma si anyi gbalu umu nwanyi oso m wee juo nu anyi ga agbalu umu nwanyi oso,16.0,17.0,18,neutral,neutral,positive,neutral
a04484e6-ac09-450b-b3ab-5fb3abfea1b6,esi na esoro onye buruibu ma kana idi slim girl amay way gi tcokafor +amber trading,16.0,17.0,18,neutral,neutral,neutral,neutral
95d764f8-1d85-4124-918e-b8f8f5357ee3,nnee kedu nke mere,16,17.0,18.0,neutral,neutral,neutral,neutral
1ccfb499-8754-48ce-b31c-e05c088f7b85,negodu ndi mmadu e wuchago m na ala mana i choro ikuziri ya igbo igbo gbukwa gi ebe ahu gi onye ezigbote akwuna oku,16,17.0,18.0,neutral,negative,negative,negative
2047a2b3-53a1-4bae-9a8f-805961a18f58,ndị night watch ga ama na mmadụ dị ndụ atugo na obodo,16,17.0,18.0,neutral,neutral,neutral,neutral
0da92c64-59f3-4652-9d11-3fba9220b08f,a what a softajebo hustler baby girl for life no twitterng bedsheetseller asampete nwanyi oma ngoba tamuno imiete,16.0,17.0,18,neutral,neutral,positive,neutral
e8b7f52d-d158-413d-b5b3-5e200480739c,living large nke gị na bịa very soon,16.0,17.0,18,neutral,neutral,neutral,neutral
d1e6635e-cb0b-45e0-ab21-ae86264154de,ndị be ànyi ekene m unu oo unu aputakwara ụra ehh ka izu ọhụrụ a bute anyị ngọzi niile anyị naayo naka olisa bụ uwaoseburuwa ka onye nwe anyị chekwaba ma gọzie aka ọrụ anyị ụlọ ọrụ anyị na ezinaụlọ anyị niile,16.0,17.0,18,neutral,positive,positive,positive
30dc2f9a-75ef-483a-9e08-d2b99daa4893,ezi oku odogwu,16,17.0,18.0,positive,positive,neutral,positive
658e5e55-269c-4cc0-aa02-a4ddb7c728bb,fa si na jesus kpolusia virgin maria kpolu abba kyari ekpolu ndị nta akụkọ ndị oyi ya si na udili onye olu govt dị ka ya adịnụrọ na mbụ e nwelu ndị nke si na obiọma ya na akpụ na ana ọkwa ọ fu gị etua e bulu ụzọ gonye gị akwụkwọ wee nyezia gị alert,16.0,17.0,18,neutral,neutral,positive,neutral
129b4021-3a7a-4a93-8285-f17fd30db78e,another explosion in lagos again kwakolu ngwongwo gi naba biko shior,16,17.0,18.0,negative,negative,negative,negative
56e21567-6701-49f8-a459-c8ddefd74b7f,sister anwuli praise the lordpraise master jisos aka gi aka gi aka gi hallelujah for the lord god ominipotent angel gabriel,16,17.0,18.0,positive,positive,positive,positive
10fc62dc-bac3-4ee1-95e2-44189661e6aa,happy birthday nwanyibuife obere nsogbu anyi nwere bu na anyi amatabeghi ihe bu ihe ahu ibu,16,17.0,18.0,positive,positive,positive,positive
fabd5122-b61b-4e72-9830-589ce15be73b,kwakwakwakwakwa onye ala anya dolu,16.0,17.0,18,negative,negative,neutral,negative
c4311eca-1f50-4965-8635-50b29f265b03,chukwu kpogi oku,16.0,17,18.0,negative,positive,negative,negative
b849acee-1e48-462a-9370-9bbd0ea41282,ndi ala naakpaghari na nigeria tweeter i swear,16.0,17,18.0,negative,negative,negative,negative
f86d300c-5545-4f79-a63e-a951aa3791fe,kedu nke n agu gi now,16.0,17,18.0,neutral,neutral,neutral,neutral
b55192c5-d144-4e1f-b133-328e27dbcb80,e mana mu na chineke aman nke wa,16.0,17.0,18,positive,neutral,positive,positive
e9bf9f63-a817-476a-baf1-45b4ad4f8924,nnakenyi nke mbu na mbu na okija akam di nenu,16,17.0,18.0,positive,positive,neutral,positive
965153a2-71d7-4a8b-81af-5d1edbdb998c,kama m ga elisia dachie ụzọ ka m bulu ọnụ my mother will always pray,16.0,17,18.0,neutral,neutral,neutral,neutral
7b9dd0a8-063d-4548-9f6a-8b236c3dca05,who is your capn tufiakwa oburo mu na gi,16.0,17,18.0,negative,negative,negative,negative
bcb950fd-85be-48e2-8b7b-97d0f51868ca,aku eru go ụlọ countless times,16,17.0,18.0,positive,neutral,neutral,neutral
989a79a1-140b-4795-99e7-31de5293187f,hahahhaha onye nkea sef nodu ofu ebe,16,17.0,18.0,neutral,negative,negative,negative
d8d1196a-9a8f-4fe9-8b28-20ea54472810,ara di nudi nudi mana o nwere ndi ara nke ha na a gba ha ara,16.0,17.0,18,negative,negative,neutral,negative
d2df8dad-3c34-4b0d-a62b-6ab5d10e4566,before iburu oga iga amu olumaka onye owu nasa dika onye ebu na stretcher chai fino akpofe gom with lyrics,16,17.0,18.0,neutral,negative,neutral,neutral
77d68d32-bb56-43ae-ba86-ed703a2d2e0c,onye ji madu na ala ji onwe ya,16.0,17,18.0,negative,neutral,neutral,neutral
e8926784-be77-43b8-867d-7ac624a92260,nga owula oke ohia no onwere agbara neriri ya aja good morning,16,17.0,18.0,positive,positive,positive,positive
76631e2e-3b79-4ca1-8561-7c968b1248e4,lmaoanya a dighi gi mma since sef,16,17.0,18.0,neutral,negative,negative,negative
d999135d-a429-4831-825e-de25ef709298,happy birthday odogwu nwoke anyi ji anya isi ya gaziere gi nwanne obukwanu gi na eme o chukwu udo,16.0,17,18.0,positive,positive,positive,positive
33a2f08f-9545-4183-b7e6-99bf8986b160,ha ga amụ jụrụ gị ụwa nike this guy is a clown,16.0,17.0,18,neutral,negative,neutral,neutral
6942a5eb-9e1b-4464-a088-61fbd5c2c1e8,nwa otu nkwo ka odiya ka oga eticha nwu omaro nu ka umu otu siri kwado nke ikpeazu aah,16.0,17,18.0,neutral,neutral,neutral,neutral
8311c272-b08a-4853-bfc2-50a609e19290,ka chineke mee gi mma nneoma,16.0,17.0,18,neutral,positive,positive,positive
dff05960-5f68-4fe4-9b6d-a26adce71c0c,ihe ojo na ari zi ibeya elu,16,17.0,18.0,neutral,negative,negative,negative
f1a5c64e-977a-425e-b2c8-8afe0a2d230f,uwa di egwu,16.0,17,18.0,negative,negative,negative,negative
e8746b42-9571-4173-a604-9c25d9ee20ad,ibu chimo o ibu chi you are my god you are god ibu chimo o onye njemonu ehx,16.0,17,18.0,neutral,positive,positive,positive
f538c698-3a25-48fe-b4f2-0b3650ac0342,ehhhhhhhh mba oooo obu egwu ndi na acho ego,16.0,17,18.0,neutral,neutral,neutral,neutral
12de2414-d1b8-416f-a58e-40ff74d9d453,chiamaka ngwanu banye nime ma buru otu nnukwu karama star maka ndị ikom niile nọ nebe a ka ha mata na eze abịaala,16.0,17.0,18,neutral,neutral,neutral,neutral
f1255f7a-c752-400c-b7b1-cc80d43620c3,️np no competition anyinoria na oge ndigbo,16.0,17,18.0,neutral,neutral,neutral,neutral
06479cec-6fd1-441e-b4e9-40025e77fb4c,guaaaaaaaadddd nne imakazi choi nwayi oma,16.0,17,18.0,positive,positive,positive,positive
c38b99b2-ff21-428e-a354-d38d9a4be0e5,gulder mmanya ndi kim bom,16.0,17.0,18,neutral,neutral,neutral,neutral
7fc1c2ae-e73f-45a5-b0e6-e6aa91098ac1,yard pipo ọzọ agbaa,16,17.0,18.0,neutral,neutral,neutral,neutral
e0ed1ce2-3b86-41dd-b7ef-6a3ea27457cd,task nkea dikwa egwu,16.0,17,18.0,negative,negative,negative,negative
8f69560c-ecc8-46ab-8e34-c6e73d3638ae,nna ochie kedu mgbe big brother na e bido nu,16,17.0,18.0,positive,positive,neutral,positive
4fe4239e-98b2-4357-b4ca-6bfa1d8abbae,ihe nke a owu rice bikonu,16.0,17,18.0,neutral,neutral,negative,neutral
b1b871cb-8db4-4723-b7e6-1264f0d660fa,mama gi bu mara mma,16,17.0,18.0,positive,positive,positive,positive
7ea6699a-b4f8-4df8-9acf-37ea943623e7,afugom ya nututu obim choro igbawa,16.0,17,18.0,negative,negative,negative,negative
f653f6c8-bf6e-4421-a379-f40f31d2aa44,ogologo ndu w,16.0,17,18.0,positive,positive,positive,positive
533392c7-899c-411f-a7e0-69e6d078d5e0,o gba sa ro anyi fa eji go lu nzuzu na ichu ikuku mebie obodo anyi élection na bia bu oso ndu ka imilikiti nigeria na agba ka a malu ma ife a ga di nma,16.0,17,18.0,neutral,neutral,negative,neutral
6c6334e3-b410-44d6-9f50-2e51abac6507,onye furu nne ya afugokwanu ndi gboo,16.0,17,18.0,neutral,neutral,neutral,neutral
2aefcdf7-03fa-45f4-a7ea-a7dd041588aa,ihe uto egbu go m nne so ochi ka m naachi kemgbe taa,16.0,17.0,18,neutral,neutral,neutral,neutral
