id,tweet,anno1,anno2,anno3,anno4,label
1455518724790882304,@USER Red carpet ready at #Bole! #OLA #Qeerro #Qarree jabaadhaa biyya abbaa keenyaaf handhuura kan taaye #Finfinneetti walagarra!,normal,normal,hate,hate,normal
1349570588088672257,Xannacha tokkof foon marti bada kan jedhan nama akkana kana . Uggum! yaa bara kan abbaa garaas abbaa gadaa itti ta’e . URL,normal,normal,abuse,abuse,normal
1478112763591417861,Kan Oromoo tatan kan Oromummaaf Quqaamtan Oromoon Walloo roorroo hamtuu keessaa jira !Ummaanni keenya qotee bulaa keenya Ijoolleen keenya hundii hidhaame jira Hidhaa baasamee rashanaama jira.Kanaafuu sagalee ta'afii.Reeffa ilmaa Oromoo Walloo bineensatu nyaataa jira!,hate,hate,hate,hate,hate
1337164208740438017,@USER Kana hundaaf maddi isaa Oromoodha! Isa gaaffiin Abbaa Biyyuummaa haarsaa qaaliin itti kaffalame tokkoyyuu osoo deebii hin argatin 'Bilisoomeera' jedhee labse . Madda rakkoo keenyaa adda baafnee hin sirreessinu taanaan warruma nu ajjeesaa jiruu fi turetu 'bilisa baasaa' of labsa.,normal,hate,hate,hate,hate
1337798691168641024,Jarri lamaan gaafa walhaatu nuyi umna jabeeffachuu qabina qaawwaa aangoo uumamaa jiru dafinee guutuuf . Dhumarra waraanicha kan moo’ate waliin geeba isa dhumaaf walitti bahuunis jira,normal,normal,hate,hate,normal
1560000340753354752,Dhimmaa Abbaa biyyummaa Oromoof Oromiyaan magaala Finfinnee irraatti qabu ilaalchisee OPDOn seenaa ishee keessatti Fayidaa saba baldha'aa Oromoo dura yeroo Lammaaffadhaaf dhaabbaachaa jirti 1 Zabana wayyaane 2 Bilxginnaati . Aja'ibaa bara.,hate,hate,hate,hate,hate
1454264593635815424,"Hin nyaataa koottu jedhiin odoo obbolaqwan taane daa'a daaiman teenna lafarra fixxani diini tokkoffaan OPDO-PPdhaHortee Turaa Osolee""Harree ganama badde galgala kurkuriin hin deebisu."" Mammaakatu jedhe . ""Waabeen asii miti sirkaa dabe"" jedha worri ollaa keenyaa yoo mammaaku . URL",abuse,hate,hate,hate,hate
1558560775643402240,Waaqayyoon laphee salphaa fi hafuura qulqulluudhaan haa jaallannu waan hundumaa caalaa kan barbaadudha . (Saan Firaansiiskoo de Asis) . URL,normal,normal,normal,normal,normal
1530788910330265600,Kaleessas wolgayi basan harmee tiyyaa bakka sanitti wontota namaa sodaachisu haasawa olani hardhas dirqamaan yamma jiran worri humna qabna jedhu ojjolle tessan mana mana guure hina jechudhan dorsisa jirru rakkoo hammatu jira.,normal,hate,hate,hate,hate
1546440144554696710,Jaarraa 21ffaa keessa namoota rakkoo siyaasaa/diinagdee isaanii saba kan biraa irratti sababeessan arguun nama gaddisiisa.,normal,normal,hate,hate,normal
1384122849061859336,Baga geesan qabsoon itti fufaa bilisumaa ni dhufa . URL,normal,normal,normal,normal,normal
1500805815212642308,Qeerroo fi qarreen kaleessa taankii fi baankii OPDO ergamtuu wayyaanee dura harka duwwaa dhaabachaa ture har'a kilaashii sinaayipparii fi boombiidhaan P dura dhaabachaa jira . Kanuma dhugaan . Jajjaabeen duratti . URL,hate,hate,hate,hate,hate
1530168252864811009,Osuma Mortuun Mortuu hortuun horti MM Itoophiyaa dr . Abiy Ahmad namoota dhiibbaa uuman 100 keessaa 1 ta'uun filatamanii jiru . Itti fufa.,normal,normal,normal,hate,normal
1461352749015003155,Jiraattonni Kutaa Magaala Boole Aana 12 Bole bulbula Abbaa Shaame guyyaa 9/3/14 Otuu nuti jirruu biiyti teenya Itiyoophiyan diinaf harka hinkannitu jechuun Raayya I/biyyaatiif deeggarsa maallaqa taasisan . Deeggarsi cimee akka itti fufuus waada galani jiran . URL,normal,normal,hate,hate,normal
1349267245315325953,Abbaa Duulaa Gammadaa Itoophiyaaf Nama Qaalii dha.Goota injifannoo fi milkaa'ina har'aatiif gahee gootaa bahatee dha . Hayyuu Jabaa dha . Kabaja ol'aanaa qabnaaf . URL,normal,normal,normal,hate,normal
1467331261375127554,@USER Qabsoon kara naayaas nu barbachisa yo gama hundaan tokkummaa qabane diina irra anu dandeenya kaanaf kara dandahamen jabefamu qabu qabsoon mara,hate,hate,hate,hate,hate
1515250223781613571,#GGO (Guyyaa Gootoota Oromoo)Sooreessa Jaarraa Abbaa Gadaa the first Founding of OLF! URL,normal,normal,normal,normal,normal
1363500827856564227,Leenca leenca caalu Ilma Abbaa Gadaa Takkaa Hin Garre Kan Akka Dr Abiyyi Ahmad Alii kana URL,normal,normal,normal,normal,normal
1549327358695555072,#WBOn_diina_boochisuu_haaloo_lammii_isaa_baasuu malee ololtuu fi gantuuf bakka hunkeennu . Oromiyaan Biyya URL,abuse,abuse,hate,hate,abuse
1485639150778920961,Jarri hin qaanfatan Immiyyeen isaanii 'Imiyyee' Minilik ammayyaa'uu keessa yeroo sanitti yeroo jalqaba biyya tana weeraran san 'Computer' fayyadamaa turan jechaa jiran fakkaatan . Ajaa'iba! yaa dubbii warra siyaasaa haftuun deemuu? URL,abuse,hate,hate,hate,hate
1517082207151665152,Oromoon biyya isaa ijarachuuf waraaqisa gegesa jira amala waraaqa qabachuu qaba Amanta leelisun Ganda leelisun nama farsuun ergamtuu ta’e biyya ijarachuu hin danda’uu Oromoon diina diduu yoo barate malee bilisumma hin ba’uu . Oromoon mirga isaaf fincilaa diida waraaqa ta’uu qaba,hate,hate,hate,hate,hate
1553001001963094018,Jalqabbiin qaroominaa bakkirraa eegalu gaafa namni aare dhagaa darbachuu dhiisee jecha darbatee deemuudha.,normal,normal,normal,normal,normal
1542591568586194950,Yuuniversitii Dirree Dhawaa keessatti sababa filannoo pirezidaantii barattootaa jedhuun ilmaan Oromoo barattoota finxaaleyyii Amaaraa fi bulchiinsa moorichaan doorsisni irra ga’aa jiraachuu himatanURL,hate,hate,hate,hate,hate
1419774212579991554,@USER Barriis bara qabdiBara namaaf bariituBiiftuun dukkana irrattiGuyyaan itti cabsituDhaloonni qubee kunTa'uuf jirra ayyaantuuDhaloonni qawwee kunBilisoomsee jiituu!!!,normal,normal,hate,hate,normal
1471743285236535297,Jawar Mohammed hamza borana fi akkasumaas qabsaawoota oromoo Kan sirni nafxanyaa seeraan ala mana hidhaatti ugguree dararaa namoomaa hamaa irraan gahaa jiru Kan hiiksisu qabsoo haqaa kan sabni keenya godhu malee fedhii fi araara manguddoo bilxiginnaatii miti.#free free free URL,hate,hate,hate,hate,hate
1477311265236267009,Baga wagaa haaraa 2022 nagaan isiin gahe!Barri bara biliisummaa nagaa fi guddiinaa yaata’u!Happy New Year!,normal,normal,normal,normal,normal
1509265709070696452,Kun Oromoota Godina shawaa bahaa aanaa fantaallee iddoo qorkee jedhamtutti faannoo amharaatiin dhumaniidha . Oromoon yoom hirriiba kessaa dammaqaa?Mana teenye du u irra falmachuun dirqama! URL,hate,hate,hate,hate,hate
1483801036443766784,Ijoolleen akkasiin bosona k eessatti bilisummaa saba isheef jecha of kennite tana gaafi ishee deebisuun dirqama URL,normal,normal,normal,normal,normal
1503593401010294785,@USER Akkanumatti itti shidaa diina didee daangaa darbe.,normal,abuse,hate,hate,hate
1511322402327826449,#Hacee Osoo ati jiraatteeDiinni iddoo dhabdiiEenyutu abdii nutti horaGaafa kutannu abdiiHunduu siif dhukkubsateHacee koo siif aanneKeessattuu yaa hacee koo'Jirtuu' kankee yaanne URL,normal,normal,hate,hate,normal
1349609810359164930,@USER Haga feetan sababaa yoo tula olitan homa takka woni dhufu hin jiru . Abiy jibbuuf soba Odessa oluun wan isiin barbadan tokko hin milkeesu . Akkasuman seena keesan xureesitu malee faranjiin 4killo isiin galichuuf qabsoo gotu takka hin jirtu . Oromoof qabsay a akka jirtan hubadhaa,hate,hate,hate,hate,hate
1442507146239758347,A Suudaan waraana gama Alfaashaqaan Itoophiyaan itti bante of irraa deebisuu himmitte . URL,normal,normal,hate,hate,normal
1438860325433094144,Xalayaa waraqaa Adii gara waajjira Adiitti jedhu kana ofumaa qindeessitee maqaa namaa irratti guutaa jirti PPn salphina waaroo uffata dha kun URL,hate,hate,hate,hate,hate
1563165760331329547,Namoonni yeroo baay’ee waa’ee jireenya namoota biroo beekuu kan barbaadan yoo ta’u jireenya ofii sirreessuuf dadhaboo ta’u . (San Agustin) jedhamuun beekama . URL,normal,normal,normal,hate,normal
1492357898726424580,Oromoo adaaraa jechuu kana dhiisiDandii itti diina ofirra geggeessi!Walabummaa Oromiyaa mirkaneessiBilisummaan haa jiratu sabni kees!!,normal,normal,hate,hate,normal
1337268983104417793,@USER Seenaa beekuuf qorannoo gaafata . Kunimmoo hojii mataasaa danda'edha . Waanuma salphaa Oromummaa keenya cimsu Oromoota jabeessuu fi beeksisu illee gochuun baay'ee ulfaatee jira dhaloota kanatti . Oromoon million 50+ jenna garuu Sirbi afaan oromoo tokko ba'ee youtube view 100k.,normal,normal,hate,hate,normal
1407382528126853125,@USER Filannoon du'a sodaa si filatamu filannoo miti hin gowwoomin sirratti barame jira yaa gadhee yaa gantuu Abiyyi ati Abbaa Irreeti,abuse,abuse,abuse,abuse,abuse
1563404773017063426,Umanni Oromoo ofif falmachuu waliin dhabbachu diinaa Oromoo fi Oromiyaa hunda dhabmsiisu qaba . Ilmaan Oromoo gonkuma lafe isaani dabo diinaf bahe cabsuu hin qabu . Qabsawoonni haqa Oromoof dhaabbatan.Oromoof yeroo qophi tahu qaba isa jedhu irratti xiyyeffadha adaraa #OromoVoice,hate,hate,hate,hate,hate
1499448148795744264,Gootichi Waraana Bilisummaa Oromoo Zoonii Kibbaa Cibraa Soddom Booroo halkaan kanan magaalaa Nagellee Boorana Seenuun Waraana Weeartuu baarudaan macheessee guyyaa dhalootashee ishee abaarsiisa jira.Kaayoms Waaq!,hate,hate,hate,hate,hate
1428429452372062212,Nafxanyaan ardhas diina oromooti kaleessas diina oromooti Boris diina oromooti jedhee haceen.Tplf nagnyasnis tokkuma.bara siif dabde kan abbaa Kee ajjeese wajjiin nyaadhu bars siif dabate gumaa saree keetii baafadhu oromoo . URL,hate,hate,hate,hate,hate
1528865018854445056,Bara siif dabde Kan abbaa Kee ajjeese wajjiin nyaadhu bara siif dabde fumaa saree keetii baasii.mammaaksamonday,normal,normal,normal,abuse,normal
1544025178409246722,Kaleessa hin ilaalin kaleessii hattuu boriiti abjuu kee sijalaa hata . @USER,normal,normal,normal,normal,normal
1429952457602445317,@USER fb irraati of muldhisuf oso taane hidhatan /hidhachisani diina buqisutu fala,abuse,hate,hate,hate,hate
1432924382138142725,"@USER ""skilled thieve and land grabber"" refers to you and your party cadres @USER (former #OPDO) . Mana kee odoo hin qulqulleeffatiin kan namaa daboo baatee yaa abbaa garaa?",abuse,abuse,abuse,abuse,abuse
1563194920654888963,Biyyoonni Afrikaa maalif diroonii Turkii Bayiraaktar TB2 bitaa jiru? URL,normal,normal,normal,hate,normal
1513279450317991936,Baga oromoo boonsitani diinaa barsiiftan #wbo nuf waari URL,hate,hate,hate,hate,hate
1534444350733795329,@USER Dhugaa dirree jirtuutu tana.walii obsuu fi Wal kabajuun gufuu walitti tahuu dhiisuun dirqama oromummaa yoo ta'e filatamaa dha.,normal,normal,normal,normal,normal
1359359759133143042,WBOn Gumaa Ilmaan Oromoo Baasuu itti fufeera! URL,normal,hate,hate,hate,hate
1471045862126235654,Birmadummaa biyyaa kabachiisuun dirqama lammii hundaati.,normal,normal,normal,normal,normal
1429453709659017219,- Hiree uummata Oromoo kan murteessu uummataumaOromoo mataa isaati malee anatu siif beeka karaa kanadeemtu malee ’ kan nuun jedhuu fi kan afaan qawweetin nudoorsisuu barbaadu har’as borus yoomillee uummannikeenya fudhachuuf qophii miti! - Jagnaa fi Hayyuu siyaasaa URL,normal,hate,hate,hate,hate
1453802640589135878,Hogganaan mootummaa loltootaa Sudaan diplomatoota biyyatii warren fonqolchaa aangoo morman 6 hojii irraa haryateera.URL,normal,hate,hate,hate,hate
1456523408460685395,@USER Lammaan gantuu miti Oromoos hin ganne . Yaaleera garuu humnaa ol itti ta'e . Lammaan daboora (sodaattudha) . Sodaatee afaansaa qabatee taa'e . Durumayyuu daboora ta'uusaa waan beekaniif tuffatanii angoorraa dhiibuu jalqaban . Innis tuffii isaanii saniif deebii kennuu hin dandeenye.,normal,abuse,abuse,abuse,abuse
1541813897191215104,Sammuu ergamtuummaa bare farra saba keessaa ba'edha . Diinni 1ffaa sammuun akkas godhatu saba isaadha . URL,abuse,abuse,abuse,hate,abuse
1543101962090160128,Godina Harargee Bahaa Magalaa Awwaaday Keessatti Dararaa Fi Hidhaan Waraana Mootummaan Rawwatamu Cimuu Jiraattonni HimatanURL,hate,hate,hate,hate,hate
1539350392336703490,@USER qophii waraana Oromoo irratti baname kanaa quba jedheen amana . Dura bilxiginnaa bu’e qabsoo Oromootti bishaan naqaa gootota arrabsaa duuriyyee Wallaggaa Shawwaa Gujii jechaa kan ture kanaafi dha.Kan nama nyaatu unuma keessa jira yaa sabaa!,abuse,hate,hate,hate,hate
1436011309963911180,#Nutii Biyyaa fi uummata Keenyaaf madoofnuus Qaamni keenya Hirdhatuus Gammachuu Guddaatu Nutti Dhagahama!! Sababiin isaas:-nutii madoofn Nuti Duune uummanni keenya miliyoonaan lakkaawwamuu Diina irraa Eegnee Jirra!!! URL,normal,normal,hate,hate,normal
1465791985764208647,Sadaasa30 2021Baga Gammaddan Baga gammanne.Eebba WBO Zoonii Lixaa Konyaa jimmaa URL,normal,normal,normal,normal,normal
1464656108132487173,@USER Haa jiraatan! Mooraa diinaa diiganii haa galani gola harmeesaanii #Oromiyaatti! #WBOn kan ilmaan oromoo keessaa walitti urgooftee diina oromoo dachee nyaachiftuudha . #OLA #WBOn haa waaru!,normal,hate,hate,hate,hate
1553758498416054272,Adabbiin kijibaa tahuu keetii Namni hundi zalaalamitti si amanuu dhabuu osoon taane Atummaan kijibaan kun zalaalamitti nama tokkollee amanuu dhabuudha,abuse,abuse,abuse,abuse,abuse
1554826447461617673,Yuunivarsiiti Addis Ababa fi Yuunivarsiitiin Munik waliin ta'uudhan Hospitaala waliigala Saglan Waajitti qorannoo bilisa guyyaa Afuriif (marsaa jalqabaatiif sanbata xinnaa Adoolessa 30 fi wiixata hagaya 2) dandeetti dhagahuu gurraa ni godhu.,normal,normal,normal,normal,normal
1547445281905672193,@USER eeyyee obboleessa garuu bakka isaanii beekuu qabu . Oromoon gonkumaa rakkoo hin jalqabdu they are .,normal,normal,normal,normal,normal
1497252273541500931,Hayyuu keenya jaal Gammachuu Ayyaanaa nuf jiradhuu . Qabsoo #wbo tu bilisa si bassatti.Dhugaan jirtuu tanuma falmachuu wareegamuu wayyaa maalee mana ta'aani du’uu du'aa gadhee du'uudha . URL,normal,normal,hate,hate,normal
1379456208940109827,Yaa rabbi warra miidhame hundaafuu birmadhu hiyyeesi humna ittiin abbaa irree ufirraa dhoogu dhabee jira - URL URL,normal,normal,hate,hate,normal
1337289533617016832,Addunyaa oduu sodaachisuu fi nama dhiphisuun guutamte keessatti ilmi Abbaatti of gate hin sodaatu kan isa harkaa qabu abbaasaa ta'uu beeka . Atis Waaqayyo Abbaa keetti of gati malee hin sodaatin! Filiph . 4:6 Maat.6:25 1Pheexr.5:7 Yoh . 14:1 URL,normal,normal,normal,normal,normal
1336226840101462016,"@USER Qaanii malitti beekti salphoon akkanaa . ""Gaara aaddattee"" jedhu duratti nu biraa ishii akkanaa kanaan.",abuse,abuse,abuse,abuse,abuse
1534900115307118594,@USER Warri asxaa ofii dhiisanii kan uummata Oromoo ti jechuun kan ABO fayyadaman erga asxaa fedhanii gara dhaba kaayyoo asxichi baatee jiru qopheessetti dacha'anii tumsuu dha malee kayyoo biraa qabatanii asxaa falmachuun hin ta'u . Kanuma kaayyoo ofii waliin deemuun fayyadamuu dha.,hate,hate,hate,hate,hate
1388574483062173701,seenne uggure baqsanii gara zayita dhangala'aatti jijjiiruun gabaaf dhiyeessu . Kunumti hafee jibbiinsa ykn diinummaa hamaa warri kotte duudaan isiniifi Oromoo bakka biroo jiru irraa qaban irraa kan ka'e summii lafa irraa nu duguugu itti naqanii tolaan raabsuuf (1/4),hate,hate,hate,hate,hate
1500735294722777096,"Harka duwwaa ""Justice for"" jedhanii mootummaa Nafx aan yaa kana gaafachuun hafee #Barudaan gaafachuun haqa dabe ni deebisa . Nagaa sabaaf deebiisuuf sirna qinqanoofte kana ofirra jiksuun dirqama hundaadha! Kanaafuu qabsoon karaa qawwee fala xumuraa ta'a!!",hate,hate,hate,hate,hate
1331549848500400129,Yeroo hundaa wallaalaa taanee dhalanne malee raata'oo miti nuti Akka gadhee taanee jiraannu kan baranne mana barumsaatti yeroo nu barsiisani!Nagaa buusaa!Dhugaa abbaa dhugaaf galchaa!,normal,normal,abuse,abuse,normal
1346837359120293894,Badhaadhina hunda galeessa fiduuf hunduu gahee isaa bahachuunqaba.,normal,normal,normal,hate,normal
1518495417440288769,Nagaa eegsistoonni UN dhalattoota Tigraay dhibbaan lakkaa'aman sodaa nageenyaaf jecha Sudaan irraa gara Itoophiyaa hin deebinu jedhan . URL,normal,normal,normal,hate,normal
1374315041672036357,"@USER Abbaa Muuxee B.Leenjisoo itti fufuunis ergaa ""Oromoon tokko ta'ee osoo deemuu qabuu shira walitti xaxuu wal irraa diina ittisuu akka rakkate ibsu barreesse . Birhaanuu Leenjisoo akkuma loltoota Abiyyi Ahimed fi Isaayaas daa'immaan guddee sanaaf gatii kee akka argattu abdii qaba.",abuse,abuse,hate,hate,abuse
1456659010107625473,Finciltootni mootummaa xoophiyaa salgan . Ameerikaatti walii galtee isaanii mallatteessanii jiru.Kana hunda kan fide dhiiga qulqulloota saba biyya keenyaa Abiyyi sammuu dhoqqee akka malee dhangalaaseedha . URL,abuse,abuse,abuse,hate,abuse
1458519467244335105,Wa'ee sodaa fi afuufa gamaa gamanaa kan dhaabattee afarsitu sodaa hin qabnu gaafa dhalanne duune yoo si gale.kan garaa fi umuriif sodaattu sodaadhu.uffaa oduu qofa.,abuse,abuse,abuse,hate,abuse
1513273748400529421,URL Gootichii Waraana Bilisummaa Oromoo Zoonii Kibbaa sakattaa Daandii konkolaataa irratti taasisaa jiru akkuma itti fufuutte jira.(ABO-ONM Ebla 9 2022 ) URL,normal,normal,hate,hate,normal
1469363808443510793,Namoonnii dhimmaa Amantaa Qabatee saba ormoo godinaa fi lagaan amantaan gargar qooda Oolan oromoo bakka hin bu'uu kon qaama diina irraa ergaama fudhate amantaadhan adda qooduu barbaadanidha.,hate,hate,hate,hate,hate
1344306097105076225,@USER waa hundaafuu baga jiraatte sagalee keef baayyee dharraanee jirraa nuuf,normal,normal,normal,normal,normal
1459084946044239874,Manaaf nama yeroof haala barbaachisaa ta’etti sakatta’uun ni danda’ama jetti oduun mooti biraa dhufte #AbiyAhmedAli kiisaa fi Giiphii keessan 'baranaruf' ergaa dabarsee jira . Qarshii keessan manas ta'e giphii keessatti hin baatiina isin saamuuf jiruutii.,normal,hate,hate,hate,hate
1460344191557550087,Abbaa fi ilmoon diina oromiyaa marsee argamu kufisuudhaaf WBOti makamanii bosona oromiyaati argamu . Like itti naaf roobsa . URL,hate,hate,hate,hate,hate
1386559844837101568,@USER Fakkaattee bultuu haga amaarri eegetti si fincoofttee achi si darbituuf akkasumatti kijibi silaa kijibaaf uumamtanii uumamyoota cubbuu dhiigni hiyyeessaa Summii isinitti haa tahu isin haa sakaalu akka hiyyeessa hidda kuttan zariin teessan haa cittu badii teessaniif,abuse,abuse,hate,hate,abuse
1534408577703718913,@USER Kan Oromo gabrummatti galche diina bakkee qofaa osoo hintaane Oromodhuma nukeessaa ka’ee diina waliin dhaabate dha . Kan akka Gobanaa Daancci . Nothing is wrong with standing upto today’s Gobana wannabes.,abuse,abuse,hate,hate,abuse
1559180822485368836,@USER Nama irratti quba qabaa hin oolinaa isin ofii karaa itti amantaniin bu'aa buusa!guyyaa guyyaan nama irra odeessuufi karaa itti amananiin qabsaahuun wal adda!,normal,normal,normal,abuse,normal
1525884870844612609,@USER jara kana hattuudha jedhe hidhe . @USER dhufee bilisaan @USER gadhiise . Amma kunoo qabeenyaa uummata saame sanaan #Amara_Bank bansiise . Safuudha! URL,abuse,abuse,hate,hate,abuse
1548154380884406273,@USER Dr nagaan siif haa ta'u sababa rakkoo tractor qonna midhaan zayitafi ala ergii hanga kuntaala 1000 dhiheessuu danda'u najalaa hafaa jira . Tractor 1 naaf mijjeessi jedheeni! 0961616507,normal,normal,normal,normal,normal
1512793370258780164,@USER Ammaas qarataa malee senuun rakkoo kana hin furuu.hattuu nurraa qabadhaa,normal,abuse,abuse,hate,abuse
1410167966721888263,HaaCaaluu Hundeessaa Baay’ee Sijaalanna URL,normal,normal,normal,normal,normal
1504436045680627717,Carraa kooti garuu cimee falmachuun dirqama kooti Halkaniif guyyaa ummata koo dukkana keessaa jiruuf falmuun diqama oromummaa narra jiruudha!! URL,normal,normal,normal,hate,normal
1340049228618489860,@USER Namni yaada biraa qabu hundi abbaa garaa yookan haadha garaati miti.,normal,normal,normal,normal,normal
1431197171089543170,Naafxanyaan diina oromooti!Kaleessas diina oromooti! gara fuulduraas diina oromooti.100 waan gammachuu qabnu isinitti fakkaata?,hate,hate,hate,hate,hate
1498737374427238409,Baga Rabbiin harka diinaati si baase wobii b URL,hate,hate,hate,hate,hate
1453670365432066051,TaajjabbiiWarri gaafa qabsoo keessa ture 'ego' dangaa hin qabneen of bokoksu waan ani jedhe malee hin ta'u jedhu beekan akkakoo hin jiru jedhugaafa mootummaatti galu akka saree eegee raasaa kan nama biriifatu ta'a . Jijjiirramni of tuulurraa gara biriifachuu akkas salphaadhaa?,normal,abuse,abuse,abuse,abuse
1437868290911707145,Nama gargaaruuf nama ta'anii dhalachuun qofti gahaadha . godinoota oromiyaa keessa ijoolleen haadhaafi abbaa hin qabnee fi akkasumas harka qalleeyyii hedduutu jira isaaniif gaachanni numa jedheen yaada kanaafuu waamichi koo akka na deeggartaniif horaa bulaa URL,normal,normal,normal,hate,normal
1432287745133662208,Qaalayiinsi jireenya lammiilee biyya keenyaa dararaa jira,normal,normal,normal,normal,normal
1473557669017497602,Sirna abbaa fi haadha NYAATU Dhalootni gonkumaa itti hin jiraatu! URL,hate,hate,hate,hate,hate
1472916715164127237,@USER OPDO dhuma ar’as haangorra jirtu sanitu barreessaatii ergaa jedheen beeki diinni Oromoo inni guddaan kan diina hunda caalu OPDO murna kaleessa warra kana waliin ta’ee Oromoo Ajjeesisaa turee fii ar’as haangorra taa’ee nafxanyaatti michoomee Oromoo lafarraa fixaa jiruudha!,hate,hate,hate,hate,hate
1470495305523245061,Dhaloota seenaa saba ofii beeku fi yaadatu abbaan irree hin ergatu!Ilmi Oromoo abbaa irree 5'f duule injifachisee ofii garbummaa dhaalee ture . Dhalootni #Qubee immoo sana beekee abbaa irreef duuluu didee jira . Kun bu'aa abbootii qabsoo Oromoon dhufedha!!,hate,hate,hate,hate,hate
1481066599855624193,Gareen shororkeessaa PP (Poopo) jedhamu bakka hundati Oromoo rakkisaa jira . Of irraa jigisuun dirqama malee filannoo miti.,hate,hate,hate,hate,hate
1510570583817338887,Ramadaan Kariim baga guutuu waggaatiin nu gahe Kan baranaa kan bara Egeree URL,normal,normal,normal,normal,normal
