id,tweet,anno1,anno2,anno3,label
89494696,"uphe muntu lift sehamba ethuka abantu estradini ""tseg sokushayisa mhlathi wakho"" ##url",abuse,abuse,abuse,abuse
1264014903758774278,bhebha uthule.. ave ungiphoxa💔 ##url,normal,normal,normal,normal
408574323025518593,"""@username : @username isafuquza kangcono eyakho imomozi these days."" yew bish i am tryina change ningibuyisela emuva...",normal,normal,normal,normal
1114837105132306432,@username wenja uthini manje 🤷,abuse,normal,abuse,abuse
513243815961174016,":""d rt @username : isifebe esingekho 'picky' ---&gt; ""lonke isende liyawasha""",abuse,abuse,abuse,abuse
1464730060599054343,-aibo ngyaqala ukbona imfene echesterville 😭 kungabe ingoba uthandaza umuntu wami na?!,normal,normal,normal,normal
89495230,"@username “ex yakho inebhadi,slima ngepela”🤦🏽‍♂️😔",normal,normal,abuse,normal
1175513610099077120,kumnandi mawuyi one endlini yaz. uyahlala nje uzilengisele amasende ngaphandle. bese kuba no sathane nje akufonele nge video call,normal,normal,abuse,normal
89495388,@username yabhayiza lentwana ingoba amasende ase green!! isikwazi ukuchama,normal,normal,normal,normal
1399446014331863040,"ubani ufuna singeni kwi twitter space sixoxe ngezinduku zokuthakatha.. from ukukhanda amalumbo, umeqo womopho, umeqo wokubolisa umzimba, isichitho, isikhafulo sekhanda, imomozi enuka ixoshe isoka, izintwala nobukhuphe. 🤔",normal,normal,normal,normal
89494507,saze sabufela ubutabane bethu. literally!!!,abuse,abuse,normal,abuse
494858724390232064,"smh zobbeka msunu  rt""@username : udlala ngokubhebha ingane zabantu “@username : ave uwumsunu lol angsakwazi ukudlala kahle @username ”""",abuse,abuse,abuse,abuse
89495774,"jizasi omlu kodwa 😓""@username : bhebha oku bhebhekayo""",normal,normal,abuse,normal
1550581521597308929,@username uba lelo golo elikujwayela inkanunu?,abuse,abuse,abuse,abuse
89494719,maritzburg sucks mxm abekho omahosha ngamasunday😓😁😋,normal,normal,abuse,normal
1361377553341157387,when comparing your boyfriends to rich guys consider the fact that he doesn't compare you with beautiful girls with healthy hairline abanganaso isphongo engathi idwala lokukhosela nopete engathi uqhina imfene. ukuthanda unjalo. let us not put pressure on each other. 👊🏽,normal,normal,normal,normal
89495463,ngiphila ngokweyisa mina msunu kanyoko,abuse,abuse,abuse,abuse
568373841933799424,"😂😂😂😂""@username : kungcono thina sesaphuma  ""@username : liyashisa leli langa likhipha istabane kwicloset""""",abuse,abuse,normal,abuse
1490238308701679617,ay sdudla… kanti the reason uyisdakwa is because usebenza ngabo. 😭 ##url,abuse,abuse,abuse,abuse
89495091,“@username : izigora zibukisa ngemizimba yazo nama abs zaphela intombi zethu.” lol wenja !!!,normal,normal,abuse,normal
89296478,"lol@username : 😂😂😂 ""bhebha uthule wena"" 😂😂💀💀👏👏💀💀💀💀💀😂😂""",normal,normal,abuse,normal
89494848,@username msunu kanyoko thula,abuse,abuse,abuse,abuse
726380733653245952,😂😂😂 uyinja kalife  ##url,normal,normal,normal,normal
89495784,i'm zulu but bengingazi ukuthi inzule unyoko ##url,hate,hate,hate,hate
1428310831813566473,@username angasdini efika lo mlungu! please!,normal,normal,normal,normal
89296806,wenja!.. khona le mpahla engeza nayo kini... iyona le. ##url,abuse,normal,normal,normal
1388934536914997254,khona into ephilayo efana nawe nyoko? ##url,normal,abuse,abuse,abuse
547316777139855360,"ungabuzi okuningi. bhebha nje “@username : boghel, ngicela ukubuza. yini le enenza nilahle kangaka on nye??? hahahahha”",normal,normal,normal,normal
89494668,kunzima ukufundisa istabane.. sihlezi sifuna attention nje. ne drama ye mfebo..,abuse,abuse,abuse,abuse
89296626,"uyanya ke manje rt @username : yeka indlwabu wenja ""@username : umqala ubuhlungu ngathi nginyelile yazi""",normal,normal,abuse,normal
1553718738112978945,"@username sjava badale nkinga bafaka uhlanyaa enkudleni ,cishe lamnqamula amasende umfoka khathi.... ##url",normal,normal,normal,normal
89494409,"ok wemasimba,msatha nyoko*nxa* rt @username : k bro..rt @username : msunu kanyoko sani,ungangijwayeli igolo wena malebe nyoko @username ",abuse,abuse,abuse,abuse
1161276770542325761,"kuthule isound etarven 🔇 uzwe istabane sithi ""kumnandi ukuba yimbokodo"" 🤷🏽‍♂️",abuse,abuse,abuse,abuse
1552377841907531776,@username inzule inkomo ndoda ##url,hate,abuse,hate,hate
1254228847677054976,heshe mbhemu🤬 ungaphinde ubhalakaxeke ubize inkosi yamazulu ngo “dude”✖️ ##url,normal,normal,normal,normal
89296496,ongwaneso bakhuluma amakrokokroko esizulu ##url,abuse,normal,normal,normal
89296678,@username inyathela ngabantwana lengane madoda majobe ngithi dudlu nayi intsizwa yakwasibiya ithi heshe ntombi enyathela kuzwakale,normal,normal,normal,normal
1247516262273597440,"siyacolisa ndosi siyizoni!!! thethelela baba... nombedu, khumbuza, nkomo kayivuswa, nkom’isengwa ilele, wayisenga imile iyakhahlela, squnga esihle esingahlalwa nyoni, siqunga esizalela amasakabula mkhokheleli owakhokhela isizwe ekugqilazweni, dubandlela, vico akagezanga,... ##url",normal,normal,normal,normal
1482983774900170756,@username blah blah blah uzala kanjani uthembe usassa sonke sinayo imomozi kodwa asizalisi okwabo period. if wena eyakho isineka zala sisi anginamona.,normal,normal,normal,normal
89495801,uyaphapha wena msunu nenkukhu ezizacile ##url,abuse,abuse,abuse,abuse
89494715,lesdudla esiwu @username besisazonyakaza............nawe ke lapho nyakaza sdudla @ virgin… ##url,normal,normal,abuse,normal
89494943,@username uyinja mngani 😂😂😂,abuse,normal,normal,normal
1592078078028943361,@username bazoku bhebha ntombo,normal,normal,abuse,normal
1013893982622044162,@username uyinja yezwa 😂😂😂 ##url,normal,normal,abuse,normal
89495433,@username mina ngimutshela kumnyama kubomvu sikhona isifebe sakhe,abuse,abuse,abuse,abuse
839187573083865088,ngwebedla istabane nje,abuse,abuse,abuse,abuse
89494802,"mlinde alale then grab his balls🍒 bese uthi ""yess madolo kanyoko uban uzinhle?😑😂😂",abuse,abuse,abuse,abuse
1379072888905535494,"it's only black parents who can hit you and say ""ayithukwa inhlamba layikhaya,  mgodoyi.... "" ##url",abuse,abuse,abuse,abuse
622832082398613504,khanyisa istabane sekucacile,normal,normal,abuse,normal
1082144264753164288,@username uyam’cabanga mara u sizwe “mlungu uzong’xabanisa ne ngamla yazi”,normal,normal,normal,normal
89495028,@username amalebe kanyoko…umdidi uhlangene mgodoyi,abuse,abuse,abuse,abuse
1194840147629613061,"@username ukube useduze kwaseceleni kwami mazulu, ngabe ngyakuwashela wona wonke. manje ke ewu 🤦🏾‍♂️",normal,normal,normal,normal
590821327566725120,"so amasosha namaphoyisa asegade amakwerekwere, azoholelwa ngemali yethu ye tax. syadakeleka",hate,hate,hate,hate
422088702404595714,"yes at malebe usiva nge mbali. ""@username : @username uzowukhomba ngempela@username """,abuse,abuse,abuse,abuse
89494671,iy'nyoni zigodukile k'shaya umoya la ekasi.,normal,normal,normal,normal
1045551602504019969,"omahosha abasafun uk'sebenza, yeka lapho. 😂😂😂😂",normal,normal,normal,normal
686954343875145729,do you want my location?! ngzokukhahlela ungangjwayeli ididi ##url,abuse,abuse,abuse,abuse
89495791,"ayangixaka amantombazane masethi bhebha uthule, like bitch how you gonna gain followers then? :""""""""""""d",normal,normal,abuse,normal
89296466,"noma ungaxabana kanjani nomuntu wakho but never call your partner ngamagama a condescending. to say things like uyanginyanyisa, shit, uyinja, uyislima, uyisdina is wrong #minanawehouse amagama ashiya scars people must learn to mind their language",normal,normal,normal,normal
1401499830174769154,@username engathi ungambuza wazini shlama senja!🏃‍♂️🏃‍♂️,abuse,abuse,abuse,abuse
89296391,@username 😳😃😱 yeyeye ngithenge ingulube isesakeni 😂😂😂,normal,normal,normal,normal
1305573274173222917,@username uzolijwayela. u used to think “shlama” unzima🤭🤣😂😂,abuse,abuse,normal,abuse
583689118258966528,😂😂😂😂 kudlaliwe ngawe razo “@username : @username 😂 😂 😂 ngyak'zonda shlama.”,abuse,abuse,abuse,abuse
606918098168508416,"kevin 😂 ""@username : #umaungasebenzi you must answer your phone before it rings ngoba vele awenzi lutho uneke amasende""",normal,normal,abuse,normal
809054900898451456,ngikwenzeni kodwa mlungu wabantu? 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 ##url,normal,normal,normal,normal
89495194,#isworetonever skip a class but imfene ayilulahli ukhobo lwayo😂 ##url,normal,normal,normal,normal
89494933,@username heshe nkunzie liyabuza ikhaza lithi ungubongakhi ??,normal,normal,normal,normal
89494723,waze wayigolo ekuseni msunu ##url,abuse,abuse,abuse,abuse
89296820,"""😂😂😂😂😂😂😂😂😂@username : kuthiwa ushaya into exosha izaizai @username ?""",hate,hate,hate,hate
89495415,"ibhunu nomyama ayisoze yaphela,,,, bukani nje ##url",normal,normal,normal,normal
1212449515971784705,nxa wenja fusegi ##url,abuse,abuse,abuse,abuse
89494417,noma yini ngamla ##url,normal,normal,normal,normal
89296454,khipha eyakh imfene makhelwane sthakathane,normal,normal,normal,normal
89494542,"@username she annoyed me that one,nomlomo ngathi imomozi kade ihlatshwa",normal,normal,normal,normal
995633004457447425,uzobhebheka ke yaz umamlambo,normal,normal,abuse,normal
1344686049306533890,mawungaziboni lapha..... ngithi mhlathi wakho. 🤞🏽 ##url,abuse,abuse,abuse,abuse
89495314,@username uyanya masimbakho 👏🏾👏🏾,abuse,abuse,abuse,abuse
751531835117764612,masimbakho doti 🙄 ##url,abuse,abuse,abuse,abuse
935946817874857986,north west kyashisa kdwa kyanetha and then kuyabaneka hhayi sekushoda imfene nje,normal,normal,normal,normal
89495667,@username kube amasende kuphela.,normal,normal,abuse,normal
89495527,"@username i don't know how to explain it, imisenzi yenu iyanihlupha... like when we say nisebenza amakula",hate,hate,hate,hate
1579933016297975808,@username leyo mkhufefe yase 17 ayenzanga lutho abantu benqunywa amakula nx.,hate,hate,hate,hate
1439382344348094466,ukhuluma ididi wena ##url,abuse,abuse,abuse,abuse
1026121764974329856,makuyinhlamba nawe mhlathi wakho ##url,abuse,abuse,abuse,abuse
809440766451924992,@username cha uma isadlala ngamashangane khohlwa njenge sdomu esikoleni!!!!,normal,normal,normal,normal
1295095428057305088,#uyajola99sundays what if jub jub iyona indlela asikhombisa ngayo ukuthi ejele kuyadelelwa imomozi imomozi nje 🤣 ##url,normal,normal,abuse,normal
1009131587810754560,amakhekhe slima 😶😏 ##url,normal,normal,abuse,normal
1202817048621060096,@username hawu usekhona wena mgodoyi😳😳😳😳😳😳😳,abuse,abuse,abuse,abuse
457880087254564864,"hawu laqojama ulimi ""@username : @username we pinky ngibonile imomozi yakho ipipi alikangeni ubani lona owayekubhebha""",normal,normal,abuse,normal
1413839415672197121,amasende akho nges'xhosa 🤣🤣🤣 ##url,abuse,normal,abuse,abuse
89494451,uyinja wena 🤣🤣🤣 ##url,abuse,normal,normal,normal
1333358208975560704,nanti igholo bafowethu ngisazo bhebha manje ngo 3pm #girlztalkza ##url,normal,abuse,normal,normal
1559797809334951937,@username yo ubufebe obula 🚮,abuse,abuse,normal,abuse
1594210307261755392,@username mahle amasende akho🤣,normal,normal,abuse,normal
554567643941060608,@username nokugibela imfene lol,normal,normal,normal,normal
847588360348631040,ningababulali (heya..) ningababulali (heya) nani bulal' obaba..  ningababulali (heya..) * esho ebhaka amabhunu* ##url,normal,normal,normal,normal
89494678,@username udakwe yigolo likanyoko msunu wakhe.,abuse,abuse,abuse,abuse
89495112,niyahlekisa bo 😂😂 senimdlela umona ukuthi akasilona bhinca langempela 🤦🏾‍♂️ mazulu alapisa 😂,hate,hate,hate,hate
445273412878221312,kuzomele sixoshe isitabane k bbm lol,normal,normal,hate,normal
1204473324635598849,ama boys kulokhe kuqhasha one by one😂 .. kwatholakala ne mfene kambe efourways iselwe.,normal,normal,normal,normal
89296662,@username well kune kuku (ikhekhe ngesintu ) or ikuku ( inkomo ngesintu ) .... manje bengufuna ukuba sure,normal,normal,normal,normal
89494562,@username but nawe uyishlama mgodoyi,abuse,abuse,abuse,abuse
1270957850823622661,trafficlanguage  uma beyenza lento 1.bayibiza ngomdlalo..2.igama layo kuthiwa isitabane..3.kufa ingane 4.trauma ku driver.5 umphathi ushise amabhasi....asiwukhuze lomkhuba siwumphakathi.,normal,normal,normal,normal
1550158599120470019,@username manje amabhunu angenaphi laa🤣🤣 ##url,normal,normal,normal,normal
89494541,ngo ngamla aba ##url,normal,normal,normal,normal
89495004,@username umdidi yilonyoko wayeka ukukufundisa ukuhlonipha abantu wayeka ukukufundisa imbheko mhlathi wakho ##url,abuse,abuse,abuse,abuse
589122757583106048,ziyabhimba izinto emzini ka'ngamla' ##url,normal,normal,normal,normal
574221870666481666,katsande uyinja kakhulu.,normal,normal,normal,normal
89296349,@username shay round  nje town ngako wimpy  or foyer garden court  sebevukile  bakhamsele  isende  khona,abuse,normal,abuse,abuse
638027455152955392,akukho ngamla nje kule top8 yamagenge?! #idolssa,normal,normal,normal,normal
89495763,kuyabasebenzela ubutabane abanye abantu.,abuse,abuse,abuse,abuse
89296451,ngiyofosta toti-toti ngibenemali 💪💰🤫#ngamla omnyama 🤙 @ o.r. tambo international airport ##url,normal,normal,normal,normal
1284760583729025025,umuntu ngabe use ayina ikris manje ulungiselela ukuyokhonza. awu kodwa khovit uyinja!,normal,normal,normal,normal
1406174860578111499,@username lento yokuvuka uneke amasende nje bese ufuqa ukudla is wrong,normal,normal,normal,normal
89296658,ngihlanganaphi mina neh wits?  unyoko inkawu lona ongakufundisanga inhlonipho ##url,abuse,abuse,normal,abuse
1535856888553820160,@username nidakiwe buphi ubufakazi mgodoyi ##url,abuse,abuse,abuse,abuse
379473681237692416,"ewu ndoda ""@username : zoshayiswa moto""@username : ibhadi ke lelo""@username : istabane ""@username : usubone banike",abuse,abuse,abuse,abuse
89296682,uvele wavuka namuhla wakhetha ukuba igolo kuyo yonke into obungayikhetha ? ne shirt lo goalkeeper unganyi ##url,abuse,abuse,abuse,abuse
1409891654950129670,@username msunu kanyoko olenga incili 😡,abuse,abuse,abuse,abuse
386458894052372480,sdudla esimi lahle,normal,normal,normal,normal
1465953972854964231,"yimo esengisuthiswa i 2 slice, yeah umjolo uzokunyisa shame😩😩 ##url",hate,normal,normal,normal
89495502,yini istabane?? 😳😳 ##url,abuse,abuse,normal,abuse
89495090,bathi ntshebe iyalimala kant iyadla intshebe ithanga lesdudla isephula mbhede nazoke ezam lezo bongo   ezam lezo heshe mbemu!!!,abuse,normal,abuse,abuse
1439268257450573827,"isibindi esingaka kanti you're wasting my time, mhlathi wakho 💔😭 ##url",abuse,abuse,abuse,abuse
1140244209745780737,@username yes sesaxubeka nesixhosa angithi amabhunu anikeza umzimkhulu umathanzima,normal,normal,abuse,normal
89495775,@username sthokoza uzimu ngloshlanu mampara week kugijima iimbaji kphela,normal,normal,normal,normal
27433421380,"@username inja yakini istabane, maniyiphakela ukudla imane ibheke le ithi ""where's the gravy""",abuse,abuse,normal,abuse
614502699988578304,into engiyincanywayo ngewinter ngiphenduka iyellowbone. ##url,normal,abuse,normal,normal
1095356499818434560,@username awkahle ngamanga slima ndini,abuse,normal,abuse,abuse
1524091962776768513,nx akuve kwiy’nyoni kodwa lokhu. 😭😭 ##url,normal,normal,normal,normal
748546751968256001,#dear_mthakathi imfene yakho idla ukudla kwenja yami bese ikhohlwa oyithume kona,normal,normal,normal,normal
1473754323234529287,had a great day with my babies nonsikelelo sdudla dlamini  nomusa dlamini and samke makhaza ❤❤❤❤ syabonga nkosi ##url,normal,normal,normal,normal
1552254940827062279,"@username inja ye game,ngamla👌😁 ##url",normal,normal,normal,normal
1604729625351000065,muntu wesfazane uyinja kwaphela 😲🙄🤔🤔 ##url,abuse,hate,abuse,abuse
89494946,"ingqili ilenga emaqakaleni. check yourself before you tweet me nonsense.  uvuthwe ngathi isizulu somncimbi, on a thursday. msunu kanyoko... ##url",abuse,abuse,abuse,abuse
1127645302436048896,@username abokhlwe njenge sdomu eskoleni ##url,normal,normal,normal,normal
82880343400644608,lmao  rt @username : hahahaha---&gt; rt @username : ngizoku bhebha khethiwe. ngik'bhebhe ngik'bhebhe!!!,normal,normal,abuse,normal
1090285862074699776,khohlwa njenge sdomu eskoleni. 💀💀💀💀💀💀💀💀💀😭😭😭😭😭😭😭😭😭😭😭😭😭 ##url,normal,normal,abuse,normal
89494543,@username mlume english ugogo wakho msunu kanyoko.,abuse,abuse,abuse,abuse
89495749,@username wenzeni ukhune wena sdomu ##url,normal,normal,abuse,normal
89495691,@username myb aksiye ngisho umuntu weslisa istabane,abuse,abuse,abuse,abuse
1103753544304332802,"@username ayanuka amasende, cabangela abanye",normal,normal,normal,normal
1549157084482109440,@username uphendula igolo 🤏🧠,abuse,abuse,abuse,abuse
532250671844974592,"🙈 💔 ""@username : usibona kanjan isifebe? usibona ngokuhamba sipentsula izinqa ngath itruck edonsa inqola, ngenxa yegolo eselaphela """,abuse,abuse,abuse,abuse
89495447,"nali ibhunu elesatshwayo e south africa . lesatshwa nangabantu abaphethe izwe , liyazidalela nje ##url",normal,normal,normal,normal
1163493045570035713,@username khona into engiyibone ezindabeni yomuntu wase dumbe kwangwa eshaye ibhunu ibuhlungu nokuthi omunye washona kodwa lelobhunu lingaphandle ngebheyili kube umuntu owenzalento ngabe usegwetshiwe @username ,normal,normal,normal,normal
89495336,"awu ngeke ngkwazi ukuba istabane,inkomo imnandi kanje",abuse,abuse,abuse,abuse
296936847442071552,aneva ngaba istabane,abuse,normal,abuse,abuse
1604552674225328130,@username udakiwe msunu kanyoko,abuse,abuse,abuse,abuse
1250872286980292609,wayenza indaba @username ngendaba yenkukhu eyafunda kuma model c yakwa woolworths 🤣,normal,normal,normal,normal
89296494,i want to sleep kodwa ngizothini ku mlungu??? 😭😭,normal,normal,normal,normal
869833820979298306,we msunu engabe ngakwenzani ##url,abuse,abuse,abuse,abuse
1176265561426317313,amaqabane ajabulile ✊ @ ngamla guest house ##url,normal,normal,normal,normal
650234398462353408,wena uyinja 😂😂😂😂😂 ##url,normal,normal,abuse,normal
89296423,"@username izifebe in the comments euphemising ubufebe as ""dating is not about sex"". oksalayo, ubufebe. ##url",abuse,abuse,abuse,abuse
89495135,magumede sawubona aze asihlukumeza amaphoyisa asemandeni ngolweshlanu ngabo2 ntambama ezosifuna utshwala abechitha kwasani achithe nentelezi esichela ngayo ekhaya njengoba sihlushwa imfene abewu15 ahlulwa amasela endaweni  ahlulwa a abulala @username ,normal,normal,normal,normal
1248000829203927045,@username niphek'abelungu ngebiza yesintu. smh,normal,normal,abuse,normal
1302360815329107968,igolo i @username 😠😠😠😠,abuse,abuse,abuse,abuse
89296465,ungayikhipha ingulube odakeni kodwa soze uyiyekise udaka,normal,normal,normal,normal
1498315272360538115,umngani way'ngane uqebhuqebhu intombizimfuna ebaleni  maqhikiza amyengela ophathe ugibela iminqwani ngegala kukhuze uyise phesheya komfula  umahleka ehlathini njengohlanya uhlanya olusemehlwen abantu  inkomo edla yodwa mayidla nezinye ziyayiphangela ##url,normal,normal,normal,normal
998159797617913856,bese imomozi iba njani vele ku leya oros engaka?,normal,normal,normal,normal
600675422393733121,"""@username : lmao :( ""@username : umsunu kanyoko ☺ @username """,abuse,abuse,abuse,abuse
32454302236672001,"he madoda, nantsi ingulube inginonela! naku ngishelwa estradini! smh",normal,normal,normal,normal
89296656,"cela ungalinge ungiqathakele we sisi zokunyomfa mina , mhlathi wakho ##url",abuse,abuse,abuse,abuse
89495328,kodwa lutho uku bhebha :( ##url,normal,normal,normal,normal
1214268769549389826,@username umuntu uyateta ikati liyaphuka inkomo iyazala inja iyanyelezela ingulube iyahulula inkukhu iyachamusela,normal,normal,normal,normal
89495348,"""iyadina lendoda kodwa my lord isende lona iyalishisa""",normal,normal,normal,normal
89296655,@username wena nkosetsha bhebha lapho kwa zuma uyeke ukudakwa ##url,abuse,normal,normal,normal
1142161535424499713,"@username 😳 yho, inamandla nantsi imomozi",normal,normal,normal,normal
532963285004734466,@username iyafana nobiza 'umzulu'  'inzule' bayakhubeka tempers are flying so sensitivity levels zinyukile maqabane baxoleleni.,hate,hate,hate,hate
1295290880870555648,boom shaka feat ihashi elimhlophe-bambanani @username heshe wangi khumbuza kwa zulu natali malume @username ngishaya indlamu ngebheshu nge nxableshe ehene💃💃💃💃💃💃💃💃💃💃💃💃💃💃.,normal,normal,normal,normal
1187062009688416256,@username eyiii badlalile ngalo ngamla la🙈🙈🙈,normal,normal,normal,normal
89495298,@username lmao manje udiniwe 🤣 nawe uneke amasende lawukhona.,normal,normal,normal,normal
1531889687559913474,"@username khula nyoni emaphiko phiko endizela ndawo zonke nalapho kungahlali khona ngisho ibhanoyo 🎉🎉🎉 happy birthday ukhozi fm , ngisenquthu kwavulamehlo emagundwaneni #ukhozifm62   #ukhozifmvabs",normal,normal,normal,normal
89494828,ja ne long weekend ngisemakhaya #kha ngilusela inkomo zakithi ezizolobola wena njalo👉 🐂🐂🐂🐃🐂🐂🐃🐂🐃🐂🐃🐂 ##url,normal,normal,normal,normal
344780435060047872,umahosha umbona nge cici ekhaleni,abuse,abuse,abuse,abuse
1526868157184495616,ungamulentuzi ke nalo wena nyoni ##url,normal,normal,normal,normal
934137288593985536,"""istabane sihambile, kwashaya umoya "" 😂😂😂😂😂😂😂🔥  bhovungane  #thequeenmzansi",abuse,abuse,abuse,abuse
89494762,@username umuntu e busy engidayisela ingulube esesakeni,normal,normal,normal,normal
775637121826689024,@username no im malebe kanyoko sfebe senja ungazongxhaphela igolo,abuse,abuse,abuse,abuse
1518286791136190464,@username ufuna inkomo ezingaphi?,normal,normal,normal,normal
1400786747097812994,@username uyanya shlama ..ngeke ngizwe ngawe kuyacaca awungumzulu.slima,abuse,abuse,abuse,abuse
89494795,"@username what about that baba who had evidence that inkomo eyakhe, even dna results from the police proved him right?? you see the problem with with amalungu esikebhe awaphenyi, athatha lokhu akutshelwayo... that is wrong... kumele babe ne evidence kuqala",normal,normal,normal,normal
89494436,anyway ngeke bali leqede igolo lakho,abuse,abuse,abuse,abuse
1608783025223131136,@username akadliwe inkomo yonke umthiya hlawula 😅😅😅    #siyancebeleka,normal,normal,normal,normal
997834210034487296,@username umfaz'omnyama nezingane zakhe qoma ntombi ngafa inhlaba kanyoko #africamonth,normal,normal,normal,normal
1141717727297622016,@username khululeka mazulu phaqa,normal,normal,normal,normal
862929809160142849,@username -umsunu kanyoko njakazi,abuse,abuse,abuse,abuse
1559243655747174408,@username lmao manje udiniwe 🤣 nawe uneke amasende lawukhona.,normal,normal,normal,normal
89495555,@username zamnandi izingoma ngizbhekise kumndeni wakwa thusi o mfene o gcwabaza,normal,normal,normal,normal
1006579400970788865,@username awuse sdudla ntombazane ufresh kakhulu kabi nkooooosi,normal,normal,normal,normal
89495480,mampara unyoko msunuwakho... ukhuluma ubuthuvu benja obubhucwe ngomchamo golo eligxaza igazi... ##url,abuse,abuse,abuse,abuse
89296490,ungasijwayeli kabi wena shlama. ##url,abuse,abuse,abuse,abuse
