text_id,text,annotator_1,annotator_2,annotator_3,annotator_4,label
mozambique_pt_text_796_emotion_1,Turquia: Banimento do partido DTP inicia protestos em massa no Curdistão Turco,['anger'],[],['anger'],['suprise'],['anger']
mozambique_pt_text_539_emotion_1,Mediadores chegam na segunda-feira para encontro entre Nyusi e Dhlakama,['joy'],[],['joy'],[],['joy']
mozambique_pt_text_1039_emotion_1,Encontro entre Nyusi e Dhlakama sem data marcada,[],[],[],[],[]
mozambique_pt_text_691_emotion_1,Quatro mortos em novos ataques no norte de Moçambique,['sadness'],[],['sadness'],['fear'],['sadness']
mozambique_pt_text_1990_emotion_1,O pesadelo de comprar ingressos para os jogos da Copa 2014,[],[],['sadness'],['sadness'],['sadness']
mozambique_pt_text_693_emotion_1,Fraca cultura jurídica e pobreza determinam fraco respeito pelos direitos humanos em Moçambique,['sadness'],[],['sadness'],['fear'],['sadness']
mozambique_pt_text_111_emotion_1,Angola e Moçambique vão ficar ligados por caminhos-de-ferro,['joy'],['joy'],['suprise'],['joy'],['joy']
mozambique_pt_text_1898_emotion_1,Uruguai: A Celeste é recebida por uma multidão em Montevideu,[],[],['joy'],['joy'],['joy']
mozambique_pt_text_282_emotion_1,Custo de portagens aumentou em Maputo,['sadness'],['sadness'],['sadness'],['anger'],['sadness']
mozambique_pt_text_560_emotion_1,Chikoti reconhece que negligência tem emperrado cooperação com Moçambique,['sadness'],[],[],['disgust'],[]
mozambique_pt_text_401_emotion_1,Ferroviário de Maputo vence AS Douanes e espreita qualificação à segunda fase da BAL,['joy'],[],['joy'],[],['joy']
mozambique_pt_text_195_emotion_1,Angola internacionalizou a Kizomba,['joy'],[],[],['joy'],['joy']
mozambique_pt_text_810_emotion_1,Acusações a Morgan Freeman surgem depois de investigação da CNN,[],[],[],['suprise'],[]
mozambique_pt_text_615_emotion_1,Relações Estados Unidos / África; Africanos questionam gestão Obama,[],[],['anger'],[],[]
mozambique_pt_text_1472_emotion_1,"A dois dias da eleição, Trump e Biden voltam aos estados de batalha",[],[],[],[],[]
mozambique_pt_text_680_emotion_1,Cabo Verde: José Joaquim Cabral ganha Prémio Literário Arnaldo França,['joy'],[],['joy'],[],['joy']
mozambique_pt_text_1539_emotion_1,Sons do Atlântico: Show na Baía de Luanda juntou energia angolana à moçambicana e à brasileira,[],[],[],[],[]
mozambique_pt_text_466_emotion_1,Moçambique e Tanzânia terão operações conjuntas contra os insurgentes de Cabo Delgado,['joy'],[],['joy'],[],['joy']
mozambique_pt_text_923_emotion_1,Primeira-dama de Cabo Verde recebe prémio internacional de liderança,[],[],['joy'],['joy'],['joy']
mozambique_pt_text_1846_emotion_1,"Em meio à seca e crise climática, o estado mexicano de Querétaro enfrenta possível privatização de água",[],[],['anger'],['anger'],['anger']
mozambique_pt_text_133_emotion_1,Estudantes universitários mexicanos em greve devido à tragédia de Ayotzinapa,['anger'],['anger'],['anger'],[],['anger']
mozambique_pt_text_797_emotion_1,"EUA, Singapura: A respeito da compra de noivas com cartões de crédito",[],[],[],['suprise'],[]
mozambique_pt_text_1309_emotion_1,Cantor gospel angolano quer afastar jovens da bebida alcoólica e aproximá-los de Deus,[],[],['joy'],['joy'],['joy']
mozambique_pt_text_763_emotion_1,Moçambique teria tentado expulsar jornalista estrangeiro após revogar sua acreditação,['anger'],[],['sadness'],['anger'],['anger']
mozambique_pt_text_1782_emotion_1,A fracassada integração regional da Cúpula das Américas,[],[],[],[],[]
mozambique_pt_text_1643_emotion_1,"Trending: Adeus lendas do rock e do reggae, Eddie Van Halen e Johnny Nash",[],[],[],[],[]
mozambique_pt_text_2013_emotion_1,Jovem é assassinada por motorista do Cabify no México,[],[],['disgust'],['disgust'],['disgust']
mozambique_pt_text_1518_emotion_1,Ferroviário de Maputo Campeão Africano de Basquetebol Feminino,[],[],['joy'],['joy'],['joy']
mozambique_pt_text_1247_emotion_1,Adiamento da revisão constitucional em debate em Moçambique,[],[],[],[],[]
mozambique_pt_text_2058_emotion_1,Moçambique precisa de melhorar a qualidade de educação,[],[],['anger'],['anger'],['anger']
mozambique_pt_text_332_emotion_1,"Islândia, de pais mais amigável para com os estrangeiros à grande ""atracção"" do Mundial",['joy'],[],[],['joy'],['joy']
mozambique_pt_text_1533_emotion_1,Unicef revela que 700 mil crianças moçambicanas estão abandonadas à fome e delinquência,[],[],['sadness'],['sadness'],['sadness']
mozambique_pt_text_1650_emotion_1,Diplomata americano vai a Maputo discutir terrorismo do Estado Islâmico em Cabo Delgado,[],[],[],[],[]
mozambique_pt_text_1498_emotion_1,Antigo futebolista francês Lilian Thuram lança livro em Luanda,[],[],[],[],[]
mozambique_pt_text_1345_emotion_1,Angola: Quando as mulheres vão ser tratadas com respeito e igualdade?,[],[],['anger'],['anger'],['anger']
mozambique_pt_text_1521_emotion_1,Embaixador israelita Oren Rozenblat manifesta decepção e indignação ao Governo angolano.,[],[],[],[],[]
mozambique_pt_text_656_emotion_1,"Com o colapso da paz e da subsistência, Ásia Central se prepara para mais casos de trabalho forçado e escravidão sexual",['disgust'],[],[],['disgust'],['disgust']
mozambique_pt_text_712_emotion_1,Trending: Mark Zuckerberg; Paulo Flores; Donald Trump; Kardashians,[],[],[],[],[]
mozambique_pt_text_1304_emotion_1,"""Literatura guineense continua a ser apenas de intervencionismo"", diz Flaviano Mindela dos Santos",[],[],[],[],[]
mozambique_pt_text_233_emotion_1,COVID-19: Presidente do Brasil multado por não usar máscara,[],['suprise'],['suprise'],['sadness'],['suprise']
mozambique_pt_text_1490_emotion_1,Autoridades investigam incêndio em barragem que fornece água a Maputo,[],[],[],[],[]
mozambique_pt_text_1953_emotion_1,Angola: Polícia a Ferro e Fogo Contra Manifestação Por Eleições Justas,[],[],[],[],[]
mozambique_pt_text_905_emotion_1,BAL: BBC Patriots do Ruanda,[],[],[],[],[]
mozambique_pt_text_1053_emotion_1,Corrupção na polícia moçambicana atribuída à falta de valorização da classe,[],[],['sadness'],['sadness'],['sadness']
mozambique_pt_text_566_emotion_1,Dhlakama diz que detenção de Muchanga é um acto de intimidação e provocação,['anger'],[],['disgust'],[],[]
mozambique_pt_text_1322_emotion_1,Biden pede ao Congresso legislação para um maior controlo das vendas de armas,[],[],[],[],[]
mozambique_pt_text_1131_emotion_1,Messi fala em sorte e agradece a Deus,[],[],['joy'],['joy'],['joy']
mozambique_pt_text_171_emotion_1,"Há ou não jihadistas em Cabo Delgado? É preciso investigar mais, adverte a professora Liazzat Bonate",[],[],[],['suprise'],[]
mozambique_pt_text_669_emotion_1,Proposta de senador ressuscita ideias restritivas à lei do aborto,[],[],['fear'],[],[]
mozambique_pt_text_1251_emotion_1,Médicos e soldados moçambicanos recebem formação sobre assistência em campo de batalha,[],[],[],[],[]
mozambique_pt_text_993_emotion_1,CS da ONU exige nomeação de novo primeiro-ministro e Governo na Guiné-Bissau,[],[],[],[],[]
mozambique_pt_text_1157_emotion_1,"Moçambique: Morreu João Domingos, ícone da marrabenta",[],[],['sadness'],['sadness'],['sadness']
mozambique_pt_text_911_emotion_1,"Clinton: China e o ""novo Colonialismo"" em Africa",[],[],['anger'],['anger'],['anger']
mozambique_pt_text_22_emotion_1,Americano Rowan Moore Gerety publica livro sobre Moçambique,['joy'],[],[],[],[]
mozambique_pt_text_982_emotion_1,Governo e Renamo prorrogam missão de observadores de paz,[],[],[],[],[]
mozambique_pt_text_1325_emotion_1,Agenda Africana: Iniciativa Jovens Líderes Africanos tem aplicações práticas?,[],[],[],[],[]
mozambique_pt_text_1800_emotion_1,Hong Kong: como deter o fluxo de turistas que vem da China Continental para dar à luz?,[],[],[],[],[]
mozambique_pt_text_1810_emotion_1,Policia angolana dispersa protesto das mães dos activistas com violência,[],[],['anger'],['anger'],['anger']
mozambique_pt_text_735_emotion_1,COVID-19: Estados Unidos isentam alguns atletas estrangeiros de proibições de entrada,['joy'],[],['joy'],['suprise'],['joy']
mozambique_pt_text_1478_emotion_1,Alerta: subnutrição afecta maior parte das moçambicanas,[],[],['sadness'],['sadness'],['sadness']
mozambique_pt_text_337_emotion_1,Gana: Fotografia como ferramenta de conscientização ambiental,['joy'],[],['joy'],[],['joy']
mozambique_pt_text_508_emotion_1,Jornalista guineense desaparece misteriosamente de Angola,['fear'],[],['suprise'],['fear'],['fear']
mozambique_pt_text_533_emotion_1,Escritores de língua portuguesa homenageiam Jaime de Figueiredo,['joy'],[],['joy'],[],['joy']
mozambique_pt_text_1025_emotion_1,"As mulheres moçambicanas carregam o país nas costas, diz a historiadora americana Jeanne Marie Penvenne",[],[],[],[],[]
mozambique_pt_text_381_emotion_1,"Ondas e ventos de sacolas plásticas atingem a Península de Paraguaná, Venezuela",['sadness'],[],['suprise'],['sadness'],['sadness']
mozambique_pt_text_266_emotion_1,Livro de Ungulani Ba Ka Khosa é um dos 100 melhores romances africanos do sec. XX,['joy'],[],['joy'],[],['joy']
mozambique_pt_text_1069_emotion_1,Cruz Vermelha lança programa contra a xenofobia,[],[],['joy'],['joy'],['joy']
mozambique_pt_text_368_emotion_1,Malásia: Campanha de boicote a produtos americanos,[],[],[],['sadness'],[]
mozambique_pt_text_336_emotion_1,Josina Machel entre as 100 mulheres mais influentes de 2020,['joy'],[],['joy'],['suprise'],['joy']
mozambique_pt_text_1151_emotion_1,BM investe no combate à pobreza e preservacao dos recursos naturais em Mocambique,[],[],[],[],[]
mozambique_pt_text_431_emotion_1,Kuwait: Mostrando as compras nas Olimpíadas,[],[],[],['suprise'],[]
mozambique_pt_text_1596_emotion_1,Analistas dizem ser normal posição de Angola sobre a embaixada americana em Jerusalém,[],[],[],[],[]
mozambique_pt_text_1628_emotion_1,"Audição parlamentar do antigo ministro das Finanças de Moçambique pode esclarecer ""dívidas ocultas""",[],[],[],[],[]
mozambique_pt_text_231_emotion_1,COVID-19: Presidente de Câmara de Nova Iorque soa alarme sobre síndrome raro ligado ao vírus,['fear'],['fear'],['fear'],[],['fear']
mozambique_pt_text_1409_emotion_1,"Apesar de sobressaltos, 2016 foi uma boa temporada nas artes e letras",[],[],['joy'],['joy'],['joy']
mozambique_pt_text_1032_emotion_1,Jovem angolano viaja pelo Brasil dando palestras para ensinar sobre África,[],[],[],[],[]
mozambique_pt_text_675_emotion_1,Obama pressiona Congresso para fechar prisão de Guantánamo,[],[],['joy'],[],[]
mozambique_pt_text_1277_emotion_1,Moçambique: Tensão política está a afectar investimentos,[],[],['fear'],['fear'],['fear']
mozambique_pt_text_697_emotion_1,Moçambique: Avicultores de Boane em dificuldades após vendaval,['sadness'],[],['sadness'],[],['sadness']
mozambique_pt_text_1358_emotion_1,Uíge: boas e más notícias sobre a situação das ravinas e do hospital municipal do Quimbele,[],[],[],[],[]
mozambique_pt_text_1824_emotion_1,"Trinidad e Tobago, Guiana: O plano “terrorista” do JFK",[],[],['fear'],['fear'],['fear']
mozambique_pt_text_434_emotion_1,"Líbia: Número de mortos aumenta para 6.000, EUA estuda intervenção",['sadness'],[],['sadness'],[],['sadness']
mozambique_pt_text_596_emotion_1,Covid19: Moradores de Luanda e Sumbe ignoram medidas de combate à pandemia,['sadness'],[],['sadness'],[],['sadness']
mozambique_pt_text_1889_emotion_1,Salários e subsídios de deputados em tempo de pandemia chocam angolanos e moçambicanos,[],[],['anger'],['anger'],['anger']
mozambique_pt_text_705_emotion_1,A retórica anti-China de Bolsonaro estaria alimentando o ódio contra asiáticos no Brasil?,[],[],['disgust'],[],[]
mozambique_pt_text_2040_emotion_1,“Quem policia a polícia” e outras músicas brasileiras que denunciam a violência policial,[],[],[],[],[]
mozambique_pt_text_84_emotion_1,Portadores do visto H4 são impedidos de conseguir emprego nos EUA,['sadness'],['sadness'],['anger'],['suprise'],['sadness']
mozambique_pt_text_1386_emotion_1,Apesar de novas tecnologias o livro não morreu,[],[],[],[],[]
mozambique_pt_text_46_emotion_1,“Estamos mais viv@s que nunca”: Coral Herrera e a luta pela igualdade de género,['disgust'],['joy'],['joy'],[],['joy']
mozambique_pt_text_345_emotion_1,Croácia: A “Feral Tribune” fecha as portas,[],[],[],['suprise'],[]
mozambique_pt_text_1940_emotion_1,Trinidad e Tobago: Crianças com HIV,[],[],['sadness'],['sadness'],['sadness']
mozambique_pt_text_115_emotion_1,"Angola Fala Só - ""Hospitais deixaram de ser lugar de acolhimento"", diz ouvinte de Luanda",['sadness'],['sadness'],['anger'],[],['sadness']
mozambique_pt_text_1004_emotion_1,"Moçambique é um ""grande corredor"" de heroína",[],[],['disgust'],['disgust'],['disgust']
mozambique_pt_text_1098_emotion_1,Moçambique: Destacado constitucionalista opõe-se a emenda da lei fundamental,[],[],[],[],[]
mozambique_pt_text_483_emotion_1,Presidente do Município de Quelimane acusa Polícia de furar pneus da sua viatura,['disgust'],[],['disgust'],[],['disgust']
mozambique_pt_text_329_emotion_1,Doença tabú das mulheres é finalmente falada em público,['joy'],[],['joy'],['fear'],['joy']
mozambique_pt_text_1461_emotion_1,Macron diz que recentes ataques em Moçambique mostram ameaça de terrorismo islâmico,[],[],['fear'],['fear'],['fear']
mozambique_pt_text_1407_emotion_1,Federação dos Sindicatos da Educação e Cultura dá crédito à greve dos professores,[],[],[],[],[]
mozambique_pt_text_114_emotion_1,"Angola tem ""desafios a vencer"" nos direitos humanos, diz responsável da ONU",[],[],['sadness'],[],[]
mozambique_pt_text_707_emotion_1,Perdido na tradução: Por que o Google Tradutor costuma errar com o iorubá e outros idiomas,[],[],[],['suprise'],[]
mozambique_pt_text_250_emotion_1,Campanha “Onde está o Amarildo?” Contra a violência policial nas favelas,[],[],[],['disgust'],[]
mozambique_pt_text_1823_emotion_1,Angola: Presos e desaparecidos por “pensarem diferente”,[],[],['anger'],['anger'],['anger']
mozambique_pt_text_541_emotion_1,Doentes com tuberculose abandonam tratamento em Moçambique,['sadness'],['sadness'],['sadness'],['anger'],['sadness']
mozambique_pt_text_1084_emotion_1,Caça furtiva movimenta cerca de 72 mil milhões de dólares,[],[],['suprise'],['suprise'],['suprise']
mozambique_pt_text_18_emotion_1,CAN 2021: Guiné-Bissau falha grande penalidade e empata com o Sudão,[],['sadness'],[],['suprise'],[]
mozambique_pt_text_1275_emotion_1,"Chris Christie, o novo candidato republicano",[],[],[],[],[]
mozambique_pt_text_1833_emotion_1,Brasil: Repressão durante Copa das Confederações no Rio,[],[],['anger'],['anger'],['anger']
mozambique_pt_text_1243_emotion_1,"Jack Nkanga: artista em constante mutação, sonhador perseverante",[],[],[],[],[]
mozambique_pt_text_788_emotion_1,Togo: Protestos por Direitos Humanos Reprimidos com Violência,['disgust'],[],['anger'],['disgust'],['disgust']
mozambique_pt_text_862_emotion_1,Jornal desaparece das bancas depois de denunciar um caso de corrupção em Moçambique,[],['disgust'],['suprise'],['disgust'],['disgust']
mozambique_pt_text_2029_emotion_1,"Revelação do spyware Pegasus indica que a Índia está espionando jornalistas, ativistas e políticos",[],[],['fear'],['fear'],['fear']
mozambique_pt_text_1196_emotion_1,Sede de querer viver num mundo melhor motiva empreendedora moçambicana a fazer o bem,[],[],['joy'],['joy'],['joy']
mozambique_pt_text_1517_emotion_1,"Morre Nadine Gordimer, Prémio Nobel de Literatura",[],[],['sadness'],['sadness'],['sadness']
mozambique_pt_text_1370_emotion_1,Ferroviário de Maputo lutou mas caiu diante do Zamalek na estreia da BAL,[],[],['sadness'],['sadness'],['sadness']
mozambique_pt_text_1303_emotion_1,Alerta para quem levar electrónicos à Rússia: podem ser hackeados,[],[],['fear'],['fear'],['fear']
mozambique_pt_text_1190_emotion_1,Autocarro de jornalistas alvejado no Rio de Janeiro,[],[],['fear'],['fear'],['fear']
mozambique_pt_text_996_emotion_1,"Luanda: ""Ponte Cultural"" aproxima Angola e Brasil",[],[],[],[],[]
mozambique_pt_text_2064_emotion_1,"COVID-19: Estado de Calamidade em Angola é ""perigoso"", dizem especialistas",[],[],['fear'],['fear'],['fear']
mozambique_pt_text_1743_emotion_1,Cólera mata 108 pessoas em 2017 em Moçambique,[],[],['sadness'],['sadness'],['sadness']
mozambique_pt_text_1525_emotion_1,Trending: Black is King de Beyoncé faz sucesso no fim-de-semana de estreia,[],[],[],[],[]
mozambique_pt_text_1936_emotion_1,Quênia: Uma ferramenta para denunciar atos de violência,[],[],['joy'],['joy'],['joy']
mozambique_pt_text_315_emotion_1,Forças Sírias matam 34 pessoas desde sexta-feira,['sadness'],[],['sadness'],['fear'],['sadness']
mozambique_pt_text_570_emotion_1,Desastre em mineradora no Brasil mostra que promessa de Bolsonaro de flexibilizar a regulamentação do setor é totalmente inadequada,['anger'],[],['anger'],['suprise'],['anger']
mozambique_pt_text_1014_emotion_1,Naufrágio deixa seis mortos no Rio Zambeze,[],[],['sadness'],['sadness'],['sadness']
mozambique_pt_text_1763_emotion_1,Moçambique: Clips de Música com Perspectiva Regional,[],[],[],[],[]
mozambique_pt_text_1252_emotion_1,"COVID-19: Mega-operação milionária nos EUA ""ataca"" vacina antes do fim do ano",[],[],['fear'],['fear'],['fear']
mozambique_pt_text_973_emotion_1,Inundações afectam 90 mil pessoas em Moçambique,[],[],['sadness'],['sadness'],['sadness']
mozambique_pt_text_728_emotion_1,Nigerianas são a presa fácil da prostituição africana na Europa,['sadness'],['suprise'],['sadness'],['anger'],['sadness']
mozambique_pt_text_1440_emotion_1,"Muçulmanos em Moçambique ""tristes"" com a morte de Osama bin Laden",[],[],['sadness'],['sadness'],['sadness']
