id,tweet,user1,user2,user3,anno1,anno2,anno3,label
88976884,"nigger gaa nuo a amu “@username : isi gi ogene ""@username : @username ịhụ gị nnukwu isi ya dị ka mmiri egusi""”",11,12,13,abuse,abuse,abuse,abuse
89976946,@username odee a edeela nke a kpọrọ.. ọgazị amaka.. chebiri nke a niihina ihe anaghị akọ ebe ọ na-adị. ụkọọ jisie ike na ntute asụsụ igbo dị mkpa n'oge a. daalụ,11,12,13,normal,normal,normal,normal
89459640,"@username mechie eze ule gi,ezi ofia. as if you live or come from anambra state.",14,15,16,hate,abuse,abuse,abuse
89459935,"@username monkey,dwarf,anu npam onye oshi azuru-azu ekperima ekpenta simon nwakpuda chineke kpogoro oku ig'anwu onwu ihere udele g'eri ozugi...",14,15,16,abuse,abuse,abuse,abuse
89977763,"nne gi nkita, nna gi nkita umunne gi nile nkita ara ##url",11,12,13,abuse,abuse,abuse,abuse
89792177,@username bobo nnukwu isi,14,15,16,abuse,abuse,abuse,abuse
89977545,@username try am🙄 asị onye oshi jide ọkụkọ,11,12,13,normal,abuse,abuse,abuse
89792161,@username nnukwu isi ya,14,15,16,abuse,abuse,abuse,abuse
89978733,"( igbo) ma ị bụ onye juu ma ọ bụ onye kraịst ma ọ bụ alakụba ma ọ bụ ụka ọ bụla ọzọ ma ọ bụ na anaghị esonye, ​​allah pụrụ ime ihe niile (chineke) nọnyeere ya ##url",14,15,16,normal,normal,normal,normal
89977087,@username that man call mumu #lulu is an idiot #onye ori @username,11,12,13,abuse,abuse,abuse,abuse
89976468,@username ndi okenye aruruala ohan'eze ndi apari ohan'eze ndi akpiri ogologo. tufiakwa ‼️,11,12,13,abuse,abuse,hate,abuse
89459988,@username 'kego.. i ga dika èchi. make na èchi adi agwu agwu.we don't bow to bs in the name of age ka ndi ofè mmanu or religious position ka ndi ugwu.,14,15,16,hate,hate,hate,hate
89977206,@username ọtụ nne gị.  ozu atụrụ.,11,12,13,abuse,abuse,abuse,abuse
89977250,i laugh ooo! rt @username : goldie wu ewu. as in ewu gambia. ezi ofia. anu mpama. onye iberibe one of wherever the fuck she is from.,11,12,13,abuse,abuse,abuse,abuse
89976919,ndi usa juru ebe nile 🥱🥱 ##url,11,12,13,abuse,abuse,abuse,abuse
89977855,@username ........ndị afọ njọ.. 😂😂😂😂😂 nya wutebe ha.. 💯💯💯💯,11,12,13,abuse,abuse,normal,abuse
89790761,"@username nkpi, ezi bidah, efulefu ohia,anuofia, nkita ara, otu onye ara, nwa ne wegi ozuzu!🤣🤣🤣🤣",11,12,13,abuse,abuse,abuse,abuse
89978258,@username 😂😂😂😂 onye mgbu,14,15,16,abuse,abuse,abuse,abuse
88976834,"bịa nwoke, ị ro ebea pụọ kita, kitikpa agbachi gị anya, the guy was shocked, the lady too. i continued, so everyday you are going to umunze, coming from sokoto, getting robbed on the way.. jee chọọ ife i ya alụ. omalica nwoke dị ka gị, i si na ọ iyoo ayiyo ka lu gịnma",11,12,13,abuse,abuse,abuse,abuse
89790748,@username hapu godi nkita ara ahu,11,12,13,abuse,abuse,abuse,abuse
89976988,@username onye oshi na ama,11,12,13,abuse,abuse,abuse,abuse
88976928,@username but they deserve apc and tinubu?  onye nzuzu. onye ara. onye apari. ewu,11,12,13,abuse,hate,abuse,abuse
89790945,@username respect? ụsụ raakwa nne gị,11,12,13,abuse,abuse,abuse,abuse
89459594,@username onwu chukwa gi na alex oso on daily basis. accident ga ezute gi na alex na okporouzo. e ga egbu nne gi na nna gi dika alex si dowe nna ya o di ndu onwu kanma. ihe uju ga abu nke gi. cur*ed chi*d of sat*an.,14,15,16,abuse,abuse,abuse,abuse
89791766,@username ikpu nne gi is landlocked with 20iches dick. ozu nwuru anwu,14,15,16,abuse,abuse,abuse,abuse
89790886,@username zuzupuo gi onye iberibe.  agadi na-agwo ofe.,11,12,13,abuse,abuse,abuse,abuse
89977882,@username ohu nne gi!,11,12,13,abuse,abuse,abuse,abuse
89790638,@username ezigbo onye nzuzu....lol  umuazi na-agaghi akwukwo ka onye iberibe simon ekpa ji ndu ha na-egwu egwu!  ozoemena...,11,12,13,abuse,abuse,abuse,abuse
89977865,@username kenechukwu okeke onye ori handset 😂😂😂😂😂😂 ##url,11,12,13,abuse,abuse,abuse,abuse
89978103,@username ike gwụ onye aghụghọ o chọba udo. mulunu anya dika azụ.,14,15,16,normal,abuse,normal,normal
89459893,"efcc reveal zlatan ibile &amp; naira marley have been found guilty &amp; will be charged to court very soon.  very what? very good.  ndị igbo si na onye iberibe na-ahuricha ji ya, ndị enyi ya asị ya na ọ na-akọ ya akọ.  ndị ala abụọ. kita ka unu ga fuu nke toolu fada.",14,15,16,normal,abuse,abuse,abuse
89977341,otu nne gi keep hope alive ##url,11,12,13,abuse,abuse,abuse,abuse
89978125,@username ukpaka soso??? chai @username afugo something oburo di isi ewu ko bu anu mgbada just ukpaka ngwa nu ka m tinye ya tootupicki😂😂,14,15,16,abuse,abuse,normal,abuse
89978796,@username for those accepting that guy apology on behalf of igbos otolo agba gbue unu there infact kitikpa na enwero nwanne gbachie unu anya who made you guys the spokesperson umu anu ohia iberibe,14,15,16,abuse,abuse,abuse,abuse
89792118,"o bu onye no agadi nwanyi nso, ga anu isi eze ule uya- #iluigbo",14,15,16,normal,abuse,normal,normal
89978462,@username onye mgbu like him,14,15,16,abuse,abuse,abuse,abuse
89791889,"@username obi okwute ka ibu!!! anyi kwu gi na azu, ega na eje na abata!!! our incoming president!!! we cannot wait! ##url",14,15,16,abuse,normal,normal,normal
88976935,@username getaway you!  obi okwute,11,12,13,abuse,abuse,abuse,abuse
89977768,"nwa nza buwe, o dika o ga aka nne ya!",11,12,13,normal,normal,normal,normal
89459796,@username kitikpa gbagbuo gi ebe ahu... ezi bida,14,15,16,abuse,hate,abuse,abuse
89978097,@username anuofia nwụrụ anwụ. ofeke na esunye be ya ọkụ. ezii bida.  onye bụ nna gị. ose aka.,14,15,16,abuse,abuse,abuse,abuse
89459701,@username sa gbukwa ofeke nna gị,14,15,16,abuse,abuse,abuse,abuse
89976722,@username chineke kelụ onye nnukwu isi ga enye ya onu ọ ga eji bu ya.,11,12,13,normal,normal,normal,normal
89977327,"@username let me write in ibo nwa nwanyi gbara akwụna, onye omekome ji oji apụnara mmadụ ihe nzuzu biafra, nna gị enweghị ọrụ na mum mum a street fucker, bolehole chụpụrụ ọtụ enweghi oke na mmechi ọ na - enwe ara bụ nwanyị nwere nsogbu, ị bụkwa mkpụrụ obi enweghi mmụọ",11,12,13,normal,abuse,abuse,abuse
89978551,@username simon onye ekpenta,14,15,16,abuse,abuse,abuse,abuse
89459750,"jst negodu dis pple .. o chill rt @username : o tata ka ima? rt""@username : ndi ofe mmanu bu ndi nzuzu.""",14,15,16,hate,hate,hate,hate
88976869,"onye nzuzu""@username : wish u d same""@username : onye ala!""@username : @username amen ooh""""""",11,12,13,abuse,abuse,abuse,abuse
88976859,@username ole barawo onye ori ##url,11,12,13,abuse,abuse,abuse,abuse
89459645,@username you are a sycophant. onye eriri eri na onye oshi. the blood of the innocent civilians from biafra you commanded ejima to slaughter will destroy and wipe off your generations as biafran nation emerges. ogaghi adiri gi na mma.  i riela udele...mana onye riri udele erigo ajo nri.,14,15,16,hate,abuse,abuse,abuse
89977750,@username mbekwu! onye aghụghọ mụọ,11,12,13,normal,abuse,abuse,abuse
89792043,@username kitikpa gbagbuo gi dia ##url,14,15,16,abuse,abuse,abuse,abuse
89791057,@username reply me asap nnukwu isi,11,12,13,abuse,abuse,abuse,abuse
89978319,reno omokri blocked me. i dey very happy now. onye nzuzu di ka ya,14,15,16,abuse,abuse,abuse,abuse
89977369,"@username hahaha. nkịta ará. bịa wéré... gbá gị jaja, ụsụ nwụrụ anwụ",11,12,13,abuse,abuse,abuse,abuse
89790929,"@username is your husband loyal to you anu mpama, onye iberibe.",11,12,13,abuse,abuse,abuse,abuse
89976684,"@username you know sometimes 'a na atụ anya ọdịdà osisi kpọrọ nkụ,nke dị ndụ e si na ukwu foru daa'",11,12,13,normal,normal,normal,normal
89792082,"@username amam na isi adiro gi mma. onye ori,onye are eke oka. nkita lacha gi anya",14,15,16,abuse,abuse,abuse,abuse
89978415,"@username o kwa nke nna gi na nne gi a... achodim ichi ochi na ehihie a ooo,anwu acharisigom isi",14,15,16,normal,normal,normal,normal
89792227,@username mgbada anu ohia..🤐,14,15,16,abuse,abuse,abuse,abuse
89790644,@username ndi ugwu na ndi ofe mmanu adigokwa confused😁😁😁😁 biko sualu'm confused naa igbo😁😁😁,11,12,13,hate,hate,hate,hate
89790985,@username 🙌🙌🙌agụ nwaanyị ❤️❤️❤️🥰,11,12,13,normal,normal,normal,normal
89459599,@username kitikpa gbagbuo gi ebea 😂😂😂😂,14,15,16,abuse,abuse,abuse,abuse
89459926,@username hahahaha for where onye oshi,14,15,16,abuse,abuse,abuse,abuse
89792185,"@username anụ ọhịa, ị na dika genuine sympathizers, wetin you dey sympathize? amadioha mixed with shango wey get dna of ogun rape you there, ụsụ nwụrụ anwụ akpọniri ike elu wee mụọ  those in the pictures below are obidients? mammy water pịwakwa gị mkpụrụ amụ there,ezi ##url",14,15,16,abuse,abuse,abuse,abuse
89978122,@username just negodu... akwụna kobo kobo...,14,15,16,abuse,abuse,abuse,abuse
89791900,@username nne gi udele,14,15,16,abuse,abuse,abuse,abuse
89976577,@username onye ori. derico mentor.,11,12,13,abuse,abuse,abuse,abuse
89790874,"abum number 1  abum number 2 abum number 3 taribo west anam echeta sam okparaji onye nigeria nwuru onwu ike, kpa kpa kpa , kpa goal keeper, goal keeper efelie elu tie akwa oche  chorus: sombori assist us with chorus pls.........   indomie generation won't understand...🏃🏃🏃",11,12,13,normal,normal,normal,normal
89978769,"@username happy international women's day, nwaanyi oma.",14,15,16,normal,normal,normal,normal
89792153,"@username shut up onye-oshi onye-iberibe nzuzu, isingbakala, anu mpama",14,15,16,abuse,abuse,abuse,abuse
88293926,ibu anu ohia . obu ndi di ka gi mere n'ala adi gi mma . iga gi abia na adonyere onye ori ukwu maka na iche na m'na ako ihe m'na ama gi. ibu a complete numbskull olukwuðŸ˜œðŸ˜œðŸ˜œðŸ˜œ ##url,11,12,13,abuse,abuse,abuse,abuse
89977305,"yeaaa babe! loads of it, guess u finished d isi ewu u made rt @username : ogechichi, it was so muuuuaaaah. hope had fun?",11,12,13,normal,normal,normal,normal
89978735,@username if you don’t have anybody close to you to tell you...asim; 1. otoro gbapuo gi afo 2. nkita riforo gi nsi 3. udene rachaa gi onu  4. kitikpa gbagbuo gi na your entire gullible generation. idiot! ##url,14,15,16,abuse,abuse,abuse,abuse
89976918,@username i been know it since. onye ọgwụ ego.. 🤮🤮,11,12,13,abuse,abuse,abuse,abuse
89976815,"ndi ara ga na ekwu “change” even up till today, change gba ga oku! ndi ofe mmanu si ebe puo!!!",11,12,13,hate,hate,hate,hate
89978003,@username isi aki oyibo 👯👯,14,15,16,abuse,abuse,abuse,abuse
89792028,"@username this one too pain you oya begin cry make sure u cry well oooo itiboribo, eze ule, onye nzuzu, onye ekperima, eze ekpenta",14,15,16,abuse,abuse,abuse,abuse
89790838,"@username nwa nza rijuo afo, ochelu chi ya aka mgba. the day of reckoning is nigh.",11,12,13,normal,normal,normal,normal
89978792,@username makachi the girl bu godi ezigbo onye ala ogbete onye nzuzu,14,15,16,abuse,abuse,abuse,abuse
89790789,"why a girl would want you to choose her over your job is way beyond me, chukwu napu ekwensu ike...orlu dimkpa ji atachi ulcer...nne gaba",11,12,13,normal,normal,normal,normal
88293927,@username nukwu onye ori.....,11,12,13,abuse,abuse,abuse,abuse
89978308,"@username guyyy, ọsọ mgbada n'ugwu. mini somalia.",14,15,16,abuse,normal,normal,normal
88977069,@username ewu abakaliki ndi ara,11,12,13,abuse,abuse,abuse,abuse
89977273,@username lai mohammed  onye mgbu!,11,12,13,abuse,abuse,abuse,abuse
88977189,"anyị ga adị ka echi, echi bu agwụ agwụ  a sị na atuoro ọmara ọmara...a tuoru ofeke.... ##url",11,12,13,normal,normal,normal,normal
89978920,"herooooo ebule... ""...janatan, we are sorry..."" onye oshi ##url",14,15,16,abuse,abuse,abuse,abuse
89978908,chukwu nna. n'apu ekwensu ike.,14,15,16,normal,normal,normal,normal
89459689,it's the igbo for me. 🤣🤣🤣  ndi akpiri ogologo ##url,14,15,16,abuse,abuse,abuse,abuse
89790694,"akụkọ ifo: ihe mere ọkụkọ ji abọ ala.   otu abali, nnekwu na ezinaụlọ ya siri ụtara ji na ofe nsala. mbe bịara n’ụlọ ya ịhụ ha, ha wee tinyere ya nri. mbe riri nri ahụ wee chọpụta na ọ dị ụtọ nke ukwuu. ##url",11,12,13,normal,normal,normal,normal
88976876,"🤣🤣🤣🤣 ""part time nigerian"" come and onukwu join 😂. ##url",11,12,13,abuse,abuse,abuse,abuse
89976814,"@username ndi igbo are educated, ndi igbo abughi ndi ume ngwu, should i pray for ipob unknown gonmen to happen to you ?",11,12,13,normal,normal,normal,normal
89790680,@username 😂😂🤣🤣😭😭😭  asụsụ anambra steeti na idu ya. ezé ule 🙆‍♀️. nwoke a nwèrè ajọ ọnụ 😁,11,12,13,abuse,abuse,abuse,abuse
89459549,@username same to you nnukwu isi😉,14,15,16,abuse,abuse,abuse,abuse
89978240,obi onye ọnụ ọjọọ 🤣 ##url,14,15,16,abuse,abuse,abuse,abuse
89976839,onye ọgwụ ego 🤣 ##url,11,12,13,abuse,abuse,abuse,abuse
89978052,"nwa nza rijuo afọ, ọ si chi ya pụta mgba.  after feeding sumptuously, the sparrow calls his chi (personal god) to a wrestling contest.  (foolhardy is biting the hands that feeds you)  #ilualaigbo #iluigbo #igboproverbs",14,15,16,normal,normal,normal,normal
88688763,ndi ugwu na ndi ofe mmanu.,14,15,16,hate,hate,hate,hate
89791754,"@username nwanne, ubochi udele ga-agbokota na abia ngwa ngwa. n'ubọchi ahu, i gākọwa umu-nne-gi otú i si rere nwa-nne-gi.",14,15,16,normal,normal,normal,normal
89459811,@username 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 dimkpa benin,14,15,16,hate,normal,normal,normal
89978765,@username otelectual now you know  onye mgbu,14,15,16,abuse,abuse,abuse,abuse
89977794,ndi usa rt @username ogini? ona agu m sef kwa rt @username : agwo rie gi rt @username : nya gugbuo gi rt @username nwanyi na agu m,11,12,13,abuse,abuse,normal,abuse
89792090,isi ewu kee you there😏😏😏. ##url,14,15,16,abuse,abuse,abuse,abuse
89978365,@username as in oke mkpi,14,15,16,abuse,abuse,normal,abuse
89791972,@username ezigbo itiboribo. this one is original isi aki oyibo,14,15,16,abuse,abuse,abuse,abuse
89977145,"@username 😆🤣 mechie onu gi, ihere mee gi. twitter abụghị ihe nna gị nwere.  asụsụ anyị na-eji na twitter bụ bekee.",11,12,13,abuse,abuse,normal,abuse
89976925,@username ozu nna gi!!!,11,12,13,abuse,abuse,abuse,abuse
89459855,"so @username is the issue???  you never see anything oh   maka ntiye uku na the away, unu ga fuzi nwanyi ocha part 2  mgbada ebe nile",14,15,16,normal,normal,normal,normal
89976448,"@username bia, nkita ara, inwedukwa nne na nne na be unu? fa kwesiri ike gi agbu tupu ipuo afia.",11,12,13,abuse,abuse,abuse,abuse
89978749,@username lol! a gwa ntị ma ntị anụ e gburu isi  e gburu ntị. karma is real.,14,15,16,normal,normal,normal,normal
89791755,onye obula bu iheahu na atry ehack my twitter account otolo na kitikpa na enwero nwanne ga agbapia gi akwa amu..,14,15,16,abuse,abuse,abuse,abuse
89978630,"@username now i understand that ewu, okpo, onye iberibe, onye ala, also grow old",14,15,16,abuse,abuse,abuse,abuse
89978165,"@username udo dịrị gị, nwaanyị ọma.",14,15,16,normal,normal,normal,normal
89790574,"nkpi,,""@username : nkita ara""@username : ishi ewu-sokoto :p""@username : ishi aki""@username :",11,12,13,abuse,abuse,abuse,abuse
89977720,@username nne gi na nna gi ekwensu!! 😊🤭,11,12,13,abuse,abuse,abuse,abuse
88977146,"ya referring 2 yorubas innit? @username : only ndi ofe mmanu""",11,12,13,hate,hate,hate,hate
89977464,"@username thank chi nnem, ịhụrụ command wụ ezigbote onye arụrụala 😏",11,12,13,abuse,abuse,abuse,abuse
89977076,mechie eze ule gị ahụ ##url,11,12,13,abuse,abuse,abuse,abuse
88976984,@username happy new year onye ọgwụ ego 💜,11,12,13,abuse,abuse,abuse,abuse
89976736,"@username ndi akpiri ego, ókú ha anyúóla piiii",11,12,13,abuse,abuse,abuse,abuse
88977017,ekwensu aromance mami water😩 ##url,11,12,13,abuse,abuse,normal,abuse
88976845,"ah, ọnụ ọjọọ ##url",11,12,13,abuse,abuse,abuse,abuse
89791745,"@username chelsea otu - abụọ liverpool  ọ dị mma   ka anyị na agba mbọ itule mkpebi ndị ụlọ ikpe   nwoke a obi tara mmiri muhammadu ntị anụ ihe salah enwe gwa ndị oti mkpu ya ka ha bulie ụtụ ngwa ahịa, ka ihe nwere sie re anyị ike.",14,15,16,abuse,normal,normal,normal
89790568,"lol""@username : @username ijuta isi nkita ijilu agba ya mee gini?""",11,12,13,normal,normal,normal,normal
89792186,"rt @username diokpa!! nna gi muru gi :) @username atualu omalu, omalu; atulu ofeke, ofelu isi fenye n'ofia! #tweetigbo",14,15,16,normal,normal,normal,normal
89790850,@username ọkwa one onye iberibe na like ịkọ eri,11,12,13,abuse,abuse,abuse,abuse
88976887,"@username na them be this, oloshi   ekwensu kpokwa gi oku there bastard  onye oshi di ka gi   e go rotate for you one day sha, anuofia!!",11,12,13,abuse,abuse,abuse,abuse
88293933,"@username ah! ihe ndi a mme odiro kwa mma oooo! ðŸ˜¨ mana nne biko eweliwe, nwepu kwa ya, maka ndi mmadu na uwa ga fu, ndi ofe mmanu ga na asi na umu nwaanyi igbo na eme ajo ihe ðŸ¤” chai! but enhhhh can u just imagine, ihere na eme m sef, what a nonsense, haiiii! ðŸ˜²",11,12,13,hate,hate,normal,hate
89977765,"@username ""gwam afa nna gi!""🤣🤣🤣🤣",11,12,13,normal,normal,normal,normal
89977166,@username it's the phenomenon that igbo ppl misinterpret as ọgbanje,11,12,13,abuse,normal,normal,normal
88976960,@username todd bụ onye ọgwụ ego!! 😂,11,12,13,abuse,abuse,abuse,abuse
89978454,"okwu hịọba ahịọ, ọ bara onye aghụghọ. #igboproverbfriday",14,15,16,normal,normal,normal,normal
89978804,ana akogheli on twitter. dimkpa benin gbara afonu,14,15,16,abuse,abuse,abuse,abuse
