tweet_id,tweet,annotator_1,annotator_2,annotator_3,anno1,anno2,anno3,label
1199041055896850435,vc não é de bem o pior é que o signo também é esse,55,59.0,60,negative,negative,positive,negative
1164447283750100992,diversão | orgulho moz com humorista o camiões da m big tipo orgulho moz é maning nice,58,57.0,54,neutral,positive,positive,positive
1379879014454677515,ta ver já não sei se estamos a falar da mesma coisa,58,54.0,57,neutral,negative,neutral,neutral
1547673347764277200,"Já saiu o Decreto, começou a Luta. 🙏🏽 https://t.co/LsKePeEgLn",55,59.0,60,neutral,neutral,neutral,neutral
1422970074307174408,ktal nao ganho mais uma estrela,55.0,59,60,neutral,neutral,neutral,neutral
1374060548443279363,gostaria de ter visto,58.0,54,57,neutral,neutral,neutral,neutral
1539193378671403e3,@user Beth...fica feio 😂😂😂😂 não faz isso. Eu vi o dia em que ele foi pessoalmente apresentar a bomba na zona e acompanhava as escavações...e nem é uma...lá na escola dos Chineses tem outra e fez isso em MUITAS zonas...,58.0,54,57,negative,neutral,neutral,neutral
1521577602854568e3,Esta segunda parte será nossa. Vamos marcar apenas um golo,55,59,60.0,positive,positive,positive,positive
1530289219083686e3,"Por motivos amorosos, financeiros e existencial, passarei a atravessar a rua sem olhar para os lados🚶🚶😎",58,57.0,54,neutral,negative,neutral,neutral
1534615322438905900,@user Lol .. uma torneira decente tem o mm preço que 15 sacos de cimento 🥲,55.0,59,60,neutral,neutral,neutral,neutral
1196949578827915266,com socos que nem ao meu pescoço chegaram é isso mm que queres,58,57.0,54,neutral,neutral,neutral,neutral
1369361823942737920,não sou psicólogo mas se precisares desabafar e de conselhos grátis disponha,58.0,57,54,positive,positive,positive,positive
1530483443037048800,"3. Tende cuidado de vós mesmos. Se teu irmão pecar contra ti, repreende-o e, caso ele venha a se arrepender, perdoa-lhe. (Lucas, 17) *#AngolaRepents Arrependimento traz perdão dos pecados, mas. A solução para o perdão de Deus está no arrependimento",58,57.0,54,positive,neutral,neutral,neutral
1468659227455598592,é nosso burguês esse,55.0,59,60,neutral,neutral,neutral,neutral
1540482440795492400,Mulher comprometida têm um sabor especial🙈,58,57.0,54,positive,neutral,positive,positive
1145468762180804608,feliz aniversário para mim,58,57.0,54,positive,positive,positive,positive
1517564598429405187,moça na rua moço tdr eu não tenho dinheiro trocado eu tenho trocos edjo mas why,58,57.0,54,neutral,negative,neutral,neutral
1546023222960918500,Hoje é o meu ultimo show na Pontabeachbar Contamos com a presença de todos Pontualmente as 13:00h Até já,55,59.0,60,neutral,neutral,neutral,neutral
1301855224613699584,agora manda número no dm + bem bem vc é mulher de verdade,58.0,54,57,negative,neutral,neutral,neutral
1550561104140664800,"@user Nessa idade já era fluente em inglês, já tinha passado por formação de 3 níveis, e não era minha preocupação perceber nada em ingles 🤷🏽‍♂️",58,57.0,54,positive,neutral,neutral,neutral
1549832550436290600,@user @user @user @user @user Usar MCT ou adaptar Fred enquanto existe Zidane é uma das piores merdas,55.0,59,60,negative,neutral,neutral,neutral
1338135404118237184,vocês como gostam de responder coisa que pergunto na minha cabeça escrevo aqui,58,54.0,57,neutral,positive,neutral,neutral
1510662508599820300,@user Como somos muitos não dói. A merda anima em grupo.,58,54.0,57,positive,neutral,neutral,neutral
1546581670417023e3,"O Evangelho Eterno quando é pregado, é um comando para a humanidade #ThePulpitOfHoliness",58,57.0,54,neutral,neutral,positive,neutral
1488843325595598800,"Os africanos têm as casas mais ecológicas do mundo, tudo o que precisam é torná-las resilentes e com circulação de ar eficiente. #African #Mozambique #PeopleHelpingPeople #arquitectura https://t.co/zUxz7lB1Nf",58,57.0,54,positive,positive,positive,positive
1324713335510704132,aquele perfume do bus,58,54.0,57,neutral,neutral,neutral,neutral
1497482891269443586,eeh onde mais ou menos tou por aqui pah,55.0,59,60,neutral,neutral,neutral,neutral
1501476278343549e3,Tem uma certa lógica o teu raciocínio mas tem um porém ai. O desencontro entre homens interessantes e a respectiva mulher. https://t.co/VBeMDRFmuK,55,59,60.0,neutral,neutral,neutral,neutral
1552724091383287800,@user @user @user Acho que essa mensagem devia ser para o @user,55,59.0,60,neutral,neutral,neutral,neutral
1177316333245083648,quero ouvir um amen,55,59.0,60,neutral,positive,positive,positive
1542996512803799e3,"O SENHOR Deus está em busca de cristãos que deixaram o mundo e as suas paixões, e agora estão focados na vida eterna OS VERDADEIROS ADORADORES. #EternalWordOfJesus",55,59,60.0,positive,neutral,neutral,neutral
1168051170625183744,vamos reunir toda a nesse bonde,55,59.0,60,neutral,neutral,neutral,neutral
1477365008040345600,Se Milo for aquele dog que queria te morder naquele vídeo? Os seguranças tem razão!!! https://t.co/KxiU9HfTrp,58,57.0,54,neutral,neutral,neutral,neutral
1481414731227349e3,Só para brincar com meu coração https://t.co/f17L0BS2Jc,58,54.0,57,negative,negative,negative,negative
1208474494349828102,beleza do homem está no bolso,55,59,60.0,neutral,neutral,neutral,neutral
1150123023028166657,nem estava a vos babar,58,54.0,57,neutral,neutral,neutral,neutral
1527029614945747e3,"@user, você ainda não dispõem de uma função “banir clientes”? https://t.co/TNcnmw0s44",58.0,57,54,neutral,neutral,neutral,neutral
1192027176931151878,a atleta de patinação artística you young mencionou o y eu realmente gosto do bts p e se te pedissem para participar de um mv y eu acho que desmaiaria de felicidade jeonkkuljam,58.0,54,57,positive,positive,neutral,positive
1534986233205735400,Estou amar de novo Eu não aprendo juro😞,55,59,60.0,negative,neutral,negative,negative
1526163733353058300,"UM COXO ANDOU UM COXO ANDOU UM COXO ANDOU UM COXO ANDOU UM COXO ANDOU UM COXO ANDOU 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 este é o avivamento do fim dos tempos, Para mostrar para essa geração que o Messias está a voltar",58.0,54,57,neutral,neutral,positive,neutral
1521882366377173e3,"Job ✔️ done. Recepção sempre calorosa! Obrigado, @user &amp; @user e a todos os reais! Dia 21, no @user, lançamento oficial do álbum @user.kons. Com @user e @user 🇲🇿 https://t.co/0Lhfo6QZsg",55,59.0,60,positive,positive,positive,positive
1494043715874214e3,"•O Deus Todo-Poderoso está sempre com os ouvidos atentos à oração dos justos, não pensemos que Ele não nos ouve, porque não é assim como nós pensamos. Abandone o pecado e o SENHOR irá te responder. #FeaturingMenengai4",58,54.0,57,positive,neutral,neutral,neutral
1546423766577815600,É surreal quando você pede para Deus te mostrar as coisas e ele realmente te mostra.,55,59.0,60,positive,neutral,positive,positive
1176204719267680264,ja não somos tóxicos ️,58,57.0,54,neutral,positive,neutral,neutral
1526613570510888962,e deixar pegar como deve ser,58,54.0,57,neutral,neutral,neutral,neutral
1298006553799405571,esse gajo que está filmar não tá nice,58,57.0,54,neutral,negative,neutral,neutral
1502944379207618600,"@user Sim😭😭😭😭😭😭 edjo Passei vergonha ihhh, agora saio sempre de capulana",58,57.0,54,negative,negative,neutral,negative
1496740845499867139,só hoje que estás a descobrir,55,59.0,60,neutral,neutral,neutral,neutral
1424113300250546181,depois ném mostram a cara pra pelo menos ver quem é,58,54.0,57,neutral,negative,negative,negative
1539333768657395700,"o julgamento de Deus contra o pecado está vindo. Arrependa se e receba a Jesus se você não parar os muculmanos e dizer a Eles arrependam se porque o Julgamento está vindo, então o sangue deles estará nas suas mãos. #AnEternalGospel",55.0,59,60,neutral,neutral,neutral,neutral
1542736062786707500,Essa necessidade de fama é weird man 😭 https://t.co/OaMQNnEmDP,58,57.0,54,neutral,negative,neutral,neutral
1306638664508805122,foca na tua vida xtrova,55,59,60.0,negative,neutral,negative,negative
1527026117131092e3,"Nesta vida como Cristão, você não pode temer perseguições por causa do evangelho. Se os homens perseguiram a Jesus e seus seguidores, também vão perseguir a você. Quando isso acontecer dê graças a Deus porque é isso que te vai tornar semelhante a Cristo. #GloriousEndtimeWord",55,59,60.0,positive,neutral,neutral,neutral
1494001159333453800,Sempre que entro no meu carro me pergunto o que vou escutar e estou aqui sem ideia 😭. Mas hoje não quero conduzir no silêncio,58,57.0,54,neutral,negative,neutral,neutral
1499106242912039e3,#EternalRestWithGod DEUS abriu seus corações para o TESOURO oculto da Santidade. Eles foram predestinados para a eternidade. @user,55,59.0,60,positive,neutral,neutral,neutral
1163385935767248896,hooo então e hoje que os balões caem pra ti feliz aniversario mais sons que o teu talento cresça junto com os teu anos de vida,55,59.0,60,positive,positive,positive,positive
1185090706408390656,já terminaram as eleições e a cidade continua suja,55,59.0,60,negative,negative,negative,negative
1550513874331439e3,@user Me dá tua vassoura,58.0,54,57,neutral,neutral,neutral,neutral
151822955950993e4,"Pessoa que escreve aqui horas, qual é a ideia?",58.0,57,54,neutral,neutral,neutral,neutral
1478045421020893200,"Dou, aulas de como, colocar vírgulas, nos lugares certos.",58.0,54,57,neutral,neutral,neutral,neutral
1379700100625268742,assim já te deram a capulana ou vão te dar a noite‍️‍️,55,59,60.0,neutral,neutral,negative,neutral
1506333322707972096,é sua opinião sobre o país e sobre a situação respeito a minha está clara existe uma letargia por parte de quem de direito que não inspira mudança positiva apenas incremento do fosso entre classes sociais com isso incremento de ambiente pouco favorável para quem tem,58.0,54,57,positive,neutral,neutral,neutral
1159763430515073025,nada haver só estava o ensinando ele a fazer boas apostas pra ter futuros melhores benefícios,58,54.0,57,positive,positive,neutral,positive
1530452794200666e3,"Estar cansado de estudar e não gostar de estudar, são duas coisas bem diferentes",55,59.0,60,neutral,neutral,neutral,neutral
1492915391580061700,"Deus está batalhando pela humanidade a esta hora, mas será que você está lutando pela sua alma? #WondersOfCalvaryCross",58,57.0,54,positive,neutral,neutral,neutral
1517500113949704200,E o mundo tá como? https://t.co/k1Oi0AW6xU,55,59,60.0,neutral,neutral,neutral,neutral
1366291055939829760,dá pra notar que sou fiel,55,59,60.0,neutral,neutral,neutral,neutral
1551804395192467500,@user quis te levar a Magude e não me respondeste as minhas mensagens no Whtspp na semana passada. https://t.co/l2g8BhvIJm,58.0,57,54,negative,neutral,neutral,neutral
1390239119025049600,mas ovelaaaa que calúnia é essa,55.0,59,60,negative,negative,negative,negative
1387449084043223055,se és menina ou preferes senhora,58,57.0,54,neutral,neutral,neutral,neutral
1501550411978883e3,@user O SENHOR julga o pecado imparcialmente. Quem suportará a sua ira? O Senhor É Um Deus Muito Sério. #ThisHaveanlyGlorification,55,59.0,60,neutral,neutral,neutral,neutral
1347905680959803399,por enquanto por enquanto,55,59.0,60,neutral,neutral,neutral,neutral
1463258533135151105,vai despejar toda informação do ano numa única faixa,55,59.0,60,neutral,neutral,neutral,neutral
1522003082149871600,"#SteadFastWord *Levítico Cap. 10 | NVI* 10 Vocês têm que fazer separação entre o santo e o profano, entre o puro e o impuro,",58,54.0,57,neutral,neutral,neutral,neutral
1301863816632958976,ai a dor é diferente,55.0,59,60,neutral,neutral,neutral,neutral
1202120350579994624,boy jesus te fez juba ihhh alô este é madoda de verdade,58,54.0,57,neutral,positive,neutral,neutral
1150854528029405184,carinha que mora logo a li passa um dólar,55,59.0,60,neutral,neutral,neutral,neutral
1489671764577767400,"Nesta Vida, Todos nós Temos Futuro. O que acontece é que Uns tem um Futuro Previsível em Detrimento de Outros. No Final das Contas, Todos nós Temos Futuro. Agora, Bom ou mau Futuro, Depende de cada Um de nós e de como nós Olhamos Para As Oportunidades em meio às dificuldades.",55.0,59,60,neutral,positive,neutral,neutral
1525862504185970700,Incrível... Na novela todo o mundo tem número do outro em decor😂,55,59.0,60,neutral,neutral,positive,neutral
1526815071153815600,Juntos somos forte. Paz e amor. Tching90 😎 em Maputo-Moçambique-Africa https://t.co/Xsh7TOCAcj,55,59,60.0,positive,positive,positive,positive
1451228074129899521,eu ia desmaiar ih na vida não liguei camera mais de vezes,58,54.0,57,neutral,negative,neutral,neutral
1478424185537970200,Será que um dia vou ser anse com muito carinho para minha vida.🌍🌎🌋🏕️🏚️🏝️🏔️🏗️🏟️🍐🍏🍒🥑🍒🛅🚫🇦🇮🇦🇫🇦🇪🇦🇮🇦🇲.. https://t.co/JcDHw00dqY,58,54.0,57,neutral,neutral,neutral,neutral
1567773804155342848,vocês ganharam tudo por que estão preocupados conosco let us be,58,54.0,57,neutral,negative,neutral,neutral
1567590209444843528,juntese a nós e ganhe muito dinheiro no casino que mais paga em moçambique,55,59,60.0,neutral,neutral,neutral,neutral
1487501502256230400,"@user N perguntei… mas as pessoas aqui dizem que ninguém senta aí, deve ser para o pessoal deles 😂😂😂😂😂",58,57.0,54,neutral,neutral,neutral,neutral
1166123423292170242,poxa as pessoas não aprendem ‍️ holofotes fazem mal,55,59,60.0,negative,negative,negative,negative
1530535103100866600,@user Ouvir esta instrução e não obedecer é um grande perigo.. Ai dá nação que rejeita o arrependimento. #AngolaRepents,55,59.0,60,neutral,neutral,neutral,neutral
1304317684998385671,que onde trabalho estou a roubar muito pelo facto de viajar muito e andar em um bom carro uma das pessoas me falou na cara mesmo enquanto apreciava o carro que para piorar era do meu director e estava comigo enquanto o navio com o meu não chegava,58,54.0,57,negative,negative,neutral,negative
1176150633327529987,tá difícil achar o x na equação de hoje banho ‍️‍️,58,54.0,57,neutral,negative,negative,negative
1302751887658225664,a cara a cintura vocês estão a matar damas,55.0,59,60,negative,neutral,neutral,neutral
1533662789025292300,Cenas que meu mais velho @user gosta https://t.co/liZK8wh1Uj,55.0,59,60,neutral,neutral,neutral,neutral
1149044060096729090,quando as pessoas procuram beleza ao invés de procurar saber se não será ela a assinar para ele no casamento ou não ‍️,58,54.0,57,negative,negative,neutral,negative
1173941245183483905,bro eu fugia da mesa,55,59,60.0,neutral,neutral,neutral,neutral
1182927729643143168,terminei com ela fiquei tipo sem problemas mas o problema apareceu quando ela fez um lomotif dizendo meses de namoro com outro gajo,58,54.0,57,neutral,negative,negative,negative
1403500760244105220,eu também pensava assim não quero magoar mulheres mas do jeito que me acabaram as vidas gato perde comigo,55,59,60.0,neutral,negative,negative,negative
1477552442166362e3,"Janeiro é um mês para planificar as coisas. Estruturar o ano, acrescentar valor aos fundamentos e determinar onde queremos estar até Dezembro. Janeiro não é um mês para falar de fome. Não aceito menos do que uma mentalidade colectiva e de produção. Janeiro é uma bênção!",58,57.0,54,positive,neutral,positive,positive
1507431540107612200,@user Oie sumido quando é que vira me visitar 😂😂,55,59.0,60,neutral,neutral,neutral,neutral
1371535482530709509,eu não sei qual é o meu melhor lado então coloquei o mesmo número de piercings nos dois,58,54.0,57,neutral,positive,neutral,neutral
1310279887849168915,esse tio é de onde,58.0,57,54,neutral,neutral,neutral,neutral
1142089209387372544,sair do job na mesma rua,58.0,57,54,neutral,neutral,neutral,neutral
1491910095885766700,"Se você fizer aquilo que a sua intuição manda e usar bom senso, deixando de lado a vaidade, Você tem todas as possibilidades de conseguir o seu objectivo. Não tenha dúvida…",55,59,60.0,positive,positive,neutral,positive
1412472679047782402,na minha casa nem sofá tinha o nem tv tinha depois teve tv mas não tinha sofá ahahaha well hj eu olhos pras cenas e fico tipo fogo tama vir do nada e tamaqui,58,54.0,57,neutral,positive,positive,positive
1544007828804960300,"📍Em outras palavras o SENHOR está dizendo que o evangelho eterno é vida, então você não pode confiar este evangelho a qualquer pessoa, que pode mudar o evangelho. (@user) @user #TheGospelOfLight",58,57.0,54,neutral,neutral,neutral,neutral
1487207405276385300,Essas unhas não fez naquele salão?? https://t.co/KqZudiWeEQ,55,59,60.0,neutral,neutral,neutral,neutral
1545849440203833300,Disse ao meu irmão para engomar para mim e lhe pagaria 20mt Eu gerei emprego😌😌,58.0,57,54,positive,positive,positive,positive
1542845999500124200,@user Há umas gotas de suor ai,58.0,54,57,neutral,neutral,neutral,neutral
1529850339012268e3,@user @user Hallelujah. E somente aqueles que esperarem incansavelmente serão salvos. #AngolaWordConference,55,59.0,60,neutral,neutral,neutral,neutral
1521965397045653500,"Existem mulheres que tiram brilho de um homem, que o destroem… Mas pouco se fala e vocês não estão preparados para esta conversa",58,57.0,54,negative,negative,neutral,negative
1507468549861920800,Angola é uma província ultramarina moçambicana.,55,59.0,60,neutral,neutral,neutral,neutral
1492060095521321e3,Jovem foi detido suspeito de terrorismo na Faculdade de Ciências de Lisboa https://t.co/utHqM3ZInt,55.0,59,60,neutral,neutral,neutral,neutral
1438927922526625792,não estou a falar de mulheres pah estou a falar de férias ir à praia numa quinta pah,58.0,54,57,positive,positive,neutral,positive
1549078614775308300,Meu corpo não funciona como antes (((se é que já funcionou,58,57.0,54,neutral,negative,neutral,neutral
1498254708821082e3,@user @user Cunhada que senta na cara dele? 🌚,58.0,54,57,neutral,neutral,neutral,neutral
1501206243167424500,"Sei lá, não gostei. Que horror djô! Meu cérebro ñ conseguiu achar a graça. https://t.co/2TNIcrd05s",55,59,60.0,negative,negative,negative,negative
1351883369680920576,na minha casa são assim memo,55.0,59,60,neutral,neutral,neutral,neutral
1479012905349750800,Estão a dar na tv sucesso agora . 😂😂😂😂😂😂 https://t.co/TGR1Pz0NJH,58.0,54,57,neutral,neutral,neutral,neutral
1169944649940815873,este vídeo passou maningue na tvm quase todos os dias,55,59,60.0,neutral,neutral,neutral,neutral
1430952314769117197,exactamente como o escreveu a poucos dias,55,59.0,60,neutral,neutral,neutral,neutral
1400924386232836097,já não consigo conectar,58,54.0,57,negative,negative,negative,negative
1538095835019354e3,@user Solução é se comerem entre os bonitos 😂💦 porque sabem do estigma da beleza,55,59.0,60,neutral,neutral,neutral,neutral
1153938337629184001,não imagino arúlan a dançar o pintinnn,55,59,60.0,neutral,neutral,positive,neutral
1342011451532320769,boa frase para esta época,55.0,59,60,positive,positive,neutral,positive
1547644954738012200,Estes são os dias de Elias. Dias da visitação do Senhor...não perca este avivamento https://t.co/T2bUe7vd2Q,58.0,54,57,neutral,neutral,neutral,neutral
1531908041901219800,@user Tou a pedir presente de 1 de junho mano 🥰,58,57.0,54,positive,neutral,neutral,neutral
1517634122117746700,"#EternalLivingWord 📌Eu quero perguntar a Cristãos dessa era moderna, Desde que você nasceu de novo Você tem respladescendo a luz de Cristo? ┏━━━━━━━━━━━━━━┓ ........@user ........@user ........@user ╚══════════════╝",58,54.0,57,neutral,neutral,neutral,neutral
1540792751834271700,FELIZ DIA DA INDEPENDÊNCIA PARA TODOS MOÇAMBICANOS 👏👏👏👏👏 em Mozambique https://t.co/bNCCqAcb8y,55.0,59,60,neutral,positive,positive,positive
1368108439449333763,nigga não podia ver o tweet e bazar,58,54.0,57,neutral,negative,neutral,neutral
1551135655199129600,"Conversar com sogro te obriga a concordar com tudo: 👴- Filho, elefante voa com orelhas. 👨- Realmente pai😌",55,59.0,60,neutral,neutral,neutral,neutral
1539283840774156300,Mas como é que Africanos foram colonizados?? https://t.co/zDzpeDdmTU,58,57.0,54,neutral,neutral,neutral,neutral
1552409066458194e3,A única coisa que os países africanos conseguem dar aos jovens é a vontade de emigrarem para países estrangeiros. Somos caracterizados por isso.,58,54.0,57,positive,neutral,neutral,neutral
1540584549515772e3,É já amanhã. Que as nossas preces pelos Bispos sejam agradáveis aos ouvidos do altíssimo. 🙏🏽 https://t.co/Ctp2UZvHcf,55,59.0,60,positive,neutral,positive,positive
1550401763550937e3,@user E vosso ídolo recusou renovação contratual,55,59.0,60,neutral,neutral,neutral,neutral
1521028642201030700,"A profissão implica o desenvolvimento de capacidades e habilidades complexas e a assimilação profunda das conquistas e metodologias de alguma área humana, através de uma aprendizagem prolongada",58,57.0,54,neutral,neutral,neutral,neutral
1491518038369353700,@user Temos que ter cuidado com a forma como nos vivemos. #TheHistoricRevival,55.0,59,60,neutral,positive,neutral,neutral
1430995086909784070,façam trabalhos da escola senhores principalmente esses do curso do direito,55,59.0,60,neutral,positive,neutral,neutral
1504178542355140600,"@user @user Na Ressurreição, Cristo derrotou a morte e abriu o caminho para a ressurreição dos Santos. #TheLatterRain",55,59.0,60,positive,neutral,positive,positive
1531241152124362800,Liga dos Campeões Africanos: Al Ahly defende título hoje diante do Wydad https://t.co/iLM1wwF3zO,55,59,60.0,neutral,neutral,neutral,neutral
1174592523542695936,alguém vai ter de me aturar,58,54.0,57,neutral,positive,neutral,neutral
1540033196531875800,@user Na verdade nós temos problemas com a recepção da crítica. Temos medo do que ela pode fazer na opinião pública em vez de olharmos para o que ela pode trazer a longo prazo.,55,59.0,60,negative,negative,negative,negative
1530516440452841500,@user @user Todo o pecado é por causa da igreja abandonar a Deus. Que Deus traga de volta o Temor de Deus #AngolaRepents,55,59.0,60,neutral,neutral,neutral,neutral
1507661145003360300,Estagiário em Monitoria e Avaliação https://t.co/HtuSEOTOOG Clica e concorre →,58,57.0,54,neutral,neutral,neutral,neutral
1526180429379817472,menos de jazz fala rápido ih,55,59,60.0,neutral,neutral,negative,neutral
1199833550868156416,não tem como desmentir,58,54.0,57,neutral,neutral,neutral,neutral
1536039721020923911,não me atrapalho com putos que dispensam na escola e chumbam na vida,58,57.0,54,neutral,positive,neutral,neutral
1543857137339752400,@user Foi mesmo inspirado em ti😂😂😂😂😂😂😂😂😂😂😂😂😂,55,59,60.0,neutral,neutral,neutral,neutral
1492965380993781800,@user A palavra diz sobre todo que se deve guardar é o coração pos dela procede as saídas da vida. #WondersOfCalvaryCross @user,58.0,57,54,neutral,neutral,neutral,neutral
1520326367438647300,Mas 10 chamadas perdidas ???? Bruh liga até 3x e chega se a pessoa não atendeu deve estar distante ou está a ignorar !! Evitemmmm,55,59.0,60,neutral,negative,negative,negative
1307019310129451009,malta eu queria tentar parar mais não pode‍️,58,57.0,54,neutral,negative,negative,negative
1537701259595157500,Mas como um Homem acorda com essa cara man? Afinal estou a falhar aonde Deus?😭😭 https://t.co/qAvgG09RB7,55,59,60.0,negative,neutral,negative,negative
1501306947215282200,Nem Cinderela foi tão maltrata como Maida. @user até quando Maida vai sofrer foi cansada de ver essa menina triste. #Maida,55.0,59,60,negative,negative,negative,negative
1422980733711302656,deus é soberano majestoso glorioso poderoso adore a ele,55,59,60.0,positive,positive,positive,positive
1569036476687740938,e não só as memórias traumáticas mas partes dos momentos vividos durante aquela altura,58,54.0,57,neutral,negative,neutral,neutral
1351602322988740618,sim a perfeição habita nela️️️️,58,57.0,54,neutral,positive,positive,positive
1489697929992544300,Que feia essa camisa mas tudo é pela felicidade do menino Lukaku https://t.co/yveeFJs0xY,58,54.0,57,positive,neutral,positive,positive
1187227677150892032,tenho um novo vpn,55,59,60.0,neutral,neutral,positive,neutral
1548715522241462300,"Nem Opium de Choupal, nem Opium de sei lá onde… 😭 Estou a falhar aonde!?",58,57.0,54,neutral,negative,negative,negative
1497481403105267700,Hoje já me mandam bom dia? Vou responder depois do evento!!!,58,57.0,54,neutral,neutral,positive,neutral
1429824202752892938,pai de joanete é arguido ️,55,59.0,60,neutral,negative,neutral,neutral
1179638759719084032,ontem onde esteve a glória porto,55,59.0,60,neutral,neutral,neutral,neutral
1481635750185783300,@user Já estou na sua porta,55.0,59,60,neutral,neutral,neutral,neutral
1533502203805282300,"Ainda estou indignado, como assim jantar é caranguejo?",55,59,60.0,negative,negative,negative,negative
1143383366512840704,olha só esses megas convertí no domingo como megas mensais era suposto levar um mês mas nem uma semana está a levar que megas mensais são e eu ainda precisarei deles para outra transmissão eu só sinto que não sou roubado megas quando estou com um número mesmo acima de,55,59,60.0,negative,negative,negative,negative
